,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EB.P_bal,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,-0.08066517157384155,199709.60538233415,29.832849342303895,0.06524937856549101,10234.897762835766,139.72379896746267,-0.015415793008333347,0.015415793008333333,-0.08066517157382481,0.08066517157382483,109.89107976255688,2757.525844361928,86959.59530181282,108699.49412726602,1.0,0.0,0.0,109.89238690518631,0.0,0.0,0.0806651715738248,109.89238690518631,29.832849342303888,139.72540157052407,109.8909496251588,1.0,0.0,-108699.494127266,0.0,108699.494127266,0.0,-0.08162970119414284,0.08162970119414284,110000.0000000001,0.0,0.0,0.0,0.08162970119413153,-0.015415793008333333,-110000.0000000001,0.0
1,1,-0.08155842819428982,199415.99504083474,29.832359991734723,0.0579621330581893,10443.56144184525,139.82010528085166,-0.023596295136111098,0.023596295136111108,-0.08155842819428982,0.08155842819430038,109.98787832466107,2758.740073589508,88000.0,109999.99999999999,1.0,0.0,0.0,109.98918189441895,0.0,0.0,0.0815584281943004,109.98918189441895,29.83235999173472,139.8217070076394,109.98774528911693,1.0,0.0,-109999.99999999999,0.0,109999.99999999999,0.0,-0.08155790080737287,0.08155790080737287,110000.0000000001,0.0,0.0,0.0,0.08155790080737287,-0.023596295136111108,-110000.0000000001,0.0
2,2,-0.08148908342929097,199122.6343404893,29.831871057234146,0.056037023454297265,10645.294726280717,139.9132129505911,-0.02545205997499999,0.025452059975,-0.08148908342929097,0.08148908342929724,110.0814747027713,2759.9136265204825,88000.0,109999.99999999999,1.0,0.0,0.0,110.08277787818155,0.0,0.0,0.08148908342929725,110.08277787818155,29.831871057234146,139.91481386549293,110.08134189335696,1.0,0.0,-109999.99999999997,0.0,109999.99999999997,0.0,-0.08148859479420117,0.08148859479420117,110000.0000000001,0.0,0.0,0.0,0.08148859479420117,-0.025452059975,-110000.0000000001,0.0
3,3,-0.08143776719933739,198829.4583785717,29.831382430630956,0.04145373300488032,10794.528165098287,139.98208992235305,-0.03998403419444442,0.03998403419444444,-0.08143776719933739,0.08143776719932475,110.15084013392055,2760.7830393202335,87999.99999999999,109999.99999999999,1.0,0.0,0.0,110.15214284531888,0.0,0.0,0.08143776719932476,110.15214284531888,29.83138243063096,139.98369008983255,110.15070749172209,1.0,0.0,-109999.99999999997,0.0,109999.99999999997,0.0,-0.08143731736191262,0.08143731736191262,110000.0000000001,0.0,0.0,0.0,0.08143731736191262,-0.03998403419444444,-110000.0000000001,0.0
4,4,-0.08141120525059317,198536.3780396695,29.83089396339945,0.021335897556164045,10871.337396300476,140.01754033675408,-0.06007530769444441,0.06007530769444444,-0.08141120525059317,0.0814112052506085,110.18677892904142,2761.233473856588,88000.0,109999.99999999999,1.0,0.0,0.0,110.18808105667316,0.0,0.0,0.08141120525060848,110.18808105667316,29.83089396339944,140.01913982135238,110.18664637335466,1.0,0.0,-109999.99999999999,0.0,109999.99999999997,0.0,-0.08141079425726783,0.08141079425726783,110000.0000000001,0.0,0.0,0.0,0.08141079425726794,-0.06007530769444444,-110000.0000000001,0.0
5,5,-0.027800000000000005,198436.29803966955,29.830727163399445,-0.03465466294444534,10746.580609700473,139.95996028140024,-0.06245466294444445,0.06245466294444445,-0.027800000000000002,0.027800000000000002,110.12924857480083,2760.5124555626567,30034.228412822526,37542.785516028154,1.0,0.0,0.0,110.1900968411856,0.0,0.0,0.027800000000000002,110.1900968411856,29.830727163399438,140.0211466755099,110.12923311800083,1.0,0.0,-37542.78551602815,0.0,37542.78551602815,0.0,-0.06366249183555105,0.06366249183555105,86004.22829869564,0.0,0.0,0.0,0.06366249183555105,-0.06245466294444445,-86004.22829869573,0.0
6,6,0.0,198436.29803966955,29.830727163399445,-0.06305825783333334,10519.570881500475,139.85518656069257,-0.06305825783333334,0.06305825783333334,0.0,0.0,110.02445939729314,2759.198811237755,0.0,0.0,0.0,0.0,0.0,110.08398364165909,0.0,0.0,0.0,110.08398364165909,29.830727163399438,139.91637295480223,110.02445939729313,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06305825783333334,0.0,0.0
7,7,0.0,198436.29803966955,29.830727163399445,-0.05495390947222222,10321.736807400475,139.76387852649253,-0.05495390947222217,0.05495390947222222,0.0,0.0,109.93315136309312,2758.053659863126,7.492348369859616e-12,9.36543546232452e-12,0.0,0.0,0.0,109.99677318110781,0.0,0.0,0.0,109.99677318110781,29.830727163399438,139.82909639466334,109.93315136309312,1.0,-3219.373465034922,3219.373465034912,3219.373465034912,0.0,0.0,-0.0024263501294075787,0.0024263501294075787,3219.3734650349224,0.0,0.0,0.0,0.0024263501294075787,-0.05495390947222222,0.0,-3219.3734650349224
8,8,0.0,198436.29803966955,29.830727163399445,-0.05385924808333333,10127.843514300475,139.67438931429254,-0.05385924808333335,0.05385924808333333,0.0,0.0,109.84366215089314,2756.930857931573,1.651311691798817e-10,2.0641396147485217e-10,0.0,0.0,0.0,109.92015316973504,0.0,0.0,0.0,109.92015316973504,29.830727163399438,139.7523203739463,109.84366215089312,1.0,-10155.15246147793,10155.152461477725,10155.152461477723,0.0,0.0,-0.007651457836954917,0.007651457836954917,10155.15246147793,0.0,0.0,0.0,0.007651457836954917,-0.05385924808333333,0.0,-10155.15246147793
9,9,2.598969544472057e-13,198436.29803967048,29.830727163399448,-0.028020817361111113,10026.968571800475,139.6278316485233,-0.028020817361111075,0.028020817361111113,0.0,0.0,109.79710448512385,2756.3465280194278,2.2521510811645036e-11,2.815188851455629e-11,0.0,0.0,0.0,109.89449553170249,0.0,0.0,0.0,109.89449553170249,29.83072716339944,139.72649006275677,109.79710448512385,1.0,-16563.11448910103,16563.114489101,16563.114489100997,0.0,0.0,-0.01247479673770732,0.01247479673770732,16563.114489101015,0.0,0.0,0.0,0.01247479673770732,-0.028020817361111113,0.0,-16563.114489101015
10,10,-0.027800000000000002,198336.21803967046,29.830560363399446,0.010378885122222216,10064.332558240474,139.64507656534175,-0.01742111487777776,0.01742111487777778,-0.0278,0.0278,109.8145316587191,2756.565273229142,29948.39944490256,37435.49930612819,1.0,0.0,0.0,109.89340113162517,0.0,0.0,0.027799999999999995,109.89340113162517,29.830560363399442,139.7252120014688,109.81451620194228,1.0,-22118.448151188648,-15317.051154939543,0.0,15317.051154939541,0.0,-0.016651911324860852,0.016651911324860852,22118.448151188637,0.0,0.0,0.0,0.016651911324860852,-0.01742111487777778,0.0,-22118.448151188637
11,11,-0.0278,198236.13803967048,29.83039356339945,-0.005525981972222228,10044.439023140472,139.63589493375716,-0.0333259819722222,0.033325981972222224,-0.0278,0.0278,109.80551682715766,2756.4521310853133,29945.940938068783,37432.426172585976,1.0,0.0,0.0,109.87065865932924,0.0,0.0,0.0278,109.87065865932924,29.830393563399443,139.70273251302737,109.80550137035769,1.0,-26316.470869421864,-11115.955303164106,0.0,11115.955303164104,0.0,-0.019796660225103527,0.019796660225103527,26316.47086942184,0.0,0.0,0.0,0.019796660225103527,-0.033325981972222224,0.0,-26316.47086942184
12,12,-0.027800000000000002,198136.0580396705,29.83022676339945,-0.004478901277777779,10028.314978540473,139.62845306701868,-0.03227890127777778,0.03227890127777778,-0.027800000000000002,0.027800000000000002,109.79824176038262,2756.360822060085,29943.956896408028,37429.94612051004,1.0,0.0,0.0,109.8557668917997,0.0,0.0,0.027800000000000002,109.8557668917997,29.83022676339945,139.68396815352278,109.79822630361922,1.0,-27919.191260759962,-9510.754859750074,0.0,9510.754859750074,0.0,-0.02098553676104786,0.02098553676104786,27919.19126075998,0.0,0.0,0.0,0.02098553676104786,-0.03227890127777778,0.0,-27919.19126075998
13,13,-0.0278,198035.97803967047,29.830059963399446,-0.01023344330555556,9991.474582640474,139.61144980737254,-0.03803344330555555,0.03803344330555555,-0.0278,0.0278,109.78140530077306,2756.149499584225,29939.365290816226,37424.20661352028,1.0,0.0,0.0,109.82156920374797,0.0,0.0,0.027799999999999995,109.82156920374797,29.830059963399442,139.6532768950164,109.7813898439731,1.0,-26043.58016464252,-11380.626448877758,0.0,11380.626448877756,0.0,-0.01956185253786219,0.01956185253786219,26043.580164642543,0.0,0.0,0.0,0.01956185253786219,-0.03803344330555555,0.0,-26043.580164642543
