,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EB.P_bal,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,-0.07716246540698844,199722.21512453485,29.83287035854089,0.061746672398664805,10222.288020635193,139.71797908644703,-0.015415793008333333,0.015415793008333333,-0.07716246540698585,0.07716246540698586,109.88522780827407,2757.452288973057,83179.13802310705,103973.92252888384,1.0,0.0,0.0,109.88522780827407,0.0,0.0,0.0771624654069972,109.88522780827407,29.83287035854089,139.71797908644703,109.88510872790616,1.0,0.0,-103973.9225288838,0.0,103973.92252888382,0.0,-0.07716246540698585,0.07716246540698586,103973.92252888384,0.0,0.0,0.0,0.0771624654069972,-0.015415793008333333,-103973.9225288838,0.0
1,1,-0.08156275354288843,199428.5892117804,29.832380982019636,0.05796645840677726,10430.967270899591,139.81429258656905,-0.023596295136111108,0.023596295136111108,-0.08156275354288843,0.08156275354288839,109.98204465420406,2758.6667814418715,88000.0,110000.00000000001,1.0,0.0,0.0,109.98204465420406,0.0,0.0,0.08156275354288837,109.98204465420406,29.83238098201963,139.81429258656905,109.98191160454945,1.0,0.0,-110000.00000000001,0.0,110000.0,0.0,-0.08156275354288843,0.08156275354288839,110000.00000000001,0.0,0.0,0.0,0.08156275354288837,-0.023596295136111108,-110000.00000000001,0.0
2,2,-0.08149339610279549,199135.2129858104,29.831892021643018,0.05604133612779024,10632.716080959635,139.90740742198136,-0.025452059975,0.025452059975,-0.08149339610279549,0.08149339610279023,110.07564822380984,2759.8404558526872,88000.0,110000.00000000003,1.0,0.0,0.0,110.07564822380984,0.0,0.0,0.08149339610279024,110.07564822380984,29.831892021643014,139.90740742198136,110.07551540033838,1.0,0.0,-110000.00000000003,0.0,110000.00000000003,0.0,-0.08149339610279549,0.08149339610279023,110000.00000000003,0.0,0.0,0.0,0.08149339610279024,-0.025452059975,-110000.00000000003,0.0
3,3,-0.08144206913966746,198842.0215369076,29.831403369228184,0.04145803494521528,10781.96500676241,139.97629154158264,-0.03998403419444444,0.03998403419444444,-0.08144206913966745,0.08144206913965969,110.14502082856633,2760.709982010722,88000.0,110000.00000000003,1.0,0.0,0.0,110.14502082856633,0.0,0.0,0.08144206913965972,110.14502082856633,29.831403369228173,139.97629154158264,110.14488817235448,1.0,0.0,-110000.00000000003,0.0,110000.00000000004,0.0,-0.08144206913966745,0.08144206913965969,110000.00000000003,0.0,0.0,0.0,0.08144206913965972,-0.03998403419444444,-110000.00000000003,0.0
4,4,-0.08141549909514312,198548.9257401651,29.830914876233606,0.02134019140071258,10858.789695804975,140.01174909037152,-0.06007530769444444,0.06007530769444444,-0.08141549909514313,0.08141549909515701,110.18096678380716,2761.160425720248,88000.0,110000.00000000001,1.0,0.0,0.0,110.18096678380716,0.0,0.0,0.08141549909515702,110.18096678380716,29.8309148762336,140.01174909037152,110.18083421413797,1.0,0.0,-110000.00000000001,0.0,110000.00000000003,0.0,-0.08141549909514313,0.08141549909515701,110000.00000000001,0.0,0.0,0.0,0.08141549909515702,-0.06007530769444444,-110000.00000000001,0.0
5,5,0.0,198548.9257401651,29.830914876233606,-0.06245466294444445,10633.952909204976,139.9079782657869,-0.06245466294444445,0.06245466294444445,0.0,0.0,110.07706338955332,2759.8581731471877,1.50055168100697e-11,1.8756896012587126e-11,0.0,0.0,0.0,110.07706338955332,0.0,0.0,0.0,110.07706338955332,29.830914876233606,139.9079782657869,110.07706338955333,1.0,0.0,-1.8756896012587126e-11,0.0,1.8756896012587126e-11,0.0,0.0,0.0,1.8756896012587126e-11,0.0,0.0,0.0,0.0,-0.06245466294444445,-1.8756896012587126e-11,0.0
6,6,0.0,198548.92574016508,29.830914876233606,-0.06305825783333334,10406.943181004975,139.8032045450792,-0.06305825783333334,0.06305825783333334,0.0,0.0,109.97228966884563,2758.544414008866,0.0,0.0,0.0,0.0,0.0,109.97228966884563,0.0,0.0,0.0,109.97228966884563,29.830914876233603,139.8032045450792,109.97228966884563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06305825783333334,0.0,0.0
7,7,0.0,198548.92574016508,29.83091487623361,-0.05495390947222223,10209.109106904976,139.71189651087923,-0.05495390947222222,0.05495390947222222,0.0,0.0,109.88098163464561,2757.3992122815343,0.0,0.0,0.0,-1.9668105035244854e-18,0.0,109.88098163464561,0.0,0.0,0.0,109.88098163464561,29.830914876233606,139.71189651087923,109.88098163464561,0.0,-3219.373465034922,3219.3734650349215,3219.373465034922,0.0,0.0,0.0,0.0,0.0,0.0,-1.9668105035244854e-18,0.0,0.0,-0.05495390947222222,3219.3734650349215,-3219.373465034922
8,8,0.0,198548.9257401638,29.83091487623361,-0.05385924808333333,10015.215813804976,139.62240729867924,-0.05385924808333333,0.05385924808333333,0.0,0.0,109.7914924224456,2756.276143752972,0.0,0.0,0.0,0.0,0.0,109.7914924224456,0.0,0.0,0.0,109.7914924224456,29.83091487623361,139.62240729867924,109.79149242244561,1.0,-10155.152461477932,10155.152461477932,10155.152461477932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05385924808333333,10155.152461477932,-10155.152461477932
9,9,0.0,198548.9257401638,29.83091487623361,-0.028020817361111113,9914.340871304974,139.57584963291,-0.028020817361111113,0.028020817361111113,0.0,0.0,109.7449347566764,2755.6916750121363,0.0,0.0,0.0,0.0,0.0,109.7449347566764,0.0,0.0,0.0,109.7449347566764,29.83091487623361,139.57584963291,109.7449347566764,1.0,-16563.11448910103,16563.114489101026,16563.114489101026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028020817361111113,16563.114489101026,-16563.11448910103
10,10,-0.027800000000000002,198448.84574016384,29.83074807623361,0.010378885122222216,9951.704857744973,139.59309454972845,-0.01742111487777778,0.01742111487777778,-0.0278,0.0278,109.76236193029439,2755.9104671134014,29934.17182090602,37417.71477613253,1.0,0.0,0.0,109.76236193029439,0.0,0.0,0.027799999999999995,109.76236193029439,29.83074807623361,139.59309454972845,109.76234647349483,1.0,-22118.44815118865,-15299.266624943883,0.0,15299.266624943884,0.0,-0.0278,0.0278,37417.71477613253,0.0,0.0,0.0,0.027799999999999995,-0.01742111487777778,-15299.266624943883,-22118.44815118865
11,11,-0.027800000000000002,198348.76574016386,29.83058127623361,-0.0055259819722222325,9931.811322644975,139.58391291814382,-0.033325981972222224,0.033325981972222224,-0.027799999999999995,0.027799999999999995,109.75334709867366,2755.7972927134147,29931.713314056073,37414.641642570095,1.0,0.0,0.0,109.75334709867366,0.0,0.0,0.02779999999999999,109.75334709867366,29.83058127623361,139.58391291814382,109.75333164191024,1.0,-26316.470869421864,-11098.17077314823,0.0,11098.17077314823,0.0,-0.027799999999999995,0.027799999999999995,37414.641642570095,0.0,0.0,0.0,0.02779999999999999,-0.033325981972222224,-11098.17077314823,-26316.470869421864
12,12,-0.027800000000000005,198248.68574016387,29.83041447623361,-0.004478901277777778,9915.687278044976,139.57647105140538,-0.03227890127777778,0.03227890127777778,-0.027800000000000002,0.027800000000000002,109.74607203193519,2755.705956358058,29929.729272405297,37412.16159050663,1.0,0.0,0.0,109.74607203193519,0.0,0.0,0.027800000000000002,109.74607203193519,29.830414476233607,139.57647105140538,109.74605657517178,1.0,-27919.191260759966,-9492.97032974666,0.0,9492.97032974666,0.0,-0.027800000000000002,0.027800000000000002,37412.16159050663,0.0,0.0,0.0,0.027800000000000002,-0.03227890127777778,-9492.97032974666,-27919.191260759966
