,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EB.P_bal,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,0.0,200000.00000000003,29.833333333333332,-0.015415793008333333,9944.50314517,139.58977068238616,-0.015415793008333333,0.015415793008333333,0.0,0.0,109.75643734905283,2755.836086084929,1.6443664208054544e-10,2.0554580260068176e-10,0.0,0.0,0.0,109.75643734905283,0.0,0.0,0.0,109.75643734905283,29.833333333333332,139.58977068238616,109.75643734905283,1.0,0.0,-2.0554580260068173e-10,0.0,2.0554580260068173e-10,0.0,0.0,0.0,2.0554580260068176e-10,0.0,0.0,0.0,0.0,-0.015415793008333333,-2.0554580260068173e-10,0.0
1,1,-0.08165816891030174,199706.03059192293,29.832843384319876,0.05806187377418936,10153.525890757082,139.68624271881097,-0.023596295136111108,0.023596295136111108,-0.08165816891029298,0.08165816891030042,109.8535326956221,2757.0548083066733,87999.99999999999,109999.99999999999,1.0,0.0,0.0,109.8535326956221,0.0,0.0,0.08165816891030042,109.8535326956221,29.832843384319876,139.68624271881097,109.85339933449113,1.0,0.0,-109999.99999999996,0.0,109999.99999999996,0.0,-0.08165816891029298,0.08165816891030042,109999.99999999999,0.0,0.0,0.0,0.08165816891030042,-0.023596295136111108,-109999.99999999996,0.0
2,2,-0.0815885314505441,199412.31187870097,29.83235385313117,0.05613647147554096,10355.617188069025,139.77951562526263,-0.025452059975,0.025452059975,-0.08158853145054411,0.08158853145054036,109.9472949059007,2758.2308954172163,88000.0,110000.0,1.0,0.0,0.0,109.9472949059007,0.0,0.0,0.08158853145053979,109.9472949059007,29.832353853131178,139.77951562526263,109.94716177213144,1.0,0.0,-110000.0,0.0,110000.0,0.0,-0.08158853145054411,0.08158853145054036,110000.0,0.0,0.0,0.0,0.08158853145053979,-0.025452059975,-110000.0,0.0
3,3,-0.0815369673398932,199118.77879627736,29.831864631327132,0.041552933145062455,10505.207747391232,139.8485574218729,-0.03998403419444444,0.03998403419444444,-0.08153696733989318,0.08153696733950691,110.01682575608493,2759.1029152198994,87999.99999999999,109999.99999999999,1.0,0.0,0.0,110.01682575608493,0.0,0.0,0.08153696733950691,110.01682575608493,29.831864631327132,139.8485574218729,110.01669279054576,1.0,0.0,-109999.99999999999,0.0,109999.99999999996,0.0,-0.08153696733989318,0.08153696733950691,109999.99999999999,0.0,0.0,0.0,0.08153696733950691,-0.03998403419444444,-109999.99999999999,0.0
4,4,-0.043197829113569584,198963.26661146854,29.831605444352448,-0.01687747858087487,10444.448824500083,139.820514842077,-0.06007530769444444,0.06007530769444444,-0.043197829113569584,0.04319782911356958,109.98894671876731,2758.7535471316187,46610.093339682724,58262.6166746034,1.0,0.0,0.0,109.98894671876731,0.0,0.0,0.043197829113569584,109.98894671876731,29.83160544435245,139.820514842077,109.98890939772454,1.0,0.0,-58262.6166746034,0.0,58262.6166746034,0.0,-0.043197829113569584,0.04319782911356958,58262.6166746034,0.0,0.0,0.0,0.043197829113569584,-0.06007530769444444,-58262.6166746034,0.0
5,5,0.0,198963.26661146848,29.831605444352448,-0.06245466294444445,10219.612037900086,139.71674401749237,-0.06245466294444445,0.06245466294444445,0.0,0.0,109.88513857313993,2757.4513697629845,0.0,0.0,0.0,0.0,0.0,109.88513857313993,0.0,0.0,0.0,109.88513857313993,29.83160544435245,139.71674401749237,109.88513857313993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06245466294444445,0.0,0.0
6,6,0.0,198963.26661146848,29.831605444352448,-0.06305825783333334,9992.602309700087,139.61197029678468,-0.06305825783333334,0.06305825783333334,0.0,0.0,109.78036485243223,2756.136463381296,0.0,0.0,0.0,0.0,0.0,109.78036485243223,0.0,0.0,0.0,109.78036485243223,29.83160544435245,139.61197029678468,109.78036485243223,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06305825783333334,0.0,0.0
7,7,0.0,198963.26661146848,29.831605444352448,-0.05495390947222222,9794.768235600086,139.5206622625847,-0.05495390947222222,0.05495390947222222,0.0,0.0,109.68905681823223,2754.990039097872,0.0,0.0,0.0,0.0,0.0,109.68905681823223,0.0,0.0,0.0,109.68905681823223,29.83160544435245,139.5206622625847,109.68905681823222,1.0,-3219.3734650349215,3219.3734650349215,3219.3734650349215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05495390947222222,3219.3734650349215,-3219.3734650349215
8,8,0.0,198963.26661146848,29.831605444352448,-0.05385924808333333,9600.874942500086,139.43117305038467,-0.05385924808333333,0.05385924808333333,0.0,0.0,109.59956760603224,2753.8659880719374,8.987883161937345e-11,1.1234853952421682e-10,0.0,0.0,0.0,109.59956760603224,0.0,0.0,0.0,109.59956760603224,29.83160544435245,139.43117305038467,109.59956760603224,1.0,-10155.152461477932,10155.152461477819,10155.152461477819,0.0,0.0,0.0,0.0,1.1234853952421682e-10,0.0,0.0,0.0,0.0,-0.05385924808333333,10155.152461477819,-10155.152461477932
9,9,0.0,198963.26661146848,29.831605444352444,-0.028020817361111113,9500.000000000085,139.38461538461547,-0.028020817361111113,0.028020817361111113,0.0,0.0,109.55300994026302,2753.2810077013323,0.0,0.0,0.0,0.0,0.0,109.55300994026302,0.0,0.0,0.0,109.55300994026302,29.831605444352448,139.38461538461547,109.55300994026302,1.0,-16563.11448910103,16563.114489101026,16563.11448910103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028020817361111113,16563.114489101026,-16563.11448910103
