,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EB.P_bal,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,0.0,199999.99999999997,29.833333333333336,-0.015415793008423986,9944.503145169672,139.589770682386,-0.015415793008333333,0.015415793008333333,0.0,0.0,109.7564373490527,2755.8360421109433,0.0,0.0,0.0,-9.049497525238904e-14,9.049497525238904e-14,109.7564373490527,-9.756928804834843e-08,-4.878464402417422e-08,-9.049497525238904e-14,109.7564373490527,29.83333333333333,139.589770682386,109.7564373490527,0.0,0.0,4.878464402417423e-08,0.0,-4.878464402417423e-08,0.0,0.0,0.0,0.0,0.0,-9.049497525238904e-14,-4.878464402417422e-08,-9.049497525238904e-14,-0.015415793008333333,4.878464402417423e-08,0.0
1,1,-0.08165816891797006,199706.03059189534,29.83284338431983,0.058061873781849745,10153.525890784333,139.68624271882354,-0.023596295136111108,0.023596295136111108,-0.08165816891796221,0.08165816891796035,109.85353269563473,2757.0545487915483,88000.00000000001,109999.99999999997,1.0,0.0,0.0,109.85353269563473,0.0,0.0,0.08165816891796046,109.85353269563473,29.832843384319826,139.68624271882354,109.8533993345037,1.0,0.0,-109999.99999999997,0.0,109999.99999999999,0.0,-0.08165816891796221,0.08165816891796035,109999.99999999997,0.0,0.0,0.0,0.08165816891796046,-0.023596295136111108,-109999.99999999997,0.0
2,2,-0.08158853149466663,199412.3118785145,29.83235385313086,0.05613647151968453,10355.617188255197,139.77951562534855,-0.025452059975,0.025452059975,-0.08158853149466662,0.08158853149468462,109.94729490598712,2758.230900793415,88000.0,109999.99999999997,1.0,0.0,0.0,109.94729490598712,0.0,0.0,0.08158853149468495,109.94729490598712,29.83235385313086,139.77951562534855,109.94716177221771,1.0,0.0,-109999.99999999997,0.0,109999.99999999999,0.0,-0.08158853149466662,0.08158853149468462,109999.99999999997,0.0,0.0,0.0,0.08158853149468495,-0.025452059975,-109999.99999999997,0.0
3,3,-0.08153696745224721,199118.77879568643,29.83186463132614,0.04155293325779717,10505.207747983266,139.84855742214611,-0.03998403419444444,0.03998403419444444,-0.08153696745224721,0.08153696745224075,110.01682575636121,2759.1029184433437,88000.00000000001,110000.0,1.0,0.0,0.0,110.01682575636121,0.0,0.0,0.08153696745224115,110.01682575636121,29.83186463132614,139.84855742214611,110.01669279081999,1.0,0.0,-110000.0,0.0,110000.00000000001,0.0,-0.08153696745224721,0.08153696745224075,110000.0,0.0,0.0,0.0,0.08153696745224115,-0.03998403419444444,-110000.0,0.0
4,4,-0.07389558978630062,198852.75467245572,29.831421257787426,0.013820282091856175,10554.960763513947,139.8715203523911,-0.06007530769444444,0.06007530769444444,-0.07389558978630063,0.07389558978630063,110.04020830576448,2759.3963349123464,79769.8785669819,99712.34820872736,1.0,0.0,0.0,110.04020830576448,0.0,0.0,0.07389558978630062,110.04020830576448,29.831421257787422,139.8715203523911,110.04009909460363,1.0,0.0,-99712.34820872736,0.0,99712.34820872736,0.0,-0.07389558978630063,0.07389558978630063,99712.34820872736,0.0,0.0,0.0,0.07389558978630062,-0.06007530769444444,-99712.34820872736,0.0
5,5,0.0,198852.75467245578,29.831421257787422,-0.06245466294444445,10330.123976913948,139.76774952780644,-0.06245466294444445,0.06245466294444445,0.0,0.0,109.936328270019,2758.093545739589,0.0,0.0,0.0,0.0,0.0,109.936328270019,0.0,0.0,0.0,109.936328270019,29.831421257787422,139.76774952780644,109.936328270019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06245466294444445,0.0,0.0
6,6,0.0,198852.75467245575,29.831421257787422,-0.06305825783355887,10103.114248713136,139.66297580709838,-0.06305825783333334,0.06305825783333334,0.0,0.0,109.83155454931094,2756.7789456578794,0.0,0.0,0.0,-1.0198276684941776e-18,0.0,109.83155454931094,0.0,0.0,-2.2553144761765978e-13,109.83155454931094,29.831421257787422,139.66297580709838,109.83155454931095,-1.3681278332455804e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0198276684941776e-18,0.0,-2.2553144761765978e-13,-0.06305825783333334,0.0,0.0
7,7,0.0,198852.75467245575,29.831421257787422,-0.05495390947222222,9905.280174613139,139.5716677728984,-0.05495390947222222,0.05495390947222222,0.0,0.0,109.74024651511097,2755.6327886659933,0.0,0.0,0.0,0.0,0.0,109.74024651511097,0.0,0.0,0.0,109.74024651511097,29.831421257787422,139.5716677728984,109.74024651511097,1.0,-3219.3734650349215,3219.3734650349215,3219.373465034922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05495390947222222,3219.3734650349215,-3219.3734650349215
8,8,0.0,198852.75467245575,29.831421257787422,-0.053859248083333346,9711.386881513137,139.4821785606984,-0.05385924808333333,0.05385924808333333,0.0,0.0,109.65075730291099,2754.5089999312104,0.0,0.0,0.0,0.0,0.0,109.65075730291099,0.0,0.0,0.0,109.65075730291099,29.831421257787422,139.4821785606984,109.65075730291097,0.0,-10155.152461477932,10155.152461477932,10155.152461477936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05385924808333333,10155.152461477932,-10155.152461477932
9,9,0.0,198852.75467245575,29.831421257787422,-0.028020817361111113,9610.511939013139,139.43562089492917,-0.028020817361111113,0.028020817361111113,0.0,0.0,109.60419963714172,2753.924159217597,0.0,0.0,0.0,0.0,0.0,109.60419963714172,0.0,0.0,0.0,109.60419963714172,29.831421257787422,139.43562089492917,109.60419963714172,1.0,-16563.11448910103,16563.11448910103,16563.11448910103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028020817361111113,16563.11448910103,-16563.11448910103
