,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver,CO2_W,CO2_S,CO2
0,34.752208505562336,186.533367169208,110.64278783738516,770.8548829363258,4093.3643022177134,2432.1095925770196,390.2122254207282,1469.810271724105,930.0112485724165,4680.160523530684,25822.385105928188,15251.272814729437,0,0,0.0,275.00715119293255,1030.4715463145037,652.7393487537181
