,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver,CO2_W,CO2_S,CO2
0,167.19040502859167,7.3998552039975065,87.29513011629459,0.1505335836754195,62.22892346424965,31.189728523962533,2071.9646533628083,63.04435156533892,1067.5045024640735,1.1965200173636015,453.393771553313,227.2951457853383,3432.3545801198497,17385.64205788695,10408.9983190034,-144.55720222208555,38.70784650602043,-52.92467785803256
