,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,182.38299477682847,70.65191371580052,253.03490849262897,4.3341337469713525e-07,3.400930130683054e-07,7.735063877654407e-07,2198.179080808579,710.5711254755836,2908.7502062841622,4.2735776926288585e-06,2.4216545294664934e-06,6.695232222095351e-06,2745.882750467377,13908.51321152674,16654.395961994116
