,t,B1w.Q,B1w.W,B1w.z,B1s.Q,B1s.W,B1s.z,B4w.Q,B4w.W,B4w.z,B4s.Q,B4s.W,B4s.z,B5w.Q,B5w.W,B5w.z,B5s.Q,B5s.W,B5s.z,Irrigation4w.Qin,Irrigation4w.Qout,Irrigation4s.Qin,Irrigation4s.Qout,Irrigation5w.Qin,Irrigation5w.Qout,Irrigation5s.Qin,Irrigation5s.Qout,Pump24gw.Qin,Pump24gw.Qout,Pump24gw.H,Pump24gw.Hfix,Pump24gw.Ph,Pump24gw.Pe,Pump24gw.PumpOn,Pump24gs.Qin,Pump24gs.Qout,Pump24gs.H,Pump24gs.Hfix,Pump24gs.Ph,Pump24gs.Pe,Pump24gs.PumpOn,Pump24sw.Qin,Pump24sw.Qout,Pump24sw.H,Pump24sw.Hfix,Pump24sw.Ph,Pump24sw.Pe,Pump24sw.PumpOn,Pump24ss.Qin,Pump24ss.Qout,Pump24ss.H,Pump24ss.Hfix,Pump24ss.Ph,Pump24ss.Pe,Pump24ss.PumpOn,Pump3gw.Qin,Pump3gw.Qout,Pump3gw.H,Pump3gw.Hfix,Pump3gw.Ph,Pump3gw.Pe,Pump3gw.PumpOn,Pump3gs.Qin,Pump3gs.Qout,Pump3gs.H,Pump3gs.Hfix,Pump3gs.Ph,Pump3gs.Pe,Pump3gs.PumpOn,Pump3sw.Qin,Pump3sw.Qout,Pump3sw.H,Pump3sw.Hfix,Pump3sw.Ph,Pump3sw.Pe,Pump3sw.PumpOn,Pump3ss.Qin,Pump3ss.Qout,Pump3ss.H,Pump3ss.Hfix,Pump3ss.Ph,Pump3ss.Pe,Pump3ss.PumpOn,Pipe14w.Q,Pipe14w.H,Pipe14w.zlow,Pipe14w.zhigh,Pipe14w.Qp,Pipe14w.Qn,Pipe14s.Q,Pipe14s.H,Pipe14s.zlow,Pipe14s.zhigh,Pipe14s.Qp,Pipe14s.Qn,Pipe45w.Q,Pipe45w.H,Pipe45w.zlow,Pipe45w.zhigh,Pipe45w.Qp,Pipe45w.Qn,Pipe45s.Q,Pipe45s.H,Pipe45s.zlow,Pipe45s.zhigh,Pipe45s.Qp,Pipe45s.Qn,PV24w.forecast,PV24w.P,PV24s.forecast,PV24s.P,PV3w.forecast,PV3w.P,PV3s.forecast,PV3s.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,Grids.P,Grids.Psell,Grids.Pbuy,EBgw.P_bal,EBgs.P_bal,Turb1w.Qin,Turb1w.Qout,Turb1w.H,Turb1w.Ph,Turb1w.Pe,Turb1s.Qin,Turb1s.Qout,Turb1s.H,Turb1s.Ph,Turb1s.Pe,p1r4w_expanded.Q,p1c1_Qw_expanded.Q,p1ebw_expanded.P,p2r4w_expanded.Q,p2c1_Qw_expanded.Q,p2ebw_expanded.P,p3r1w_expanded.Q,p3c2_Qw_expanded.Q,p3ebw_expanded.P,p4r1w_expanded.Q,p4c2_Qw_expanded.Q,p4ebw_expanded.P,t1r0w_expanded.Q,t1c1_Qw_expanded.Q,t1ebw_expanded.P,c1r1_Qw_expanded.Q,c2r4_Qw_expanded.Q,r5i5w_expanded.Q,r4i4w_expanded.Q,gridebw_expanded.P,pv2ebw_expanded.P,pv3ebw_expanded.P,p1r4s_expanded.Q,p1c1_Qs_expanded.Q,p1ebs_expanded.P,p2r4s_expanded.Q,p2c1_Qs_expanded.Q,p2ebs_expanded.P,p3r1s_expanded.Q,p3c2_Qs_expanded.Q,p3ebs_expanded.P,p4r1s_expanded.Q,p4c2_Qs_expanded.Q,p4ebs_expanded.P,t1r0s_expanded.Q,t1c1_Qs_expanded.Q,t1ebs_expanded.P,c1r1_Qs_expanded.Q,c2r4_Qs_expanded.Q,r5i5s_expanded.Q,r4i4s_expanded.Q,gridebs_expanded.P,pv2ebs_expanded.P,pv3ebs_expanded.P
0,0,-3.671886866622692e-10,119999999.99999869,337.0,-2.1222407670234256e-10,119999999.99999924,337.0,-0.013226290439776776,229952.3853544168,429.4477126992686,-0.05394676159233178,229805.79165826758,429.44181094564954,-0.013226289571378494,159952.38535754304,449.6092472380352,-0.05394676151970192,159805.79165852908,449.6041981046347,-0.013226290189171978,0.013226290189171978,-0.05394676166212889,0.05394676166212889,-0.013226290189171978,0.013226290189171978,-0.05394676166212889,0.05394676166212889,-1.835943433311346e-10,1.835943433311346e-10,92.44771269926859,92,0.00016650392440483436,0.00018058993970155573,0.0,-1.0611203835117129e-10,1.0611203835117129e-10,92.44181094564954,92,9.622814397538407e-05,0.0001043689197129979,0.0,-1.835943433311346e-10,1.835943433311346e-10,92.44771269926859,92,0.00016650392440483436,0.00018058993970155573,0.0,-1.0611203835117128e-10,1.0611203835117128e-10,92.44181094564954,92,9.622814397538405e-05,0.0001043689197129979,0.0,-6.197236137889163e-10,6.197236137889163e-10,20.16153453876662,19,0.00012257182042057471,0.00014235983788684636,0.0,-3.651702498937105e-10,3.651702498937105e-10,20.162387158985144,19,7.222812582110969e-05,8.38886478758533e-05,0.0,-6.197236137889163e-10,6.197236137889163e-10,20.16153453876662,19,0.00012257182042057471,0.00014235983788684636,0.0,-3.651702498937105e-10,3.651702498937105e-10,20.162387158985144,19,7.222812582110969e-05,8.38886478758533e-05,0.0,3.671886866622692e-10,92.44771269926859,337.0,429.4477126992686,4.99073692342046e-10,1.318850056797768e-10,2.1222407670234256e-10,92.44181094564954,337.0,429.44181094564954,3.9814563427586506e-10,1.8592155757352248e-10,6.177934848630261e-10,20.16153453876662,429.4477126992686,449.6092472380352,0.0,0.0,1.4242696310632314e-10,20.162387158985144,429.44181094564954,449.6041981046347,1.855314175473577e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005690594226547978,2.404965114167178e-05,0.0005931090737964696,-0.00030384549456269864,2.9925965219887624e-05,0.00033377145978258626,0,0,-6.216537427148065e-10,6.216537427148065e-10,20.16153453876662,-0.00010977161788858053,-7.684013252200637e-05,-5.879135366810978e-10,5.879135366810978e-10,20.162387158985144,-0.00010381377230714826,-7.266964061500378e-05,-1.835943433311346e-10,1.835943433311346e-10,0.00018058993970155573,-1.835943433311346e-10,1.835943433311346e-10,0.00018058993970155573,-6.197236137889163e-10,6.197236137889163e-10,0.00014235983788684636,-6.197236137889163e-10,6.197236137889163e-10,0.00014235983788684636,6.216537427148065e-10,-6.216537427148065e-10,-7.684013252200637e-05,6.177934848630261e-10,3.671886866622692e-10,-0.013226290189171978,-0.013226290189171978,-0.0005690594226547978,-6.832832068862743e-41,-3.417595775668712e-40,-1.0611203835117129e-10,1.0611203835117129e-10,0.0001043689197129979,-1.0611203835117128e-10,1.0611203835117128e-10,0.0001043689197129979,-3.651702498937105e-10,3.651702498937105e-10,8.38886478758533e-05,-3.651702498937105e-10,3.651702498937105e-10,8.38886478758533e-05,5.879135366810978e-10,-5.879135366810978e-10,-7.266964061500378e-05,1.4242696310632314e-10,2.1222407670234256e-10,-0.05394676166212889,-0.05394676166212889,-0.00030384549456269864,0.0,0.0
1,1,-4.654754027369439e-10,119999999.999997,337.0,-2.2376119037408784e-10,119999999.99999844,337.0,-0.01335206319885381,229904.31792690093,429.4457775402423,-0.05255942102489593,229616.57774257797,429.43419333356235,-0.013352063116480831,159904.3179303237,449.60759164946705,-0.05255942086158779,159616.57774342736,449.5976810012052,-0.013352063390405022,0.013352063390405022,-0.05255942105512245,0.05255942105512245,-0.013352063390405022,0.013352063390405022,-0.05255942105512245,0.05255942105512245,-2.3273770136847195e-10,2.3273770136847195e-10,92.44577754024233,92,0.0002110682102838401,0.00022892430616468557,0.0,-1.1188059518704392e-10,1.1188059518704392e-10,92.4341933335623,92,0.00010145102307042997,0.00011003364758181125,0.0,-2.3273770136847195e-10,2.3273770136847195e-10,92.44577754024233,92,0.00021106821028384008,0.00022892430616468557,0.0,-1.1188059518704392e-10,1.1188059518704392e-10,92.4341933335623,92,0.00010145102307042997,0.00011003364758181125,0.0,-5.399869114990793e-10,5.399869114990793e-10,20.161814109224764,19,0.00010680260532168954,0.00012404483777199714,0.0,-3.806814506160616e-10,3.806814506160616e-10,20.163487667642883,19,7.530024285834715e-05,8.745672805847521e-05,0.0,-5.399869114990793e-10,5.399869114990793e-10,20.161814109224764,19,0.00010680260532168954,0.00012404483777199714,0.0,-3.806814506160616e-10,3.806814506160616e-10,20.163487667642883,19,7.530024285834715e-05,8.745672805847521e-05,0.0,4.654754027369439e-10,92.44577754024233,337.0,429.4457775402423,5.400820215482735e-10,7.460661881132962e-11,2.2376119037408784e-10,92.4341933335623,337.0,429.43419333356235,4.05556693801966e-10,1.8179550342787817e-10,2.739241896256873e-10,20.161814109224764,429.4457775402423,449.60759164946705,2.6195006267836064e-12,0.0,1.935346615738364e-10,20.163487667642883,429.43419333356235,449.5976810012052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006063057168907278,2.3375819772572625e-05,0.0006296815366633004,-0.0003247937738893707,2.9486070711564095e-05,0.00035427984460093475,0,0,-8.060496333724713e-10,8.060496333724713e-10,20.161814109224764,-0.00014233224426091098,-9.963257098263767e-05,-5.678282396582868e-10,5.678282396582868e-10,20.163487667642883,-0.00010026711055886029,-7.01869773912022e-05,-2.3273770136847195e-10,2.3273770136847195e-10,0.00022892430616468557,-2.3273770136847195e-10,2.3273770136847195e-10,0.00022892430616468557,-5.399869114990793e-10,5.399869114990793e-10,0.00012404483777199714,-5.399869114990793e-10,5.399869114990793e-10,0.00012404483777199714,8.060496333724713e-10,-8.060496333724713e-10,-9.963257098263767e-05,2.739241896256873e-10,4.654754027369439e-10,-0.013352063390405022,-0.013352063390405022,-0.0006063057168907278,0.0,0.0,-1.1188059518704392e-10,1.1188059518704392e-10,0.00011003364758181125,-1.1188059518704392e-10,1.1188059518704392e-10,0.00011003364758181125,-3.806814506160616e-10,3.806814506160616e-10,8.745672805847521e-05,-3.806814506160616e-10,3.806814506160616e-10,8.745672805847521e-05,5.678282396582868e-10,-5.678282396582868e-10,-7.01869773912022e-05,1.935346615738364e-10,2.2376119037408784e-10,-0.05255942105512245,-0.05255942105512245,-0.0003247937738893707,0.0,0.0
2,2,-4.5481159434280493e-10,119999999.99999537,336.99999999999994,-2.410978823419172e-10,119999999.99999757,337.0,-0.013385941076585356,229856.1285390252,429.44383747118223,-0.06107994803385112,229396.6899296561,429.42534081309395,-0.01338593976829807,159856.12854715783,449.60593186036476,-0.06107994766572567,159396.68993183074,449.59010739537234,-0.013385940649847512,0.013385940649847512,-0.061079947970337334,0.061079947970337334,-0.013385940649847512,0.013385940649847512,-0.061079947970337334,0.061079947970337334,-2.2740579717140246e-10,2.2740579717140246e-10,92.4438374711823,92,0.00020622841527197285,0.00022367507079389682,0.0,-1.2054894117095863e-10,1.2054894117095863e-10,92.42534081309398,92,0.00010930083209907831,0.00011854754023761207,0.0,-2.2740579717140244e-10,2.2740579717140244e-10,92.4438374711823,92,0.00020622841527197285,0.0002236750707938968,0.0,-1.205489411709586e-10,1.205489411709586e-10,92.42534081309398,92,0.00010930083209907831,0.00011854754023761207,0.0,-7.28402409823569e-10,7.28402409823569e-10,20.162094389182524,19,0.00014407081895504716,0.0001673296387398922,0.0,-4.1447688652739875e-10,4.1447688652739875e-10,20.16476658227843,19,8.199030906830943e-05,9.522683980059167e-05,0.0,-7.28402409823569e-10,7.28402409823569e-10,20.162094389182524,19,0.00014407081895504716,0.0001673296387398922,0.0,-4.144768865273988e-10,4.144768865273988e-10,20.16476658227843,19,8.199030906830943e-05,9.522683980059167e-05,0.0,4.5481159434280493e-10,92.4438374711823,336.99999999999994,429.44383747118223,5.408074592959628e-10,8.599586495315792e-11,2.4109788234191726e-10,92.42534081309398,337.0,429.42534081309395,4.1686496178406776e-10,1.757670794421505e-10,8.8154944050253e-10,20.162094389182524,429.44383747118223,449.60593186036476,0.0,0.0,3.0461166360608524e-10,20.16476658227843,429.42534081309395,449.59010739537234,3.0460520608684893e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007109044026730295,2.2251536013544606e-05,0.0007331559386865741,-0.0003627369292958899,2.930849002334618e-05,0.0003920454193192361,0,0,-5.752553791446079e-10,5.752553791446079e-10,20.162094389182524,-0.00010157859484935487,-7.11050163945484e-05,-5.243421094487123e-10,5.243421094487123e-10,20.16476658227843,-9.258832968645362e-05,-6.481183078051753e-05,-2.2740579717140246e-10,2.2740579717140246e-10,0.00022367507079389682,-2.2740579717140244e-10,2.2740579717140244e-10,0.0002236750707938968,-7.28402409823569e-10,7.28402409823569e-10,0.0001673296387398922,-7.28402409823569e-10,7.28402409823569e-10,0.0001673296387398922,5.752553791446079e-10,-5.752553791446079e-10,-7.11050163945484e-05,8.8154944050253e-10,4.5481159434280493e-10,-0.013385940649847512,-0.013385940649847512,-0.0007109044026730295,0.0,0.0,-1.2054894117095863e-10,1.2054894117095863e-10,0.00011854754023761207,-1.205489411709586e-10,1.205489411709586e-10,0.00011854754023761207,-4.1447688652739875e-10,4.1447688652739875e-10,9.522683980059167e-05,-4.144768865273988e-10,4.144768865273988e-10,9.522683980059167e-05,5.243421094487123e-10,-5.243421094487123e-10,-6.481183078051753e-05,3.0461166360608524e-10,2.4109788234191726e-10,-0.061079947970337334,-0.061079947970337334,-0.0003627369292958899,0.0,0.0
3,3,-5.01682130735917e-10,119999999.99999356,336.99999999999994,-2.0927834308519144e-10,119999999.99999681,337.0,-0.012098416787892243,229812.5742385888,429.4420840073091,-0.058302463522763186,229186.80106097416,429.416890842714,-0.01209841528053065,159812.57425214793,449.6044317178132,-0.05830246347840827,159186.80106330846,449.58287818358775,-0.012098416285052512,0.012098416285052512,-0.0583024636052249,0.0583024636052249,-0.012098416285052512,0.012098416285052512,-0.0583024636052249,0.0583024636052249,-2.508410653679585e-10,2.508410653679585e-10,92.44208400730915,92,0.00022747693691320842,0.0002467211897106382,0.0,-1.0463917154259572e-10,1.0463917154259572e-10,92.416890842714,92,9.486688783331648e-05,0.00010289250307301135,0.0,-2.508410653679585e-10,2.508410653679585e-10,92.44208400730915,92,0.00022747693691320842,0.0002467211897106382,0.0,-1.0463917154259572e-10,1.0463917154259572e-10,92.416890842714,92,9.486688783331648e-05,0.00010289250307301135,0.0,-7.817559541229044e-10,7.817559541229044e-10,20.162347710504122,19,0.00015462556699713965,0.00017958834726729346,0.0,-3.605109632998655e-10,3.605109632998655e-10,20.16598734087374,19,7.131928391227615e-05,8.283308236036718e-05,0.0,-7.817559541229044e-10,7.817559541229044e-10,20.162347710504122,19,0.00015462556699713965,0.00017958834726729346,0.0,-3.605109632998655e-10,3.605109632998655e-10,20.16598734087374,19,7.131928391227615e-05,8.283308236036718e-05,0.0,5.01682130735917e-10,92.44208400730915,336.99999999999994,429.4420840073091,5.614787332896366e-10,5.97966025537197e-11,2.0927834308519144e-10,92.416890842714,337.0,429.416890842714,3.96249528509113e-10,1.8697118542392162e-10,1.0045218613418222e-09,20.162347710504122,429.4420840073091,449.6044317178132,0.0,0.0,1.2681662970043847e-10,20.16598734087374,429.416890842714,449.58287818358775,5.486293146255217e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007835245502182491,2.2217649440668175e-05,0.0008057421996589174,-0.0002980038309382231,2.9750665976109968e-05,0.000327754496914333,0,0,-5.589900469039865e-10,5.589900469039865e-10,20.162347710504122,-9.870646248230592e-05,-6.909452373761414e-05,-5.942052968992926e-10,5.942052968992926e-10,20.16598734087374,-0.00010492477132647708,-7.344733992853395e-05,-2.508410653679585e-10,2.508410653679585e-10,0.0002467211897106382,-2.508410653679585e-10,2.508410653679585e-10,0.0002467211897106382,-7.817559541229044e-10,7.817559541229044e-10,0.00017958834726729346,-7.817559541229044e-10,7.817559541229044e-10,0.00017958834726729346,5.589900469039865e-10,-5.589900469039865e-10,-6.909452373761414e-05,1.0045218613418222e-09,5.01682130735917e-10,-0.012098416285052512,-0.012098416285052512,-0.0007835245502182491,0.0,0.0,-1.0463917154259572e-10,1.0463917154259572e-10,0.00010289250307301135,-1.0463917154259572e-10,1.0463917154259572e-10,0.00010289250307301135,-3.605109632998655e-10,3.605109632998655e-10,8.283308236036718e-05,-3.605109632998655e-10,3.605109632998655e-10,8.283308236036718e-05,5.942052968992926e-10,-5.942052968992926e-10,-7.344733992853395e-05,1.2681662970043847e-10,2.0927834308519144e-10,-0.0583024636052249,-0.0583024636052249,-0.0002980038309382231,0.0,0.0
4,4,-3.6669287831308995e-10,119999999.99999225,336.99999999999994,-1.5645580588026865e-10,119999999.99999624,336.99999999999994,-0.012255087784316934,229768.45592256525,429.44030783658627,-0.055752031548488096,228986.0937473996,429.40881051494165,-0.012255086920501564,159768.45593923412,449.6029121487676,-0.05575203213272188,158986.09374763066,449.5759652124427,-0.01225508753575569,0.01225508753575569,-0.05575203191883289,0.05575203191883289,-0.01225508753575569,0.01225508753575569,-0.05575203191883289,0.05575203191883289,-1.8334643915654498e-10,1.8334643915654498e-10,92.44030783658637,92,0.00016626577852122093,0.00018033164698613984,0.0,-7.822790294013432e-11,7.822790294013432e-11,92.40881051494169,92,7.091597458040192e-05,7.691537373145544e-05,0.0,-1.8334643915654498e-10,1.8334643915654498e-10,92.44030783658637,92,0.00016626577852122093,0.0001803316469861398,0.0,-7.822790294013432e-11,7.822790294013432e-11,92.40881051494169,92,7.091597458040192e-05,7.691537373145544e-05,0.0,-6.186923628573217e-10,6.186923628573217e-10,20.16260431218136,19,0.00012237434766490526,0.0001421304850928052,0.0,-2.835728146021297e-10,2.835728146021297e-10,20.16715469750106,19,5.6101985405031834e-05,6.515910035427623e-05,0.0,-6.186923628573217e-10,6.186923628573217e-10,20.16260431218136,19,0.00012237434766490526,0.0001421304850928052,0.0,-2.835728146021297e-10,2.835728146021297e-10,20.16715469750106,19,5.6101985405031834e-05,6.515910035427623e-05,0.0,3.6669287831308995e-10,92.44030783658637,336.99999999999994,429.44030783658627,4.986716412842096e-10,1.319787629711197e-10,1.5645580588026865e-10,92.40881051494169,336.99999999999994,429.40881051494165,3.636392093431551e-10,2.0718340346288648e-10,6.152541246771346e-10,20.16260431218136,429.44030783658627,449.6029121487676,0.0,0.0,-2.1388898758542652e-10,20.16715469750106,429.40881051494165,449.5759652124427,5.809756594604281e-18,2.1388899339518314e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005680251890860477,2.2477837989877283e-05,0.000590503027075925,-0.00018760838332855745,3.0976329352151044e-05,0.0002185847126807085,0,0,-6.221306010375088e-10,6.221306010375088e-10,20.16260431218136,-0.0001098558215312033,-7.689907507184232e-05,-7.810346167896859e-10,7.810346167896859e-10,20.16715469750106,-0.0001379150926327227,-9.65405648429059e-05,-1.8334643915654498e-10,1.8334643915654498e-10,0.00018033164698613984,-1.8334643915654498e-10,1.8334643915654498e-10,0.0001803316469861398,-6.186923628573217e-10,6.186923628573217e-10,0.0001421304850928052,-6.186923628573217e-10,6.186923628573217e-10,0.0001421304850928052,6.221306010375088e-10,-6.221306010375088e-10,-7.689907507184232e-05,6.152541246771346e-10,3.6669287831308995e-10,-0.01225508753575569,-0.01225508753575569,-0.0005680251890860477,0.0,0.0,-7.822790294013432e-11,7.822790294013432e-11,7.691537373145544e-05,-7.822790294013432e-11,7.822790294013432e-11,7.691537373145544e-05,-2.835728146021297e-10,2.835728146021297e-10,6.515910035427623e-05,-2.835728146021297e-10,2.835728146021297e-10,6.515910035427623e-05,7.810346167896859e-10,-7.810346167896859e-10,-9.65405648429059e-05,-2.1388898758542652e-10,1.5645580588026865e-10,-0.05575203191883289,-0.05575203191883289,-0.00018760838332855745,0.0,0.0
5,5,-2.1094109440642322e-10,119999999.99999149,336.99999999999994,-1.3732449978376114e-10,119999999.99999575,336.99999999999994,-0.012065592860372136,229725.01978826793,429.43855912999436,-0.07228597401934932,228725.86424092995,429.3983338677737,-0.012065593308308063,159725.01980332422,449.6014160759753,-0.07228597503187863,158725.8642375159,449.5670021156646,-0.012065593189810646,0.012065593189810646,-0.07228597459427623,0.07228597459427623,-0.012065593189810646,0.012065593189810646,-0.07228597459427623,0.07228597459427623,-1.0547054720321161e-10,1.0547054720321161e-10,92.4385591299944,92,9.564304051248531e-05,0.00010373431725866086,0.0,-6.866224989188058e-11,6.866224989188058e-11,92.39833386777377,92,6.223736217319488e-05,6.750256200997276e-05,0.0,-1.0547054720321161e-10,1.0547054720321161e-10,92.4385591299944,92,9.564304051248531e-05,0.00010373431725866085,0.0,-6.866224989188057e-11,6.866224989188057e-11,92.39833386777377,92,6.223736217319488e-05,6.750256200997276e-05,0.0,-3.9222745899919873e-10,3.9222745899919873e-10,20.16285694598097,19,7.758166049308442e-05,9.010645818012127e-05,0.0,-2.535909609949479e-10,2.535909609949479e-10,20.168668247890878,19,5.017414715672684e-05,5.8274270797592146e-05,0.0,-3.9222745899919873e-10,3.9222745899919873e-10,20.16285694598097,19,7.758166049308442e-05,9.010645818012127e-05,0.0,-2.535909609949478e-10,2.535909609949478e-10,20.168668247890878,19,5.0174147156726825e-05,5.827427079759213e-05,0.0,2.109410944064232e-10,92.4385591299944,336.99999999999994,429.43855912999436,3.9738082701054745e-10,1.8643973260412428e-10,1.3732449978376114e-10,92.39833386777377,336.99999999999994,429.3983338677737,3.5237652044599695e-10,2.1505202066223583e-10,-1.184974168506089e-10,20.16285694598097,429.43855912999436,449.6014160759753,0.0,1.1849741169418568e-10,-4.3760240156415734e-10,20.168668247890878,429.3983338677737,449.5670021156646,1.0381995161156293e-19,4.376024016679773e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000276071224576218,2.3572368134447548e-05,0.00029964359271066553,-0.0001347726545179075,3.204249771838917e-05,0.00016681515223629666,0,0,-9.029523348490063e-10,9.029523348490063e-10,20.16285694598097,-0.00015944332328763754,-0.00011161032630134626,-9.44784323554053e-10,9.44784323554053e-10,20.168668247890878,-0.0001668300158531747,-0.00011678101109722228,-1.0547054720321161e-10,1.0547054720321161e-10,0.00010373431725866086,-1.0547054720321161e-10,1.0547054720321161e-10,0.00010373431725866085,-3.9222745899919873e-10,3.9222745899919873e-10,9.010645818012127e-05,-3.9222745899919873e-10,3.9222745899919873e-10,9.010645818012127e-05,9.029523348490063e-10,-9.029523348490063e-10,-0.00011161032630134626,-1.184974168506089e-10,2.109410944064232e-10,-0.012065593189810646,-0.012065593189810646,-0.000276071224576218,-1.284574632519623e-40,-3.5329406815135436e-41,-6.866224989188058e-11,6.866224989188058e-11,6.750256200997276e-05,-6.866224989188057e-11,6.866224989188057e-11,6.750256200997276e-05,-2.535909609949479e-10,2.535909609949479e-10,5.8274270797592146e-05,-2.535909609949478e-10,2.535909609949478e-10,5.827427079759213e-05,9.44784323554053e-10,-9.44784323554053e-10,-0.00011678101109722228,-4.3760240156415734e-10,1.3732449978376114e-10,-0.07228597459427623,-0.07228597459427623,-0.0001347726545179075,-4.4933147411610795e-40,-2.136691961360398e-40
6,6,-1.5054622002074887e-10,119999999.99999094,336.99999999999994,-4.325771762813758e-10,119999999.9999942,336.99999999999994,-0.011667433961272051,229683.01702600735,429.4368681298989,-0.11416720083232655,228314.86231793356,429.3817872347998,-0.011667436075647776,159683.01703345188,449.5999693726743,-0.11416719969045096,158314.86231863027,449.5528459579969,-0.011667435093733023,0.011667435093733023,-0.11416720047767734,0.11416720047767734,-0.011667435093733023,0.011667435093733023,-0.11416720047767734,0.11416720047767734,-7.527311001037444e-11,7.527311001037444e-11,92.43686812989897,92,6.825808343424848e-05,7.403262845363176e-05,0.0,-2.1628858814068788e-10,2.1628858814068788e-10,92.38178723479986,92,0.0001960148493064137,0.00021259745044079577,0.0,-7.527311001037442e-11,7.527311001037442e-11,92.43686812989897,92,6.825808343424847e-05,7.403262845363176e-05,0.0,-2.162885881406879e-10,2.162885881406879e-10,92.38178723479986,92,0.00019601484930641371,0.0002125974504407958,0.0,-2.912576261122287e-10,2.912576261122287e-10,20.16310124277538,19,5.7610765199722486e-05,6.691145783939894e-05,0.0,-6.113776068003413e-10,6.113776068003413e-10,20.171058723197078,19,0.00012097823070236954,0.0001405089787483967,0.0,-2.912576261122287e-10,2.912576261122287e-10,20.16310124277538,19,5.7610765199722486e-05,6.691145783939894e-05,0.0,-6.113776068003413e-10,6.113776068003413e-10,20.171058723197078,19,0.00012097823070236954,0.0001405089787483967,0.0,1.5054622002074887e-10,92.43686812989897,336.99999999999994,429.4368681298989,3.6037166956295335e-10,2.0982544954220447e-10,4.325771762813758e-10,92.38178723479986,336.99999999999994,429.3817872347998,5.218062536926644e-10,8.922907741128856e-11,-9.819147534963562e-10,20.16310124277538,429.4368681298989,449.5999693726743,1.2495883069082564e-21,9.819147534976059e-10,7.872263858444551e-10,20.171058723197078,429.3817872347998,449.5528459579969,0.0,0.0,0.0,0.0,0.07357298277434086,-38033.553817061926,0.0,0.0,0.07357298277434086,-19804.84655986617,-8.851523729893452e-05,2.8633309814182838e-05,0.00011714854711311737,57838.399724549214,57838.399740898836,1.6349621637252777e-05,0,0,-1.5644300057208137e-09,1.5644300057208137e-09,20.16310124277538,-0.00027624705041018126,-0.00019337293528712686,-4.355288277562274e-10,4.355288277562274e-10,20.171058723197078,-7.690568040519464e-05,-5.383397628363624e-05,-7.527311001037444e-11,7.527311001037444e-11,7.403262845363176e-05,-7.527311001037442e-11,7.527311001037442e-11,7.403262845363176e-05,-2.912576261122287e-10,2.912576261122287e-10,6.691145783939894e-05,-2.912576261122287e-10,2.912576261122287e-10,6.691145783939894e-05,1.5644300057208137e-09,-1.5644300057208137e-09,-0.00019337293528712686,-9.819147534963562e-10,1.5054622002074887e-10,-0.011667435093733023,-0.011667435093733023,-8.851523729893452e-05,0.0,0.0,-2.1628858814068788e-10,2.1628858814068788e-10,0.00021259745044079577,-2.162885881406879e-10,2.162885881406879e-10,0.0002125974504407958,-6.113776068003413e-10,6.113776068003413e-10,0.0001405089787483967,-6.113776068003413e-10,6.113776068003413e-10,0.0001405089787483967,4.355288277562274e-10,-4.355288277562274e-10,-5.383397628363624e-05,7.872263858444551e-10,4.325771762813758e-10,-0.11416720047767734,-0.11416720047767734,57838.399724549214,-38033.553817061926,-19804.84655986617
