,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Q,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.forecast,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,Bat.E,Bat.P,Bat.Pch,Bat.Pdc,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P,baten_expanded.P
26,26,0.0,197073.95357211193,29.828456589286848,-0.004898605666111111,9445.682996812062,139.35954599852866,0.004898605666111111,-0.004898605666111111,0.004898605666111111,0.0,0.0,109.5310894092418,2753.005539468388,0.0,0.0,0.0,-3.7947076036992655e-19,0.0,109.5310894092418,0.0,0.0,0.0,109.5310894092418,29.828456589286848,139.35954599852866,109.53108940924182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7947076036992655e-19,0.0,0.0,-0.004898605666111111,0.0,0.0,0.0
27,27,0.0,197073.953572112,29.82845658928685,-0.005808921101666667,9424.77088084606,139.3498942526982,0.005808921101666666,-0.005808921101666666,0.005808921101666666,0.0,0.0,109.52143766341133,2752.8842405262617,0.0,0.0,0.0,-3.848917712323541e-18,0.0,109.52143766341133,0.0,0.0,0.0,109.52143766341133,29.82845658928685,139.3498942526982,109.5214376634113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.848917712323541e-18,0.0,0.0,-0.005808921101666666,0.0,0.0,0.0
28,28,0.0,197073.95357211193,29.82845658928685,-0.006556711727222222,9401.16671862806,139.33900002398218,0.006556711727222222,-0.006556711727222222,0.006556711727222222,0.0,0.0,109.51054343469534,2752.747320245945,0.0,0.0,0.0,-3.252606517456513e-19,0.0,109.51054343469534,0.0,0.0,0.0,109.51054343469534,29.82845658928685,139.33900002398218,109.51054343469534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.252606517456513e-19,0.0,0.0,-0.006556711727222222,0.0,0.0,0.0
29,29,0.0,197073.95357211193,29.828456589286848,-0.007012048015000001,9375.92334577406,139.3273492365111,0.007012048015,-0.007012048015,0.007012048015,0.0,0.0,109.49889264722425,2752.600883822659,0.0,0.0,0.0,-2.710505431213761e-19,0.0,109.49889264722425,0.0,0.0,0.0,109.49889264722425,29.828456589286848,139.3273492365111,109.49889264722427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.710505431213761e-19,0.0,0.0,-0.007012048015,0.0,0.0,0.0
30,30,0.0,197073.95357211196,29.82845658928685,-0.006066417089444445,9354.084244252062,139.31726965119327,0.006066417089444444,-0.006066417089444444,0.006066417089444444,0.0,0.0,109.48881306190647,2752.474188905833,0.0,0.0,0.0,-3.252606517456513e-19,0.0,109.48881306190647,0.0,0.0,0.0,109.48881306190647,29.82845658928685,139.31726965119327,109.48881306190644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.252606517456513e-19,0.0,0.0,-0.006066417089444444,0.0,0.0,0.0
31,31,0.0,197073.95357211202,29.82845658928685,-0.005193655942222221,9335.38708286006,139.30864019208926,0.005193655942222221,-0.005193655942222221,0.005193655942222221,0.0,0.0,109.48018360280243,2752.3657158077044,0.0,0.0,0.0,-1.3747683547116196e-16,0.0,109.48018360280243,0.0,0.0,0.0,109.48018360280243,29.828456589286848,139.30864019208926,109.48018360280241,0.0,0.07477177315670108,-15774.929978671114,15774.929978671114,15774.929978671116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3747683547116196e-16,0.0,0.0,-0.005193655942222221,15774.929978671114,-15774.929978671114,0.0
32,32,0.0,197073.953572112,29.82845658928685,-0.002183373211444444,9327.52693929886,139.30501243352256,0.002183373211444444,-0.002183373211444444,0.002183373211444444,0.0,0.0,109.47655584423566,2752.320113277002,0.0,0.0,0.0,-1.360281973731203e-19,0.0,109.47655584423566,0.0,0.0,0.0,109.47655584423566,29.82845658928685,139.30501243352256,109.47655584423568,0.0,0.2358591708815945,-49760.24706124186,49760.24706124188,49760.24706124187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.360281973731203e-19,0.0,0.0,-0.002183373211444444,49760.24706124188,-49760.24706124186,0.0
33,33,0.0,197073.95357211196,29.82845658928685,-0.018940665461666666,9259.34054363686,139.27354178937088,0.018940665461666666,-0.018940665461666666,0.018940665461666666,0.0,0.0,109.44508520008408,2751.924486842572,0.0,0.0,0.0,-8.456776945386935e-18,0.0,109.44508520008408,0.0,0.0,0.0,109.44508520008408,29.828456589286848,139.27354178937088,109.44508520008408,0.0,0.3846877203897489,-81159.26099659504,81159.26099659505,81159.26099659505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.456776945386935e-18,0.0,0.0,-0.018940665461666666,81159.26099659505,-81159.26099659504,0.0
34,34,0.0,197073.953572112,29.828456589286848,-0.01654799571833333,9199.767759050861,139.2460466580235,0.01654799571833333,-0.01654799571833333,0.01654799571833333,0.0,0.0,109.41759006873666,2751.578791123345,0.0,0.0,0.0,-1.4094628242311558e-18,0.0,109.41759006873666,0.0,0.0,0.0,109.41759006873666,29.828456589286848,139.2460466580235,109.41759006873666,0.0,0.5137134929205837,-108380.39594082437,108380.39594082438,108380.39594082437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4094628242311558e-18,0.0,0.0,-0.01654799571833333,108380.39594082438,-108380.39594082437,0.0
35,35,-0.09600437773472341,196728.33781226698,29.82788056302045,0.07032743927194562,9452.946540429864,139.36289840327532,0.025676938462777774,-0.025676938462777774,0.025676938462777774,-0.09600437773472341,0.0960043777347234,109.53520217706267,2753.0572347883362,103160.5658081337,128950.70726016714,1.0,0.0,0.0,109.53520217706267,0.0,0.0,0.0960043777347234,109.53520217706267,29.827880563020454,139.36289840327532,109.53501784025488,1.0,0.6112149495870927,-128950.70726016711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09600437773472341,0.0960043777347234,128950.70726016714,0.0,0.0,0.0,0.0960043777347234,-0.025676938462777774,0.0,-128950.70726016711,0.0
36,36,-0.10171886529779975,196362.14989719487,29.82727024982866,0.0853904366311422,9760.352112301978,139.50477789798552,0.016328428666666665,-0.016328428666666665,0.016328428666666665,-0.10171886529779975,0.10171886529780885,109.67771458267394,2754.847606665408,109443.22974217913,136804.0371777239,1.0,0.0,0.0,109.67771458267394,0.0,0.0,0.10171886529780884,109.67771458267394,29.827270249828665,139.50477789798552,109.67750764815686,1.0,0.6484390389437005,-136804.03717772386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10171886529779975,0.10171886529780885,136804.0371777239,0.0,0.0,0.0,0.10171886529780884,-0.016328428666666665,0.0,-136804.03717772386,0.0
37,37,-0.09476119787170631,196021.00958485677,29.826701682641428,0.08618817565169848,10070.62954464809,139.64798286676066,0.00857302222,-0.00857302222,0.00857302222,-0.0947611978717063,0.09476119787169793,109.82146077777153,2756.652298396026,102090.8342453987,127613.54280674837,1.0,0.0,0.0,109.82146077777153,0.0,0.0,0.09476119787169848,109.82146077777153,29.826701682641435,139.64798286676066,109.82128118411919,1.0,0.6048769083203855,-127613.54280674834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0947611978717063,0.09476119787169793,127613.54280674837,0.0,0.0,0.0,0.09476119787169848,-0.00857302222,0.0,-127613.54280674834,0.0
38,38,-0.07788261312125627,195740.63217762022,29.8262343869627,0.07133315220403295,10327.428892582611,139.76650564273046,0.006549460917222222,-0.006549460917222222,0.006549460917222222,-0.07788261312125627,0.07788261312125518,109.94039256976673,2758.1445582732954,83997.57746337053,104996.97182921317,1.0,0.0,0.0,109.94039256976673,0.0,0.0,0.07788261312125518,109.94039256976673,29.826234386962703,139.76650564273046,109.94027125576773,1.0,0.49767636182026426,-104996.97182921314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07788261312125627,0.07788261312125518,104996.97182921317,0.0,0.0,0.0,0.07788261312125518,-0.006549460917222222,0.0,-104996.97182921314,0.0
39,39,-0.05098055837766637,195557.10216746063,29.825928503612435,0.044564050471004445,10487.859474278226,139.84055052658996,0.006416507906666667,-0.006416507906666667,0.006416507906666667,-0.05098055837766637,0.05098055837767111,110.01467400330782,2759.0761706771705,55020.455682069296,68775.56960258662,1.0,0.0,0.0,110.01467400330782,0.0,0.0,0.05098055837767112,110.01467400330782,29.825928503612445,139.84055052658996,110.01462202297752,1.0,0.32599011824461455,-68775.5696025866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05098055837766637,0.05098055837767111,68775.56960258662,0.0,0.0,0.0,0.05098055837767112,-0.006416507906666667,0.0,-68775.5696025866,0.0
40,40,0.0,195557.10216746063,29.825928503612435,-0.005731692862777777,10467.225379972226,139.83102709844871,0.005731692862777777,-0.005731692862777777,0.005731692862777777,0.0,0.0,110.00509859483626,2758.955896757453,0.0,0.0,0.0,0.0,0.0,110.00509859483626,0.0,0.0,0.0,110.00509859483626,29.825928503612445,139.83102709844871,110.00509859483628,1.0,0.11821470325038548,-24940.276089428127,24940.27608942813,24940.276089428127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005731692862777777,24940.27608942813,-24940.276089428127,0.0
