,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Q,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.forecast,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,Bat.E,Bat.P,Bat.Pch,Bat.Pdc,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P,baten_expanded.P
20,20,0.0,197073.9535721115,29.828456589286855,-0.024667756384444444,9599.835897280504,139.43069349105252,0.024667756384444444,-0.024667756384444444,0.024667756384444444,0.0,0.0,109.60223690176568,2753.899523048615,0.0,0.0,0.0,0.0,0.0,109.60223690176568,2753.899523048615,0.0,0.0,0.0,-1.389312704509364e-18,0.0,109.60223690176568,0.0,0.0,0.0,109.60223690176568,29.828456589286855,139.43069349105252,109.60223690176568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.389312704509364e-18,0.0,0.0,-0.024667756384444444,0.0,0.0,0.0
21,21,0.0,197073.9535721115,29.828456589286855,-0.01427362919111111,9548.450832192506,139.4069773071658,0.014273629191111109,-0.014273629191111109,0.014273629191111109,0.0,0.0,109.57852071787893,2753.6015568626963,0.0,0.0,0.0,0.0,0.0,109.57852071787892,2753.6015568626963,0.0,0.0,0.0,-7.965815473334661e-19,0.0,109.57852071787893,0.0,0.0,0.0,109.57852071787893,29.82845658928685,139.4069773071658,109.57852071787893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.965815473334661e-19,0.0,0.0,-0.014273629191111109,0.0,0.0,0.0
22,22,0.0,197073.95357211152,29.82845658928685,0.0,9548.450832192504,139.40697730716576,0.0,0.0,0.0,0.0,0.0,109.57852071787894,2753.601556862698,0.0,0.0,0.0,0.0,0.0,109.57852071787894,2753.601556862698,0.0,0.0,0.0,0.0,0.0,109.57852071787894,0.0,0.0,0.0,109.57852071787894,29.82845658928685,139.40697730716576,109.57852071787892,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0.0,197073.95357211152,29.82845658928685,-0.013458564497778,9500.000000000502,139.38461538461559,0.013458564497777777,-0.013458564497777777,0.013458564497777777,0.0,0.0,109.55615879532874,2753.320575854488,0.0,0.0,0.0,0.0,0.0,109.55615879532876,2753.3205758544877,0.0,0.0,0.0,0.0,0.0,109.55615879532874,0.0,0.0,0.0,109.55615879532874,29.82845658928685,139.38461538461559,109.55615879532874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013458564497777777,0.0,0.0,0.0
24,24,0.0,197073.9535721115,29.82845658928685,-0.0038888888888896885,9486.0000000005,139.37815384615408,0.0038888888888888888,-0.0038888888888888888,0.0038888888888888888,0.0,0.0,109.54969725686725,2753.239380286291,0.0,0.0,0.0,0.0,0.0,109.54969725686723,2753.23938028629,0.0,0.0,0.0,0.0,0.0,109.54969725686725,0.0,0.0,0.0,109.54969725686725,29.828456589286848,139.37815384615408,109.54969725686725,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0
25,25,0.0,197073.9535721115,29.82845658928685,-0.006300561886110944,9463.317977210501,139.36768522025102,0.006300561886111111,-0.006300561886111111,0.006300561886111111,0.0,0.0,109.53922863096415,2753.1078258621474,0.0,0.0,0.0,0.0,0.0,109.53922863096412,2753.1078258621474,0.0,0.0,0.0,-2.4516309867091655e-19,0.0,109.53922863096415,0.0,0.0,0.0,109.53922863096415,29.82845658928685,139.36768522025102,109.53922863096415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4516309867091655e-19,0.0,0.0,-0.006300561886111111,0.0,0.0,0.0
26,26,0.0,197073.9535721115,29.828456589286848,-0.004898605666111112,9445.6829968125,139.35954599852886,0.004898605666111111,-0.004898605666111111,0.004898605666111111,0.0,0.0,109.53108940924197,2753.005539474333,0.0,0.0,0.0,0.0,0.0,109.53108940924199,2753.0055394743335,0.0,0.0,0.0,-3.7883548565948587e-19,0.0,109.53108940924197,0.0,0.0,0.0,109.53108940924197,29.82845658928685,139.35954599852886,109.53108940924199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7883548565948587e-19,0.0,0.0,-0.004898605666111111,0.0,0.0,0.0
27,27,0.0,197073.95357211152,29.82845658928685,-0.005808921101666665,9424.770880846501,139.3498942526984,0.005808921101666666,-0.005808921101666666,0.005808921101666666,0.0,0.0,109.52143766341156,2752.8842402691994,0.0,0.0,0.0,0.0,0.0,109.52143766341156,2752.8842402691994,0.0,0.0,0.0,-6.855672916839492e-19,0.0,109.52143766341156,0.0,0.0,0.0,109.52143766341156,29.82845658928685,139.3498942526984,109.52143766341155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.855672916839492e-19,0.0,0.0,-0.005808921101666666,0.0,0.0,0.0
28,28,0.0,197073.9535721115,29.828456589286855,-0.006556711727222223,9401.1667186285,139.33900002398238,0.006556711727222222,-0.006556711727222222,0.006556711727222222,0.0,0.0,109.51054343469556,2752.7473197256963,0.0,0.0,0.0,0.0,0.0,109.51054343469553,2752.7473197256963,0.0,0.0,0.0,-4.0329356201145375e-19,0.0,109.51054343469556,0.0,0.0,0.0,109.51054343469556,29.828456589286844,139.33900002398238,109.51054343469556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0329356201145375e-19,0.0,0.0,-0.006556711727222222,0.0,0.0,0.0
29,29,0.0,197073.9535721115,29.828456589286855,-0.007012048014999999,9375.9233457745,139.3273492365113,0.007012048015,-0.007012048015,0.007012048015,0.0,0.0,109.49889264722445,2752.600882987273,0.0,0.0,0.0,0.0,0.0,109.49889264722444,2752.6008812423033,0.0,0.0,0.0,-3.697298814765021e-19,0.0,109.49889264722445,0.0,0.0,0.0,109.49889264722445,29.828456589286855,139.3273492365113,109.49889264722448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.697298814765021e-19,0.0,0.0,-0.007012048015,0.0,0.0,0.0
30,30,0.0,197073.9535721115,29.82845658928685,-0.006066417089444445,9354.084244252499,139.31726965119344,0.006066417089444444,-0.006066417089444444,0.006066417089444444,0.0,0.0,109.48881306190657,2752.4741858823695,0.0,0.0,0.0,0.0,0.0,109.48881306190657,2752.474184128159,0.0,0.0,0.0,-4.048817487875555e-19,0.0,109.48881306190657,0.0,0.0,0.0,109.48881306190657,29.82845658928685,139.31726965119344,109.48881306190658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.048817487875555e-19,0.0,0.0,-0.006066417089444444,0.0,0.0,0.0
31,31,0.0,197073.95357211152,29.828456589286855,-0.005193655942222221,9335.3870828605,139.30864019208948,0.005193655942222221,-0.005193655942222221,0.005193655942222221,0.0,0.0,109.48018360280263,2752.3657102093503,0.0,0.0,0.0,0.0,0.0,109.48018360280261,2752.3657084522083,0.0,0.0,0.0,-2.710505431213761e-19,0.0,109.48018360280263,0.0,0.0,0.0,109.48018360280263,29.828456589286848,139.30864019208948,109.48018360280264,0.0,0.07477177315670108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.710505431213761e-19,0.0,0.0,-0.005193655942222221,0.0,0.0,0.0
32,32,-0.03704566298865874,196940.5891853523,29.82823431530892,0.034862289777214304,9460.891326058472,139.3665652274116,0.002183373211444444,-0.002183373211444444,0.002183373211444444,0.0,0.0,109.53835835957149,2753.0968742403124,0.0,0.0,0.0,-0.03704566298865874,0.03704566298865875,109.5383583595715,2753.0968953063716,39808.1976489935,49760.24706124188,1.0,0.0,0.0,109.53835835957149,0.0,0.0,0.03704566298865875,109.53835835957149,29.82823431530892,139.3665652274116,109.53833091210268,1.0,0.2358591708815945,-49760.24706124187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03704566298865874,0.03704566298865875,49760.24706124188,0.0,0.0,0.0,0.03704566298865875,-0.002183373211444444,0.0,-49760.24706124187,0.0
33,33,-0.0603835019122514,196723.2085784682,29.827872014297444,0.04144283645058474,9610.085537280578,139.4354240941295,0.018940665461666666,-0.018940665461666666,0.018940665461666666,0.0,0.0,109.60762500317473,2753.9671611520835,0.0,0.0,0.0,-0.060383501912251406,0.06038350191225139,109.60762500317473,2753.9672275056314,64927.40879727601,81159.26099659503,1.0,0.0,0.0,109.60762500317473,0.0,0.0,0.060383501912251406,109.60762500317473,29.827872014297437,139.4354240941295,109.60755207983206,1.0,0.3846877203897489,-81159.26099659503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060383501912251406,0.06038350191225139,81159.26099659503,0.0,0.0,0.0,0.060383501912251406,-0.018940665461666666,0.0,-81159.26099659503,0.0
