,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,151.53156866702983,0.6532792783629676,152.1848479453928,6.578658249583478e-05,200.88930277600875,200.88936856259124,1868.4020572805737,5.2061761766761805,1873.6082334572498,0.00045740451089828924,1489.4416477668167,1489.4421051713275,4118.825376662693,20862.77138410827,24981.59676077096
