,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Q,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.forecast,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,Bat.E,Bat.P,Bat.Pch,Bat.Pdc,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P,baten_expanded.P
34,34,-0.0805244550192323,197395.90162103312,29.828993169368385,0.06870445807758192,9942.470758368943,139.5888326577087,0.011819996941666666,-0.011819996941666666,0.011819996941666666,0.0,0.0,109.75996917209508,2755.8803785520267,0.0,0.0,0.0,-0.08052445501923232,0.0805244550192486,109.75996917209508,2755.880402914572,86704.31675265948,108380.39594082434,1.0,0.0,0.0,109.75996917209508,0.0,0.0,0.08052445501924861,109.75996917209508,29.82899316936838,139.5888326577087,109.75983948834036,1.0,0.5137134929205837,-108380.39594082435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08052445501923232,0.0805244550192486,108380.39594082434,0.0,0.0,0.0,0.08052445501924861,-0.011819996941666666,0.0,-108380.39594082435,0.0
35,35,-0.08164917028203493,197101.96460801782,29.82850327434669,0.06330849995147039,10170.381358194238,139.6940221653204,0.018340670330555555,-0.018340670330555555,0.018340670330555555,0.0,0.0,109.86565222271268,2757.2068184522705,0.0,0.0,0.0,-0.08164917028203494,0.08164917028202595,109.86565222271268,2757.206843514494,88000.0,109999.99999999999,1.0,0.0,0.0,109.86565222271268,0.0,0.0,0.08164917028202594,109.86565222271268,29.828503274346694,139.6940221653204,109.86551889097372,1.0,0.6112149495870927,-109999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08164917028203494,0.08164917028202595,109999.99999999999,0.0,0.0,0.0,0.08164917028202594,-0.018340670330555555,0.0,-109999.99999999999,0.0
36,36,-0.08156258613309411,196808.33929793866,29.828013898829894,0.06989942279976394,10422.01928027339,139.81016274474155,0.011663163333333334,-0.011663163333333334,0.011663163333333334,0.0,0.0,109.98228189501977,2758.669909083612,0.0,0.0,0.0,-0.08156258613309411,0.08156258613309726,109.98228189501975,2758.6699340868836,88000.0,109999.99999999999,1.0,0.0,0.0,109.98228189501977,0.0,0.0,0.08156258613309728,109.98228189501977,29.828013898829894,139.81016274474155,109.98214884591165,1.0,0.6484390389437005,-109999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08156258613309411,0.08156258613309726,109999.99999999999,0.0,0.0,0.0,0.08156258613309728,-0.011663163333333334,0.0,-109999.99999999999,0.0
37,37,-0.0814694895148874,196515.04913568508,29.827525081892805,0.07534590221488317,10693.264528246975,139.93535285919089,0.0061235873,-0.0061235873,0.0061235873,0.0,0.0,110.10796052285161,2760.245648541444,0.0,0.0,0.0,-0.0814694895148874,0.08146948951488317,110.10796052285163,2760.245673480858,88000.0,109999.99999999999,1.0,0.0,0.0,110.10796052285161,0.0,0.0,0.08146948951488318,110.10796052285161,29.82752508189281,139.93535285919089,110.10782777729807,1.0,0.6048769083203855,-109999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0814694895148874,0.08146948951488317,109999.99999999999,0.0,0.0,0.0,0.08146948951488318,-0.0061235873,0.0,-109999.99999999999,0.0
38,38,-0.07767820080833503,196235.40761277507,29.827059012687958,0.07300001443887703,10956.064580226932,140.05664519087395,0.004678186369444445,-0.004678186369444445,0.004678186369444445,0.0,0.0,110.22970685624351,2761.7712282235866,0.0,0.0,0.0,-0.07767820080833503,0.07767820080832147,110.22970685624347,2761.7712508886807,83997.57746337053,104996.97182921316,1.0,0.0,0.0,110.22970685624351,0.0,0.0,0.07767820080832147,110.22970685624351,29.82705901268796,140.05664519087395,110.22958617818598,1.0,0.49767636182026426,-104996.97182921316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07767820080833503,0.07767820080832147,104996.97182921316,0.0,0.0,0.0,0.07767820080832147,-0.004678186369444445,0.0,-104996.97182921316,0.0
39,39,-0.05084554567099982,196052.3636483595,29.82675393941393,0.04626232573767108,11122.608952882549,140.1335118244073,0.004583219933333334,-0.004583219933333334,0.004583219933333334,0.0,0.0,110.30680959038278,2762.736951999095,0.0,0.0,0.0,-0.0508455456709998,0.0508455456710044,110.3068095903828,2762.7369617051204,55020.45568206928,68775.5696025866,1.0,0.0,0.0,110.30680959038278,0.0,0.0,0.05084554567100441,110.30680959038278,29.82675393941393,140.1335118244073,110.30675788499337,1.0,0.32599011824461455,-68775.5696025866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0508455456709998,0.0508455456710044,68775.5696025866,0.0,0.0,0.0,0.05084554567100441,-0.004583219933333334,0.0,-68775.5696025866,0.0
40,40,2.887956452328489e-08,196052.36375232588,29.826753939587203,-0.0040940952101205285,11107.870210126113,140.1267093277505,0.0040940663305555555,-0.0040940663305555555,0.0040940663305555555,0.0,0.0,110.29995538816357,2762.6511157237587,0.0,0.0,0.0,0.0,0.0,110.29995538816357,2762.6511157173004,0.0,0.0,0.0,-2.8879564523284892e-08,2.887956452328489e-08,110.29995538816357,-0.03158914106417035,-0.015794570532085175,-2.887956452328489e-08,110.29995538816357,29.826753939587206,140.1267093277505,110.29995538816327,0.0,0.11821470325038548,0.0,0.015794570532085175,0.015794570532085172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.887956452328489e-08,-2.8879564523284892e-08,-0.015794570532085175,-2.887956452328489e-08,-0.0040940663305555555,0.015794570532085175,0.0,0.0
41,41,0.0,196052.36375232588,29.826753939587203,-0.006048454808333334,11086.095772816116,140.11665958745357,0.006048454808333333,-0.006048454808333333,0.006048454808333333,0.0,0.0,110.28990564786636,2762.525256363897,0.0,0.0,0.0,0.0,0.0,110.28990564786636,2762.5252563574377,0.0,0.0,0.0,-4.336808689942018e-19,0.0,110.28990564786636,0.0,0.0,0.0,110.28990564786636,29.826753939587203,140.11665958745357,110.28990564786635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.336808689942018e-19,0.0,0.0,-0.006048454808333333,0.0,0.0,0.0
42,42,0.20398968809542434,196786.72662946943,29.827977877715785,-0.21091903207319987,10326.787257352598,139.7662095033935,0.006929343977777778,-0.006929343977777778,0.006929343977777778,0.0,0.0,109.93739939004487,2758.1069827294123,0.0,0.0,0.0,0.0,0.0,109.93739939004485,2758.106982722943,0.0,0.0,0.0,-0.20398968809542206,0.20398968809542437,109.93739939004487,-220000.0,-110000.0,-0.20398968809542206,109.93739939004487,29.827977877715778,139.7662095033935,109.9382316256777,0.0,0.0,0.0,110000.0,110000.00000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20398968809542437,-0.20398968809542206,-110000.0,-0.20398968809542206,-0.006929343977777778,110000.0,0.0,0.0
43,43,0.20464400369238359,197523.445042762,29.829205741737933,-0.21081277032016188,9567.861284200015,139.41593597732304,0.006168766627777778,-0.006168766627777778,0.006168766627777778,0.0,0.0,109.58589265240165,2753.6941800722143,0.0,0.0,0.0,0.0,0.0,109.58589265240164,2753.694180072214,0.0,0.0,0.0,-0.20464400369238356,0.20464400369238353,109.58589265240165,-220000.0,-110000.0,-0.20464400369238406,109.58589265240165,29.829205741737937,139.41593597732304,109.58673023558511,0.0,0.0,0.0,110000.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20464400369238353,-0.20464400369238356,-110000.0,-0.20464400369238406,-0.006168766627777778,110000.0,0.0,0.0
44,44,0.0,197523.445042762,29.829205741737933,-0.005712128225,9547.297622590017,139.40644505658,0.005712128225,-0.005712128225,0.005712128225,0.0,0.0,109.57723931484209,2753.5854565832633,0.0,0.0,0.0,0.0,0.0,109.5772393148421,2753.5854565832633,0.0,0.0,0.0,0.0,0.0,109.57723931484209,0.0,0.0,0.0,109.57723931484209,29.82920574173793,139.40644505658,109.57723931484207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005712128225,0.0,0.0,0.0
45,45,0.0,197523.445042762,29.829205741737933,-0.005139039263888889,9528.797081240014,139.39790634518772,0.005139039263888889,-0.005139039263888889,0.005139039263888889,0.0,0.0,109.56870060344981,2753.4781691379576,0.0,0.0,0.0,0.0,0.0,109.56870060344978,2753.478169137957,0.0,0.0,0.0,-2.413845376327743e-19,0.0,109.56870060344981,0.0,0.0,0.0,109.56870060344981,29.829205741737937,139.39790634518772,109.5687006034498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.413845376327743e-19,0.0,0.0,-0.005139039263888889,0.0,0.0,0.0
46,46,0.0,197523.445042762,29.829205741737933,-0.005221411455555556,9510.000000000015,139.3892307692308,0.0052214114555555555,-0.0052214114555555555,0.0052214114555555555,0.0,0.0,109.56002502749286,2753.3691577074687,0.0,0.0,0.0,0.0,0.0,109.56002502749283,2753.3691577074687,0.0,0.0,0.0,-3.5899638584801395e-20,0.0,109.56002502749286,0.0,0.0,0.0,109.56002502749286,29.829205741737937,139.3892307692308,109.56002502749286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5899638584801395e-20,0.0,0.0,-0.0052214114555555555,0.0,0.0,0.0
47,47,0.0,197523.445042762,29.829205741737933,-0.002777777777777978,9500.000000000016,139.3846153846154,0.002777777777777778,-0.002777777777777778,0.002777777777777778,0.0,0.0,109.55540964287745,2753.3111621168123,0.0,0.0,0.0,0.0,0.0,109.55540964287744,2753.311162116813,0.0,0.0,0.0,-1.2877547776225535e-19,0.0,109.55540964287745,0.0,0.0,0.0,109.55540964287745,29.829205741737933,139.3846153846154,109.55540964287745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2877547776225535e-19,0.0,0.0,-0.002777777777777778,0.0,0.0,0.0
