,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Q,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.forecast,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,Bat.E,Bat.P,Bat.Pch,Bat.Pdc,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P,baten_expanded.P
20,20,0.0,198036.4251100214,29.8300607085167,-0.017619825988888893,9587.710225258628,139.42509702704243,0.01761982598888889,-0.01761982598888889,0.01761982598888889,0.0,0.0,109.59503631852571,2753.8090139783108,0.0,0.0,0.0,0.0,0.0,109.5950363185257,2753.8090139210613,0.0,0.0,0.0,-1.3010426069826053e-18,0.0,109.59503631852571,0.0,0.0,0.0,109.59503631852571,29.830060708516697,139.42509702704243,109.59503631852571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3010426069826053e-18,0.0,0.0,-0.01761982598888889,0.0,0.0,0.0
21,21,0.0,198036.4251100214,29.8300607085167,-0.01019544942222222,9551.00660733863,139.40815689569473,0.010195449422222221,-0.010195449422222221,0.010195449422222221,0.0,0.0,109.57809618717802,2753.596177262689,0.0,0.0,0.0,0.0,0.0,109.578096187178,2753.5961772054347,0.0,0.0,0.0,-5.031375706690543e-19,0.0,109.57809618717802,0.0,0.0,0.0,109.57809618717802,29.830060708516697,139.40815689569473,109.57809618717802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.031375706690543e-19,0.0,0.0,-0.010195449422222221,0.0,0.0,0.0
22,22,0.0,198036.4251100214,29.8300607085167,0.0,9551.00660733863,139.40815689569473,0.0,0.0,0.0,0.0,0.0,109.57809618717799,2753.596177268809,0.0,0.0,0.0,0.0,0.0,109.57809618717799,2753.5961772115543,0.0,0.0,0.0,0.0,0.0,109.57809618717799,0.0,0.0,0.0,109.57809618717799,29.8300607085167,139.40815689569473,109.578096187178,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0.0,198036.4251100214,29.8300607085167,-0.009613260355555554,9516.39887005863,139.3921840938732,0.009613260355555556,-0.009613260355555556,0.009613260355555556,0.0,0.0,109.56212338535649,2753.395479088564,0.0,0.0,0.0,0.0,0.0,109.5621233853565,2753.395479031306,0.0,0.0,0.0,-8.109016980979841e-19,0.0,109.56212338535649,0.0,0.0,0.0,109.56212338535649,29.830060708516704,139.3921840938732,109.56212338535647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.109016980979841e-19,0.0,0.0,-0.009613260355555556,0.0,0.0,0.0
24,24,0.0,198036.4251100214,29.8300607085167,-0.0027777777777777775,9506.39887005863,139.3875687092578,0.002777777777777778,-0.002777777777777778,0.002777777777777778,0.0,0.0,109.55750800074108,2753.3374840639317,0.0,0.0,0.0,0.0,0.0,109.55750800074112,2753.337484006673,0.0,0.0,0.0,-1.4420735927004466e-19,0.0,109.55750800074108,0.0,0.0,0.0,109.55750800074108,29.8300607085167,139.3875687092578,109.5575080007411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4420735927004466e-19,0.0,0.0,-0.002777777777777778,0.0,0.0,0.0
25,25,0.0,198036.4251100214,29.8300607085167,-0.0045004013472222226,9490.197425208633,139.38009111932703,0.0045004013472222226,-0.0045004013472222226,0.0045004013472222226,0.0,0.0,109.55003041081034,2753.2435211724037,0.0,0.0,0.0,0.0,0.0,109.55003041081034,2753.243521115143,0.0,0.0,0.0,-2.9879087214395444e-19,0.0,109.55003041081034,0.0,0.0,0.0,109.55003041081034,29.8300607085167,139.38009111932703,109.55003041081036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9879087214395444e-19,0.0,0.0,-0.0045004013472222226,0.0,0.0,0.0
26,26,0.0,198036.4251100214,29.8300607085167,-0.0034990040472222227,9477.601010638633,139.3742773895255,0.0034990040472222222,-0.0034990040472222222,0.0034990040472222222,0.0,0.0,109.5442166810088,2753.170464018753,0.0,0.0,0.0,0.0,0.0,109.5442166810088,2753.17046396149,0.0,0.0,0.0,-1.8860379710699073e-19,0.0,109.5442166810088,0.0,0.0,0.0,109.5442166810088,29.830060708516697,139.3742773895255,109.54421668100879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8860379710699073e-19,0.0,0.0,-0.0034990040472222222,0.0,0.0,0.0
27,27,0.0,198036.4251100214,29.8300607085167,-0.004149229358333333,9462.663784948634,139.36738328536092,0.004149229358333333,-0.004149229358333333,0.004149229358333333,0.0,0.0,109.53732257684418,2753.083828028307,0.0,0.0,0.0,0.0,0.0,109.53732257684416,2753.0838279710424,0.0,0.0,0.0,-3.8747786869943986e-19,0.0,109.53732257684418,0.0,0.0,0.0,109.53732257684418,29.8300607085167,139.36738328536092,109.53732257684418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.8747786869943986e-19,0.0,0.0,-0.004149229358333333,0.0,0.0,0.0
28,28,0.0,198036.4251100214,29.8300607085167,-0.004683365519444445,9445.803669078636,139.3596016934209,0.004683365519444445,-0.004683365519444445,0.004683365519444445,0.0,0.0,109.52954098490417,2752.9860359918293,0.0,0.0,0.0,0.0,0.0,109.52954098490416,2752.9860359345626,0.0,0.0,0.0,-1.2874900798265365e-19,0.0,109.52954098490417,0.0,0.0,0.0,109.52954098490417,29.830060708516704,139.3596016934209,109.52954098490419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2874900798265365e-19,0.0,0.0,-0.004683365519444445,0.0,0.0,0.0
29,29,0.0,198036.4251100214,29.8300607085167,-0.005008605725,9427.772688468636,139.3512797023701,0.005008605725,-0.005008605725,0.005008605725,0.0,0.0,109.52121899385341,2752.881448853926,0.0,0.0,0.0,0.0,0.0,109.52121899385341,2752.881448796657,0.0,0.0,0.0,-2.642742795433417e-19,0.0,109.52121899385341,0.0,0.0,0.0,109.52121899385341,29.830060708516704,139.3512797023701,109.52121899385341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.642742795433417e-19,0.0,0.0,-0.005008605725,0.0,0.0,0.0
30,30,0.0,198036.4251100214,29.8300607085167,-0.004333155063888888,9412.173330238638,139.34407999857166,0.004333155063888889,-0.004333155063888889,0.004333155063888889,0.0,0.0,109.51401929005496,2752.7909629520036,0.0,0.0,0.0,0.0,0.0,109.51401929005493,2752.7909628947327,0.0,0.0,0.0,-3.701269281705275e-19,0.0,109.51401929005496,0.0,0.0,0.0,109.51401929005496,29.830060708516704,139.34407999857166,109.51401929005496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.701269281705275e-19,0.0,0.0,-0.004333155063888889,0.0,0.0,0.0
31,31,0.0,198036.4251100214,29.8300607085167,-0.003709754244444444,9398.81821495864,139.33791609921164,0.0037097542444444443,-0.0037097542444444443,0.0037097542444444443,0.0,0.0,109.50785539069494,2752.713492655512,0.0,0.0,0.0,0.0,0.0,109.50785539069494,2752.713492598239,0.0,0.0,0.0,-2.358139725155972e-18,0.0,109.50785539069494,0.0,0.0,0.0,109.50785539069494,29.830060708516704,139.33791609921164,109.50785539069493,0.0,0.07477177315670108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.358139725155972e-18,0.0,0.0,-0.0037097542444444443,0.0,0.0,0.0
32,32,-0.037035959963651034,197903.0956541523,29.829838492756917,0.03547640766976239,9526.533282569784,139.39686151503219,0.0015595522938888888,-0.0015595522938888888,0.0015595522938888888,0.0,0.0,109.56705045536964,2753.4573887017887,0.0,0.0,0.0,-0.03703595996365104,0.03703595996365104,109.56705045536967,2753.457393810308,39808.19764899349,49760.24706124186,1.0,0.0,0.0,109.56705045536964,0.0,0.0,0.03703595996365104,109.56705045536964,29.82983849275692,139.39686151503219,109.56702302227527,1.0,0.2358591708815945,-49760.24706124186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03703595996365104,0.03703595996365104,49760.24706124186,0.0,0.0,0.0,0.03703595996365104,-0.0015595522938888888,0.0,-49760.24706124186,0.0
33,33,-0.060362776402754725,197685.78965910236,29.829476316098503,0.04683372964440619,9695.134709289649,139.47467755813366,0.013529046758333333,-0.013529046758333333,0.013529046758333333,0.0,0.0,109.64527411532806,2754.440107490522,0.0,0.0,0.0,-0.06036277640275473,0.06036277640273954,109.6452741153281,2754.4401211722407,64927.40879727601,81159.26099659501,1.0,0.0,0.0,109.64527411532806,0.0,0.0,0.06036277640273953,109.64527411532806,29.829476316098503,139.47467755813366,109.64520124203517,1.0,0.3846877203897489,-81159.26099659503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06036277640275473,0.06036277640273954,81159.26099659501,0.0,0.0,0.0,0.06036277640273953,-0.013529046758333333,0.0,-81159.26099659503,0.0
