,t,ReservoirEbrew.Q,ReservoirEbrew.W,ReservoirEbrew.z,Reservoir1w.Q,Reservoir1w.W,Reservoir1w.z,Irrigation1w.Qin,Irrigation1w.Qout,Pump1w.Qin,Pump1w.Qout,Pump1w.H,Pump1w.Ph,Pump1w.Pe,Pump1w.PumpOn,Pump1w.npu2,Pump2w.Qin,Pump2w.Qout,Pump2w.H,Pump2w.Ph,Pump2w.Pe,Pump2w.PumpOn,Pump2w.npu2,Turb1w.Qin,Turb1w.Qout,Turb1w.H,Turb1w.Ph,Turb1w.Pe,Pipe1w.Q,Pipe1w.H,Pipe1w.zlow,Pipe1w.zhigh,Pipe1w.Qp,Pipe1w.Qn,PVw.forecast,PVw.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,EBgw.P_bal,Batw.E,Batw.P,Batw.Pch,Batw.Pdc,ReservoirEbres.Q,ReservoirEbres.W,ReservoirEbres.z,Reservoir1s.Q,Reservoir1s.W,Reservoir1s.z,Irrigation1s.Qin,Irrigation1s.Qout,Pump1s.Qin,Pump1s.Qout,Pump1s.H,Pump1s.Ph,Pump1s.Pe,Pump1s.PumpOn,Pump1s.npu2,Pump2s.Qin,Pump2s.Qout,Pump2s.H,Pump2s.Ph,Pump2s.Pe,Pump2s.PumpOn,Pump2s.npu2,Turb1s.Qin,Turb1s.Qout,Turb1s.H,Turb1s.Ph,Turb1s.Pe,Pipe1s.Q,Pipe1s.H,Pipe1s.zlow,Pipe1s.zhigh,Pipe1s.Qp,Pipe1s.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBgs.P_bal,Bats.E,Bats.P,Bats.Pch,Bats.Pdc,p1r0w_expanded.Q,p1c1_Qw_expanded.Q,p1ebw_expanded.P,p2r0w_expanded.Q,p2c1_Qw_expanded.Q,p2ebw_expanded.P,t1r0w_expanded.Q,t1c1_Qw_expanded.Q,t1ebw_expanded.P,c1r1_Qw_expanded.Q,r1i1w_expanded.Q,gridebw_expanded.P,pvebw_expanded.P,batebw_expanded.P,p1r0s_expanded.Q,p1c1_Qs_expanded.Q,p1ebs_expanded.P,p2r0s_expanded.Q,p2c1_Qs_expanded.Q,p2ebs_expanded.P,t1r0s_expanded.Q,t1c1_Qs_expanded.Q,t1ebs_expanded.P,c1r1_Qs_expanded.Q,r1i1s_expanded.Q,gridebs_expanded.P,pvebs_expanded.P,batebs_expanded.P
10,10,0.0,200000.0,29.833333333333332,-0.01654799571833333,9699.7677590508,139.4768158887927,-0.01654799571833333,0.01654799571833333,0.0,0.0,109.64348255545936,0.0,0.0,0.0,0.902118500538583,0.0,0.0,109.64348255545936,0.0,0.0,0.0,0.902118500538583,0.0,0.0,109.64348255545936,0.0,0.0,0.0,109.64348255545936,29.833333333333336,139.4768158887927,0.0,0.0,0.5137134929205837,-108380.39594082438,108380.39594082438,108380.39594082438,0.0,0,0.0,0.0,0.0,0.0,-0.11185251429121718,198960.89844012551,29.83160149740021,0.06560125336900528,9280.891369844514,139.2834883245436,-0.04625126092222222,0.04625126092222222,-0.055926257145608574,0.05592625714560858,109.45188682714343,60049.30441140054,75061.63051425068,1.0,1.0,-0.0559262571456086,0.05592625714560861,109.45188682714343,60049.30441140057,75061.63051425072,1.0,1.0,0.0,0.0,109.45188682714343,0.0,0.0,0.11185251429122751,109.45188682714343,29.831601497400214,139.2834883245436,0.11185251429122751,0.0,0.8271725442451721,-174512.2312185986,24388.970190097214,24388.970190097214,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01654799571833333,108380.39594082438,-108380.39594082438,0.0,-0.055926257145608574,0.05592625714560858,75061.63051425068,-0.0559262571456086,0.05592625714560861,75061.63051425072,0.0,0.0,0.0,0.11185251429122751,-0.04625126092222222,24388.970190097214,-174512.2312185986,0.0
11,11,0.0,200000.0,29.833333333333332,-0.025676938462777774,9607.3307805848,139.43415266796222,-0.025676938462777774,0.025676938462777774,0.0,0.0,109.60081933462891,0.0,0.0,0.0,0.9017674784813959,0.0,0.0,109.60081933462891,0.0,0.0,0.0,0.9017674784813959,0.0,0.0,109.60081933462891,0.0,0.0,0.0,109.60081933462891,29.833333333333336,139.43415266796222,0.0,0.0,0.6112149495870927,-128950.70726016712,128950.70726016712,128950.70726016712,0.0,0,0.0,0.0,0.0,0.0,-0.11139670126130247,198559.87031558482,29.83093311719264,0.058771819589072696,9492.469920365176,139.38113996324546,-0.05262488167222223,0.05262488167222223,-0.055698350630651206,0.055698350630651206,109.55020684605283,59858.3179064777,74822.89738309711,1.0,1.0,-0.05569835063065126,0.05569835063065126,109.55020684605283,59858.317906477765,74822.89738309721,1.0,1.0,0.0,0.0,109.55020684605283,0.0,0.0,0.11139670126129492,109.55020684605283,29.830933117192643,139.38113996324546,0.11139670126129492,0.0,0.9073690875066988,-191431.64881527328,41785.85404907893,41785.85404907893,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025676938462777774,128950.70726016712,-128950.70726016712,0.0,-0.055698350630651206,0.055698350630651206,74822.89738309711,-0.05569835063065126,0.05569835063065126,74822.89738309721,0.0,0.0,0.0,0.11139670126129492,-0.05262488167222223,41785.85404907893,-191431.64881527328,0.0
12,12,-0.09888577779242179,199644.01119994727,29.832740018666573,0.08255734912575395,9904.537237437515,139.57132487881734,-0.016328428666666665,0.016328428666666665,-0.05122903436977484,0.051229034369774835,109.73858486015075,55149.875025167836,68937.34378145979,1.0,0.9863533398727616,-0.04765674342264694,0.04765674342264693,109.73858486015075,51304.175088510056,64130.21886063758,1.0,0.9751205477755992,0.0,0.0,109.73858486015075,0.0,0.0,0.09888577779242064,109.73858486015075,29.832740018666584,139.57132487881734,0.09888577779242064,0.0,0.6484390389437005,-136804.03717772386,3736.474535626472,3736.4745356264716,0.0,0,0.0,0.0,0.0,0.0,-0.11097199926942897,198160.37111821488,29.830267285197024,0.05451720009165089,9688.73184069512,139.47172238801315,-0.05645479917777778,0.05645479917777778,-0.05548599963471448,0.05548599963471447,109.64145510281611,59679.774804084824,74599.71850510602,1.0,1.0,-0.055485999634714483,0.05548599963471449,109.64145510281611,59679.774804084846,74599.71850510605,1.0,1.0,0.0,0.0,109.64145510281611,0.0,0.0,0.11097199926942869,109.64145510281611,29.830267285197024,139.47172238801315,0.11097199926942868,0.0,0.9075888237412905,-191478.00753552455,42278.57052531246,42278.57052531246,0.0,0,0.0,0.0,0.0,0.0,-0.05122903436977484,0.051229034369774835,68937.34378145979,-0.04765674342264694,0.04765674342264693,64130.21886063758,0.0,0.0,0.0,0.09888577779242064,-0.016328428666666665,3736.474535626472,-136804.03717772386,0.0,-0.05548599963471448,0.05548599963471447,74599.71850510602,-0.055485999634714483,0.05548599963471449,74599.71850510605,0.0,0.0,0.0,0.11097199926942869,-0.05645479917777778,42278.57052531246,-191478.00753552455,0.0
13,13,-0.09470883866579731,199303.05938075038,29.832171765634588,0.08613581644579729,10214.626176642387,139.71444285075805,-0.00857302222,0.00857302222,-0.04775651466506372,0.04775651466506372,109.88227108512345,51478.899989875674,64348.62498734459,1.0,0.9766057370173418,-0.04695232400073359,0.0469523240007336,109.88227108512345,50611.93425552303,63264.917819403796,1.0,0.9741838307582503,0.0,0.0,109.88227108512345,-4.301164791728784e-11,-2.1505823958643915e-11,0.09470883866579731,109.88227108512345,29.83217176563459,139.71444285075805,0.0947088386657973,0.0,0.6048769083203855,-127613.54280674837,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.11052337423212388,197762.48697097923,29.82960414495163,0.057384545054343365,9895.316202890755,139.56706901671885,-0.05313882917777778,0.05313882917777778,-0.05526168711606189,0.055261687116061886,109.73746487176722,59490.556510260525,74363.19563782566,1.0,1.0,-0.05526168711606199,0.05526168711606199,109.73746487176722,59490.556510260634,74363.19563782579,1.0,1.0,0.0,0.0,109.73746487176722,0.0,0.0,0.11052337423212115,109.73746487176722,29.829604144951634,139.56706901671885,0.11052337423212115,0.0,0.8371170424435377,-176610.26575929992,27883.874483648477,27883.874483648473,0.0,0,0.0,0.0,0.0,0.0,-0.04775651466506372,0.04775651466506372,64348.62498734459,-0.04695232400073359,0.0469523240007336,63264.917819403796,0.0,0.0,-2.1505823958643915e-11,0.09470883866579731,-0.00857302222,0.0,-127613.54280674837,0.0,-0.05526168711606189,0.055261687116061886,74363.19563782566,-0.05526168711606199,0.05526168711606199,74363.19563782579,0.0,0.0,0.0,0.11052337423212115,-0.05313882917777778,27883.874483648477,-176610.26575929992,0.0
14,14,-0.07783960938925052,199022.83678694908,29.831704727978252,0.07129014847205263,10471.270711141775,139.83289417437314,-0.006549460917222222,0.006549460917222222,-0.035249294747754345,0.035249294747754345,110.00118944639487,38037.918507888855,47547.39813486107,1.0,0.9445705828564719,-0.04259031464149617,0.04259031464149617,110.00118944639487,45959.65895548169,57449.573694352104,1.0,0.962741632670923,0.0,0.0,110.00118944639487,0.0,0.0,0.07783960938927485,110.00118944639487,29.83170472797825,139.83289417437314,0.07783960938927485,0.0,0.49767636182026426,-104996.97182921317,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.11005669883534608,197366.28285517197,29.828943804758616,0.05854952392424018,10106.094489018022,139.66435130262371,-0.051507174911111106,0.051507174911111106,-0.05503191724576383,0.05503191724576384,109.8354074978651,59296.079028231106,74120.09878528888,1.0,1.0,-0.05502478158958224,0.055024781589582246,109.8354074978651,59288.38985551644,74110.48731939556,1.0,0.9999750217836167,0.0,0.0,109.8354074978651,0.0,-2.1505823958643915e-11,0.11005669883535127,109.8354074978651,29.828943804758623,139.66435130262371,0.11005669883535127,0.0,0.7025998704330214,-148230.58610468442,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-0.035249294747754345,0.035249294747754345,47547.39813486107,-0.04259031464149617,0.04259031464149617,57449.573694352104,0.0,0.0,0.0,0.07783960938927485,-0.006549460917222222,0.0,-104996.97182921317,0.0,-0.05503191724576383,0.05503191724576384,74120.09878528888,-0.05502478158958224,0.055024781589582246,74110.48731939556,0.0,0.0,-2.1505823958643915e-11,0.11005669883535127,-0.051507174911111106,0.0,-148230.58610468442,0.0
15,15,0.0,199022.83678694908,29.831704727978252,-0.006416507906666667,10448.171282677775,139.82223289969744,-0.006416507906666667,0.006416507906666667,0.0,0.0,109.99052817171919,0.0,0.0,0.0,0.9049739030090437,0.0,0.0,109.99052817171919,0.0,0.0,0.0,0.9049739030090437,0.0,0.0,109.99052817171919,0.0,0.0,0.0,109.99052817171919,29.83170472797825,139.82223289969744,0.0,0.0,0.32599011824461455,-68775.5696025866,68775.5696025866,68775.5696025866,0.0,0,0.0,0.0,0.0,0.0,-0.08120257862776545,197073.95357211202,29.82845658928686,0.02894733238332747,10210.304885597998,139.71244840873754,-0.05225524624444444,0.05225524624444444,-0.036335471511373583,0.036335471511373583,109.88399181945067,39168.160469399394,48960.20058674925,1.0,0.9460772868788463,-0.04486710711639187,0.044867107116391865,109.88399181945067,48365.010318989756,60456.26289873719,1.0,0.9681070557000272,0.0,0.0,109.88399181945067,0.0,-1.0752911979321957e-11,0.08120257862777192,109.88399181945067,29.82845658928686,139.71244840873754,0.08120257862777192,0.0,0.5186243614651183,-109416.46348548644,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006416507906666667,68775.5696025866,-68775.5696025866,0.0,-0.036335471511373583,0.036335471511373583,48960.20058674925,-0.04486710711639187,0.044867107116391865,60456.26289873719,0.0,0.0,-1.0752911979321957e-11,0.08120257862777192,-0.05225524624444444,0.0,-109416.46348548644,0.0
16,16,0.0,199022.83678694908,29.831704727978252,-0.005731692862777776,10427.537188371773,139.81270947155622,-0.005731692862777777,0.005731692862777777,0.0,0.0,109.98100474357798,0.0,0.0,0.0,0.9048955466807468,0.0,0.0,109.98100474357798,0.0,0.0,0.0,0.9048955466807468,0.0,0.0,109.98100474357798,0.0,0.0,0.0,109.98100474357798,29.83170472797825,139.81270947155622,0.0,0.0,0.11821470325038548,-24940.276089428127,24940.276089428127,24940.276089428124,0.0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211202,29.828456589286855,-0.05533908173888888,10011.084191337999,139.62050039600214,-0.055339081738888886,0.055339081738888886,0.0,0.0,109.79204380671531,0.0,0.0,0.0,0.9033408244751957,0.0,0.0,109.79204380671531,0.0,0.0,0.0,0.9033408244751957,0.0,0.0,109.79204380671531,0.0,0.0,0.0,109.79204380671531,29.828456589286855,139.62050039600214,0.0,0.0,0.32243077805000214,-68024.63994063236,68024.63994063236,68024.63994063235,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005731692862777777,24940.276089428127,-24940.276089428127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.055339081738888886,68024.63994063236,-68024.63994063236,0.0
17,17,0.0,199022.83678694908,29.831704727978252,-0.008467836731666666,10397.052976137773,139.7986398351405,-0.008467836731666666,0.008467836731666666,0.0,0.0,109.96693510716229,0.0,0.0,0.0,0.904779785314812,0.0,0.0,109.96693510716229,0.0,0.0,0.0,0.904779785314812,0.0,0.0,109.96693510716229,0.0,0.0,0.0,109.96693510716229,29.83170472797825,139.7986398351405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211202,29.828456589286855,-0.060539685772222226,9793.141322557998,139.51991137964217,-0.060539685772222226,0.060539685772222226,0.0,0.0,109.69145479035532,0.0,0.0,0.0,0.9025132038041409,0.0,0.0,109.69145479035532,0.0,0.0,0.0,0.9025132038041409,0.0,0.0,109.69145479035532,0.0,0.0,0.0,109.69145479035532,29.828456589286855,139.51991137964217,0.0,0.0,0.11917990763987955,-25143.90950637901,25143.90950637901,25143.909506379012,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008467836731666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060539685772222226,25143.90950637901,-25143.90950637901,0.0
18,18,0.10214053156676807,199390.54270058943,29.832317571167653,-0.11184161313568036,9994.423168849326,139.61281069331505,-0.00970108156888889,0.00970108156888889,0.0,0.0,109.78049312214742,0.0,0.0,0.0,0.9032457884000937,0.0,0.0,109.78049312214742,0.0,0.0,0.0,0.9032457884000937,-0.10214053156677799,0.10214053156677798,109.78049312214742,-109999.99999999999,-54999.999999999985,-0.10214053156679147,109.78049312214742,29.832317571167657,139.61281069331505,0.0,0.10214053156679147,0.0,0.0,54999.999999999985,54999.99999999998,0.0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211202,29.828456589286855,-0.006790106403888889,9768.696939503998,139.50862935669417,-0.006790106403888889,0.006790106403888889,0.0,0.0,109.68017276740734,0.0,0.0,0.0,0.9024203782080575,0.0,0.0,109.68017276740734,0.0,0.0,0.0,0.9024203782080575,0.0,0.0,109.68017276740734,0.0,0.0,0.0,109.68017276740734,29.828456589286855,139.50862935669417,0.0,0.0,0.006622110122458065,-1397.0957098195167,1397.0957098195167,1397.0957098195165,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10214053156676807,-0.10214053156677799,-54999.999999999985,-0.10214053156679147,-0.00970108156888889,54999.999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006790106403888889,1397.0957098195167,-1397.0957098195167,0.0
19,19,0.10231299643481231,199758.86948775477,29.832931449146262,-0.11094926971370107,9595.005797880001,139.42846421440615,-0.008636273278888888,0.008636273278888888,0.0,0.0,109.59553276525992,0.0,0.0,0.0,0.9017239819422403,0.0,0.0,109.59553276525992,0.0,0.0,0.0,0.9017239819422403,-0.10231299643481231,0.1023129964348123,109.59553276525992,-110000.0,-54999.999999999985,-0.1023129964348122,109.59553276525992,29.832931449146265,139.42846421440615,0.0,0.10231299643481222,0.0,0.0,54999.999999999985,54999.99999999999,0.0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211202,29.828456589286855,-0.022238088677777778,9688.639820264,139.47167991704492,-0.022238088677777778,0.022238088677777778,0.0,0.0,109.64322332775811,0.0,0.0,0.0,0.9021163676794313,0.0,0.0,109.64322332775811,0.0,0.0,0.0,0.9021163676794313,0.0,0.0,109.64322332775811,0.0,0.0,0.0,109.64322332775811,29.828456589286855,139.47167991704492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1023129964348123,-0.10231299643481231,-54999.999999999985,-0.1023129964348122,-0.008636273278888888,54999.999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022238088677777778,0.0,0.0,0.0
20,20,0.0,199758.86948775477,29.832931449146262,-0.007996979514999999,9566.216671626,139.41517692536587,-0.007996979514999999,0.007996979514999999,0.0,0.0,109.58224547621961,0.0,0.0,0.0,0.9016146575301924,0.0,0.0,109.58224547621961,0.0,0.0,0.0,0.9016146575301924,0.0,0.0,109.58224547621961,0.0,0.0,0.0,109.58224547621961,29.832931449146265,139.41517692536587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211202,29.828456589286855,-0.024667756384444448,9599.83589728,139.43069349105232,-0.024667756384444444,0.024667756384444444,0.0,0.0,109.6022369017655,0.0,0.0,0.0,0.9017791418608316,0.0,0.0,109.6022369017655,0.0,0.0,0.0,0.9017791418608316,0.0,0.0,109.6022369017655,0.0,0.0,0.0,109.6022369017655,29.828456589286855,139.43069349105232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007996979514999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024667756384444444,0.0,0.0,0.0
21,21,0.0,199758.86948775477,29.832931449146262,-0.007194654969444445,9540.315913736,139.40322272941663,-0.007194654969444444,0.007194654969444444,0.0,0.0,109.57029128027038,0.0,0.0,0.0,0.901516301466763,0.0,0.0,109.57029128027038,0.0,0.0,0.0,0.901516301466763,0.0,0.0,109.57029128027038,0.0,0.0,0.0,109.57029128027038,29.832931449146265,139.40322272941663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211202,29.828456589286855,-0.014273629191111107,9548.450832191998,139.40697730716553,-0.014273629191111109,0.014273629191111109,0.0,0.0,109.57852071787869,0.0,0.0,0.0,0.9015840111722779,0.0,0.0,109.57852071787869,0.0,0.0,0.0,0.9015840111722779,0.0,0.0,109.57852071787869,0.0,0.0,0.0,109.57852071787869,29.828456589286855,139.40697730716553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007194654969444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014273629191111109,0.0,0.0,0.0
22,22,0.0,199758.86948775477,29.832931449146262,-0.007309976037777778,9514.0,139.39107692307692,-0.007309976037777778,0.007309976037777778,0.0,0.0,109.55814547393065,0.0,0.0,0.0,0.9014163688821017,0.0,0.0,109.55814547393065,0.0,0.0,0.0,0.9014163688821017,0.0,0.0,109.55814547393065,0.0,0.0,0.0,109.55814547393065,29.832931449146265,139.39107692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211202,29.828456589286855,0.0,9548.450832191998,139.40697730716553,-0.0,0.0,0.0,0.0,109.57852071787869,0.0,0.0,0.0,0.9015840111722783,0.0,0.0,109.57852071787869,0.0,0.0,0.0,0.9015840111722783,0.0,0.0,109.57852071787869,0.0,0.0,0.0,109.57852071787869,29.828456589286855,139.40697730716553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007309976037777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0.0,199758.86948775477,29.832931449146262,-0.0038888888888888888,9500.0,139.3846153846154,-0.0038888888888888888,0.0038888888888888888,0.0,0.0,109.55168393546913,0.0,0.0,0.0,0.9013632049981003,0.0,0.0,109.55168393546913,0.0,0.0,0.0,0.9013632049981003,0.0,0.0,109.55168393546913,0.0,0.0,0.0,109.55168393546913,29.832931449146265,139.3846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211202,29.828456589286855,-0.013458564497777777,9500.0,139.3846153846154,-0.013458564497777777,0.013458564497777777,0.0,0.0,109.55615879532854,0.0,0.0,0.0,0.9014000229992475,0.0,0.0,109.55615879532854,0.0,0.0,0.0,0.9014000229992475,0.0,0.0,109.55615879532854,0.0,0.0,0.0,109.55615879532854,29.828456589286855,139.3846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013458564497777777,0.0,0.0,0.0
