,B1w.W0,B1w.Wmin,B1w.Wmax,B1w.zmin,B1w.zmax,B1s.W0,B1s.Wmin,B1s.Wmax,B1s.zmin,B1s.zmax,B4w.W0,B4w.Wmin,B4w.Wmax,B4w.zmin,B4w.zmax,B4w.WTmin,B4w.WTmax,B4s.W0,B4s.Wmin,B4s.Wmax,B4s.zmin,B4s.zmax,B4s.WTmin,B4s.WTmax,B5w.W0,B5w.Wmin,B5w.Wmax,B5w.zmin,B5w.zmax,B5w.WTmin,B5w.WTmax,B5s.W0,B5s.Wmin,B5s.Wmax,B5s.zmin,B5s.zmax,B5s.WTmin,B5s.WTmax,Pump24gw.A,Pump24gw.B,Pump24gw.Qnom,Pump24gw.eff,Pump24gw.Qmin,Pump24gw.Qmax,Pump24gw.npmax,Pump24gw.intervals,Pump24gs.A,Pump24gs.B,Pump24gs.Qnom,Pump24gs.eff,Pump24gs.Qmin,Pump24gs.Qmax,Pump24gs.npmax,Pump24gs.intervals,Pump24sw.A,Pump24sw.B,Pump24sw.Qnom,Pump24sw.eff,Pump24sw.Qmin,Pump24sw.Qmax,Pump24sw.npmax,Pump24sw.intervals,Pump24ss.A,Pump24ss.B,Pump24ss.Qnom,Pump24ss.eff,Pump24ss.Qmin,Pump24ss.Qmax,Pump24ss.npmax,Pump24ss.intervals,Pump3gw.A,Pump3gw.B,Pump3gw.Qnom,Pump3gw.eff,Pump3gw.Qmin,Pump3gw.Qmax,Pump3gw.npmax,Pump3gw.intervals,Pump3gs.A,Pump3gs.B,Pump3gs.Qnom,Pump3gs.eff,Pump3gs.Qmin,Pump3gs.Qmax,Pump3gs.npmax,Pump3gs.intervals,Pump3sw.A,Pump3sw.B,Pump3sw.Qnom,Pump3sw.eff,Pump3sw.Qmin,Pump3sw.Qmax,Pump3sw.npmax,Pump3sw.intervals,Pump3ss.A,Pump3ss.B,Pump3ss.Qnom,Pump3ss.eff,Pump3ss.Qmin,Pump3ss.Qmax,Pump3ss.npmax,Pump3ss.intervals,Pipe14w.K,Pipe14w.Qmax,Pipe14s.K,Pipe14s.Qmax,Pipe45w.K,Pipe45w.Qmax,Pipe45s.K,Pipe45s.Qmax,PV24w.Pmax,PV24w.Pinst,PV24w.eff,PV24s.Pmax,PV24s.Pinst,PV24s.eff,PV3w.Pmax,PV3w.Pinst,PV3w.eff,PV3s.Pmax,PV3s.Pinst,PV3s.eff,Gridw.Pmax,Grids.Pmax,Turb1w.eff,Turb1w.Pmax,Turb1s.eff,Turb1s.Pmax
,120000000.0,0,240000000.0,336,338,120000000.0,0,240000000.0,336,338,230000.0,184000.0,270000.0,427.5977037037037,431.06,230000.0,345000.0,230000.0,184000.0,270000.0,427.5977037037037,431.06,230000.0,345000.0,160000.0,128000.0,185814,448.5087097850539,450.5,160000.0,240000.0,160000.0,128000.0,185814,448.5087097850539,450.5,160000.0,240000.0,148,103.68,0.9125,0.922,0.27375,1.0037500000000001,1,3,148,103.68,0.9125,0.922,0.27375,1.0037500000000001,1,3,148,103.68,0.9125,0.922,0.27375,1.0037500000000001,1,3,148,103.68,0.9125,0.922,0.27375,1.0037500000000001,1,3,37.84,38.88,0.4691,0.861,0.27897377,0.58337276,1,3,37.84,38.88,0.4691,0.861,0.27897377,0.58337276,1,3,37.84,38.88,0.4691,0.861,0.27897377,0.58337276,1,3,37.84,38.88,0.4691,0.861,0.27897377,0.58337276,1,3,27.81,5,27.81,5,6.1042,5,6.1042,5,527500.0,527500.0,0.98,527500.0,527500.0,0.98,274680.0,274680.0,0.98,274680.0,274680.0,0.98,10000000.0,10000000.0,0.5,160000.0,0.5,160000.0
