,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver,CO2_W,CO2_S,CO2
0,7.391506725731416e-08,8.849232183147132e-08,8.120369454439274e-08,4.59243171094308e-07,333.69893903321184,166.8494697462275,9.682677193002997e-07,8.799521923768584e-07,9.24109955838579e-07,3.2909557683275663e-06,2467.016503852227,1233.5082535715912,3415.3500120549793,17362.64233265519,10388.996172355084,1.8918710212195076e-07,238.34568866012367,119.17284442465538
