,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver,CO2_W,CO2_S,CO2
0,0.0,0.0,0.0,515.3102149574997,2993.316468553503,1754.3133417555014,0.0,0.0,0.0,5371.678862574867,21771.18617153875,13571.432517056808,0,0,0.0,464.22847548426535,1843.3232815295873,1153.7758785069263
