,t,Reservoir0s.Q,Reservoir0s.W,Reservoir0s.z,Reservoir1s.Q,Reservoir1s.W,Reservoir1s.z,Reservoir2s.Q,Reservoir2s.W,Reservoir2s.z,Pump1s.Qin,Pump1s.Qout,Pump1s.H,Pump1s.Ph,Pump1s.Pe,Pump1s.N_on,Pump2s.Qin,Pump2s.Qout,Pump2s.H,Pump2s.Ph,Pump2s.Pe,Pump2s.N_on,Turb1s.Qin,Turb1s.Qout,Turb1s.H,Turb1s.Ph,Turb1s.Pe,Pipe01s.Q,Pipe01s.H,Pipe01s.zlow,Pipe01s.zhigh,Pipe01s.Qp,Pipe01s.Qn,Pipe02s.Q,Pipe02s.H,Pipe02s.zlow,Pipe02s.zhigh,Pipe02s.Qp,Pipe02s.Qn,VarSources.Qin,VarSources.Qout,Pipe01Ts.Q,Pipe01Ts.H,Pipe01Ts.zlow,Pipe01Ts.zhigh,Pipe01Ts.Qp,Pipe01Ts.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBs.P_bal,Bats.E,Bats.P,Bats.Pch,Bats.Pdc,BatsDim.E,BatsDim.P,BatsDim.Pch,BatsDim.Pdc,Loads.P,Loads.Pin,Loads.Pout,p1r0s_expanded.Q,p1ebs_expanded.P,p2r0s_expanded.Q,p2ebs_expanded.P,t1r0s_expanded.Q,t1ebs_expanded.P,c01tr1s_expanded.Q,c01r1_Qs_expanded.Q,c02r2_Qs_expanded.Q,c21r2_Qs_expanded.Q,c21r1_Qs_expanded.Q,pvebs_expanded.P,gridebs_expanded.P,batebs_expanded.P,loadebs_expanded.P,batebsdim_expanded.P
10,10,-7.599832232906646e-14,2000.0,4.0,7.564727442440059e-14,0.0,67.0,7.556338545153652e-14,0.0,77.0,-3.9151664381151097e-13,2.9923866636747744e-17,62.99999997003471,6.293336928561324e-13,6.118493128494077e-13,0.0,-3.9160403947194817e-13,1.1734822277225789e-16,72.99999997002827,6.293351799252877e-13,6.118502439625141e-13,0.0,-2.6098141703173117e-13,7.435077927116248e-13,62.99999997003471,-1.6123121245635673e-07,-1.289849699132983e-07,-3.208945266917198e-13,62.99999997003471,4.00000002996208,66.99999999999679,6.809727024197703e-08,6.809759114007752e-08,5.548314075467765e-13,72.99999997002827,4.00000002996208,76.99999999999035,1.915781163230553e-08,1.9157257074720975e-08,-1.9254802854001198e-12,2.0426471289471564e-12,-5.814801501815338e-13,62.99999997003471,4.00000002996208,66.99999999999679,1.915849203830451e-08,1.9159073096311087e-08,0.4947892561983471,-32002.969408752797,1.2155842617358883e-06,5.773442552305474e-06,4.557858290569586e-06,0,84933.20698162378,23489.03907979734,48948.559938427046,25459.520858629705,4.992426763106342e-05,7.861901359660388e-15,0.00029980330506189433,0.00029980330505403245,-8513.930327868853,8513.930327868853,-8513.930327868853,-5.644875500437764e-13,8.303559518716067e-13,-5.645749302451499e-13,8.303568855166577e-13,1.0075167128411545e-12,-1.2898496988740572e-07,-9.02401026929211e-13,-6.41815403439397e-13,1.1098192898696235e-12,-1.5892437867409341e-12,1.9407845815406863e-12,-32002.969408752797,1.2155842617358883e-06,23489.03907979734,8513.930327868853,7.861901361781175e-15
11,11,-4.247925108192975e-14,2000.0,4.0,5.814465809023103e-14,0.0,67.0,5.806013014541862e-14,0.0,77.0,-3.891730597351898e-13,2.953197309549473e-17,62.99999997003521,6.293336887073321e-13,6.11849311945272e-13,0.0,-3.8926049866318105e-13,1.1697074330518352e-16,72.99999997002934,6.293351094115949e-13,6.118501732968248e-13,0.0,-2.780979616205882e-13,7.629674686595265e-13,62.99999997003521,-1.7180950518722052e-07,-1.3744760410080306e-07,-3.224706626211612e-13,62.99999997003521,4.000000029961851,66.99999999999706,1.9157506073242807e-08,1.9157828467692455e-08,5.533993987328755e-13,72.99999997002934,4.000000029961851,76.99999999999119,6.808468110731362e-08,6.808412775341415e-08,-1.9365757699181143e-12,2.052087532605047e-12,-6.0022315819382e-13,62.99999997003521,4.000000029961851,66.99999999999706,1.9158531293287314e-08,1.9159131065234516e-08,0.6409132231404959,-41454.26768503543,9.189293744256733e-07,5.615855258322934e-06,4.696925883897261e-06,0,115751.10035646873,34242.10374982772,55070.104678855685,20828.000929027967,4.992426763786966e-05,7.562443142215557e-15,0.0002998033050617446,0.0002998033050541822,-7212.163934426229,7212.163934426229,-7212.163934426229,-5.598008610990054e-13,8.303559532582417e-13,-5.598883056801388e-13,8.303567760856961e-13,1.0293194970602534e-12,-1.3744760407631716e-07,-9.227995657692129e-13,-6.450470701965541e-13,1.106727326007321e-12,-1.6019951231363478e-12,1.948567701631391e-12,-41454.26768503543,9.189293744256733e-07,34242.10374982772,7212.163934426229,7.562443144426146e-15
12,12,-4.681188634621882e-15,2000.0,4.0,4.040546477300145e-14,0.0,67.0,4.032004257219286e-14,0.0,77.0,-3.8647230996646826e-13,2.911268653759811e-17,62.99999997003543,6.293336800524903e-13,6.118493065541388e-13,0.0,-3.8655975163319504e-13,1.165502661722828e-16,72.99999997002995,6.293351172948976e-13,6.118501846666471e-13,0.0,-2.9699322285320527e-13,7.84563073939771e-13,62.99999997003543,-1.834870800638551e-07,-1.4678966399558313e-07,-3.239636178061709e-13,62.99999997003543,4.000000029961826,66.99999999999726,1.915744232961264e-08,1.9157766207360356e-08,5.518945323777146e-13,72.99999997002995,4.000000029961826,76.99999999999177,6.808338882452042e-08,6.808283697412204e-08,-1.948298181489489e-12,2.0623091730298778e-12,-6.206805758514379e-13,62.99999997003543,4.000000029961826,66.99999999999726,1.915775421153606e-08,1.9158374500864325e-08,0.7208243801652893,-46622.92137305906,-2.9511539318816486e-05,5.279840185508941e-06,3.479137950432543e-05,0,151895.4316680947,40160.36812402887,58538.69301220284,18378.324888173967,4.9924267641315745e-05,3.829050951564005e-15,0.00029980330505987793,0.00029980330505604885,-6462.553278688524,6462.553278688524,-6462.553278688524,-5.543998591838059e-13,8.303559478668706e-13,-5.544873093492392e-13,8.303567968524977e-13,1.0536154180699217e-12,-1.4678966396783327e-07,-9.447591764334836e-13,-6.480422183882167e-13,1.103716648483678e-12,-1.6152187220174484e-12,1.9572854601767476e-12,-46622.92137305906,-2.9511539318816486e-05,40160.36812402887,6462.553278688524,3.8290509538246785e-15
13,13,3.470837260789869e-14,2000.0,4.0,2.2295669001093712e-14,0.0,67.0,2.2209417386967915e-14,0.0,77.0,-3.838650053162888e-13,2.871582144344922e-17,62.999999970035354,6.293336718420002e-13,6.118493014282445e-13,0.0,-3.839524476446118e-13,1.1615263379586525e-16,72.99999997003007,6.293351215494706e-13,6.118501920743752e-13,0.0,-3.1813385722405524e-13,8.083107054958536e-13,62.999999970035354,-1.9655237827017717e-07,-1.5724190257446308e-07,-3.253257587756674e-13,62.999999970035354,4.000000029962013,66.99999999999737,1.9157440564162912e-08,1.9157765799166017e-08,5.505247161413906e-13,72.99999997003007,4.000000029962013,76.9999999999921,6.808277842864566e-08,6.808222794672075e-08,-1.960931678702864e-12,2.0735774064598515e-12,-6.432280526132657e-13,62.999999970035354,4.000000029962013,66.99999999999737,1.9157314720463535e-08,1.9157957597481273e-08,0.7740681818181818,-50066.73049838857,-5.524034930886797e-05,4.9642960468188415e-06,6.020464535568681e-05,0,191424.12051896128,43920.76538985173,60776.41454996887,16855.649160117133,4.992426764712991e-05,6.460312970687196e-15,0.0002998033050611935,0.0002998033050547332,-6145.9651639344265,6145.9651639344265,-6145.9651639344265,-5.491857284043837e-13,8.303559427405984e-13,-5.492731802447106e-13,8.303568111725047e-13,1.0799700032383534e-12,-1.5724190255362422e-07,-9.686732828806107e-13,-6.507709890430125e-13,1.1009760708930933e-12,-1.6292180082578281e-12,1.9671851711920618e-12,-50066.73049838857,-5.524034930886797e-05,43920.76538985173,6145.9651639344265,6.460312972975095e-15
14,14,7.607590461277066e-14,2000.0,4.0,3.4580613906202322e-15,0.0,67.0,3.370844959451243e-15,0.0,77.0,-3.8138487142328655e-13,2.834423119943709e-17,62.99999997003496,6.293336642179158e-13,6.118492967079931e-13,0.0,-3.8147231375636786e-13,1.15780284485207e-16,72.99999997002972,6.29335130044366e-13,6.118502037224857e-13,0.0,-3.421424646081265e-13,8.347992136018496e-13,62.99999997003496,-2.113901871939654e-07,-1.6911214972276273e-07,-3.265622715117844e-13,62.99999997003496,4.000000029962424,66.99999999999739,1.9157442033522347e-08,1.9157768500279917e-08,5.492806108511856e-13,72.99999997002972,4.000000029962424,76.99999999999214,6.808229568855227e-08,6.80817464494477e-08,-1.974796838466679e-12,2.0862036992119936e-12,-6.684897908940487e-13,62.99999997003496,4.000000029962424,66.99999999999739,1.9157220809946835e-08,1.915788896093433e-08,0.7646280991735537,-49456.145946831304,-3.603885070987347e-05,5.110850538558974e-06,4.114970124843245e-05,0,230129.79944468022,43006.30991746549,60229.90598057003,17223.59606310454,4.9924267656177094e-05,1.0052533544049103e-14,0.00029980330506298964,0.0002998033050529371,-6449.836065573771,6449.836065573771,-6449.836065573771,-5.442259197158368e-13,8.303559380203215e-13,-5.443133720937731e-13,8.303568319360599e-13,1.1089383579968913e-12,-1.691121497065583e-07,-9.951759205798169e-13,-6.532484011975526e-13,1.0984869477019472e-12,-1.6443224395932579e-12,1.9785685128537575e-12,-49456.145946831304,-3.603885070987347e-05,43006.30991746549,6449.836065573771,1.0052533546324532e-14
15,15,1.2144489772982524e-13,2000.0,4.0,-1.6461581677872195e-14,0.0,67.0,-1.654980514629402e-14,0.0,77.0,-3.78865838921625e-13,2.7982930638292235e-17,62.99999997003423,6.293336568592032e-13,6.118492921860997e-13,0.0,-3.7895328016367537e-13,1.1541814749333442e-16,72.99999997002882,6.293351365002751e-13,6.118502131770909e-13,0.0,-3.698800819817286e-13,8.650557129853303e-13,62.99999997003423,-2.285326429676265e-07,-1.8282611434656378e-07,-3.276569683235101e-13,62.99999997003423,4.00000002996308,66.99999999999731,1.915744358689642e-08,1.9157771143519928e-08,5.481775488001378e-13,72.99999997002882,4.00000002996308,76.99999999999191,6.80822043723108e-08,6.808165623507624e-08,-1.9903094083135027e-12,2.100619488520822e-12,-6.973314598557627e-13,62.99999997003423,4.00000002996308,66.99999999999731,1.9157177904837934e-08,1.915787490237958e-08,0.6864651639344261,-44400.56724503471,-1.0677175173014863e-05,6.0146980061840534e-06,1.6691873179198915e-05,0,263603.38845859206,37192.87668212422,56791.14832625594,19598.271644131728,4.9924268230857425e-05,6.385337818946512e-13,0.00029980330537723025,0.0002998033047386965,-7207.690573770492,7207.690573770492,-7207.690573770492,-5.391883097253451e-13,8.303559334986682e-13,-5.392757607991102e-13,8.30356849105317e-13,1.141713670095212e-12,-1.8282611433279532e-07,-1.0251167559379888e-12,-6.554422644057363e-13,1.0962799936790572e-12,-1.6609322437042708e-12,1.9918827347480793e-12,-44400.56724503471,-1.0677175173014863e-05,37192.87668212422,7207.690573770492,6.385337818968735e-13
16,16,1.72506298422039e-13,2000.0,4.0,-3.786471582686962e-14,0.0,67.0,-3.7953937464690844e-14,0.0,77.0,-3.7624342414028013e-13,2.762948502811248e-17,62.999999970033116,6.293336495950464e-13,6.118492876808639e-13,0.0,-3.763308640728712e-13,1.150637156253009e-16,72.99999997002736,6.293351282439103e-13,6.1185020722731e-13,0.0,-4.025862835330553e-13,9.003842701446637e-13,62.999999970033116,-2.487458380206467e-07,-1.9899667038957185e-07,-3.2856971778997543e-13,62.999999970033116,4.000000029964012,66.99999999999713,1.9157442683752682e-08,1.9157771148183307e-08,5.472549360116657e-13,72.99999997002736,4.000000029964012,76.99999999999136,6.80811086822909e-08,6.80805614666181e-08,-2.0080288400409902e-12,2.1174241068641063e-12,-7.309541344876135e-13,62.999999970033116,4.000000029964012,66.99999999999713,1.9157129634375514e-08,1.915786025372653e-08,0.6104897540983607,-39486.477687722334,4.309160949321182e-06,7.836796667291009e-06,3.527635717969828e-06,0,293021.9966525314,32687.342437710384,54170.16923251745,21482.826794807068,4.992439344244978e-05,1.3912399164624692e-10,0.0002998033746199592,0.0002998032354959675,-6799.13524590164,6799.13524590164,-6799.13524590164,-5.339439372178885e-13,8.303559289931738e-13,-5.340313867273614e-13,8.3035684196361e-13,1.1796644924122242e-12,-1.9899667037609926e-07,-1.0596567689179527e-12,-6.572723522203148e-13,1.0944340715299149e-12,-1.6795671445128546e-12,2.0077670397417374e-12,-39486.477687722334,4.309160949321182e-06,32687.342437710384,6799.13524590164,1.3912399164624906e-10
17,17,2.321496555290378e-13,2000.0,4.0,-6.127181682637964e-14,0.0,67.0,-6.136204357195759e-14,0.0,77.0,-3.733717318227994e-13,2.7269706790517392e-17,62.99999997003156,6.293336398679602e-13,6.118492806676154e-13,0.0,-3.734591352876172e-13,1.1468854094192693e-16,72.99999997002521,6.293351329059682e-13,6.118502149027445e-13,0.0,-4.421292394159592e-13,9.427990061837252e-13,62.99999997003156,-2.731843554498175e-07,-2.1854748432972741e-07,-3.292965286436503e-13,62.99999997003156,4.000000029965265,66.99999999999682,6.810259408685156e-08,6.810292337551914e-08,5.463741660396675e-13,72.99999997002521,4.000000029965265,76.99999999999048,1.9158137180214812e-08,1.9157591088724763e-08,-2.0286548817419104e-12,2.1374237713525965e-12,-7.711140764164515e-13,62.99999997003156,4.000000029965265,66.99999999999682,1.9157064818915382e-08,1.9157835586169387e-08,0.49282377049180326,-31875.841791982908,1.6560368719813695e-05,1.9279231339929566e-05,2.718862620115873e-06,0,314157.17576697445,23483.532349381137,48945.48830148316,25461.955952102024,4.995179141059317e-05,3.044218682604707e-08,0.00029981852615137657,0.00029978808396455053,-8392.309426229509,8392.309426229509,-8392.309426229509,-5.282010255882275e-13,8.303559205706068e-13,-5.282884231539834e-13,8.303568564548884e-13,1.2249508816283922e-12,-2.1854748431466426e-07,-1.100445735839967e-12,-6.58628188067166e-13,1.092916319529918e-12,-1.7008205165921266e-12,2.0271337665042693e-12,-31875.841791982908,1.6560368719813695e-05,23483.532349381137,8392.309426229509,3.044218682604708e-08
18,18,3.114117904134845e-13,2000.0,4.0,-8.819894251855184e-14,0.0,67.0,-8.829186568677502e-14,0.0,77.0,-3.6909967771131607e-13,2.6801201179584817e-17,62.99999997002946,6.293336311154589e-13,6.118492756173426e-13,0.0,-3.691870779891123e-13,1.1422040413326236e-16,72.99999997002226,6.293351246482749e-13,6.118502098110128e-13,0.0,-4.914884064169994e-13,9.964305547209047e-13,62.99999997002946,-3.0368951662472495e-07,-2.42951613265057e-07,-3.2971046903280503e-13,62.99999997002946,4.000000029966947,66.9999999999964,6.810205993285832e-08,6.810238963425591e-08,5.459639174951899e-13,72.99999997002226,4.000000029966947,76.99999999998921,1.915792458948764e-08,1.915737889309373e-08,-2.0539121510384963e-12,2.1622698331976504e-12,-8.208095528189076e-13,62.99999997002946,4.000000029966947,66.9999999999964,1.9156928956128767e-08,1.915774934048631e-08,0.3590081967213115,-23220.65039400003,89696.18934582705,89696.18934816522,2.33816848228546e-06,0,246479.0236963535,-75197.94674513434,5080.8071697893065,80278.75391492364,5.5950311769395515e-05,6.665022620893363e-06,0.00030313581636844057,0.0002964707937475472,-8722.407786885246,8722.407786885246,-8722.407786885246,-5.196575012876956e-13,8.303559160268932e-13,-5.197448930474553e-13,8.303568513614958e-13,1.2828546047402548e-12,-2.4295161324769564e-07,-1.1505558945056767e-12,-6.594568107195741e-13,1.0920811381691295e-12,-1.726490224529844e-12,2.0515601043934683e-12,-23220.65039400003,89696.18934582705,-75197.94674513434,8722.407786885246,6.665022620893363e-06
19,19,3.717836932178083e-13,2000.0,4.0,-1.1734539503878553e-13,0.0,67.0,-1.1743475369188842e-13,0.0,77.0,-3.698177664544729e-13,2.6938257090552695e-17,62.99999997002689,6.293336337012383e-13,6.118492772011446e-13,0.0,-3.6990516654499617e-13,1.1435534107343345e-16,72.99999997001855,6.293351274157718e-13,6.118502117628423e-13,0.0,-5.568871271273281e-13,1.0611114737670515e-12,62.99999997002689,-3.4410797311390283e-07,-2.752863784180932e-07,-3.290577260717349e-13,62.99999997002689,4.000000029968954,66.99999999999584,6.810189001077149e-08,6.810221905856544e-08,5.465954664108614e-13,72.99999997001855,4.000000029968954,76.99999999998751,1.9157982495854873e-08,1.9157436172758915e-08,-2.0856032603127464e-12,2.1946086654928414e-12,-8.855491418668064e-13,62.99999997002689,4.000000029968954,66.99999999999584,1.915691521037102e-08,1.915780032693118e-08,0.19441803278688524,-12574.958484396435,92670.74398231575,92670.74398462407,2.308322124480203e-06,0,165479.02311500435,-90000.0,8.467885019730335e-05,90000.0,4.187885917735116e-05,-1.5634947324498478e-05,0.0002919858313958377,0.00030762077872033614,-9904.215163934427,9904.215163934427,-9904.215163934427,-5.210937809252136e-13,8.303559172437238e-13,-5.211811738477345e-13,8.303568533155447e-13,1.3468175799369151e-12,-2.752863783815787e-07,-1.214643738312749e-12,-6.581523225176775e-13,1.0933489479310732e-12,-1.7575371831431739e-12,2.084545262237584e-12,-12574.958484396435,92670.74398231575,-90000.0,9904.215163934427,-1.5634947324498478e-05
20,20,5.317523411213731e-13,2000.0,4.0,-1.5144073388914994e-13,0.0,67.0,-1.5153494628660048e-13,0.0,77.0,-3.5950414450414775e-13,2.6085206122560093e-17,62.99999997002329,6.293336156431938e-13,6.118492657262815e-13,0.0,-3.59591540532732e-13,1.134977928428193e-16,72.9999999700135,6.293351119592046e-13,6.11850202024545e-13,0.0,-6.446619198076878e-13,1.1592008676686474e-12,62.99999997002329,-3.983549083245393e-07,-3.186839265997072e-07,-3.272763215096649e-13,62.99999997002329,4.000000029971826,66.99999999999511,6.810189892883616e-08,6.810222619482995e-08,5.483318936906282e-13,72.9999999700135,4.000000029971826,76.99999999998533,1.9157988262615383e-08,1.9157440210669368e-08,-2.1267057386921735e-12,2.2374936307541665e-12,-9.714222366757832e-13,62.99999997002329,4.000000029971826,66.99999999999511,1.9156483029566388e-08,1.9157453899385492e-08,0.07040163934426229,-4553.578076277604,0.00010685948167460022,0.00011087559155179931,4.016109877199095e-06,0,159848.71356664412,-6255.899498178043,33432.18257310436,39688.082071282406,4.988746584663899e-05,8.89845185476511e-06,0.0003042525309853845,0.0002953540791306194,-10809.477459016394,10809.477459016394,-10809.477459016394,-5.004675148823784e-13,8.3035590560369e-13,-5.005549040926203e-13,8.303568435736997e-13,1.4552210961946256e-12,-3.186839265697451e-07,-1.298734971115075e-12,-6.545890559489567e-13,1.0968302372674985e-12,-1.7968635271309694e-12,2.129196027614174e-12,-4553.578076277604,0.00010685948167460022,-6255.899498178043,10809.477459016394,8.89845185476511e-06
21,21,7.080026330659479e-13,2000.0,4.0,-1.9193396579329585e-13,0.0,67.0,-1.920260131651239e-13,0.0,77.0,-3.535418179239605e-13,2.5976541983552014e-17,62.99999997001854,6.293336136613783e-13,6.11849264630321e-13,0.0,-3.5362920667455764e-13,1.133812174217211e-16,72.99999997000693,6.293351100179998e-13,6.118502009022492e-13,0.0,-7.791747692465351e-13,1.2996776874671859e-12,62.99999997001854,-4.814878292798033e-07,-3.851902633467334e-07,-3.2240085548779664e-13,62.99999997001854,4.0000000299756495,66.99999999999419,6.810210824080284e-08,6.810243063176937e-08,5.531282385677618e-13,72.99999997000693,4.0000000299756495,76.99999999998258,1.9157977565234735e-08,1.9157424726522043e-08,-2.186446828151045e-12,2.3020919308932033e-12,-1.1008679008733985e-12,62.99999997001854,4.0000000299756495,66.99999999999419,1.9155906761982464e-08,1.915700688629397e-08,0.006782786885245902,-438.7106581008761,2.097516792060502e-05,2.5613817874851432e-05,4.638649954246411e-06,0,150135.5664600394,-10792.385674005216,31262.997709393327,42055.38338339854,4.9924099472123536e-05,4.070402831710183e-08,0.0002998236570721218,0.0002997829530438047,-11231.09631147541,11231.09631147541,-11231.09631147541,-4.88543266851897e-13,8.30355904579725e-13,-4.886306492152296e-13,8.303568424499179e-13,1.6016612496430354e-12,-3.851902633081788e-07,-1.4233046218686624e-12,-6.448375764830606e-13,1.1064326217864898e-12,-1.8517630181703416e-12,2.1986449535536915e-12,-438.7106581008761,2.097516792060502e-05,-10792.385674005216,11231.09631147541,4.070402831710183e-08
22,22,1.017476158683486e-12,2000.0,4.0,-2.467357875416514e-13,0.0,67.0,-2.4681861835725724e-13,0.0,77.0,-3.4326902328315347e-13,2.6116115789086858e-17,62.99999997001186,6.293336168115058e-13,6.118492667284536e-13,0.0,-3.43356392210754e-13,1.1350070256317266e-16,72.99999996999786,6.293351122471643e-13,6.118502023569069e-13,0.0,-1.0167352192494772e-12,1.547513887349798e-12,62.99999997001186,-6.283074268229459e-07,-5.026459413692749e-07,-3.1073204580831955e-13,62.99999997001186,4.000000029981145,66.999999999993,6.809159087372141e-08,6.809190159731802e-08,5.64596141832973e-13,72.99999996999786,4.000000029981145,76.99999999997901,1.9157923798005003e-08,1.9157359506001478e-08,-2.287223679671914e-12,2.4144659703655534e-12,-1.3263309162519586e-12,62.99999997001186,4.000000029981145,66.999999999993,1.915446455746227e-08,1.9155789717464397e-08,1.8442622950819673e-05,-1.1928668498133417,1.0455666265352979e-05,2.0993598109044382e-05,1.0537931843691403e-05,0,139857.53162960702,-11420.038700480443,30966.951864632338,42386.99056511278,4.9924266874652936e-05,1.860028106170338e-10,0.0002998033980593687,0.0002998032120565581,-11421.231557377048,11421.231557377048,-11421.231557377048,-4.679979657607745e-13,8.303559067718219e-13,-4.680853284141041e-13,8.303568439015765e-13,1.8597719970068306e-12,-5.02645941324734e-07,-1.6370975273782906e-12,-6.214986569346515e-13,1.1293829212714847e-12,-1.9409883190672535e-12,2.3226270078976225e-12,-1.1928668498133417,1.0455666265352979e-05,-11420.038700480443,11421.231557377048,1.86002810617035e-10
23,23,2.3911293671735205e-12,2000.0,4.0,-4.510103168002595e-13,0.0,67.0,-4.514130791649426e-13,0.0,77.0,-2.308381031119442e-13,1.6525007661687932e-17,62.999999969996786,6.293334180375736e-13,6.11849142505033e-13,0.0,-2.3092537832546656e-13,1.0381014063678317e-16,72.99999996997846,6.293349393635407e-13,6.118500945053976e-13,0.0,-1.6034031937591687e-12,2.246608482519307e-12,62.999999969996786,-9.908799451840443e-07,-7.927039560697114e-07,-2.9423138865537986e-13,62.999999969996786,4.000000029994057,66.99999999999085,6.809120511917392e-08,6.809149934393837e-08,5.801021556712917e-13,72.99999996997846,4.000000029994057,76.99999999997252,1.9157993147801836e-08,1.9157413384765775e-08,-2.554196888861018e-12,2.6974645781649913e-12,-1.89587358411808e-12,62.999999969996786,4.000000029994057,66.99999999999085,1.9153638242862707e-08,1.9155532332299316e-08,1.639344262295082e-05,-1.0603258652041843,1.3692260265454095e-06,1.4757158170327158e-05,1.3387932143781749e-05,0,129571.47116826846,-11428.956068153944,30962.75365082491,42391.709718978855,4.992426763927201e-05,8.495767553945253e-13,0.00029980330548275174,0.000299803304633175,-11430.016393442624,11430.016393442624,-11430.016393442624,-2.4314435739057665e-13,8.303557822707877e-13,-2.432316299654756e-13,8.30356736047597e-13,2.6712913900345977e-12,-7.927039560309495e-07,-2.1901281219831833e-12,-5.884859265204832e-13,1.1604396208113715e-12,-2.192190165116394e-12,2.6218582695685105e-12,-1.0603258652041843,1.3692260265454095e-06,-11428.956068153944,11430.016393442624,8.495767553957425e-13
