,t,Reservoir0s.Q,Reservoir0s.W,Reservoir0s.z,Reservoir1s.Q,Reservoir1s.W,Reservoir1s.z,Reservoir2s.Q,Reservoir2s.W,Reservoir2s.z,Pump1s.Qin,Pump1s.Qout,Pump1s.H,Pump1s.Ph,Pump1s.Pe,Pump1s.N_on,Pump2s.Qin,Pump2s.Qout,Pump2s.H,Pump2s.Ph,Pump2s.Pe,Pump2s.N_on,Turb1s.Qin,Turb1s.Qout,Turb1s.H,Turb1s.Ph,Turb1s.Pe,Pipe01s.Q,Pipe01s.H,Pipe01s.zlow,Pipe01s.zhigh,Pipe01s.Qp,Pipe01s.Qn,Pipe02s.Q,Pipe02s.H,Pipe02s.zlow,Pipe02s.zhigh,Pipe02s.Qp,Pipe02s.Qn,VarSources.Qin,VarSources.Qout,Pipe01Ts.Q,Pipe01Ts.H,Pipe01Ts.zlow,Pipe01Ts.zhigh,Pipe01Ts.Qp,Pipe01Ts.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBs.P_bal,Bats.E,Bats.P,Bats.Pch,Bats.Pdc,BatsDim.E,BatsDim.P,BatsDim.Pch,BatsDim.Pdc,Loads.P,Loads.Pin,Loads.Pout,p1r0s_expanded.Q,p1ebs_expanded.P,p2r0s_expanded.Q,p2ebs_expanded.P,t1r0s_expanded.Q,t1ebs_expanded.P,c01tr1s_expanded.Q,c01r1_Qs_expanded.Q,c02r2_Qs_expanded.Q,c21r2_Qs_expanded.Q,c21r1_Qs_expanded.Q,pvebs_expanded.P,gridebs_expanded.P,batebs_expanded.P,loadebs_expanded.P,batebsdim_expanded.P
10,10,-1.3215782151715243e-12,2000.0,4.0,1.5123802637452306e-12,1.4953551329011752e-07,67.00000000019938,1.990990434941724e-12,1.4810026435533325e-07,77.0000000005924,0.0,0.0,62.999999970506664,0.0,0.0,0.0,0.0,0.0,72.99999997089873,0.0,0.0,0.0,-3.8634714215543564e-12,0.0,62.999999970506096,-2.816760641674036e-06,-2.253408522693695e-06,1.974708891556623e-09,62.999999970506664,4.000000029693425,67.00000000019938,9.021360227273295e-07,9.001613141150039e-07,-3.264688368789129e-09,72.99999997089873,4.000000029693425,77.0000000005924,1.7779572294897067e-07,1.8106041171784773e-07,0.0,0.0,1.9708623642820528e-09,62.999999970506096,4.000000029693425,67.00000000019938,1.8040907090979978e-07,1.7843820721463474e-07,0.2743739669421487,-17746.508011303365,0.0007085046170092727,0.0011577833840664404,0.0004492787670571676,0,222754.8418809303,8748.023833997584,40982.11966180473,32234.095827807152,0.00723106338290004,2.1876570042589853e-11,0.04007413829813874,0.04007413827626217,-8998.48347107438,8998.48347107438,-8998.48347107438,0.0,0.0,0.0,0.0,0.0,-2.253408527370928e-06,3.945586869102684e-09,3.9494333963772545e-09,-6.528838647718438e-09,0.0,0.0,-17746.508011303365,0.0007085046170092727,8748.023833997584,8998.48347107438,2.1876570042589853e-11
11,11,-9.793055367004755e-13,2000.0,4.0,1.2152404966197814e-12,1.5462123514558881e-07,67.00000000020616,1.6890013788512008e-12,1.5300588647891997e-07,77.00000000061202,0.0,0.0,62.99999997051764,0.0,0.0,0.0,0.0,0.0,72.99999997092256,0.0,0.0,0.0,-4.165639922074872e-12,0.0,62.999999970517074,-3.0035251953541993e-06,-2.402820165638508e-06,1.9745846960793743e-09,62.99999997051764,4.000000029689225,67.00000000020616,9.021015898607719e-07,9.001270054090564e-07,-3.2638235574360356e-09,72.99999997092256,4.000000029689225,77.00000000061202,1.7779615273785681e-07,1.8105997665913367e-07,0.0,0.0,1.9704360328022195e-09,62.999999970517074,4.000000029689225,67.00000000020616,1.804088349676176e-07,1.784383974499799e-07,0.3891363636363636,-25169.3398901895,0.0005676253603903723,0.001041868098888118,0.00047424273849774575,0,238607.49438085637,17614.058333251178,45711.3391411776,28097.280807926425,0.0072310634493859376,7.38732250570538e-11,0.04007413832413707,0.04007413825026384,-7555.280991735537,7555.280991735537,-7555.280991735537,0.0,0.0,0.0,0.0,0.0,-2.4028201703160824e-06,3.945036220691056e-09,3.9491848839682104e-09,-6.52710922487407e-09,0.0,0.0,-25169.3398901895,0.0005676253603903723,17614.058333251178,7555.280991735537,7.38732250570538e-11
12,12,-6.17391206312349e-13,2000.0,4.0,9.15329872989428e-13,1.5862723157770469e-07,67.0000000002115,1.3790097409673764e-12,1.5679587057878272e-07,77.00000000062718,0.0,0.0,62.999999970525224,0.0,0.0,0.0,0.0,0.0,72.99999997093997,0.0,0.0,0.0,-4.501959062701978e-12,0.0,62.99999997052466,-3.2113925794048815e-06,-2.569114072879657e-06,1.9744537713897614e-09,62.999999970525224,4.000000029686983,67.0000000002115,9.02069741599062e-07,9.000952880378313e-07,-3.2629014728494276e-09,72.99999997093997,4.000000029686983,77.00000000062718,1.7779661081917827e-07,1.810595126201115e-07,0.0,0.0,1.969968830361418e-09,62.99999997052466,4.000000029686983,67.0000000002115,1.8040857376716298e-07,1.7843860328447148e-07,0.45316322314049584,-29310.597196784198,0.0004526762970247374,0.0009527863193360685,0.0005001100223113312,0,259098.6122380074,22767.90873016779,48546.94559390715,25779.036863739362,0.007231063564689821,1.2811542824450768e-10,0.04007413835125817,0.04007413822314274,-6542.688016528926,6542.688016528926,-6542.688016528926,0.0,0.0,0.0,0.0,0.0,-2.569114077557533e-06,3.944437967455714e-09,3.948922908484058e-09,-6.525265271793298e-09,0.0,0.0,-29310.597196784198,0.0004526762970247374,22767.90873016779,6542.688016528926,1.2811542824450768e-10
13,13,-2.3050786777740905e-13,2000.0,4.0,5.96177002801833e-13,1.61484225454798e-07,67.00000000021531,1.067489953023918e-12,1.594647482289425e-07,77.00000000063787,0.0,0.0,62.99999997052862,0.0,0.0,0.0,0.0,0.0,72.99999997094986,0.0,0.0,0.0,-4.881212697691626e-12,0.0,62.99999997052862,-3.4457927499151225e-06,-2.7566342092884045e-06,1.974308733810979e-09,62.99999997052862,4.00000002968683,67.00000000021531,1.8041088520284908e-07,1.7843657675297356e-07,-3.2618879326248495e-09,72.99999997094986,4.00000002968683,77.00000000063787,8.983641562108354e-07,9.016260444291429e-07,0.0,0.0,1.9694446991334725e-09,62.99999997052862,4.00000002968683,67.00000000021531,1.8040827782793543e-07,1.7843883129198972e-07,0.46292561983471076,-29942.029020129903,-0.0008747538083266831,0.0008611551447398699,0.001735908953066553,0,280136.73976573587,23375.697253031656,48885.35567191926,25509.6584188876,0.007231063942286454,4.1955180490919453e-10,0.04007413849697636,0.04007413807742455,-6566.332644628099,6566.332644628099,-6566.332644628099,0.0,0.0,0.0,0.0,0.0,-2.7566342139665573e-06,3.943768774152378e-09,3.948632808829885e-09,-6.523238434642473e-09,0.0,0.0,-29942.029020129903,-0.0008747538083266831,23375.697253031656,6566.332644628099,4.1955180490919453e-10
14,14,1.877865423655155e-13,2000.0,4.0,2.6814360544326496e-13,1.631602444192834e-07,67.00000000021755,7.256710339857448e-13,1.609034676944527e-07,77.00000000064362,0.0,0.0,62.99999997052876,0.0,0.0,0.0,0.0,0.0,72.9999999709535,0.0,0.0,0.0,-5.315350994032802e-12,0.0,62.99999997052876,-3.7141131645018078e-06,-2.971290540958302e-06,1.9741569778399617e-09,62.99999997052876,4.000000029688937,67.00000000021755,1.8041080979874713e-07,1.7843665307060839e-07,-3.260804553969955e-09,72.9999999709535,4.000000029688937,77.00000000064362,8.983314422731424e-07,9.015922470784918e-07,0.0,0.0,1.9688588756221137e-09,62.99999997052876,4.000000029688937,67.00000000021755,1.8040794235406852e-07,1.7843908143207916e-07,0.43194214876033055,-27938.018094650088,-0.0010099183397084567,0.0008302074582634361,0.0018401257979718927,0,299159.9336153911,21136.88205517251,47642.93896539874,26506.056910226227,0.007231104834686777,4.5436000360470386e-08,0.040074161005200636,0.04007411556920027,-6801.137052341598,6801.137052341598,-6801.137052341598,0.0,0.0,0.0,0.0,0.0,-2.97129054563673e-06,3.943031055871009e-09,3.948329158088857e-09,-6.521071934076609e-09,0.0,0.0,-27938.018094650088,-0.0010099183397084567,21136.88205517251,6801.137052341598,4.5436000360470386e-08
15,15,6.474534942059084e-13,2000.0,4.0,-8.789987642925946e-14,1.635544463385216e-07,67.00000000021808,3.6159730660952115e-13,1.6103195454855095e-07,77.00000000064414,0.0,0.0,62.99999997052469,0.0,0.0,0.0,0.0,0.0,72.99999997094942,0.0,0.0,0.0,-5.820933309227443e-12,0.0,62.99999997052469,-4.026588865874176e-06,-3.221271102056763e-06,1.973989039718098e-09,62.99999997052469,4.000000029693528,67.00000000021808,1.804107261291046e-07,1.7843673730426273e-07,-3.259602027560825e-09,72.99999997094942,4.000000029693528,77.00000000064414,8.982989604626004e-07,9.015585627068069e-07,0.0,0.0,1.9681854537814307e-09,62.99999997052469,4.000000029693528,67.00000000021808,1.8040755126088945e-07,1.7843936351552727e-07,0.34693801652892564,-22439.950776959337,-0.00014130157897311468,0.0010179742448038675,0.0011592758237769824,0,313186.10989171854,15584.640307030519,44611.888697302325,29027.24839027181,0.00723867463529968,8.41088956989029e-06,0.040078343731985426,0.040069932842415536,-6855.310606060606,6855.310606060606,-6855.310606060606,0.0,0.0,0.0,0.0,0.0,-3.2212711067354736e-06,3.942189549291227e-09,3.947993135227895e-09,-6.518667165605331e-09,0.0,0.0,-22439.950776959337,-0.00014130157897311468,15584.640307030519,6855.310606060606,8.41088956989029e-06
16,16,1.1700366037133258e-12,2000.0,4.0,-4.790196688111616e-13,1.625405489033248e-07,67.00000000021672,-3.489725848962511e-14,1.597335492365e-07,77.00000000063893,0.0,0.0,62.999999970515915,0.0,0.0,0.0,0.0,0.0,72.99999997093681,0.0,0.0,0.0,-6.421549087468862e-12,0.0,62.999999970515915,-4.397800469676744e-06,-3.518240385099436e-06,1.9738000244551026e-09,62.999999970515915,4.000000029700941,67.00000000021672,1.8041063178895494e-07,1.7843683194375868e-07,-3.258245408332141e-09,72.99999997093681,4.000000029700941,77.00000000063893,8.982679025025037e-07,9.015261480923517e-07,0.0,0.0,1.9673959780935496e-09,62.999999970515915,4.000000029700941,67.00000000021672,1.8040708662106812e-07,1.784396880394696e-07,0.23656611570247935,-15301.096173122882,0.002155909314615493,0.0027938404952126757,0.0006379311805971824,0,319999.99640171917,7570.985011111753,40368.97236517224,32797.98735406049,0.00865313565387606,0.0015716233539737525,0.040859949965215976,0.03928832661124222,-7730.107438016529,7730.107438016529,-7730.107438016529,0.0,0.0,0.0,0.0,0.0,-3.5182403897784562e-06,3.94121090176961e-09,3.947614948131164e-09,-6.515954245799736e-09,0.0,0.0,-15301.096173122882,0.002155909314615493,7570.985011111753,7730.107438016529,0.0015716233539737525
17,17,1.7473230321612996e-12,2000.0,4.0,-8.810361550829828e-13,1.6007931891746273e-07,67.00000000021343,-4.975448058993259e-13,1.5677016813604714e-07,77.00000000062708,0.0,0.0,62.999999970502664,0.0,0.0,0.0,0.0,0.0,72.99999997091537,0.0,0.0,0.0,-7.158893749266276e-12,0.0,62.9999999705021,-4.85351758863099e-06,-3.882814080263521e-06,1.973596957074285e-09,62.999999970502664,4.000000029711475,67.00000000021343,9.018391626000839e-07,8.998655656816689e-07,-3.2567023232539413e-09,72.99999997091537,4.000000029711475,77.00000000062708,1.7779968721525947e-07,1.810563896810622e-07,0.0,0.0,1.966455646924257e-09,62.9999999705021,4.000000029711475,67.00000000021343,1.8040650924203853e-07,1.7844005064454247e-07,0.11436776859504133,-7397.307041921594,18048.710985338665,18048.711285578775,0.0003002401116714944,0,302339.1123744226,-19623.20447477391,27186.22473726397,46809.42921203788,0.009506770015018578,0.000948482623491684,0.04054837959932107,0.039599896975829385,-8971.799586776859,8971.799586776859,-8971.799586776859,0.0,0.0,0.0,0.0,0.0,-3.882814084942886e-06,3.940067237025967e-09,3.9472085471759955e-09,-6.5128684321851555e-09,0.0,0.0,-7397.307041921594,18048.710985338665,-19623.20447477391,8971.799586776859,0.000948482623491684
18,18,2.4152855665868536e-12,2000.0,4.0,-1.3157076411867096e-12,1.5605318151825062e-07,67.00000000020808,-1.0168741867388166e-12,1.5193788765075962e-07,77.00000000060776,0.0,0.0,62.99999997048317,0.0,0.0,0.0,0.0,0.0,72.9999999708819,0.0,0.0,0.0,-8.095640311061843e-12,0.0,62.999999970482605,-5.432475819612496e-06,-4.345980665049533e-06,1.97334694113449e-09,62.99999997048317,4.000000029725617,67.00000000020808,9.017900693880768e-07,8.998167224529519e-07,-3.254795287705007e-09,72.9999999708819,4.000000029725617,77.00000000060776,1.7780063195016657e-07,1.810554273412361e-07,0.0,0.0,1.9652693224671924e-09,62.999999970482605,4.000000029725617,67.00000000020808,1.8762044861522482e-07,1.8565517574403504e-07,0.033196280991735536,-2147.1352311537303,82383.33338352601,82383.33366992927,0.0002864032525858195,0,221339.11783753606,-89999.99392987392,0.0023233687223116434,89999.99625324264,0.006082351554525764,-0.003804909400547563,0.038171683592940826,0.041976592993488396,-9763.799586776859,9763.799586776859,-9763.799586776859,0.0,0.0,0.0,0.0,0.0,-4.3459806697293e-06,3.938630736522976e-09,3.946708355190273e-09,-6.509054768337842e-09,0.0,0.0,-2147.1352311537303,82383.33338352601,-89999.99392987392,9763.799586776859,-0.003804909400547563
19,19,3.2246927046883482e-12,2000.0,4.0,-1.7670939280662268e-12,1.5040193118526123e-07,67.00000000020054,-1.6279652674751326e-12,1.4490659623286662e-07,77.00000000057963,0.0,0.0,62.99999997045712,0.0,0.0,0.0,0.0,0.0,72.99999997083526,0.0,0.0,0.0,-9.317195716907442e-12,0.0,62.99999997045655,-6.1874580405314495e-06,-4.9499664417855855e-06,1.973007363108433e-09,62.99999997045712,4.000000029744132,67.00000000020054,9.017404409638319e-07,8.997674335793926e-07,-3.2522477020781712e-09,72.99999997083526,4.000000029744132,77.00000000057963,1.7780189493884468e-07,1.8105414270681997e-07,0.0,0.0,1.9637083979766368e-09,62.99999997045655,4.000000029744132,67.00000000020054,1.804047554320545e-07,1.784410431294096e-07,0.006446280991735537,-416.94520903646026,80099.89284046485,80099.89312918128,0.0002887164356833573,0,140339.12472645036,-89999.9923456508,0.002851443117005573,89999.99519709391,0.003561029492120267,-0.0028014689582283236,0.038673403811351086,0.04147487276957941,-10317.047520661157,10317.047520661157,-10317.047520661157,0.0,0.0,0.0,0.0,0.0,-4.949966446465798e-06,3.936730087001893e-09,3.94602905213369e-09,-6.503960077029631e-09,0.0,0.0,-416.94520903646026,80099.89284046485,-89999.9923456508,10317.047520661157,-0.0028014689582283236
20,20,4.229246410290219e-12,2000.0,4.0,-2.238148986646088e-12,1.4305469074862725e-07,67.00000000019074,-2.419488000797533e-12,1.3502718936649433e-07,77.0000000005401,0.0,0.0,62.999999970423374,0.0,0.0,0.0,0.0,0.0,72.99999997077181,0.0,0.0,0.0,-1.101831928280124e-11,0.0,62.999999970422806,-7.238814214563714e-06,-5.791051381012005e-06,1.972474426391762e-09,62.999999970423374,4.0000000297680725,67.00000000019074,9.01685915493285e-07,8.997134410298975e-07,-3.248451578525783e-09,72.99999997077181,4.0000000297680725,77.0000000005401,1.7780377746780524e-07,1.8105222908040797e-07,0.0,0.0,1.9614749827485575e-09,62.999999970422806,4.0000000297680725,67.00000000019074,1.8040325179183556e-07,1.7844177216064427e-07,0.00041735537190082644,-26.99425920540482,79345.02500134835,79345.02529903543,0.00029768708993374614,0,59339.20174148262,-89999.91442774193,0.028824084284220383,89999.9432518262,0.006734538028234167,0.003526120595682108,0.041837198590208825,0.03831107799452672,-10681.880165289256,10681.880165289256,-10681.880165289256,0.0,0.0,0.0,0.0,0.0,-5.791051385692521e-06,3.9339636363371715e-09,3.944963079980377e-09,-6.496368421584464e-09,0.0,0.0,-26.99425920540482,79345.02500134835,-89999.91442774193,10681.880165289256,0.003526120595682108
21,21,5.672087089087829e-12,2000.0,4.0,-2.8034632717779854e-12,1.3367195531351975e-07,67.00000000017823,-3.6177752519025708e-12,1.2083636478674618e-07,77.00000000048335,0.0,0.0,62.99999997037913,0.0,0.0,0.0,0.0,0.0,72.99999997068332,0.0,0.0,0.0,-1.36264353057216e-11,0.0,62.99999997037857,-8.850633060218057e-06,-7.080506457534228e-06,1.9714644912235115e-09,62.99999997037913,4.000000029799805,67.00000000017823,9.016224621022995e-07,8.996509975787998e-07,-3.2417385414510135e-09,72.99999997068332,4.000000029799805,77.00000000048335,1.778071061491816e-07,1.8104884470278042e-07,0.0,0.0,1.9578582133104725e-09,62.99999997037857,4.000000029799805,67.00000000017823,1.8040069026964848e-07,1.7844282613909195e-07,0.0,-3.335621498682886e-09,0.0006155764628123287,0.0014194625793605908,0.0008038861165482621,0,49624.62487996978,-10793.974290569824,31262.241060574266,42056.21535114409,0.007221978935825352,0.0005416010084346454,0.04034493879153999,0.039803337783105346,-10793.973140495867,10793.973140495867,-10793.973140495867,0.0,0.0,0.0,0.0,0.0,-7.080506462214119e-06,3.929336944680675e-09,3.942943222593714e-09,-6.4829431883924335e-09,0.0,0.0,-3.1791398773331583e-09,0.0006155764628123287,-10793.974290569824,10793.973140495867,0.0005416010084346454
22,22,8.01495778191893e-12,2000.0,4.0,-3.5189678436414746e-12,1.2171258645623734e-07,67.00000000016229,-5.984806366914819e-12,9.812982373745585e-08,77.00000000039252,0.0,0.0,62.99999997031881,0.0,0.0,0.0,0.0,0.0,72.9999999705481,0.0,0.0,0.0,-1.8370593553132645e-11,0.0,62.99999997031824,-1.178256649808982e-05,-9.426053207829878e-06,1.969194834083281e-09,62.99999997031881,4.00000002984419,67.00000000016229,9.015562075754138e-07,8.995870127343257e-07,-3.2261937677329242e-09,72.9999999705481,4.00000002984419,77.00000000039252,1.778148137367173e-07,1.8104100749563774e-07,0.0,0.0,1.9508466707334685e-09,62.99999997031824,4.00000002984419,67.00000000016229,1.803947095357801e-07,1.7844385498916802e-07,0.0,-3.335244117176012e-09,-0.0006017862084917877,0.0008300500103287717,0.0014318362188205595,0,40000.00616367442,-10694.020795883729,31309.4765212603,42003.49731714403,0.006033840578996007,-0.001320153729810379,0.039414061423021174,0.04073421515283156,-10694.022727272728,10694.022727272728,-10694.022727272728,0.0,0.0,0.0,0.0,0.0,-9.42605321250889e-06,3.92005605914146e-09,3.9384042224912725e-09,-6.451855235502273e-09,0.0,0.0,-3.1780817635884686e-09,-0.0006017862084917877,-10694.020795883729,10694.022727272728,-0.001320153729810379
23,23,1.5311337890517964e-11,2000.0,4.0,-8.078567551363042e-12,9.333547745274809e-08,67.00000000012446,-1.2901657062001362e-11,5.054752943281205e-08,77.00000000020219,0.0,0.0,62.99999997019717,0.0,0.0,0.0,0.0,0.0,72.99999997027398,0.0,0.0,0.0,-3.026541642020169e-11,0.0,62.999999970196605,-1.9133488093111753e-05,-1.5306790483838487e-05,1.9603567674995777e-09,62.99999997019717,4.000000029927987,67.00000000012446,9.005238376777628e-07,8.985634809149614e-07,-3.1569945785928785e-09,72.99999997027398,4.000000029927987,77.00000000020219,1.7784912795073572e-07,1.8100612240766054e-07,0.0,0.0,1.9301116279598873e-09,62.999999970196605,4.000000029927987,67.00000000012446,1.8036547124592953e-07,1.784353552997498e-07,0.0,-3.3353162048863156e-09,-10595.683298048423,0.0008000318433656987,10595.684098080266,0,40000.00191781592,-0.004717620562419769,36509.71505423945,36509.719771860015,0.0041873593181574065,-0.0020516458453762178,0.03904831536626467,0.0410999612116409,-10595.690082644629,10595.690082644629,-10595.690082644629,0.0,0.0,0.0,0.0,0.0,-1.5306790488513025e-05,3.89048435412014e-09,3.92072949365983e-09,-6.313463693700948e-09,0.0,0.0,-3.178291997081389e-09,-10595.683298048423,-0.004717620562419769,10595.690082644629,-0.0020516458453762178
