,Turb1s.Pdim,PVs.Pdim,Bats.Pdim,Bats.Edim,BatsDim.Pdim,BatsDim.Edim
,37642.32202986949,50000.0,90000.0,400000.0,0.0801482783587836,0.013107792998300597
