,t,Reservoir0s.Q,Reservoir0s.W,Reservoir0s.z,Reservoir1s.Q,Reservoir1s.W,Reservoir1s.z,Reservoir2s.Q,Reservoir2s.W,Reservoir2s.z,Pump1s.Qin,Pump1s.Qout,Pump1s.H,Pump1s.Ph,Pump1s.Pe,Pump1s.N_on,Pump2s.Qin,Pump2s.Qout,Pump2s.H,Pump2s.Ph,Pump2s.Pe,Pump2s.N_on,Turb1s.Qin,Turb1s.Qout,Turb1s.H,Turb1s.Ph,Turb1s.Pe,Pipe01s.Q,Pipe01s.H,Pipe01s.zlow,Pipe01s.zhigh,Pipe01s.Qp,Pipe01s.Qn,Pipe02s.Q,Pipe02s.H,Pipe02s.zlow,Pipe02s.zhigh,Pipe02s.Qp,Pipe02s.Qn,VarSources.Qin,VarSources.Qout,Pipe01Ts.Q,Pipe01Ts.H,Pipe01Ts.zlow,Pipe01Ts.zhigh,Pipe01Ts.Qp,Pipe01Ts.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBs.P_bal,Loads.P,Loads.Pin,Loads.Pout,p1r0s_expanded.Q,p1ebs_expanded.P,p2r0s_expanded.Q,p2ebs_expanded.P,t1r0s_expanded.Q,t1ebs_expanded.P,c01tr1s_expanded.Q,c01r1_Qs_expanded.Q,c02r2_Qs_expanded.Q,c21r2_Qs_expanded.Q,c21r1_Qs_expanded.Q,pvebs_expanded.P,gridebs_expanded.P,loadebs_expanded.P
10,10,1.885452843081318e-12,2000.0,4.0,-9.991359242593294e-13,1.360710596192905e-08,67.00000000001815,-9.992993589702233e-13,1.3608885941423855e-08,77.00000000005444,-2.3107986290382245e-13,3.677994846548829e-17,62.99999997006612,7.617483060945733e-19,4.760927415911379e-19,0.0,-2.3107986289725014e-13,3.677994181663716e-17,72.99999997010242,6.573991311851444e-19,4.1087448270922735e-19,0.0,-3.5028277610135874e-12,3.2717847084768765e-12,62.99999997006612,-2.1648753712185658e-06,-1.7319002969753482e-06,1.36793047995331e-13,62.99999997006612,4.000000029952026,67.00000000001815,8.686728446356419e-07,8.686727078425939e-07,1.3679302680351215e-13,72.99999997010242,4.000000029952026,77.00000000005444,8.429633838468339e-07,8.42963247053807e-07,-1.546361151062592e-12,1.683117434392551e-12,-3.3660714929667305e-12,62.99999997006612,4.000000029952026,67.00000000001815,8.659235206641486e-07,8.659268867356416e-07,0.4947892561983471,-7758.295572755658,-755.6347533812932,7.650782518548235e-05,755.6348298891184,0,-8513.930327868853,8513.930327868853,-8513.930327868853,-4.621229163646255e-13,4.760928021354245e-19,-4.621229163580859e-13,4.1087451868148126e-19,3.040741670261112e-12,-1.731900296975596e-06,-3.229315224919485e-12,2.7354931604257645e-13,2.7354927366480394e-13,-1.4096048794963191e-12,1.8198737165703334e-12,-7758.295572755658,-755.6347533812932,8513.930327868853
11,11,5.761205812133314e-12,2000.0,4.0,-2.7879774281549102e-12,3.5703700775573616e-09,67.00000000000476,-2.7939821898386418e-12,3.5505329151178943e-09,77.0000000000142,0.0,0.0,62.999999970021626,0.0,0.0,0.0,0.0,0.0,72.99999997003106,0.0,0.0,0.0,-5.041940365077124e-12,5.142377400311982e-12,62.999999970021626,-3.116061242642305e-06,-2.4928489941136444e-06,-6.38107198452818e-14,62.999999970021626,4.000000029983137,67.00000000000476,8.686722376065216e-07,8.686723014172414e-07,-4.763394363219158e-14,72.99999997003106,4.000000029983137,77.0000000000142,8.740280385470327e-07,8.740280861809763e-07,-2.6034906248547024e-12,2.5558711279144186e-12,-5.089559848441252e-12,62.999999970021626,4.000000029983137,67.00000000000476,8.229520687206979e-07,8.229571582805463e-07,0.6409132231404959,-10049.51934472436,2837.355412800974,2837.3554896273995,7.682642530203498e-05,0,-7212.163934426229,7212.163934426229,-7212.163934426229,0.0,0.0,0.0,0.0,5.2428144499482314e-12,-2.492848994113545e-06,-5.137179331805422e-12,-1.114302032094512e-13,-9.525307377122847e-14,-2.6511099859283766e-12,2.5082515902241324e-12,-10049.51934472436,2837.355412800974,7212.163934426229
12,12,-0.00837157435843278,1969.8623522984005,3.9547935284476012,0.00837149557057136,30.137384057628363,67.0401831787435,7.884255057675717e-08,0.00028383673370301564,77.00000113534693,0.0,0.0,63.0853896502959,0.0,0.0,0.0,-0.008371575271241988,0.00837157527428025,73.05922422821648,6000.0,7500.0,1.0,-8.945792062275784e-10,8.976175848350974e-10,63.085389650295596,-0.0005536261511904454,-0.00044290092095235635,3.038262980203181e-12,63.0853896502959,3.9547935284476012,67.0401831787435,8.686733024927413e-07,8.686702642297611e-07,0.008371575277318513,73.05922422821648,3.9547935284476012,77.00000113534693,0.008371565360540147,0.0,-0.008371496443882727,0.008371496446920989,-8.915409432335774e-10,63.085389650295596,3.9547935284476012,67.0401831787435,8.540596932505092e-07,8.549512341937428e-07,0.7208243801652893,-11302.526336731053,-2660.026499056552,0.0001376628238202422,2660.026636719376,0,-6462.553278688524,6462.553278688524,-6462.553278688524,0.0,0.0,-0.008371575268203724,7500.0,9.006559250940618e-10,-0.00044290092095235635,-8.885026802395346e-10,6.0765259742459686e-12,0.008371575280356777,-0.008371496440844462,0.008371496449959251,-11302.526336731053,-2660.026499056552,6462.553278688524
13,13,-0.008366402749181196,1939.7433024013494,3.909614953602024,0.008366402746016825,60.25643394329003,67.08034191192439,5.78535292016166e-11,0.0002840450075019161,77.00000113618003,0.0,0.0,63.17072695832237,0.0,0.0,0.0,-0.008366403612786405,0.008366403615824667,73.10438549129773,6000.0,7500.0,1.0,-8.453752043088514e-10,8.484135840163012e-10,63.17072695832208,-0.0005238830985004285,-0.0004191064788003428,3.0382629802105304e-12,63.17072695832237,3.909614953602024,67.08034191192439,8.686732231098714e-07,8.686701848468913e-07,0.00836640361886293,73.10438549129773,3.909614953602024,77.00000113618003,0.008366393703304336,0.0,-0.008366403570124189,0.008366403573162451,-8.4233694131485e-10,63.17072695832208,3.909614953602024,67.08034191192439,8.548729842352623e-07,8.557153211765772e-07,0.7740681818181818,-12137.389153638154,-1508.5755911897936,0.00013774847569094525,1508.5757289382693,0,-6145.9651639344265,6145.9651639344265,-6145.9651639344265,0.0,0.0,-0.00836640360974814,7500.0,8.514519250008074e-10,-0.0004191064788003428,-8.392986783208073e-10,6.076525974253247e-12,0.008366403621901193,-0.008366403567085927,0.008366403576200715,-12137.389153638154,-1508.5755911897936,6145.9651639344265
14,14,-0.008361238431566526,1909.642844047711,3.8644642660715665,0.008359904083501042,90.35208864389487,67.12046945152518,1.334402754640478e-06,0.005087894925301412,77.00002035157969,0.0,0.0,63.25600518545362,0.0,0.0,0.0,-0.008361239327398988,0.00836123933043725,73.14953811698258,6000.0,7500.0,1.0,-8.776024601352072e-10,8.806408391219684e-10,63.25600518545332,-0.0005445886687874937,-0.000435670935029995,3.038262980220225e-12,63.25600518545362,3.8644642660715665,67.12046945152518,8.686731607917423e-07,8.686701225287621e-07,0.008361239333475512,73.14953811698258,3.8644642660715665,77.00002035157969,0.008361229417518188,0.0,-0.00835990493983566,0.008359904942873924,-8.745641971412063e-10,63.25600518545332,3.8644642660715665,67.12046945152518,8.54405640848855e-07,8.552802050459962e-07,0.7646280991735537,-11989.368657159046,-1960.4669727437906,0.00013653451904321683,1960.4671092783096,0,-6449.836065573771,6449.836065573771,-6449.836065573771,0.0,0.0,-0.008361239324360724,7500.0,8.836791796314705e-10,-0.000435670935029995,-8.715259341471638e-10,6.076525974262679e-12,0.008361239336513776,-0.008359904936797398,0.008359904945912187,-11989.368657159046,-1960.4669727437906,6449.836065573771
15,15,4.782052247725352e-10,1909.642845769251,3.8644642686538764,2.0202793772963465e-07,90.35281594447179,67.1204704212593,-2.0245145354974965e-07,0.0043590696936160874,77.00001743627877,0.0,0.0,63.256006152605416,0.0,0.0,0.0,0.0,0.0,73.13555316762489,0.0,0.0,0.0,-4.5692060215922667e-10,4.5995899101737475e-10,63.25600615260526,-0.0002835381594464824,-0.00022683052755718592,3.022152032912759e-12,63.256006152605416,3.8644642686538764,67.1204704212593,8.686731828640863e-07,8.686701607120535e-07,3.0382628861872794e-12,73.13555316762489,3.8644642686538764,77.00001743627877,8.735966069312859e-07,8.735935686683997e-07,-2.024636066015118e-07,2.0246664486466197e-07,-4.5388233916522356e-10,63.25600615260526,3.8644642686538764,67.1204704212593,8.491412986785101e-07,8.495951810176753e-07,0.6864651639344261,-10763.77378690334,3556.083439973371,3556.0835727104636,0.00013273709276871468,0,-7207.690573770492,7207.690573770492,-7207.690573770492,0.0,0.0,0.0,0.0,4.6299733804913583e-10,-0.00022683052755718592,-4.5084407617118096e-10,6.0604150269553355e-12,6.0765257862238806e-12,-2.0246056833843593e-07,2.0246968312778485e-07,-10763.77378690334,3556.083439973371,7207.690573770492
16,16,5.272894927145566e-10,1909.6428476674942,3.864464271501241,2.2193795217732478e-07,90.35361492110073,67.12047148656147,-2.2241055226815407e-07,0.003558391706544508,77.00001423356683,0.0,0.0,63.25600721506023,0.0,0.0,0.0,0.0,0.0,73.13554996206558,0.0,0.0,0.0,-5.060048721016619e-10,5.09043259756251e-10,63.25600721506008,-0.0003139969873077463,-0.00025119758984619705,3.0221520330693355e-12,63.25600721506023,3.864464271501241,67.12047148656147,8.686731973261533e-07,8.686701751741203e-07,3.038262733159427e-12,73.13554996206558,3.864464271501241,77.00001423356683,8.647773454273654e-07,8.647743071646323e-07,-2.2242270531931736e-07,2.2242574358235765e-07,-5.029666091076762e-10,63.25600721506008,3.864464271501241,67.12047148656147,7.444222746216565e-07,7.449252412307642e-07,0.6104897540983607,-9572.479358336468,2773.3443636424104,2773.3444367383386,7.309592808763249e-05,0,-6799.13524590164,6799.13524590164,-6799.13524590164,0.0,0.0,0.0,0.0,5.120816059912969e-10,-0.00025119758984619705,-4.999283461136336e-10,6.060415027111998e-12,6.076525480190957e-12,-2.2241966705638128e-07,2.2242878184541722e-07,-9572.479358336468,2773.3443636424104,6799.13524590164
17,17,0.0013395155530383821,1914.4651036584335,3.87169765548765,-0.0013392630196386638,85.53226805040262,67.1140430240672,-2.5247871052475626e-07,0.0026494683497491596,77.0000105978734,0.0,0.0,63.24234536857956,0.0,0.0,0.0,0.0,0.0,73.12831294238575,0.0,0.0,0.0,-0.0013395155317700797,0.0013395155348083431,63.241986513262184,-831.0406435381294,-664.8325148305036,3.0382629801884824e-12,63.24234536857956,3.87169765548765,67.1140430240672,8.686731495153141e-07,8.68670111252334e-07,3.0382624592154563e-12,73.12831294238575,3.87169765548765,77.0000105978734,8.408926467551145e-07,8.408896084926553e-07,-2.524908635748649e-07,2.524939018377316e-07,-0.0013395155287318165,63.241986513262184,3.87169765548765,67.1140430240672,0.0,0.0013395060981244446,0.49282377049180326,-7727.476758215517,-0.00015318348707490823,9.997342521914867e-05,0.0002531569122940569,0,-8392.309426229509,8392.309426229509,-8392.309426229509,0.0,0.0,0.0,0.0,0.0013395155378466063,-664.8325148305036,-0.0013395155256935535,6.076525974230861e-12,6.07652493233249e-12,-2.5248782531216177e-07,2.524969401006952e-07,-7727.476758215517,-0.00015318348707490823,8392.309426229509
18,18,0.00623915916560126,1936.926076654599,3.9053891149818987,-0.006238880588062101,63.072297933380156,67.08409639724451,-2.7852284996780105e-07,0.0016467860909588502,77.00000658714436,0.0,0.0,63.17870728226261,0.0,0.0,0.0,0.0,0.0,73.09461747216247,0.0,0.0,0.0,-0.006239159144332957,0.0062391591473712205,63.17092188557678,-3866.448996745109,-3093.159197396087,3.0382629802117986e-12,63.17870728226261,3.9053891149818987,67.08409639724451,8.686730640802636e-07,8.686700258172834e-07,3.0382618703176968e-12,73.09461747216247,3.9053891149818987,77.00000658714436,8.342624374641299e-07,8.342593992022596e-07,-2.7853500301568423e-07,2.785380412782336e-07,-0.006239159141294694,63.17092188557678,3.9053891149818987,67.08409639724451,0.0,0.006239149255247027,0.3590081967213115,-5629.248540558067,-4.893108936363378e-05,0.00012045921335243876,0.00016939030271607254,0,-8722.407786885246,8722.407786885246,-8722.407786885246,0.0,0.0,0.0,0.0,0.0062391591504094845,-3093.159197396087,-0.006239159138256431,6.076525974277601e-12,6.076523754596575e-12,-2.785319647534399e-07,2.785410795410328e-07,-5629.248540558067,-4.893108936363378e-05,8722.407786885246
19,19,0.013866376296720443,1986.8450313227938,3.980267546984191,-0.013866128993470438,13.154233556887673,67.01753897807585,-2.472485608235077e-07,0.0007566912730879963,77.00000302676509,0.0,0.0,63.03727143109166,0.0,0.0,0.0,0.0,0.0,73.01973547978089,0.0,0.0,0.0,-0.013866376275452143,0.013866376278490406,62.99881620806533,-8569.675499305542,-6855.740399444434,3.038262980087429e-12,63.03727143109166,3.980267546984191,67.01753897807585,8.686728892502257e-07,8.686698509872456e-07,3.038260023717725e-12,73.01973547978089,3.980267546984191,77.00000302676509,8.326385036507064e-07,8.326354653906827e-07,-2.472607138644879e-07,2.472637521261424e-07,-0.01386637627241388,62.99881620806533,3.980267546984191,67.01753897807585,0.0,0.013866366327620042,0.19441803278688524,-3048.4747443670612,-2.0122931883960438e-05,0.00012966815677676647,0.00014979108866072693,0,-9904.215163934427,9904.215163934427,-9904.215163934427,0.0,0.0,0.0,0.0,0.01386637628152867,-6855.740399444434,-0.013866376269375615,6.076525974029019e-12,6.0765200615811345e-12,-2.472576756036071e-07,2.4726679038850126e-07,-3048.4747443670612,-2.0122931883960438e-05,9904.215163934427
20,20,0.003654138639592497,1999.9999304253279,3.999999895637992,-0.003653948471942108,1.9057897179684393e-05,67.00000002541053,-1.901129612531823e-07,7.228461367030992e-05,77.00000028913844,0.0,0.0,63.00000012977253,0.0,0.0,0.0,0.0,0.0,73.00000039350046,0.0,0.0,0.0,-0.0036541386183241943,0.0036541386213624575,62.997329598277844,-2258.2715641257396,-1806.6172513005918,3.03826297902034e-12,63.00000012977253,3.999999895637992,67.00000002541053,8.686728233916063e-07,8.686697851286274e-07,3.0382495174125865e-12,73.00000039350046,3.999999895637992,77.00000028913844,8.103711823818748e-07,8.103681441323574e-07,-1.9012511425483445e-07,1.901281525113263e-07,-0.003654138615285931,62.997329598277844,3.999999895637992,67.00000002541053,0.0,0.003654128825523685,0.07040163934426229,-1103.8976756054617,-7898.962532110342,0.00011647096184779435,7898.962648581304,0,-10809.477459016394,10809.477459016394,-10809.477459016394,0.0,0.0,0.0,0.0,0.003654138624400721,-1806.6172513005918,-0.003654138612247668,6.076525971879254e-12,6.076499050017857e-12,-1.9012207600176492e-07,1.9013119077112596e-07,-1103.8976756054617,-7898.962532110342,10809.477459016394
21,21,1.860019560949258e-08,1999.999997386033,3.9999999960790507,-2.870065649763919e-09,8.72566193381596e-06,67.00000001163421,-1.567546069764217e-08,1.5852956252146684e-05,77.00000006341183,0.0,0.0,63.000000015555166,0.0,0.0,0.0,0.0,0.0,73.00000006733278,0.0,0.0,0.0,-1.857893304696679e-08,1.858197041175286e-08,63.00000001554878,-0.011482337993825269,-0.009185870395060216,3.036893465314034e-12,63.000000015555166,3.9999999960790507,67.00000001163421,8.686728104089749e-07,8.686697735155096e-07,3.037079293274627e-12,73.00000006733278,3.9999999960790507,77.00000006341183,8.097187224737248e-07,8.097156853944315e-07,-1.5687608978914805e-08,1.5690645979213326e-08,-1.8575896153431125e-08,63.00000001554878,3.9999999960790507,67.00000001163421,8.501261669945457e-07,8.687020631479774e-07,0.006782786885245902,-106.35405718160987,-11124.733068423406,0.00011796264535838593,11124.73318638605,0,-11231.09631147541,11231.09631147541,-11231.09631147541,0.0,0.0,0.0,0.0,1.8585007829107652e-08,-0.009185870395060216,-1.857285925989494e-08,6.0737870015001155e-12,6.0741586388482245e-12,-1.568457193562659e-08,1.5693682929593334e-08,-106.35405718160987,-11124.733068423406,11231.09631147541
22,22,2.3195104138009507e-09,2000.0,4.0,-1.8067661624284725e-10,8.075227199675941e-06,67.00000001076697,-2.0844969116911402e-09,8.34876845540549e-06,77.00000003339508,0.0,0.0,63.00000000216256,0.0,0.0,0.0,0.0,0.0,73.00000002479067,0.0,0.0,0.0,-2.2983187702076783e-09,2.301345878774944e-09,63.000000002161784,-0.0014204299486795975,-0.001136343958943678,3.0120379855233605e-12,63.00000000216256,4.000000008604409,67.00000001076697,8.686727775998229e-07,8.686697655618373e-07,3.014851264364617e-12,73.00000002479067,4.000000008604409,77.00000003339508,7.891516088364623e-07,7.89148593985198e-07,-2.0965556628425344e-09,2.0995691695718247e-09,-2.2953067306761806e-09,63.000000002161784,4.000000008604409,67.00000001076697,8.399524259775467e-07,8.422477327082231e-07,1.8442622950819673e-05,-0.28912949101515445,-11420.941291542074,0.0002105127597225314,11420.941502054835,0,-11421.231557377048,11421.231557377048,-11421.231557377048,0.0,0.0,0.0,0.0,2.304373130611964e-09,-0.001136343958943678,-2.292294691144416e-09,6.024077517287746e-12,6.029703793681658e-12,-2.093541468014139e-09,2.1025819578525167e-09,-0.28912949101515445,-11420.941291542074,11421.231557377048
23,23,3.828969607290814e-09,2000.0,4.0,-1.8245171363941858e-09,1.5069665712462834e-06,67.00000000200929,-1.9509676749712112e-09,1.3252858876871398e-06,77.00000000530115,0.0,0.0,62.999999972728446,0.0,0.0,0.0,0.0,0.0,72.9999999760203,0.0,0.0,0.0,-3.807947818171818e-09,3.810948995472451e-09,62.99999997272715,-0.0023534259860598975,-0.0018827407888479181,2.951632048706323e-12,62.999999972728446,4.000000029280848,67.00000000200929,8.686726224425382e-07,8.686696708104895e-07,2.950489153738775e-12,72.9999999760203,4.000000029280848,77.00000000530115,8.38800023802966e-07,8.387970733138123e-07,-1.9627699782686536e-09,1.9657211041533397e-09,-3.804996180919778e-09,62.99999997272715,4.000000029280848,67.00000000200929,8.488151803873057e-07,8.526201765682274e-07,1.639344262295082e-05,-0.2569965452474138,-11429.757514156587,0.00021060146811433677,11429.757724758056,0,-11430.016393442624,11430.016393442624,-11430.016393442624,0.0,0.0,0.0,0.0,3.813951373637677e-09,-0.001882740788847918,-3.802044543665827e-09,5.903269302657148e-12,5.900983627003194e-12,-1.959819153071479e-09,1.968672500715033e-09,-0.2569965452474138,-11429.757514156587,11430.016393442624
