,t,Reservoir0s.Q,Reservoir0s.W,Reservoir0s.z,Reservoir1s.Q,Reservoir1s.W,Reservoir1s.z,Reservoir2s.Q,Reservoir2s.W,Reservoir2s.z,Pump1s.Qin,Pump1s.Qout,Pump1s.H,Pump1s.Ph,Pump1s.Pe,Pump1s.N_on,Pump2s.Qin,Pump2s.Qout,Pump2s.H,Pump2s.Ph,Pump2s.Pe,Pump2s.N_on,Turb1s.Qin,Turb1s.Qout,Turb1s.H,Turb1s.Ph,Turb1s.Pe,Pipe01s.Q,Pipe01s.H,Pipe01s.zlow,Pipe01s.zhigh,Pipe01s.Qp,Pipe01s.Qn,Pipe02s.Q,Pipe02s.H,Pipe02s.zlow,Pipe02s.zhigh,Pipe02s.Qp,Pipe02s.Qn,VarSources.Qin,VarSources.Qout,Pipe01Ts.Q,Pipe01Ts.H,Pipe01Ts.zlow,Pipe01Ts.zhigh,Pipe01Ts.Qp,Pipe01Ts.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBs.P_bal,Loads.P,Loads.Pin,Loads.Pout,p1r0s_expanded.Q,p1ebs_expanded.P,p2r0s_expanded.Q,p2ebs_expanded.P,t1r0s_expanded.Q,t1ebs_expanded.P,c01tr1s_expanded.Q,c01r1_Qs_expanded.Q,c02r2_Qs_expanded.Q,c21r2_Qs_expanded.Q,c21r1_Qs_expanded.Q,pvebs_expanded.P,gridebs_expanded.P,loadebs_expanded.P
10,10,0.007369017552451159,1729.7989264877735,3.471141323553962,-0.007368975667641025,270.19909679623373,67.36026546239498,-4.1928174684694304e-08,0.0019753575515454157,77.00000790143021,-4.627058344448808e-12,0.0,63.88912413884102,0.0,0.0,0.0,-1.352952723073063e-11,9.30042931181282e-16,73.52886657787624,0.0,0.0,0.0,-0.007369017595816601,0.007369017595816601,63.87826368376668,-4617.763681434474,-3694.2109451475794,-2.2448712714415584e-17,63.88912413884102,3.471141323553962,67.36026546239498,4.6816196854937675e-07,4.681619685718339e-07,9.270844064372376e-16,73.52886657787624,3.471141323553962,77.00000790143021,8.114860798826613e-08,8.11486070619853e-08,-4.19281756055816e-08,4.19281756039686e-08,-0.007369017595816601,63.87826368376668,3.471141323553962,67.36026546239498,0.0,0.007369007760330477,0.2743739669421487,-4302.183804281853,-1002.0887216420329,7.051146360179349e-05,1002.0887921534965,0,-8998.48347107438,8998.48347107438,-8998.48347107438,-1.172464591713903e-11,0.0,-3.164079643389179e-11,0.0,0.007369017595816601,-3694.2109451475794,-0.007369017595816603,-2.3488126119461718e-17,9.24929457910951e-16,-4.192817560746881e-08,4.192817560263772e-08,-4302.183804281853,-1002.0887216420329,8998.48347107438
11,11,2.0039223181323665e-08,1729.798998628977,3.471141426612824,1.9653339087798687e-08,270.1991675482545,67.36026555673101,-3.9739622758857455e-08,0.0018322949096135279,77.00000732917964,-6.850627586394698e-12,2.041952819400272e-16,63.889124130118184,0.0,0.0,0.0,-1.2865210430839697e-11,8.630405040678849e-16,73.52886590256682,0.0,0.0,0.0,-2.0086284718979747e-08,2.0086284718822374e-08,63.88912413010992,-0.012589125301068751,-0.010071300240855003,2.0314708406278817e-16,63.889124130118184,3.471141426612824,67.36026555673101,4.677423671011704e-07,4.677423668980357e-07,8.59666660705419e-16,73.52886590256682,3.471141426612824,77.00000732917964,8.114860807067328e-08,8.114860721176637e-08,-3.973962361106481e-08,3.9739623609223285e-08,-2.0086284720020654e-08,63.88912413010992,3.471141426612824,67.36026555673101,1.0188623658601987e-06,1.0389486505802243e-06,0.3891363636363636,-6101.65820154503,-1453.6127188873575,7.09956383651469e-05,1453.612789882996,0,-7555.280991735537,7555.280991735537,-7555.280991735537,-1.6852125636089164e-11,0.0,-3.020941176205617e-11,0.0,2.0086284718736387e-08,-0.010071300240855003,-2.008628472105645e-08,2.0211128789586678e-16,8.570525629648654e-16,-3.9739623613295925e-08,3.9739623607779637e-08,-6101.65820154503,-1453.6127188873575,7555.280991735537
12,12,3.7382237315112424e-10,1729.7989999747376,3.4711414285353395,4.175247325785486e-08,270.1993178571582,67.36026575714287,-4.216746569075684e-08,0.001680492033126802,77.00000672196813,-6.312360126764808e-12,0.0,63.88912432860753,0.0,0.0,0.0,-1.0717218266062805e-11,1.071501707682735e-15,73.52886529343279,2.2135145677583002e-17,1.4791662679905546e-17,0.0,-4.1497816475020174e-10,4.149781647259182e-10,63.889124328607515,-0.00026008852321712756,-0.00020807081857370205,-1.5319445313812036e-14,63.88912432860753,3.4711414285353395,67.36026575714287,4.672551037130646e-07,4.67255119032524e-07,1.0682784978494815e-15,73.52886529343279,3.4711414285353395,77.00000672196813,7.635149841653063e-07,7.635149830970362e-07,-4.216746674992533e-08,4.216746674778528e-08,-4.1497816578527424e-10,63.889124328607515,3.4711414285353395,67.36026575714287,8.094104425569832e-08,8.135602242148286e-08,0.45316322314049584,-7105.599307058839,562.9114986107264,562.9115700563641,7.144563767747348e-05,0,-6542.688016528926,6542.688016528926,-6542.688016528926,-1.564169904344241e-11,0.0,-2.5514092495808264e-11,1.5807873652600656e-17,4.1497816470493335e-10,-0.00020807081857370205,-4.1497816682108107e-10,-1.5320481120623702e-14,1.0650636496022024e-15,-4.216746675260565e-08,4.2167466746192873e-08,-7105.599307058839,562.9114986107264,6542.688016528926
13,13,3.681921761692708e-10,1729.7990013002293,3.471141430428899,4.468662168436834e-08,270.19947872899627,67.36026597163867,-4.5087388164857443e-08,0.001518177435733314,77.00000607270974,-5.128195374906017e-12,0.0,63.88912454120977,0.0,0.0,0.0,-8.087677440413369e-12,8.086899469232592e-16,73.52886464228084,1.699272346537818e-17,1.1432588361716399e-17,0.0,-4.007518279982156e-10,4.0075182797399735e-10,63.88912454120975,-0.00025117213463558943,-0.00020093770770847154,-1.5437701763218334e-14,63.88912454120977,3.471141430428899,67.36026597163867,4.6672277555074495e-07,4.6672279098845865e-07,8.047410837886949e-16,73.52886464228084,3.471141430428899,77.00000607270974,8.17988177209017e-07,8.179881764042816e-07,-4.5087388958486743e-08,4.508738895598419e-08,-4.0075182903347804e-10,63.88912454120975,3.471141430428899,67.36026597163867,8.094791768791537e-08,8.13486695169483e-08,0.46292561983471076,-7258.673683032214,692.3412393518175,692.34136475197,0.00012540015246396893,0,-6566.332644628099,6566.332644628099,-6566.332644628099,-1.2911410523062946e-11,0.0,-1.9648241246166376e-11,1.2295692757471217e-17,4.0075182795305614e-10,-0.00020093770770847154,-4.007518300692851e-10,-1.5438737570234595e-14,8.007978879510714e-16,-4.508738896171214e-08,4.5087388954211e-08,-7258.673683032214,692.3412393518175,6566.332644628099
14,14,8.13775698028421e-10,1729.799004229822,3.4711414346140312,4.786657771413464e-08,270.199651048676,67.36026620139823,-4.87058950694505e-08,0.0013428362134832903,77.00000537134486,-4.481363571341669e-12,0.0,63.88912476678421,0.0,0.0,0.0,-5.6786287259596096e-12,1.449114782818396e-16,73.52886393673083,0.0,0.0,0.0,-8.393174521963804e-10,8.393174521698671e-10,63.88912476678418,-0.0005260441553128661,-0.0004208353242502929,-2.007572019653533e-17,63.88912476678421,3.4711414346140312,67.36026620139823,4.661382073982601e-07,4.661382074183441e-07,1.3968745644203002e-16,73.52886393673083,3.4711414346140312,77.00000537134486,8.114860772554979e-08,8.11486075862275e-08,-4.87058951955092e-08,4.8705895192550364e-08,-8.393174532317242e-10,63.88912476678418,3.4711414346140312,67.36026620139823,8.072933979700216e-08,8.156865725023342e-08,0.43194214876033055,-6772.8529015889235,-28.283729914464896,0.0001246358071493108,28.283854550272046,0,-6801.137052341598,6801.137052341598,-6801.137052341598,-1.1384333768858871e-11,0.0,-1.4157420335989788e-11,0.0,8.393174521478233e-10,-0.0004208353242502929,-8.393174542675329e-10,-2.1111528933746987e-17,1.3482861607265768e-16,-4.870589519942028e-08,4.870589519054951e-08,-6772.8529015889235,-28.283729914464896,6801.137052341598
15,15,1.0354126581868804e-09,1729.7990079573074,3.4711414399390104,5.232631740441102e-08,270.19983942341867,67.36026645256456,-5.338073758618222e-08,0.001150665558173032,77.00000460266223,-4.185020759979957e-12,0.0,63.88912501262555,0.0,0.0,0.0,-3.1827655989315695e-12,0.0,73.52886316272321,0.0,0.0,0.0,-1.0544199944830347e-09,1.0544199944550377e-09,63.88912501262551,-0.0006608601739731202,-0.0005286881391784962,-4.878909163507744e-17,63.88912501262555,3.4711414399390104,67.36026645256456,4.65491170939723e-07,4.654911709885199e-07,-1.1117694497180544e-16,73.52886316272321,3.4711414399390104,77.00000460266223,8.114860778047422e-08,8.114860789188662e-08,-5.338073745776762e-08,5.3380737454153945e-08,-1.05441999551859e-09,63.88912501262551,3.4711414399390104,67.36026645256456,8.062227061596174e-08,8.167669061148007e-08,0.34693801652892564,-5439.988099520113,-1415.3219778494692,0.00011808242942312663,1415.3220959318987,0,-6855.310606060606,6855.310606060606,-6855.310606060606,-1.069027482875247e-11,0.0,-8.317061401952385e-12,0.0,1.0544199944321199e-09,-0.0005286881391784962,-1.0544199965544079e-09,-4.9824909359125054e-17,-1.1734848944785071e-16,-5.3380737462662186e-08,5.338073745182615e-08,-5439.988099520113,-1415.3219778494692,6855.310606060606
16,16,2.3838685024757213e-09,1729.7990165392341,3.4711414521989057,5.740990353630107e-08,270.2000460990714,67.36026672813209,-5.980576124931353e-08,0.0009353648176755005,77.00000374145927,-3.5282451956496694e-12,0.0,63.88912527593319,0.0,0.0,0.0,-9.333163071967688e-13,0.0,73.52886228926036,0.0,0.0,0.0,-2.3958572233361498e-09,2.395857223299305e-09,63.88912527593311,-0.001501609070615554,-0.0012012872564924433,-1.1727953971030295e-16,63.88912527593319,3.4711414521989057,67.36026672813209,4.6480001053504114e-07,4.6480001065232725e-07,-3.380850998509345e-16,73.52886228926036,3.4711414521989057,77.00000374145927,8.11486079726145e-08,8.114860831080878e-08,-5.980576088849695e-08,5.98057608838858e-08,-2.3958572243717e-09,63.88912527593311,3.4711414521989057,67.36026672813209,7.995748109354038e-08,8.23533383179118e-08,0.23656611570247935,-3709.356685301445,-4020.749551424939,0.00011314288650248272,4020.7496645678257,0,-7730.107438016529,7730.107438016529,-7730.107438016529,-9.142156773173574e-12,0.0,-2.8465640092146973e-12,0.0,2.395857223272625e-09,-0.0012012872564924433,-2.3958572254075283e-09,-1.1831536798276824e-16,-3.4625479396158727e-16,-5.980576089488904e-08,5.980576088105979e-08,-3709.356685301445,-4020.749551424939,7730.107438016529
17,17,0.01435823553545393,1781.4886644668682,3.5449838063812407,-0.01435816596563003,218.5106486228033,67.29134753149707,-6.95840912198529e-08,0.0006848620892840259,77.00000273944836,-5.086486540778642e-12,2.850311665713151e-17,63.746363725115835,0.0,0.0,0.0,-3.877289051458718e-13,0.0,73.45501893306712,0.0,0.0,0.0,-0.014358235549720835,0.014358235549720835,63.70513199642599,-8973.141184030577,-7178.512947224463,2.7457846750337445e-17,63.746363725115835,3.5449838063812407,67.29134753149707,4.640890666628579e-07,4.6408906663540946e-07,-3.963123550324576e-16,73.45501893306712,3.5449838063812407,77.00000273944836,8.11486084033741e-08,8.114860879976201e-08,-6.958409079149869e-08,6.958409078519636e-08,-0.014358235549720835,63.70513199642599,3.5449838063812407,67.29134753149707,0.0,0.014358225637219373,0.11436776859504133,-1793.2865892119476,-5.0337543863510064e-05,0.0001103285880756419,0.00016066613193915197,0,-8971.799586776859,8971.799586776859,-8971.799586776859,-1.279502997040319e-11,0.0,-1.4718759736052092e-12,0.0,0.014358235549720835,-7178.512947224463,-0.014358235549720837,2.6422007823980615e-17,-4.0786809350914716e-16,-6.958409080042907e-08,6.95840907815253e-08,-1793.2865892119476,-5.0337543863510064e-05,8971.799586776859
18,18,0.01854985997648732,1848.2681603822225,3.640383086260318,-0.01854979636435392,151.7313817111292,67.20230850894818,-6.362960757721478e-08,0.00045579550200604594,77.000001823182,-5.849394661522691e-12,1.032365681581931e-16,63.56192542268786,0.0,0.0,0.0,-9.599658801430549e-13,0.0,73.35961873692169,0.0,0.0,0.0,-0.018549859993961183,0.018549859993961183,63.493106035197364,-11554.102512114847,-9243.282009691877,1.02188130520629e-16,63.56192542268786,3.640383086260318,67.20230850894818,4.6332419671762984e-07,4.633241966154525e-07,-3.4685263067447137e-16,73.35961873692169,3.640383086260318,77.000001823182,8.114860900737554e-08,8.114860935433917e-08,-6.362960717867889e-08,6.36296071688036e-08,-0.018549859993961183,63.493106035197364,3.640383086260318,67.20230850894818,0.0,0.018549850065500525,0.033196280991735536,-520.5176509434123,7.386133671676113e-05,0.00017183322552938532,9.797188881262421e-05,0,-9763.799586776859,9763.799586776859,-9763.799586776859,-1.4559403418621597e-11,0.0,-2.9144600447143487e-12,0.0,0.018549859993961183,-9243.282009691877,-0.018549859993961183,1.0115052316410096e-16,-3.65550259771223e-16,-6.362960719296689e-08,6.362960716334486e-08,-520.5176509434123,7.386133671676113e-05,9763.799586776859
19,19,0.020573308236013523,1922.3320700318714,3.7461886714741017,-0.02057324959262812,77.66768317766797,67.10355691090355,-5.866689189470873e-08,0.0002445946911850813,77.00000097837876,-6.158367012965761e-12,1.3344585438842512e-16,63.357368239429455,0.0,0.0,0.0,-3.146921192153124e-12,0.0,73.25381230690466,0.0,0.0,0.0,-0.020573308259519866,0.020573308259519866,63.272716118628615,-12769.962403562507,-10215.969922850009,1.3239377646230897e-16,63.357368239429455,3.7461886714741017,67.10355691090355,4.624905709470161e-07,4.6249057081463374e-07,-1.4695418168433694e-16,73.25381230690466,3.7461886714741017,77.00000097837876,8.11486096704136e-08,8.11486098176018e-08,-5.866689164643719e-08,5.866689162753541e-08,-0.020573308259519866,63.272716118628615,3.7461886714741017,67.10355691090355,0.0,0.020573298325847027,0.006446280991735537,-101.07764679208077,4.898383658459249e-05,0.00015489283627880218,0.00010590899969420969,0,-10317.047520661157,10317.047520661157,-10317.047520661157,-1.5270300641180368e-11,0.0,-8.236042267432428e-12,0.0,0.020573308259519866,-10215.969922850009,-0.020573308259519866,1.313531202654433e-16,-1.8370010899555937e-16,-5.866689167426269e-08,5.86668916175616e-08,-101.07764679208077,4.898383658459249e-05,10317.047520661157
20,20,0.02157441751396788,1999.9999730821557,3.8571428186887937,-0.021574354275221252,7.786871474016612e-06,67.0000000103825,-6.327074501362656e-08,1.6820009135987314e-05,77.00000006728004,-6.428531268736952e-12,1.604887662046464e-16,63.1428571916937,0.0,0.0,0.0,-6.523567703927308e-12,2.26961902842858e-16,73.14285724859124,0.0,0.0,0.0,-0.02157441754596617,0.02157441754596617,63.04976617894791,-13344.170040674751,-10675.3360325398,1.5943228459440864e-16,63.1428571916937,3.8571428186887937,67.0000000103825,4.615226702372387e-07,4.6152267007781836e-07,1.2015215207459038e-16,73.14285724859124,3.8571428186887937,77.00000006728004,8.114860995659991e-08,8.114860983685721e-08,-6.327074484091236e-08,6.327074478718334e-08,-0.021574417545966167,63.04976617894791,3.8571428186887937,67.0000000103825,0.0,0.021574407610153636,0.00041735537190082644,-6.544092150722301,-4.059583042481299e-05,0.0001125141356608734,0.0001531099660856864,0,-10681.880165289256,10681.880165289256,-10681.880165289256,-1.5890319413268248e-11,0.0,-1.6107969379472803e-11,0.0,0.02157441754596617,-10675.3360325398,-0.02157441754596617,1.5838775587069754e-16,1.3751864714582567e-17,-6.327074492097814e-08,6.327074475979439e-08,-6.544092150722301,-4.059583042481299e-05,10681.880165289256
21,21,3.260417150145962e-09,1999.9999848196574,3.8571428354566533,-4.797845893536796e-10,6.0596469450373515e-06,67.00000000807952,-2.7995824056032742e-09,6.741512469215273e-06,77.00000002696605,-3.847564622419901e-12,0.0,63.142857172622875,0.0,0.0,0.0,-3.397443031499834e-12,0.0,73.14285719150939,0.0,0.0,0.0,-3.2791523895954536e-09,3.2791516154439814e-09,63.14285717262277,-0.002031210048962888,-0.0016249680391703103,-2.0392344433866944e-14,63.142857172622875,3.8571428354566533,67.00000000807952,4.603735476127738e-07,4.6037356800512615e-07,-1.8421728351894435e-14,73.14285719150939,3.8571428354566533,77.00000002696605,8.114860080307395e-08,8.114861922506837e-08,-2.799508490952419e-09,2.799489175930541e-09,-3.2791726846239486e-09,63.14285717262277,3.8571428354566533,67.00000000807952,7.952085613203355e-08,8.280002881719921e-08,0.0,-3.333974716112043e-09,-10793.971515521596,0.00011180966765599795,10793.971627331264,0,-10793.973140495867,10793.973140495867,-10793.973140495867,-9.899362887013804e-12,0.0,-8.834715335495433e-12,0.0,3.2791512283689145e-09,-0.0016249680391703103,-3.279192979110729e-09,-4.0686831214377114e-14,-3.67557683150504e-14,-2.799527315794996e-09,2.799469371075044e-09,-3.333974551458085e-09,-10793.971515521596,10793.973140495867
22,22,1.9569808000708826e-09,1999.9999918647882,3.857142845521126,-8.934134447957785e-10,2.8433585042445198e-06,67.00000000379114,-1.067816267197801e-09,2.8973738674543004e-06,77.00000001158949,-1.008204960521029e-12,0.0,63.14285715827002,0.0,0.0,0.0,0.0,0.0,73.14285716606837,0.0,0.0,0.0,-1.9600165092690275e-09,1.960014607481965e-09,63.142857158269955,-0.0012140958200316794,-0.0009712766560253434,-1.1019547867795906e-13,63.14285715827002,3.857142845521126,67.00000000379114,4.589642226301175e-07,4.5896433282559626e-07,-1.1114625113167696e-13,73.14285716606837,3.857142845521126,77.00000001158949,8.114855447433836e-08,8.114866562051312e-08,-1.0673731074650738e-09,1.067262645859161e-09,-1.960126310376871e-09,63.142857158269955,3.857142845521126,67.00000000379114,8.016923708034398e-08,8.21293633917484e-08,0.0,-3.3339005393268046e-09,-10694.021755989832,0.00011447115904262921,10694.02187046099,0,-10694.022727272728,10694.022727272728,-10694.022727272728,-3.0384969189687683e-12,0.0,0.0,0.0,1.960013656221233e-09,-0.0009712766560253433,-1.9602361104571613e-09,-2.1999555896808856e-13,-2.218376089490482e-13,-1.0674837382310344e-09,1.0671524613006412e-09,-3.3339003735425044e-09,-10694.021755989832,10694.022727272728
23,23,1.4064413345303204e-09,1999.999996927977,3.857142852754253,-6.916092278921205e-10,3.5356507892328936e-07,67.00000000047142,-7.101758806602366e-10,3.407404910684626e-07,77.00000000136296,0.0,0.0,63.14285714771716,0.0,0.0,0.0,0.0,0.0,73.14285714860871,0.0,0.0,0.0,-1.3955049586874864e-09,1.395499421783726e-09,63.142857147717116,-0.0008644195954610814,-0.0006915356763688645,-5.699282071964267e-13,63.14285714771716,3.857142852754253,67.00000000047142,4.567192231213557e-07,4.567197930495444e-07,-5.729523436678765e-13,73.14285714860871,3.857142852754253,77.00000000136296,2.475141039600867e-07,2.4751467691235633e-07,-7.078857982474172e-10,7.07313543134831e-10,-1.3960741556950504e-09,63.142857147717116,3.857142852754253,67.00000000047142,8.044314516611e-08,8.183921932548793e-08,0.0,-3.3337869309264933e-09,-10595.689391102716,0.00017429723735440372,10595.689565399955,0,-10595.690082644629,10595.690082644629,-10595.690082644629,0.0,0.0,0.0,0.0,1.3954966518913612e-09,-0.0006915356763688642,-1.3966433490197377e-09,-1.1391215318838025e-12,-1.1451995284657647e-12,-7.084584339469729e-10,7.067424359841885e-10,-3.3337867638196735e-09,-10595.689391102716,10595.690082644629
