,Turb1s.Pdim,PVs.Pdim,Bats.Pdim,Bats.Edim,BatsDim.Pdim,BatsDim.Edim
,37642.32217493034,50000.0,90000.0,400000.0,0.0005996066102116494,9.049210475220162e-05
