,Reservoir0s.W0,Reservoir0s.Wmin,Reservoir0s.Wmax,Reservoir0s.zmin,Reservoir0s.zmax,Reservoir1s.W0,Reservoir1s.Wmin,Reservoir1s.Wmax,Reservoir1s.zmin,Reservoir1s.zmax,Reservoir2s.W0,Reservoir2s.Wmin,Reservoir2s.Wmax,Reservoir2s.zmin,Reservoir2s.zmax,Pump1s.eff,Pump1s.Pn,Pump1s.Npumps,Pump2s.eff,Pump2s.Pn,Pump2s.Npumps,Turb1s.eff,Turb1s.Pmax,Pipe01s.K,Pipe01s.Qmax,Pipe02s.K,Pipe02s.Qmax,VarSources.Qmax,VarSources.Qmin,Pipe01Ts.K,Pipe01Ts.Qmax,PVs.Pmax,PVs.Pinst,PVs.eff,Grids.Pmax
,2000.0,0,2000.0,1,4,0.0,0.0,1500.0,67,69,0.0,0.0,500.0,77,79,0.8,7500.0,4,0.8,7500.0,4,0.8,40000.0,200,0.5,200,0.5,1,0,200,0.5,16000.0,16000.0,0.98,100000.0
