,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver,CO2_W,CO2_S,CO2
0,0.0,0.0,0.0,1.5979774448410445e-06,55.71437262924022,27.857187113608834,0.0,0.0,0.0,1.232874347496665e-05,400.53420439716564,200.26710836295456,4571.369209380624,17385.642143008685,10978.505676194654,1.0594616553250808e-06,39.149364957520966,19.57468300849131
