,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,167.52270484423468,7.399848585971045,174.92255343020574,1.1419219704506316e-08,62.2289795720366,62.22897958345582,2066.6408833902246,63.044288970961844,2129.6851723611867,1.0975060127978758e-07,453.39421152134804,453.39421163109864,3432.3563021685613,17385.643594459572,20817.999896628135
