,ReservoirEbre.W0,ReservoirEbre.Wmin,ReservoirEbre.Wmax,ReservoirEbre.zmin,ReservoirEbre.zmax,Reservoir1.W0,Reservoir1.Wmin,Reservoir1.Wmax,Reservoir1.zmin,Reservoir1.zmax,Pump1.A,Pump1.B,Pump1.Qnom,Pump1.n_n,Pump1.eff,Pump1.Qmin,Pump1.Qmax,Pump2.A,Pump2.B,Pump2.Qnom,Pump2.n_n,Pump2.eff,Pump2.Qmin,Pump2.Qmax,Pipe1.K,PV.Pmax,PV.Pinst,PV.eff,Grid.Pmax,Bat.dt,Bat.SOCmax,Bat.SOCmin,Bat.Pmax,Bat.Emax,Bat.eff_ch,Bat.eff_dc,Bat.T
,200000.0,0,300000.0,29.5,30,10000.0,8500.0,13000.0,140.1,141,121.54,0.0003,0.0556,2900,0.8,0.0278,0.1112,121.54,0.0003,0.0556,2900,0.8,0.0278,0.1112,0.02,123280.0,123280.0,0.98,100000000.0,3600,1.0,0,200000.0,200000.0,0.8,0.8,48
