,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Q,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.forecast,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,Bat.E,Bat.P,Bat.Pch,Bat.Pdc,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P,baten_expanded.P
30,30,0.0,197073.9557768506,29.82845659296142,-0.0060664170894444425,9354.084244252033,139.31726965119327,0.006066417089444444,0.0,0.006066417089444444,0.0,0.0,109.48881204066018,2752.474193049219,0.0,0.0,0.0,0.0,0.0,109.48881204066018,2752.474193049219,0.0,0.0,0.0,0.0,0.0,29.82845659296142,0.0,109.48881204066018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,2.847856240093773e-14,2.847856240093773e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006066417089444444,0.0,0.0,0.0
31,31,0.0,197073.9557768506,29.82845659296142,-0.005193655942222208,9335.387082860034,139.30864019208926,0.005193655942222221,0.0,0.005193655942222221,0.0,0.0,109.48018258155615,2752.365721549467,0.0,0.0,0.0,0.0,0.0,109.48018258155615,2752.365721549467,0.0,0.0,0.0,0.0,0.0,29.82845659296142,0.0,109.48018258155615,1.0,0.07477177315670108,0.0,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005193655942222221,0.0,0.0,0.0
32,32,-0.03704071134055269,196940.6092160246,29.82823434869337,0.034857338129108247,9460.87129538623,139.36655598248595,0.002183373211444444,0.0,0.002183373211444444,0.0,0.0,109.53834907346348,2753.0965785211415,0.0,0.0,0.0,-0.037040711340552694,0.03704071134055269,109.53834907346348,2753.096778608099,39802.88172570151,49753.60215712689,1.0,0.037040711340552694,0.0,29.82823434869337,0.0,109.53832163379258,1.0,0.2358591708815945,-49753.602157126894,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,0.0,0.0,0.0,0.0,0.0,-0.03704071134055269,0.0,0.0,0.0,-0.002183373211444444,0.0,0.0,0.0
33,33,-0.06038351651410261,196723.2285565738,29.82787204759429,0.04144285105243595,9610.065559175,139.4354148734654,0.018940665461666666,0.0,0.018940665461666666,0.0,0.0,109.60761574911729,2753.967027713657,0.0,0.0,0.0,-0.06038351651410261,0.06038351651410261,109.6076157491173,2753.9670414662974,64927.40879727604,81159.26099659503,1.0,0.06038351651410262,0.0,29.82787204759429,0.0,109.60754282587109,1.0,0.3846877203897489,-81159.26099659503,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,0.0,0.0,0.0,0.0,0.0,-0.06038351651410261,0.0,0.0,0.0,-0.018940665461666666,0.0,0.0,0.0
34,34,-1.0510496277774503e-17,196723.2285565738,29.82787204759429,-0.01654799571833332,9550.492774589,139.40791974211803,0.01654799571833333,0.0,0.01654799571833333,0.0,0.0,109.58004769452371,2753.620659121044,0.0,0.0,0.0,-1.0510496277776232e-17,1.0510496277776232e-17,109.58004769452371,2753.6206591210444,1.125457561880598e-11,1.4068219523507476e-11,9.451885141885102e-17,1.0510496277776232e-17,0.0,29.82787204759429,0.0,109.58004769452371,2.5063952465865715e-18,0.5137134929205837,-1.4068219523507476e-11,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,0.0,0.0,0.0,0.0,0.0,-1.0510496277776232e-17,0.0,0.0,0.0,-0.01654799571833333,0.0,0.0,0.0
35,35,-0.07723621923508303,196445.1781673275,29.827408630278878,0.05155928077230526,9736.1061853693,139.49358747017047,0.025676938462777774,0.0,0.025676938462777774,0.0,0.0,109.66629814894156,2754.7041335164736,0.0,0.0,0.0,-0.07723621923508303,0.07723621923508303,109.66629814894156,2754.70415599302,83092.76258527498,103865.95323159372,1.0,0.07723621923508303,0.0,29.827408630278878,0.0,109.6661788398916,1.0,0.6112149495870927,-103865.95323159372,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,0.0,0.0,0.0,0.0,0.0,-0.07723621923508303,0.0,0.0,0.0,-0.025676938462777774,0.0,0.0,0.0
36,36,0.0,196445.1781673275,29.827408630278878,-0.016328428666666665,9677.3238421693,139.4664571579243,0.016328428666666665,0.0,0.016328428666666665,0.0,0.0,109.63904852764543,2754.361871086798,0.0,0.0,0.0,0.0,0.0,109.63904852764543,2754.361871086798,0.0,0.0,0.0,0.0,0.0,29.827408630278878,0.0,109.63904852764543,0.0,0.6484390389437005,-2.2737367544323207e-14,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,2.2737367544323207e-14,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016328428666666665,0.0,0.0,2.2737367544323204e-14
37,37,0.0,196445.1781673275,29.827408630278878,-0.00857302222,9646.4609621773,139.45221275177417,0.00857302222,0.0,0.00857302222,0.0,0.0,109.62480412149527,2754.1829406487136,0.0,0.0,0.0,0.0,0.0,109.62480412149527,2754.1829406487136,0.0,0.0,0.0,0.0,0.0,29.827408630278878,0.0,109.62480412149527,0.0,0.6048769083203855,-2.2737367544323207e-14,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,2.2737367544323207e-14,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00857302222,0.0,0.0,2.2737367544323204e-14
38,38,0.0,196445.1781673275,29.827408630278878,-0.006549460917222222,9622.8829028753,139.44133057055788,0.006549460917222222,0.0,0.006549460917222222,0.0,0.0,109.61392194027894,2754.0462368080466,0.0,0.0,0.0,0.0,0.0,109.61392194027894,2754.0462368080466,0.0,0.0,0.0,0.0,0.0,29.827408630278878,0.0,109.61392194027896,0.0,0.49767636182026426,-2.2737367544323207e-14,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,2.2737367544323207e-14,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006549460917222222,0.0,0.0,2.2737367544323204e-14
39,39,-0.045374221767521136,196281.83096896444,29.827136384948275,0.038957713860854476,9763.130672774376,139.50606031051126,0.006416507906666667,0.0,0.006416507906666667,0.0,0.0,109.67896510193238,2754.8630780253657,0.0,0.0,0.0,-0.04537422176752114,0.04537422176752114,109.67896510193236,2754.8630857701746,48820.42329676076,61025.52912095094,1.0,0.04537422176752114,0.0,29.827136384948272,0.0,109.67892392556297,1.0,0.32599011824461455,-61025.52912095094,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,0.0,0.0,0.0,0.0,0.0,-0.04537422176752114,0.0,0.0,0.0,-0.006416507906666667,0.0,0.0,0.0
40,40,0.0,196281.83096896444,29.827136384948275,-0.005731692862777749,9742.496578468374,139.49653688237004,0.005731692862777777,0.0,0.005731692862777777,0.0,0.0,109.66940049742175,2754.7429566406336,0.0,0.0,0.0,0.0,0.0,109.66940049742175,2754.7429566406336,0.0,0.0,0.0,2.7755575615628914e-17,0.0,29.827136384948272,0.0,109.66940049742175,1.0,0.11821470325038548,-2.2665589412202938e-14,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,2.842170943040401e-14,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005731692862777777,0.0,0.0,0.0
41,41,0.0,196281.83096896444,29.827136384948275,-0.008467836731666623,9712.012366234376,139.48246724595435,0.008467836731666666,0.0,0.008467836731666666,0.0,0.0,109.65533086100606,2754.5662460855197,0.0,0.0,0.0,0.0,0.0,109.65533086100606,2754.5662460855197,0.0,0.0,0.0,5.551115123125783e-17,0.0,29.827136384948272,0.0,109.65533086100606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,2.847856240093773e-14,2.847856240093773e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008467836731666666,0.0,0.0,0.0
42,42,0.0,196281.83096896444,29.827136384948275,-0.00970108156888888,9677.088472586376,139.4663485258091,0.00970108156888889,0.0,0.00970108156888889,0.0,0.0,109.63921214086082,2754.3637856986466,0.0,0.0,0.0,0.0,0.0,109.63921214086082,2754.3637856986466,0.0,0.0,0.0,0.0,0.0,29.827136384948272,0.0,109.63921214086082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,2.847856240093773e-14,2.847856240093773e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00970108156888889,0.0,0.0,0.0
43,43,0.0,196281.83096896444,29.827136384948275,-0.008636273278888884,9645.997888782373,139.4519990255919,0.008636273278888888,0.0,0.008636273278888888,0.0,0.0,109.62486264064361,2754.183535208485,0.0,0.0,0.0,0.0,0.0,109.62486264064361,2754.183535208485,0.0,0.0,0.0,0.0,0.0,29.827136384948272,0.0,109.62486264064361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,2.847856240093773e-14,2.847856240093773e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008636273278888888,0.0,0.0,0.0
44,44,0.0,196281.83096896444,29.827136384948275,-0.007996979514999891,9617.208762528377,139.43871173655157,0.007996979514999999,0.0,0.007996979514999999,0.0,0.0,109.61157535160329,2754.0166171082165,0.0,0.0,0.0,0.0,0.0,109.61157535160329,2754.0166171082165,0.0,0.0,0.0,1.1102230246251565e-16,0.0,29.827136384948272,0.0,109.61157535160329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,2.847856240093773e-14,2.847856240093773e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007996979514999999,0.0,0.0,0.0
45,45,0.0,196281.83096896444,29.827136384948275,-0.007194654969444381,9591.308004638375,139.42675754060235,0.007194654969444444,0.0,0.007194654969444444,0.0,0.0,109.59962115565408,2753.866436996308,0.0,0.0,0.0,0.0,0.0,109.59962115565408,2753.866436996308,0.0,0.0,0.0,5.551115123125783e-17,0.0,29.827136384948272,0.0,109.59962115565405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0463630789890885e-11,0.0,2.847856240093773e-14,2.847856240093773e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007194654969444444,0.0,0.0,0.0
46,46,0.0,196281.83096896444,29.827136384948275,-0.007309976037777721,9564.992090902375,139.41461173426265,0.007309976037777778,0.0,0.007309976037777778,0.0,0.0,109.58747534931436,2753.713841301914,0.0,0.0,0.0,0.0,0.0,109.58747534931436,2753.713841301914,0.0,0.0,0.0,5.551115123125783e-17,0.0,29.827136384948272,0.0,109.58747534931437,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0231815394945445e-10,0.0,2.842170943040401e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007309976037777778,0.0,0.0,0.0
47,47,0.0,196281.83096896444,29.827136384948275,-0.003888888888888886,9550.992090902377,139.4081501958011,0.0038888888888888888,0.0,0.0038888888888888888,0.0,0.0,109.58101381085282,2753.6326727947876,0.0,0.0,0.0,0.0,0.0,109.58101381085282,2753.632672794788,0.0,0.0,0.0,0.0,0.0,29.827136384948272,0.0,109.58101381085282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0231815394945445e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0
