,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver,CO2_W,CO2_S,CO2
0,163.55964485991498,75.6497377111783,119.60469128554664,3.110805951365166,234.61864299677657,118.86472447407087,2089.7488662772903,662.2874472053344,1376.0181567413124,17.01428036954175,1550.4593307525508,783.7368055610463,3432.3563027469245,17385.643721490018,10409.000012118471,-146.1503170205908,9.28560356795978,-68.4323567263155
