,B4s.W0,B4s.Wmin,B4s.Wmax,B4s.zmin,B4s.zmax,B5s.W0,B5s.Wmin,B5s.Wmax,B5s.zmin,B5s.zmax,B5s.WTmin,B5s.WTmax,Pump1s.A,Pump1s.B,Pump1s.Qnom,Pump1s.eff,Pump1s.Qmin,Pump1s.Qmax,Pump2s.A,Pump2s.B,Pump2s.Qnom,Pump2s.eff,Pump2s.Qmin,Pump2s.Qmax,Turb1s.eff,Turb1s.Pmax,Pipe1s.K,Pipe1s.Qmax,PVs.Pmax,PVs.Pinst,PVs.eff,Grids.Pmax,Bats.dt,Bats.SOCmax,Bats.SOCmin,Bats.Pmax,Bats.Emax,Bats.eff_ch,Bats.eff_dc,Bats.T
,230000.0,207000.0,270000.0,428.53959274171103,431.06,160000.0,144000.0,185814,447.94384384384387,450.5,156800.0,163200.0,37.84,38.88,0.4691,0.861,0.27897377,0.58337276,37.84,38.88,0.4691,0.86,0.27897377,0.58337276,0.5,160000.0,6.1042,1.2,236000.0,236000.0,0.98,100000000.0,3600,1.0,0.2,200000.0,200000.0,0.8,0.8,24
