,t,B4w.Q,B4w.W,B4w.z,B5w.Q,B5w.W,B5w.z,Irrigation1w.Qin,Irrigation1w.Qout,Pump1w.Qin,Pump1w.Qout,Pump1w.H,Pump1w.Ph,Pump1w.Pe,Pump1w.PumpOn,Pump2w.Qin,Pump2w.Qout,Pump2w.H,Pump2w.Ph,Pump2w.Pe,Pump2w.PumpOn,Turb1w.Qin,Turb1w.Qout,Turb1w.H,Turb1w.Ph,Turb1w.Pe,Pipe1w.Q,Pipe1w.H,Pipe1w.zlow,Pipe1w.zhigh,Pipe1w.Qp,Pipe1w.Qn,PVw.forecast,PVw.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,EBgw.P_bal,EBpvw.P_bal,Batw.E,Batw.P,Batw.Pch,Batw.Pdc,B4s.Q,B4s.W,B4s.z,B5s.Q,B5s.W,B5s.z,Irrigation1s.Qin,Irrigation1s.Qout,Pump1s.Qin,Pump1s.Qout,Pump1s.H,Pump1s.Ph,Pump1s.Pe,Pump1s.PumpOn,Pump2s.Qin,Pump2s.Qout,Pump2s.H,Pump2s.Ph,Pump2s.Pe,Pump2s.PumpOn,Turb1s.Qin,Turb1s.Qout,Turb1s.H,Turb1s.Ph,Turb1s.Pe,Pipe1s.Q,Pipe1s.H,Pipe1s.zlow,Pipe1s.zhigh,Pipe1s.Qp,Pipe1s.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBgs.P_bal,EBpvs.P_bal,Bats.E,Bats.P,Bats.Pch,Bats.Pdc,p1r0w_expanded.Q,p1c1_Qw_expanded.Q,p1ebw_expanded.P,p2r0w_expanded.Q,p2c1_Qw_expanded.Q,p2ebw_expanded.P,t1r0w_expanded.Q,t1c1_Qw_expanded.Q,t1ebw_expanded.P,c1r1_Qw_expanded.Q,r1i1w_expanded.Q,gridebw_expanded.P,pvebw_expanded.P,batebw_expanded.P,p1r0s_expanded.Q,p1c1_Qs_expanded.Q,p1ebs_expanded.P,p2r0s_expanded.Q,p2c1_Qs_expanded.Q,p2ebs_expanded.P,t1r0s_expanded.Q,t1c1_Qs_expanded.Q,t1ebs_expanded.P,c1r1_Qs_expanded.Q,r1i1s_expanded.Q,gridebs_expanded.P,pvebs_expanded.P,batebs_expanded.P
10,10,0.0,230002.12708708947,429.4598265205426,-0.024854075672782215,123172.74335719542,448.34244436633446,-0.02485407567278221,0.02485407567278221,0.0,0.0,18.882617845791792,0.0,0.0,0.0,0.0,0.0,18.882617845791792,0.0,0.0,0.0,0.0,0.0,18.882617845791792,0.0,0.0,0.0,18.882617845791792,429.45982652054266,448.34244436633446,3.382581088786029e-05,3.382581088786029e-05,0.5137134929205837,-118811.65664267258,118811.65664267259,118811.6566426726,0.0,0,0,0.0,0.0,0.0,0.0,0.0,228517.95303582566,429.4004499641716,-0.10125641716964617,158711.93108717116,449.56652221553765,-0.10125641716964613,0.10125641716964613,0.0,0.0,20.16607220212456,0.0,0.0,0.0,0.0,0.0,20.166072202124557,0.0,0.0,0.0,0.0,0.0,20.16607220212456,0.0,0.0,0.0,20.16607220212456,429.4004499641716,449.56652221553765,2.9039002727103493e-05,2.9039002727103493e-05,0.8271725442451721,-191308.46603302335,191308.46603302335,191308.46603302335,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02485407567278221,118811.65664267259,-118811.65664267258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10125641716964613,191308.46603302335,-191308.46603302335,0.0
11,11,0.0,230002.12708708938,429.4598265205426,-0.024533672480031694,123084.42213626733,448.3394023145303,-0.02453367248003169,0.02453367248003169,0.0,0.0,18.879575793987627,0.0,0.0,0.0,0.0,0.0,18.87957579398763,0.0,0.0,0.0,0.0,0.0,18.879575793987627,0.0,0.0,0.0,18.879575793987627,429.45982652054266,448.3394023145303,2.82058413012068e-05,2.8205841301206802e-05,0.6112149495870927,-141361.7935405028,141361.79354050284,141361.79354050287,0.0,0,0,0.0,0.0,0.0,0.0,0.0,228517.95303582563,429.4004499641716,-0.08821410997977318,158394.36029124394,449.5555841102607,-0.08821410997977316,0.08821410997977316,0.0,0.0,20.155134096844257,0.0,0.0,0.0,0.0,0.0,20.155134096844254,0.0,0.0,0.0,0.0,0.0,20.155134096844257,0.0,0.0,0.0,20.155134096844257,429.4004499641716,449.5555841102607,2.9039981812331493e-05,2.9039981812331496e-05,0.9073690875066988,-209856.3225585493,209856.3225585493,209856.32255854932,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02453367248003169,141361.79354050284,-141361.7935405028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08821410997977316,209856.3225585493,-209856.3225585493,0.0
12,12,0.0,230002.12708708935,429.4598265205426,-0.023578831030477004,122999.5383445576,448.33647865825606,-0.023578831030476994,0.023578831030476994,0.0,0.0,18.87665213771337,0.0,0.0,0.0,0.0,0.0,18.876652137713375,0.0,0.0,0.0,0.0,0.0,18.87665213771337,0.0,0.0,0.0,18.87665213771337,429.45982652054266,448.33647865825606,3.382581088627834e-05,3.382581088627834e-05,0.6484390389437005,-149970.98092689906,149970.98092689906,149970.98092689904,0.0,0,0,0.0,0.0,0.0,0.0,0.0,228517.95303582557,429.4004499641716,-0.07708095904898485,158116.86883866758,449.5460264596182,-0.07708095904898483,0.07708095904898483,0.0,0.0,20.145576482884287,0.0,0.0,0.0,0.0,0.0,20.14557648288429,0.0,0.0,0.0,0.0,0.0,20.145576482884287,0.0,0.0,0.0,20.145576482884287,429.4004499641716,449.5460264596182,2.7786011444171258e-05,2.7786011444171255e-05,0.9075888237412905,-209907.14315488565,209907.14315488568,209907.14315488565,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023578831030476994,149970.98092689906,-149970.98092689906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07708095904898483,209907.14315488568,-209907.14315488565,0.0
13,13,0.0,230002.12708708932,429.4598265205426,-0.02380088568034197,122913.85515610837,448.3335274683237,-0.02380088568034197,0.02380088568034197,0.0,0.0,18.87370094778111,0.0,0.0,0.0,0.0,0.0,18.873700947781114,0.0,0.0,0.0,0.0,0.0,18.87370094778111,0.0,0.0,0.0,18.87370094778111,429.45982652054266,448.3335274683237,2.9851024691347067e-05,2.9851024691347063e-05,0.6048769083203855,-139895.93135633878,139895.9313563388,139895.9313563388,0.0,0,0,0.0,0.0,0.0,0.0,0.0,228517.9530358255,429.4004499641716,-0.06345757507855203,157888.42156838474,449.5381580399629,-0.06345757507855203,0.06345757507855203,0.0,0.0,20.137708024883718,0.0,0.0,0.0,0.0,0.0,20.137708024883718,0.0,0.0,0.0,0.0,0.0,20.137708024883718,0.0,0.0,0.0,20.137708024883718,429.4004499641716,449.5381580399629,3.426015423185477e-05,3.426015423185477e-05,0.8371170424435377,-193608.42957634138,193608.42957634138,193608.42957634138,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02380088568034197,139895.9313563388,-139895.93135633878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06345757507855203,193608.42957634138,-193608.42957634138,0.0
14,14,0.0,230002.12708708923,429.4598265205426,-0.022041225863955075,122834.50674299814,448.33079446734484,-0.022041225863955075,0.022041225863955075,0.0,0.0,18.870967946802185,0.0,0.0,0.0,0.0,0.0,18.87096794680219,0.0,0.0,0.0,0.0,0.0,18.870967946802185,0.0,0.0,0.0,18.870967946802185,429.45982652054266,448.33079446734484,3.474822379189912e-05,3.474822379189912e-05,0.49767636182026426,-115102.58896179071,115102.58896179071,115102.58896179075,0.0,0,0,0.0,0.0,0.0,0.0,0.0,228517.95303582549,429.4004499641716,-0.0581225350881212,157679.18044206747,449.5309511383925,-0.058122535088121194,0.058122535088121194,0.0,0.0,20.130501161968564,0.0,0.0,0.0,0.0,0.0,20.130501161968564,0.0,0.0,0.0,0.0,0.0,20.130501161968564,0.0,0.0,0.0,20.130501161968564,429.4004499641716,449.5309511383925,2.7440934751661655e-05,2.7440934751661655e-05,0.7025998704330214,-162497.2980337492,162497.2980337492,162497.2980337492,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022041225863955075,115102.58896179071,-115102.58896179071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.058122535088121194,162497.2980337492,-162497.2980337492,0.0
15,15,0.0,230002.1270870892,429.4598265205426,-0.019930282711422602,122762.75772523702,448.3283232126833,-0.0199302827114226,0.0199302827114226,0.0,0.0,18.868496692140663,0.0,0.0,0.0,0.0,0.0,18.868496692140663,0.0,0.0,0.0,0.0,0.0,18.868496692140663,0.0,0.0,0.0,18.868496692140663,429.45982652054266,448.3283232126833,3.484409271182001e-05,3.4844092711820006e-05,0.32599011824461455,-75394.99454761445,75394.99454761446,75394.99454761446,0.0,0,0,0.0,0.0,0.0,0.0,0.0,228517.95303582546,429.4004499641716,-0.05762696821034793,157471.7233565102,449.52380568461837,-0.05762696821034789,0.05762696821034789,0.0,0.0,20.12335570819536,0.0,0.0,0.0,0.0,0.0,20.12335570819536,0.0,0.0,0.0,0.0,0.0,20.12335570819536,0.0,0.0,0.0,20.12335570819536,429.4004499641716,449.52380568461837,2.7440004516864823e-05,2.744000451686482e-05,0.5186243614651183,-119947.44231965255,119947.44231965256,119947.44231965256,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0199302827114226,75394.99454761446,-75394.99454761445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05762696821034789,119947.44231965256,-119947.44231965255,0.0
16,16,0.0,230002.12708708915,429.4598265205426,-0.02001212512084372,122690.71407480199,448.3258418099753,-0.020012125120843695,0.020012125120843695,0.0,0.0,18.866015289432625,0.0,0.0,0.0,0.0,0.0,18.866015289432625,0.0,0.0,0.0,0.0,0.0,18.866015289432625,0.0,0.0,0.0,18.866015289432625,429.45982652054266,448.3258418099753,3.455935645144891e-05,3.45593564514489e-05,0.11821470325038548,-27340.69656774915,27340.696567749157,27340.696567749157,0.0,0,0,0.0,0.0,0.0,0.0,0.0,228517.95303582537,429.4004499641716,-0.06077244674991244,157252.9425482105,449.5162702073502,-0.06077244674991242,0.06077244674991242,0.0,0.0,20.11582023092634,0.0,0.0,0.0,0.0,0.0,20.11582023092634,0.0,0.0,0.0,0.0,0.0,20.11582023092634,0.0,0.0,0.0,20.11582023092634,429.4004499641716,449.5162702073502,2.7440934751655977e-05,2.7440934751655983e-05,0.32243077805000214,-74571.79034740449,74571.79034740449,74571.79034740449,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020012125120843695,27340.696567749157,-27340.69656774915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06077244674991242,74571.79034740449,-74571.79034740449,0.0
17,17,0.26915209321616806,230971.0746226673,429.4985906856469,-0.288663795971144,121651.52440930586,448.29004895335964,-0.0195117027549759,0.0195117027549759,0.0,0.0,18.3492526271216,0.0,0.0,0.0,0.0,0.0,18.349252627121604,0.0,0.0,0.0,-0.26915209321616806,0.269152093216168,18.3492526271216,-48449.036982247504,-24224.518491123752,-0.269152093216168,18.3492526271216,429.4985906856469,448.29004895335964,0.0,0.26915209321616806,0.0,0.0,24224.518491123752,24224.51849112375,0.0,0,0,0.0,0.0,0.0,0.0,0.0,228517.95303582534,429.4004499641716,-0.06391571284540959,157022.845981967,449.5083449809197,-0.06391571284540959,0.06391571284540959,0.0,0.0,20.107895480435907,0.0,0.0,0.0,0.0,0.0,20.107895480435904,0.0,0.0,0.0,0.0,0.0,20.107895480435907,0.0,0.0,0.0,20.107895480435907,429.4004499641716,449.5083449809197,2.876612035735465e-05,2.8766120357354646e-05,0.11917990763987955,-27563.92903895134,27563.92903895134,27563.929038951344,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26915209321616806,-0.26915209321616806,-24224.518491123752,-0.269152093216168,-0.0195117027549759,24224.518491123752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06391571284540959,27563.92903895134,-27563.92903895134,0.0
18,18,0.22666766388769857,231787.07821266298,429.53123610423444,-0.2452245561015466,120768.71600734029,448.2596423436716,-0.018556892213848045,0.018556892213848045,0.0,0.0,18.414783248772586,0.0,0.0,0.0,0.0,0.0,18.414783248772586,0.0,0.0,0.0,-0.22666766388769855,0.22666766388769855,18.414783248772586,-40947.29217897653,-20473.646089488262,-0.2266676638876985,18.414783248772586,429.53123610423444,448.2596423436716,0.0,0.2266676638876985,0.0,0.0,20473.646089488262,20473.646089488266,0.0,0,0,0.0,0.0,0.0,0.0,-0.2789738971813079,227513.64700597263,429.36027123072427,0.20912421586720203,157775.69315908887,449.53427533026684,-0.06984968131410595,0.06984968131410595,0.0,0.0,20.649071792795752,0.0,0.0,0.0,-0.2789738971813079,0.2789738971813079,20.649071792795752,56511.01542619788,65710.48305371849,1.0,0.0,0.0,20.649071792795752,0.0,0.0,0.27897389718130794,20.649071792795752,429.36027123072427,449.53427533026684,0.278973897181308,0.0,0.006622110122458065,-1531.5616291221013,-64178.92142459638,0.0,64178.921424596374,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22666766388769857,-0.22666766388769855,-20473.646089488262,-0.2266676638876985,-0.018556892213848045,20473.646089488262,0.0,0.0,0.0,0.0,0.0,-0.2789738971813079,0.2789738971813079,65710.48305371849,0.0,0.0,0.0,0.27897389718130794,-0.06984968131410595,-64178.92142459638,-1531.5616291221013,0.0
19,19,0.0,231787.07821266292,429.53123610423444,-0.017726080886313368,120704.90211614956,448.25744439893316,-0.017726080886313368,0.017726080886313368,0.0,0.0,18.726208590537784,0.0,0.0,0.0,0.0,0.0,18.72620859053778,0.0,0.0,0.0,0.0,0.0,18.726208590537784,0.0,0.0,0.0,18.726208590537784,429.53123610423444,448.25744439893316,3.755067201135359e-05,3.755067201135359e-05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,227513.64700597263,429.36027123072427,-0.07155334888101877,157518.1011031172,449.52540307544086,-0.07155334888101877,0.07155334888101877,0.0,0.0,20.1651314118693,0.0,0.0,0.0,0.0,0.0,20.1651314118693,0.0,0.0,0.0,0.0,0.0,20.1651314118693,0.0,0.0,0.0,20.1651314118693,429.3602712307243,449.52540307544086,2.779957782126552e-05,2.779957782126552e-05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017726080886313368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07155334888101877,0.0,0.0,0.0
20,20,0.0,231787.07821266286,429.53123610423444,-0.01692440843230732,120643.97424579324,448.2553458575408,-0.016924408432307202,0.016924408432307202,0.0,0.0,18.724109171776256,0.0,0.0,0.0,0.0,0.0,18.724109171776256,0.0,0.0,0.0,0.0,0.0,18.724109171776256,0.0,0.0,0.0,18.724109171776256,429.53123610423444,448.2553458575408,2.7748566112022012e-05,2.774856611202201e-05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,227513.64700597263,429.36027123072427,-0.06349772492865823,157289.509293374,449.5175296774065,-0.06349772492865823,0.06349772492865823,0.0,0.0,20.157257859034484,0.0,0.0,0.0,0.0,0.0,20.15725785903448,0.0,0.0,0.0,0.0,0.0,20.157257859034484,0.0,0.0,0.0,20.157257859034484,429.3602712307243,449.5175296774065,2.7893452371862916e-05,2.7893452371862916e-05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016924408432307202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06349772492865823,0.0,0.0,0.0
21,21,-0.2923064887338257,230734.77485322105,429.48913716732875,0.2766305147507176,121639.84409889585,448.28964664790027,-0.01567597398310815,0.01567597398310815,0.0,0.0,19.322070892477647,0.0,0.0,0.0,-0.2923064887338257,0.2923064887338257,19.322070892477647,55406.551655238836,64426.22285492889,1.0,0.0,0.0,19.322070892477647,0.0,0.0,0.29230648873382564,19.322070892477647,429.4891371673287,448.28964664790027,0.29230648873382564,0.0,0.0,0.0,-64426.2228549289,0.0,64426.22285492889,0,0,0.0,0.0,0.0,0.0,0.0,227513.64700597257,429.36027123072427,-0.0528291044122387,157099.3245174899,449.5109791345752,-0.05282910441223869,0.05282910441223869,0.0,0.0,20.150707903850964,0.0,0.0,0.0,0.0,0.0,20.150707903850968,0.0,0.0,0.0,0.0,0.0,20.150707903850964,0.0,0.0,0.0,20.150707903850964,429.3602712307243,449.5109791345752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2923064887338257,0.2923064887338257,64426.22285492889,0.0,0.0,0.0,0.29230648873382564,-0.01567597398310815,-64426.2228549289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05282910441223869,0.0,0.0,0.0
22,22,-1.8051445942551236e-12,230734.77485321456,429.48913716732847,-0.01685776433108714,121579.15614730393,448.28755637004076,-0.016857764332892284,0.016857764332892284,0.0,0.0,18.798419202712378,0.0,0.0,0.0,0.0,0.0,18.798419202712378,0.0,0.0,0.0,1.8051445942551236e-12,-1.8051445942551236e-12,18.798419202712378,3.82160764479412e-07,1.9108038223970598e-07,1.8051445942551236e-12,18.798419202712378,429.4891371673284,448.28755637004076,0.0,-1.8051445942551234e-12,0.0,0.0,-1.91080382239706e-07,0.0,1.9108038223970603e-07,0,0,0.0,0.0,0.0,0.0,0.0,227513.64700597254,429.36027123072427,-0.041419941659343665,156950.21272751625,449.5058432704539,-0.041419941659343665,0.041419941659343665,0.0,0.0,20.145572541546628,0.0,0.0,0.0,0.0,0.0,20.145572541546635,0.0,0.0,0.0,0.0,0.0,20.145572541546628,0.0,0.0,0.0,20.145572541546628,429.3602712307243,449.5058432704539,2.9936833094038483e-05,2.9936833094038483e-05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8051445942551236e-12,1.8051445942551236e-12,1.9108038223970598e-07,1.8051445942551236e-12,-0.016857764332892284,-1.91080382239706e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.041419941659343665,0.0,0.0,0.0
23,23,0.0,230734.77485321453,429.48913716732847,-0.016432263139544132,121520.00000000156,448.28551885218565,-0.016432263139544132,0.016432263139544132,0.0,0.0,18.796381962741894,0.0,0.0,0.0,0.0,0.0,18.796381962741894,0.0,0.0,0.0,0.0,0.0,18.796381962741894,0.0,0.0,0.0,18.796381962741894,429.4891371673284,448.28551885218565,3.081562766463096e-05,3.0815627664630966e-05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-2.524636956824771e-13,227513.64700597155,429.36027123072427,-0.041725757643382065,156800.00000000006,449.5006694866911,-0.04172575764363452,0.04172575764363452,0.0,0.0,20.14039825596687,0.0,0.0,0.0,0.0,0.0,20.14039825596687,0.0,0.0,0.0,2.524636956824771e-13,0.0,20.14039825596687,5.6240798055776956e-08,2.812039902788848e-08,0.0,20.14039825596687,429.3602712307243,449.5006694866911,0.0,0.0,0.0,0.0,-2.8120399027888485e-08,0.0,2.812039902788848e-08,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016432263139544132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.524636956824771e-13,2.812039902788848e-08,0.0,-0.04172575764363452,-2.8120399027888485e-08,0.0,0.0
