,B4w.W0,B4w.Wmin,B4w.Wmax,B4w.zmin,B4w.zmax,B5w.W0,B5w.Wmin,B5w.Wmax,B5w.zmin,B5w.zmax,B5w.WTmin,B5w.WTmax,Pump1w.A,Pump1w.B,Pump1w.Qnom,Pump1w.eff,Pump1w.Qmin,Pump1w.Qmax,Pump1w.npmax,Pump2w.A,Pump2w.B,Pump2w.Qnom,Pump2w.eff,Pump2w.Qmin,Pump2w.Qmax,Pump2w.npmax,Turb1w.eff,Turb1w.Pmax,Pipe1w.K,Pipe1w.Qmax,PVw.Pmax,PVw.Pinst,PVw.eff,Gridw.Pmax,Batw.dt,Batw.SOCmax,Batw.SOCmin,Batw.Pmax,Batw.Emax,Batw.eff_ch,Batw.eff_dc,Batw.T,B4s.W0,B4s.Wmin,B4s.Wmax,B4s.zmin,B4s.zmax,B5s.W0,B5s.Wmin,B5s.Wmax,B5s.zmin,B5s.zmax,B5s.WTmin,B5s.WTmax,Pump1s.A,Pump1s.B,Pump1s.Qnom,Pump1s.eff,Pump1s.Qmin,Pump1s.Qmax,Pump1s.npmax,Pump2s.A,Pump2s.B,Pump2s.Qnom,Pump2s.eff,Pump2s.Qmin,Pump2s.Qmax,Pump2s.npmax,Turb1s.eff,Turb1s.Pmax,Pipe1s.K,Pipe1s.Qmax,PVs.Pmax,PVs.Pinst,PVs.eff,Grids.Pmax,Bats.dt,Bats.SOCmax,Bats.SOCmin,Bats.Pmax,Bats.Emax,Bats.eff_ch,Bats.eff_dc,Bats.T
,230000.0,207000.0,270000.0,428.53959274171103,431.06,124000.0,111600.0,185814,447.94384384384387,450.5,121520.0,126480.0,37.84,38.88,0.4691,0.861,0.27897377,0.58337276,1,37.84,38.88,0.4691,0.86,0.27897377,0.58337276,1,0.5,160000.0,6.1042,1.2,236000.0,236000.0,0.98,100000000.0,3600,1.0,0.2,200000.0,200000.0,0.8,0.8,24,230000.0,207000.0,270000.0,428.53959274171103,431.06,160000.0,144000.0,185814,449.0597985081856,450.5,156800.0,163200.0,37.84,38.88,0.4691,0.861,0.27897377,0.58337276,1,37.84,38.88,0.4691,0.86,0.27897377,0.58337276,1,0.5,160000.0,6.1042,1.2,236000.0,236000.0,0.98,100000000.0,3600,1.0,0.2,200000.0,200000.0,0.8,0.8,24
