,B4w.W0,B4w.Wmin,B4w.Wmax,B4w.zmin,B4w.zmax,B5w.W0,B5w.Wmin,B5w.Wmax,B5w.zmin,B5w.zmax,B5w.WTmin,B5w.WTmax,Pump1w.A,Pump1w.B,Pump1w.Qnom,Pump1w.eff,Pump1w.Qmin,Pump1w.Qmax,Pump2w.A,Pump2w.B,Pump2w.Qnom,Pump2w.eff,Pump2w.Qmin,Pump2w.Qmax,Turb1w.eff,Turb1w.Pmax,Pipe1w.K,Pipe1w.Qmax,PVw.Pmax,PVw.Pinst,PVw.eff,Gridw.Pmax,Batw.dt,Batw.SOCmax,Batw.SOCmin,Batw.Pmax,Batw.Emax,Batw.eff_ch,Batw.eff_dc,Batw.T
,23000000.0,20700000.0,26948500,428.53959274171103,431.06,124000.0,111600.0,185814,447.94384384384387,450.5,121520.0,126480.0,37.84,38.88,0.4691,0.861,0.27897377,0.58337276,37.84,38.88,0.4691,0.86,0.27897377,0.58337276,0.5,160000.0,6.1042,1.2,236000.0,236000.0,0.98,100000000.0,3600,1.0,0.2,200000.0,200000.0,0.8,0.8,24
