,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Q,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.forecast,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,Bat.E,Bat.P,Bat.Pch,Bat.Pdc,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P,baten_expanded.P
36,36,-0.032793417047976496,196955.89727073928,29.828259828784567,0.016464988381309838,9166.604738757544,139.2307406486573,0.016328428666666665,-0.01632842866666665,0.016328428666666665,-0.032793417047976496,0.032793417047976496,109.40250232802894,2751.389026803908,35195.15691829136,43993.9461478642,1.0,0.0,0.0,109.40122683097474,0.0,0.0,0.0327934170479765,109.40122683097474,29.828259828784567,139.22894956075913,109.40248081987275,1.0,0.6484390389437005,-136804.03717772383,92810.09102985966,92810.09102985963,0.0,0.0,0.0,0.0,0.0,0.0,-0.03171544747934852,0.03171544747934852,42361.01761131258,0.0,0.0,0.0,0.03171544747934852,-0.016328428666666665,94443.01956641107,-136804.03717772366,0.0
37,37,-0.09499875787548323,196613.9017423875,29.827689836237308,0.0864257356554832,9477.737387117284,139.3743403325157,0.00857302222,-0.008573022220000028,0.00857302222,-0.09499875787548322,0.09499875787548322,109.54683099145474,2753.203343698703,102090.83424539866,127613.54280674834,1.0,0.0,0.0,109.54636091852211,0.0,0.0,0.09499875787548322,109.54636091852211,29.827689836237308,139.37345438317803,109.54665049627837,1.0,0.6048769083203855,-127613.54280674836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09554351719492633,0.09554351719492633,127613.5428067483,0.0,0.0,0.0,0.09554351719492633,-0.00857302222,0.0,-127613.5428067483,0.0
38,38,-0.07807741181131463,196332.8230598668,29.82722137176644,0.07152795089409243,9735.238010336014,139.49318677400123,0.006549460917222222,-0.006549460917222242,0.006549460917222222,-0.07807741181131463,0.07807741181131463,109.66608732387942,2754.7015742756994,83997.57746337054,104996.97182921317,1.0,0.0,0.0,109.66657891839411,0.0,0.0,0.07807741181131463,109.66657891839411,29.82722137176644,139.49318677400075,109.66596540223473,1.0,0.49767636182026426,-104996.97182921316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07861062206047553,0.07861062206047553,104996.97182921304,0.0,0.0,0.0,0.07861062206047553,-0.006549460917222222,0.0,-104996.97182921304,0.0
39,39,0.0,196332.8230598668,29.82722137176644,-0.006416507906667227,9712.138581872014,139.48252549932553,0.006416507906666667,-0.006416507906666681,0.006416507906666667,0.0,0.0,109.65530412755906,2754.5661340894235,0.0,0.0,0.0,0.0,0.0,109.65577513964604,0.0,0.0,0.0,109.65577513964604,29.827221371766445,139.48252549932545,109.65530412755908,1.0,0.32599011824461455,-68775.5696025866,68775.56960258662,68775.56960258659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006416507906666667,68775.56960258662,-68775.56960258662,0.0
40,40,0.0,196332.8230598668,29.827221371766438,-0.005731692862777777,9691.504487566015,139.4730020711843,0.005731692862777777,-0.005731692862777773,0.005731692862777777,0.0,0.0,109.64578069941791,2754.446516153718,0.0,0.0,0.0,-1.3712545245567189e-19,0.0,109.64625171150436,0.0,0.0,0.0,109.64625171150436,29.82722137176644,139.4730020711842,109.6457806994179,0.0,0.11821470325038548,-24940.276089428127,24940.276089428124,24940.27608942813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005731692862777777,24940.276089428207,-24940.276089428207,0.0
41,41,0.0,196332.8230598668,29.827221371766438,-0.008467836731666668,9661.020275332014,139.45893243476863,0.008467836731666666,-0.008467836731666666,0.008467836731666666,0.0,0.0,109.63171106300219,2754.2697865793475,0.0,0.0,0.0,-1.28177260743257e-17,0.0,109.63218207508834,0.0,0.0,0.0,109.63218207508834,29.82722137176644,139.458932434768,109.6317110630022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008467836731666666,0.0,0.0,0.0
42,42,0.0,196332.8230598668,29.827221371766438,-0.00970108156888889,9626.096381684014,139.44281371462338,0.00970108156888889,-0.009701081568888905,0.00970108156888889,0.0,0.0,109.61559234285693,2754.0673043987754,0.0,0.0,0.0,0.0,0.0,109.61606335494345,0.0,0.0,0.0,109.61606335494345,29.82722137176644,139.44281371462364,109.61559234285694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00970108156888889,0.0,0.0,0.0
43,43,0.0,196332.8230598668,29.827221371766445,-0.008636273278888888,9595.005797880014,139.42846421440618,0.008636273278888888,-0.00863627327888886,0.008636273278888888,0.0,0.0,109.60124284263968,2753.8870345029936,0.0,0.0,0.0,0.0,0.0,109.6017138547259,0.0,0.0,0.0,109.6017138547259,29.827221371766445,139.42846421440615,109.60124284263969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008636273278888888,0.0,0.0,0.0
44,44,0.0,196332.8230598668,29.827221371766445,-0.007996979514999999,9566.216671626014,139.41517692536587,0.007996979514999999,-0.007996979515000027,0.007996979514999999,0.0,0.0,109.58795555359941,2753.7200984301867,0.0,0.0,0.0,-6.369687763352339e-19,0.0,109.58863381060547,0.0,0.0,0.0,109.58863381060547,29.827221371766445,139.41517692536527,109.5879555535994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007996979514999999,0.0,0.0,0.0
45,45,0.0,196332.8230598668,29.82722137176644,-0.007194654969444444,9540.315913736013,139.4032227294166,0.007194654969444444,-0.0071946549694444405,0.007194654969444444,0.0,0.0,109.57600135765017,2753.569902146107,0.0,0.0,0.0,-2.6256253266323974e-19,0.0,109.57667961465562,0.0,0.0,0.0,109.57667961465562,29.82722137176644,139.40322272941646,109.57600135765017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007194654969444444,0.0,0.0,0.0
46,46,0.0,196332.8230598668,29.82722137176644,-0.007309976037777778,9514.000000000011,139.3910769230769,0.007309976037777778,-0.007309976037777787,0.007309976037777778,0.0,0.0,109.56385555131047,2753.41729001761,0.0,0.0,0.0,-4.2034010007494654e-19,0.0,109.56432487702416,0.0,0.0,0.0,109.56432487702416,29.82722137176644,139.39107692307667,109.56385555131048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007309976037777778,0.0,0.0,0.0
47,47,0.0,196332.8230598668,29.82722137176644,-0.0038888888888881173,9500.000000000016,139.3846153846154,0.0038888888888888888,-0.0038888888888888775,0.0038888888888888888,0.0,0.0,109.55739401284899,2753.336097301502,0.0,0.0,0.0,-1.6750076531953787e-19,0.0,109.55806655811003,0.0,0.0,0.0,109.55806655811003,29.82722137176644,139.38461538461567,109.55739401284899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0
