,B0w.W0,B0w.Wmin,B0w.Wmax,B0w.zmin,B0w.zmax,B1w.W0,B1w.Wmin,B1w.Wmax,B1w.zmin,B1w.zmax,B1w.WTmin,B1w.WTmax,B4w.W0,B4w.Wmin,B4w.Wmax,B4w.zmin,B4w.zmax,B4w.WTmin,B4w.WTmax,Pump4w.A,Pump4w.B,Pump4w.Qnom,Pump4w.eff,Pump4w.Qmin,Pump4w.Qmax,Pump4w.npmax,Pump4w.intervals,Pump5w.A,Pump5w.B,Pump5w.Qnom,Pump5w.eff,Pump5w.Qmin,Pump5w.Qmax,Pump5w.npmax,Pump5w.intervals,Pump7w.A,Pump7w.B,Pump7w.Qnom,Pump7w.eff,Pump7w.Qmin,Pump7w.Qmax,Pump7w.npmax,Pump7w.intervals,Pump8w.A,Pump8w.B,Pump8w.Qnom,Pump8w.eff,Pump8w.Qmin,Pump8w.Qmax,Pump8w.npmax,Pump8w.intervals,Pipe0w.K,Pipe0w.Qmax,Pipe2w.K,Pipe2w.Qmax,PVw.Pmax,PVw.Pinst,PVw.eff,Gridw.Pmax,B0s.W0,B0s.Wmin,B0s.Wmax,B0s.zmin,B0s.zmax,B1s.W0,B1s.Wmin,B1s.Wmax,B1s.zmin,B1s.zmax,B1s.WTmin,B1s.WTmax,B4s.W0,B4s.Wmin,B4s.Wmax,B4s.zmin,B4s.zmax,B4s.WTmin,B4s.WTmax,Pump4s.A,Pump4s.B,Pump4s.Qnom,Pump4s.eff,Pump4s.Qmin,Pump4s.Qmax,Pump4s.npmax,Pump4s.intervals,Pump5s.A,Pump5s.B,Pump5s.Qnom,Pump5s.eff,Pump5s.Qmin,Pump5s.Qmax,Pump5s.npmax,Pump5s.intervals,Pump7s.A,Pump7s.B,Pump7s.Qnom,Pump7s.eff,Pump7s.Qmin,Pump7s.Qmax,Pump7s.npmax,Pump7s.intervals,Pump8s.A,Pump8s.B,Pump8s.Qnom,Pump8s.eff,Pump8s.Qmin,Pump8s.Qmax,Pump8s.npmax,Pump8s.intervals,Pipe0s.K,Pipe0s.Qmax,Pipe2s.K,Pipe2s.Qmax,PVs.Pmax,PVs.Pinst,PVs.eff,Grids.Pmax
,120000000.0,0,240000000.0,129,131,120000.0,96000.0,142869,336.4083594061693,339,119988.0,144000.0,230000.0,184000.0,270000.0,427.61186021485423,431.06,229977.0,276000.0,148,103.68,0.9125,0.922,0.27375,1.0037500000000001,1,3,148,103.68,0.9125,0.922,0.27375,1.0037500000000001,1,3,300,62.208,1.06,0.922,0.318,1.1660000000000001,1,3,300,62.208,1.06,0.922,0.318,1.1660000000000001,1,3,27.9,100,27.81,100,527500.0,527500.0,0.98,5000000.0,120000000.0,0,240000000.0,129,131,120000.0,96000.0,142869,336.4083594061693,339,119988.0,144000.0,230000.0,184000.0,270000.0,427.61186021485423,431.06,229977.0,276000.0,148,103.68,0.9125,0.922,0.27375,1.0037500000000001,1,3,148,103.68,0.9125,0.922,0.27375,1.0037500000000001,1,3,300,62.208,1.06,0.922,0.318,1.1660000000000001,1,3,300,62.208,1.06,0.922,0.318,1.1660000000000001,1,3,27.9,100,27.81,100,527500.0,527500.0,0.98,5000000.0
