,t,B0w.Q,B0w.W,B0w.z,B1w.Q,B1w.W,B1w.z,B4w.Q,B4w.W,B4w.z,Irrigation1w.Qin,Irrigation1w.Qout,Irrigation4w.Qin,Irrigation4w.Qout,Pump4w.Qin,Pump4w.Qout,Pump4w.H,Pump4w.Ph,Pump4w.Pe,Pump4w.PumpOn,Pump5w.Qin,Pump5w.Qout,Pump5w.H,Pump5w.Ph,Pump5w.Pe,Pump5w.PumpOn,Pump7w.Qin,Pump7w.Qout,Pump7w.H,Pump7w.Ph,Pump7w.Pe,Pump7w.PumpOn,Pump8w.Qin,Pump8w.Qout,Pump8w.H,Pump8w.Ph,Pump8w.Pe,Pump8w.PumpOn,Pipe0w.Q,Pipe0w.H,Pipe0w.zlow,Pipe0w.zhigh,Pipe0w.Qp,Pipe0w.Qn,Pipe2w.Q,Pipe2w.H,Pipe2w.zlow,Pipe2w.zhigh,Pipe2w.Qp,Pipe2w.Qn,PVw.forecast,PVw.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,EBgw.P_bal,EBpvw.P_bal,B0s.Q,B0s.W,B0s.z,B1s.Q,B1s.W,B1s.z,B4s.Q,B4s.W,B4s.z,Irrigation1s.Qin,Irrigation1s.Qout,Irrigation4s.Qin,Irrigation4s.Qout,Pump4s.Qin,Pump4s.Qout,Pump4s.H,Pump4s.Ph,Pump4s.Pe,Pump4s.PumpOn,Pump5s.Qin,Pump5s.Qout,Pump5s.H,Pump5s.Ph,Pump5s.Pe,Pump5s.PumpOn,Pump7s.Qin,Pump7s.Qout,Pump7s.H,Pump7s.Ph,Pump7s.Pe,Pump7s.PumpOn,Pump8s.Qin,Pump8s.Qout,Pump8s.H,Pump8s.Ph,Pump8s.Pe,Pump8s.PumpOn,Pipe0s.Q,Pipe0s.H,Pipe0s.zlow,Pipe0s.zhigh,Pipe0s.Qp,Pipe0s.Qn,Pipe2s.Q,Pipe2s.H,Pipe2s.zlow,Pipe2s.zhigh,Pipe2s.Qp,Pipe2s.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBgs.P_bal,EBpvs.P_bal,p4r1w_expanded.Q,p4c2_Qw_expanded.Q,p4ebw_expanded.P,p5r1w_expanded.Q,p5c0_Qw_expanded.Q,p5ebw_expanded.P,p7r0w_expanded.Q,p7c0_Qw_expanded.Q,p7ebw_expanded.P,p8r0w_expanded.Q,p8c2_Qw_expanded.Q,p8ebw_expanded.P,c0r1_Qw_expanded.Q,c2r4_Qw_expanded.Q,r4i4w_expanded.Q,r1i1w_expanded.Q,gridebw_expanded.P,p4r1s_expanded.Q,p4c2_Qs_expanded.Q,p4ebs_expanded.P,p5r1s_expanded.Q,p5c2_Qs_expanded.Q,p5ebs_expanded.P,p7r0s_expanded.Q,p7c0_Qs_expanded.Q,p7ebs_expanded.P,p8r0s_expanded.Q,p8c0_Qs_expanded.Q,p8ebs_expanded.P,c0r1_Qs_expanded.Q,c2r4_Qs_expanded.Q,r4i4s_expanded.Q,r1i1s_expanded.Q,gridebs_expanded.P,pvebs_expanded.P
0,0,-0.6359999800553346,119997710.4000718,129.99998092000058,0.31941603474147046,121149.8977250693,337.79903332443047,0.23815200429441666,230857.34721545991,429.4905890888079,-0.04283394667047635,0.04283394667047635,-0.035597994348971165,0.035597994348971165,-0.2737499908127315,0.2737499908127315,93.77561107184673,251833.22288658167,273137.9857772036,1.0,-7.830656370064327e-09,7.830656370064327e-09,93.77561107184673,0.007203724190472996,0.007813149881207154,0.0,-0.3179999900276673,0.3179999900276673,219.08449009661766,683451.5721828812,741270.6856647301,1.0,-0.3179999900276673,0.3179999900276673,219.08449009661766,683451.5721828812,741270.6856647301,1.0,0.6359999800553346,219.08449009661766,129.99998092000058,337.79903332443047,0.6359999800553346,0.0,0.27374999864338784,93.77561107184673,337.79903332443047,429.4905890888079,0.27374999864338784,1.0947845853370767e-41,0.0,-5.913622237301492e-42,-1755679.3649198138,8.575003413952828e-06,1755679.3649283887,0,0,-0.677308109370519,119997561.69080627,129.99997968075672,0.15323626436431426,120551.65055171153,337.76595300141054,0.28895945521045047,231040.25403875762,429.49792267362636,-0.10024548564043212,0.10024548564043212,-0.1348669041553222,0.1348669041553222,-0.4238263509257834,0.4238263509257834,96.72744612447693,402167.2335532653,436190.0580838018,1.0,-8.439989279980417e-09,8.439989279980417e-09,96.72744612447693,0.00800867414811574,0.008686197557609264,0.0,-0.6773081007755987,0.6773081007755987,220.56499439368582,1465520.3875881094,1589501.5049762574,1.0,-8.594920378492609e-09,8.594920378492609e-09,220.56499439368582,0.018597195323598777,0.020170493843382622,0.0,0.6773081093705191,220.56499439368582,129.99997968075672,337.76595300141054,0.6773081093705191,1.968212743496508e-40,0.4238263593657727,96.72744612447693,337.76595300141054,429.49792267362636,0.4238263593657727,0.0,0.0,-3.3335144805825983e-09,-2025691.5919167474,1.0190186477293828e-05,2025691.5919269375,0,0,-0.2737499908127315,0.2737499908127315,273137.9857772036,-7.830656370064327e-09,7.830656370064327e-09,0.007813149881207154,-0.3179999900276673,0.3179999900276673,741270.6856647301,-0.3179999900276673,0.3179999900276673,741270.6856647301,0.6359999800553346,0.27374999864338784,-0.035597994348971165,-0.04283394667047635,-1755679.3649198138,-0.4238263509257834,0.4238263509257834,436190.0580838018,-8.439989279980417e-09,8.439989279980417e-09,0.008686197557609264,-0.6773081007755987,0.6773081007755987,1589501.5049762574,-8.594920378492609e-09,8.594920378492609e-09,0.020170493843382622,0.6773081093705191,0.4238263593657727,-0.1348669041553222,-0.10024548564043212,-2025691.5919167474,-3.3335144805825983e-09
1,1,-0.596674281808951,119995562.37265728,129.99996301977217,0.21855872776222068,121936.70914501329,337.84254038486733,0.3007871636860569,231940.1810047297,429.5340049291507,-0.04191148545488257,0.04191148545488257,-0.03541690490579089,0.03541690490579089,-8.431783562748341e-09,8.431783562748341e-09,94.83491716154913,0.007844345732793113,0.008507967172226804,0.0,-0.33620406016006427,0.33620406016006427,94.83491716154913,312780.90394957707,339241.7613335977,1.0,-8.5112351638224e-09,8.5112351638224e-09,217.77554090526033,0.018183216035842102,0.019721492446683406,0.0,-0.5966742732977158,0.5966742732977158,217.77554090526033,1274721.8242204161,1382561.6314755057,1.0,0.596674281808951,217.77554090526033,129.99996301977217,337.84254038486733,0.596674281808951,1.7453723437934004e-40,0.3362040685918478,94.83491716154913,337.84254038486733,429.5340049291507,0.3362040685918478,4.4866556679746266e-41,0.0,-5.913622237301492e-42,-1721803.4210385631,8.362039465224199e-06,1721803.421046925,0,0,-0.703767838218417,119995028.12658869,129.99995856772156,0.060626208561411175,120769.90490253261,337.77802146532844,0.4161014274217295,232538.21917747584,429.5579830595749,-0.09564164959747024,0.09564164959747024,-0.13139855263780612,0.13139855263780612,-0.2737499900297678,0.2737499900297678,100.11618229952039,268860.7463209219,291606.0155324533,1.0,-0.2737499900297678,0.2737499900297678,100.11618229952039,268860.7463209219,291606.0155324533,1.0,-8.598467749684912e-09,8.598467749684912e-09,221.5966307436933,0.018691890447139297,0.020273200051127222,0.0,-0.7037678296199492,0.7037678296199492,221.5966307436933,1529894.8085206028,1659321.918135144,1.0,0.703767838218417,221.5966307436933,129.99995856772156,337.77802146532844,0.703767838218417,0.0,0.5474999800595356,100.11618229952039,337.77802146532844,429.5579830595749,0.5474999800595356,5.961351576205102e-41,0.0,-3.333491084083329e-09,-2242533.9694732474,1.009997451005882e-05,2242533.969483347,0,0,-8.431783562748341e-09,8.431783562748341e-09,0.008507967172226804,-0.33620406016006427,0.33620406016006427,339241.7613335977,-8.5112351638224e-09,8.5112351638224e-09,0.019721492446683406,-0.5966742732977158,0.5966742732977158,1382561.6314755057,0.596674281808951,0.3362040685918478,-0.03541690490579089,-0.04191148545488257,-1721803.4210385631,-0.2737499900297678,0.2737499900297678,291606.0155324533,-0.2737499900297678,0.2737499900297678,291606.0155324533,-8.598467749684912e-09,8.598467749684912e-09,0.020273200051127222,-0.7037678296199492,0.7037678296199492,1659321.918135144,0.703767838218417,0.5474999800595356,-0.13139855263780612,-0.09564164959747024,-2242533.9694732474,-3.333491084083329e-09
2,2,-0.5940131341478786,119993423.92537434,129.99994519937812,0.55392884450128,123930.85298521789,337.95280738706947,-0.034328574004352394,231816.59813831403,429.5290499175408,-0.040084269794871466,0.040084269794871466,-0.03432859385607941,0.03432859385607941,-9.925863509235761e-09,9.925863509235761e-09,91.57624253047143,0.008917027916492683,0.009671396872551717,0.0,-9.925863509235761e-09,9.925863509235761e-09,91.57624253047143,0.008917027916492683,0.009671396872551717,0.0,-8.5162163128216e-09,8.5162163128216e-09,217.79742192646253,0.018195685683089616,0.019735017009858587,0.0,-0.5940131256316623,0.5940131256316623,217.79742192646253,1269164.1133334786,1376533.7454809966,1.0,0.5940131341478786,217.79742192646253,129.99994519937812,337.95280738706947,0.5940131341478786,0.0,1.9851727018471522e-08,91.57624253047143,337.95280738706947,429.5290499175408,1.0248946112017893e-07,8.263773410170742e-08,0.0,-5.913622237301492e-42,-1376533.7845588073,8.011983814515587e-06,1376533.7845668194,0,0,-0.7386273378868029,119992369.06817229,129.99993640890145,0.09639594770085246,121116.93031425569,337.797210377917,0.39480011015070177,233959.49957401838,429.614968797728,-0.09473141010940546,0.09473141010940546,-0.15269986992584333,0.15269986992584333,-0.27374999003827255,0.27374999003827255,100.15397912560299,268962.2492295656,291716.1054550603,1.0,-0.27374999003827255,0.27374999003827255,100.15397912560299,268962.2492295656,291716.1054550603,1.0,-0.36931366894340145,0.36931366894340145,223.01868657425305,807989.3624342406,876344.2108831243,1.0,-0.3693136689434015,0.3693136689434015,223.01868657425305,807989.3624342406,876344.2108831244,1.0,0.738627337886803,223.01868657425305,129.99993640890145,337.797210377917,0.738627337886803,0.0,0.5474999800765451,100.15397912560299,337.797210377917,429.614968797728,0.5474999800765451,0.0,0.0,-3.3334595052868844e-09,-2336120.6326763663,1.0118302434708113e-05,2336120.6326864846,0,0,-9.925863509235761e-09,9.925863509235761e-09,0.009671396872551717,-9.925863509235761e-09,9.925863509235761e-09,0.009671396872551717,-8.5162163128216e-09,8.5162163128216e-09,0.019735017009858587,-0.5940131256316623,0.5940131256316623,1376533.7454809966,0.5940131341478786,1.9851727018471522e-08,-0.03432859385607941,-0.040084269794871466,-1376533.7845588073,-0.27374999003827255,0.27374999003827255,291716.1054550603,-0.27374999003827255,0.27374999003827255,291716.1054550603,-0.36931366894340145,0.36931366894340145,876344.2108831243,-0.3693136689434015,0.3693136689434015,876344.2108831244,0.738627337886803,0.5474999800765451,-0.15269986992584333,-0.09473141010940546,-2336120.6326763663,-3.3334595052868844e-09
3,3,-0.6281783169767705,119991162.48343323,129.99992635402862,0.23281227011303168,124768.97715762482,337.99915180721666,0.32422042168740245,232983.7916563887,429.5758481315715,-0.035751267490701934,0.035751267490701934,-0.035394357685634474,0.035394357685634474,-0.35961477093897865,0.35961477093897865,95.17316310156005,335753.8741858776,364158.21495214495,1.0,-8.43405830786187e-09,8.43405830786187e-09,95.17316310156005,0.007874447828105454,0.008540615865624136,0.0,-8.5201916274478e-09,8.5201916274478e-09,219.0087885951496,0.01830542906835183,0.019854044542680943,0.0,-0.628178308456579,0.628178308456579,219.0087885951496,1349626.1552004588,1463802.7713670922,1.0,0.6281783169767705,219.0087885951496,129.99992635402862,337.99915180721666,0.6281783169767705,1.8408817584420065e-41,0.35961477937303693,95.17316310156005,337.99915180721666,429.5758481315715,0.35961477937303693,5.695591770475854e-42,0.0,-5.913622237301492e-42,-1827961.0147138976,8.021405098902587e-06,1827961.014721919,0,0,-0.6698475007595058,119989957.61716956,129.99991631347643,0.16187084729644852,121699.6653645229,337.82943295172316,0.27261056896636415,234940.89762229729,429.65431760767376,-0.08960992548363095,0.08960992548363095,-0.14575615901306224,0.14575615901306224,-0.41836671953995397,0.41836671953995397,96.69248895357127,396843.13938913326,430415.55248279095,1.0,-8.439472484719306e-09,8.439472484719306e-09,96.69248895357127,0.008005289616027809,0.008682526698511725,0.0,-8.593073766626392e-09,8.593073766626392e-09,220.34812595048456,0.01857491814318722,0.020146332042502407,0.0,-0.6698474921664321,0.6698474921664321,220.34812595048456,1447952.4641964661,1570447.3581306576,1.0,0.6698475007595058,220.34812595048456,129.99991631347643,337.82943295172316,0.6698475007595058,0.0,0.4183667279794264,96.69248895357127,337.82943295172316,429.65431760767376,0.4183667279794264,0.0,0.0,-3.3335215328905002e-09,-2000862.939442304,1.0120126718341384e-05,2000862.9394524242,0,0,-0.35961477093897865,0.35961477093897865,364158.21495214495,-8.43405830786187e-09,8.43405830786187e-09,0.008540615865624136,-8.5201916274478e-09,8.5201916274478e-09,0.019854044542680943,-0.628178308456579,0.628178308456579,1463802.7713670922,0.6281783169767705,0.35961477937303693,-0.035394357685634474,-0.035751267490701934,-1827961.0147138976,-0.41836671953995397,0.41836671953995397,430415.55248279095,-8.439472484719306e-09,8.439472484719306e-09,0.008682526698511725,-8.593073766626392e-09,8.593073766626392e-09,0.020146332042502407,-0.6698474921664321,0.6698474921664321,1570447.3581306576,0.6698475007595058,0.4183667279794264,-0.14575615901306224,-0.08960992548363095,-2000862.939442304,-3.3335215328905002e-09
4,4,-1.9953850066712576e-08,119991162.4833614,129.99992635402802,-0.039658420131979746,124626.20684514969,337.9912572641839,-0.03649738262031167,232852.40107895556,429.57058007253147,-0.03965842037616476,0.03965842037616476,-0.03649740232997673,0.03649740232997673,-9.85483252938662e-09,9.85483252938662e-09,91.57932280834764,0.008853514105314951,0.009602509875612744,0.0,-9.85483252938662e-09,9.85483252938662e-09,91.57932280834764,0.008853514105314951,0.009602509875612744,0.0,-9.976925033356288e-09,9.976925033356288e-09,207.991330910156,0.02035686751673143,0.022079032013808494,0.0,-9.976925033356288e-09,9.976925033356288e-09,207.991330910156,0.02035686751673143,0.022079032013808494,0.0,1.9953850066712576e-08,207.991330910156,129.99992635402802,337.9912572641839,1.2355351761368992e-07,1.0359966754697733e-07,1.970966505877324e-08,91.57932280834764,337.9912572641839,429.57058007253147,7.834990530616467e-08,5.8640240247391435e-08,0.0,-5.913622237301492e-42,-0.06336308377884246,8.000620903201498e-06,0.06337108439974568,0,0,-0.4721788426049826,119988257.77333617,129.99990214811112,0.09094631868978943,122027.07211180615,337.8475370422084,0.1376622237409064,235436.48162776456,429.6741878742567,-0.10419022037720459,0.10419022037720459,-0.13938007979708222,0.13938007979708222,-0.277042295107504,0.277042295107504,93.96113613142768,255366.15837468914,276969.80300942424,1.0,-8.430484627128913e-09,8.430484627128913e-09,93.96113613142768,0.007770872933431491,0.00842827866966539,0.0,-0.4721788340670477,0.4721788340670477,214.06801967146276,991578.9856866237,1075465.2773173794,1.0,-8.53793495551935e-09,8.53793495551935e-09,214.06801967146276,0.017929725502797204,0.019446556944465516,0.0,0.47217884260498266,214.06801967146276,129.99990214811112,337.8475370422084,0.47217884260498266,8.335348191945691e-41,0.27704230353798864,93.96113613142768,337.8475370422084,429.6741878742567,0.27704230353798864,0.0,0.0,-3.333683606042815e-09,-1352435.1082016358,1.0066645320906888e-05,1352435.1082117027,0,0,-9.85483252938662e-09,9.85483252938662e-09,0.009602509875612744,-9.85483252938662e-09,9.85483252938662e-09,0.009602509875612744,-9.976925033356288e-09,9.976925033356288e-09,0.022079032013808494,-9.976925033356288e-09,9.976925033356288e-09,0.022079032013808494,1.9953850066712576e-08,1.970966505877324e-08,-0.03649740232997673,-0.03965842037616476,-0.06336308377884246,-0.277042295107504,0.277042295107504,276969.80300942424,-8.430484627128913e-09,8.430484627128913e-09,0.00842827866966539,-0.4721788340670477,0.4721788340670477,1075465.2773173794,-8.53793495551935e-09,8.53793495551935e-09,0.019446556944465516,0.47217884260498266,0.27704230353798864,-0.13938007979708222,-0.10419022037720459,-1352435.1082016358,-3.333683606042815e-09
5,5,-1.205352209350701e-10,119991162.48336096,129.99992635402802,-0.0455912238267918,124462.07843937323,337.9821817166149,-0.038801657457719,232712.71511210778,429.56497941276734,-0.045591223835223134,0.045591223835223134,-0.038801657569822894,0.038801657569822894,-5.6051946616495825e-11,5.6051946616495825e-11,91.58279769615248,5.0358596007522e-05,5.4618867687117195e-05,0.0,-5.6051946616495916e-11,5.6051946616495916e-11,91.58279769615248,5.035859600752202e-05,5.461886768711721e-05,0.0,-6.026761046753508e-11,6.026761046753508e-11,207.98225536258687,0.00012296436272836114,0.0001333669877747949,0.0,-6.026761046753504e-11,6.026761046753504e-11,207.98225536258687,0.00012296436272836106,0.000133366987774795,0.0,1.205352209350701e-10,207.98225536258687,129.99992635402802,337.9821817166149,2.0904079614910154e-08,2.0783544393975087e-08,1.1210389323299155e-10,91.58279769615248,337.9821817166149,429.56497941276734,2.034087261880346e-08,2.0228768725570465e-08,0.0,-5.913622237301492e-42,-0.00037597171092382416,8.2063911802818e-06,0.00038417810210410576,0,0,-0.3212403135074203,119987101.30820756,129.99989251090173,-0.08401531511259508,121724.6169774008,337.8308126613994,0.09303505362327691,235771.40782080835,429.6876166222953,-0.13150563851104796,0.13150563851104796,-0.18071493648569056,0.18071493648569056,-0.27374999005322054,0.27374999005322054,93.9408591384203,252276.9937889361,273619.2991203211,1.0,-5.574693138044284e-11,5.574693138044284e-11,93.9408591384203,5.137413215204541e-05,5.5720316867728205e-05,0.0,-0.3212403050073673,0.3212403050073673,210.7100701092211,664024.8441339975,720200.4817071557,1.0,-8.500053057418322e-09,8.500053057418322e-09,210.7100701092211,0.017570168869226892,0.019056582287664745,0.0,0.3212403135074204,210.7100701092211,129.99989251090173,337.8308126613994,0.3212403135074204,4.2072510623470237e-41,0.2737499901089675,93.9408591384203,337.8308126613994,429.6876166222953,0.2737499901089675,0.0,0.0,-3.3337815016831377e-09,-993819.7999397761,9.972804265169032e-06,993819.7999497488,0,0,-5.6051946616495825e-11,5.6051946616495825e-11,5.4618867687117195e-05,-5.6051946616495916e-11,5.6051946616495916e-11,5.461886768711721e-05,-6.026761046753508e-11,6.026761046753508e-11,0.0001333669877747949,-6.026761046753504e-11,6.026761046753504e-11,0.000133366987774795,1.205352209350701e-10,1.1210389323299155e-10,-0.038801657569822894,-0.045591223835223134,-0.00037597171092382416,-0.27374999005322054,0.27374999005322054,273619.2991203211,-5.574693138044284e-11,5.574693138044284e-11,5.5720316867728205e-05,-0.3212403050073673,0.3212403050073673,720200.4817071557,-8.500053057418322e-09,8.500053057418322e-09,0.019056582287664745,0.3212403135074204,0.2737499901089675,-0.18071493648569056,-0.13150563851104796,-993819.7999397761,-3.3337815016831377e-09
6,6,-4.8031922708993214e-11,119991162.4833608,129.99992635402802,-0.07059574446652135,124207.93375929375,337.9681286822084,-0.043970588238522394,232554.4209944491,429.5586326657342,-0.07059574443626089,0.07059574443626089,-0.04397058831681476,0.04397058831681476,-3.914618326302162e-11,3.914618326302162e-11,91.59050398352582,3.517295699761797e-05,3.81485433813644e-05,0.0,-3.9146183263021736e-11,3.9146183263021736e-11,91.59050398352582,3.517295699761807e-05,3.8148543381364496e-05,0.0,-2.4015961354496626e-11,2.4015961354496626e-11,207.96820232818035,4.8996597401793104e-05,5.314164577200985e-05,0.0,-2.4015961354496594e-11,2.4015961354496594e-11,207.96820232818035,4.899659740179301e-05,5.314164577200977e-05,0.0,4.8031922708993214e-11,207.96820232818035,129.99992635402802,337.9681286822084,2.0885633173416322e-08,2.083760125070733e-08,7.829236652604334e-11,91.59050398352582,337.9681286822084,429.5586326657342,2.035024837068325e-08,2.0271956004157208e-08,0.0,-5.913622237301492e-42,-0.0001825803783067485,8.926596205285319e-06,0.00019150697451203393,0,0,-1.9991563029302563e-08,119987101.30813558,129.99989251090113,-0.17437460218340967,121096.86840954053,337.79610104666074,-0.2854179812171373,234743.90308842665,429.6464191810494,-0.17437460219791667,0.17437460219791667,-0.2854180011941933,0.2854180011941933,-9.988528016085987e-09,9.988528016085987e-09,91.85031813438869,0.009000179359282772,0.009761582819178712,0.0,-9.988528016085987e-09,9.988528016085987e-09,91.85031813438869,0.009000179359282772,0.009761582819178712,0.0,-9.995781514651282e-09,9.995781514651282e-09,207.79620853575966,0.02037620875594542,0.022100009496687004,0.0,-9.995781514651282e-09,9.995781514651282e-09,207.79620853575966,0.02037620875594542,0.022100009496687004,0.0,1.9991563029302563e-08,207.79620853575966,129.99989251090113,337.79610104666074,3.216747997801573e-08,1.2175916948713164e-08,1.9977056032171974e-08,91.85031813438869,337.79610104666074,429.6464191810494,3.1930254020123045e-08,1.1953197987951065e-08,0.07357298277434086,-22711.98000641431,22711.916283229675,22711.916289293873,6.064195683006779e-06,0,0,-3.914618326302162e-11,3.914618326302162e-11,3.81485433813644e-05,-3.9146183263021736e-11,3.9146183263021736e-11,3.8148543381364496e-05,-2.4015961354496626e-11,2.4015961354496626e-11,5.314164577200985e-05,-2.4015961354496594e-11,2.4015961354496594e-11,5.314164577200977e-05,4.8031922708993214e-11,7.829236652604334e-11,-0.04397058831681476,-0.07059574443626089,-0.0001825803783067485,-9.988528016085987e-09,9.988528016085987e-09,0.009761582819178712,-9.988528016085987e-09,9.988528016085987e-09,0.009761582819178712,-9.995781514651282e-09,9.995781514651282e-09,0.022100009496687004,-9.995781514651282e-09,9.995781514651282e-09,0.022100009496687004,1.9991563029302563e-08,1.9977056032171974e-08,-0.2854180011941933,-0.17437460219791667,22711.916283229675,-22711.98000641431
7,7,-1.5549758732859614e-11,119991162.48336074,129.999926354028,-0.08260265895288693,123910.56418706336,337.95168550964735,-0.04800922357182064,232381.58778959056,429.5517029791078,-0.08260265893665866,0.08260265893665866,-0.04800922360359867,0.04800922360359867,-1.5889012667749383e-11,1.5889012667749383e-11,91.60001746946044,1.4277805950498612e-05,1.5485689751083098e-05,0.0,-1.588901266774939e-11,1.588901266774939e-11,91.60001746946044,1.4277805950498612e-05,1.5485689751083098e-05,0.0,-7.774879366429804e-12,7.774879366429804e-12,207.95175915561936,1.5860806444820937e-05,1.720261002692075e-05,0.0,-7.774879366429807e-12,7.774879366429807e-12,207.95175915561936,1.5860806444820943e-05,1.7202610026920758e-05,0.0,1.5549758732859608e-11,207.95175915561936,129.999926354028,337.95168550964735,2.086962734700533e-08,2.0854077588272466e-08,3.1778025335498766e-11,91.60001746946044,337.95168550964735,429.5517029791078,2.0342650560170364e-08,2.0310872534834862e-08,0.07477177315670108,-2.41971835277335e-41,-6.537659955600772e-05,5.812570497256433e-06,7.118917005326418e-05,0,0,-0.31799999006072244,119985956.50817136,129.99988297090144,0.12452640237521631,121545.16345809131,337.82088970538695,-0.3107010352086777,233625.3793616754,429.6015723652024,-0.19347358759004882,0.19347358759004882,-0.310701035304135,0.310701035304135,-4.7728652993197077e-11,4.7728652993197077e-11,91.78068265981548,4.2973375530265165e-05,4.660886716948516e-05,0.0,-4.7728652993196973e-11,4.7728652993196973e-11,91.78068265981548,4.297337553026506e-05,4.660886716948494e-05,0.0,-4.19308837822177e-11,4.19308837822177e-11,210.642366158119,8.664604583566226e-05,9.3976188541933e-05,0.0,-0.3179999900187916,0.3179999900187916,210.642366158119,657115.6919943596,712706.8242888934,1.0,0.31799999006072244,210.642366158119,129.99988297090144,337.82088970538695,0.31799999006072244,0.0,9.545730598639395e-11,91.78068265981548,337.82088970538695,429.6015723652024,1.8708216990387457e-08,1.861275968440106e-08,0.27945187048193765,-86266.79327816522,-626440.0311979221,6.266611681146664e-06,626440.0312041886,0,0,-1.5889012667749383e-11,1.5889012667749383e-11,1.5485689751083098e-05,-1.588901266774939e-11,1.588901266774939e-11,1.5485689751083098e-05,-7.774879366429804e-12,7.774879366429804e-12,1.720261002692075e-05,-7.774879366429807e-12,7.774879366429807e-12,1.7202610026920758e-05,1.5549758732859608e-11,3.1778025335498766e-11,-0.04800922360359867,-0.08260265893665866,-6.537659955600772e-05,-4.7728652993197077e-11,4.7728652993197077e-11,4.660886716948516e-05,-4.7728652993196973e-11,4.7728652993196973e-11,4.660886716948494e-05,-4.19308837822177e-11,4.19308837822177e-11,9.3976188541933e-05,-0.3179999900187916,0.3179999900187916,712706.8242888934,0.31799999006072244,9.545730598639395e-11,-0.310701035304135,-0.19347358759004882,-626440.0311979221,-86266.79327816522
8,8,-1.7635264067925302e-11,119991162.48336068,129.999926354028,-0.10918021422265577,123517.5154158618,337.9299517165047,-0.050120963245615,232201.15232190632,429.5444684824244,-0.10918021420476628,0.10918021420476628,-0.05012096328113975,0.05012096328113975,-1.7762376946926736e-11,1.7762376946926736e-11,91.61451676591963,1.596373040610489e-05,1.7314241221371888e-05,0.0,-1.7762376946926723e-11,1.7762376946926723e-11,91.61451676591963,1.596373040610489e-05,1.7314241221371895e-05,0.0,-8.817632033962651e-12,8.817632033962651e-12,207.93002536247675,1.79861489386046e-05,1.9507753729506084e-05,0.0,-8.817632033962651e-12,8.817632033962651e-12,207.93002536247675,1.79861489386046e-05,1.9507753729506077e-05,0.0,1.7635264067925302e-11,207.93002536247675,129.999926354028,337.9299517165047,2.0870845433052773e-08,2.085321016898485e-08,3.552475389385346e-11,91.61451676591963,337.9299517165047,429.5444684824244,2.034280888313907e-08,2.0307284129245216e-08,0.2358591708815945,0.0,-7.364398990175594e-05,5.910905249543853e-06,7.955489515129981e-05,0,0,-1.9995002786800062e-08,119985956.50809938,129.99988297090084,-0.25652042654616064,120621.68992252513,337.7698258571695,-0.3299937548458047,232437.4018442305,429.55394082401915,-0.2565204265537426,0.2565204265537426,-0.32999377483322556,0.32999377483322556,-9.993710422676197e-09,9.993710422676197e-09,91.78411496684963,0.008998358529191067,0.009759607949231093,0.0,-9.993710422676197e-09,9.993710422676197e-09,91.78411496684963,0.008998358529191067,0.009759607949231093,0.0,-9.997501393400031e-09,9.997501393400031e-09,207.76994288626872,0.020377138679353833,0.022101018090405457,0.0,-9.997501393400031e-09,9.997501393400031e-09,207.76994288626872,0.020377138679353833,0.022101018090405457,0.0,1.9995002786800062e-08,207.76994288626872,129.99988297090084,337.7698258571695,6.356657773336882e-08,4.357157494656876e-08,1.9987420845352395e-08,91.78411496684963,337.7698258571695,429.55394082401915,3.0799913928844524e-08,1.0812493083492126e-08,0.4971078908988494,-153457.2074509541,153457.14372970202,153457.14373330591,3.603906941297119e-06,0,0,-1.7762376946926736e-11,1.7762376946926736e-11,1.7314241221371888e-05,-1.7762376946926723e-11,1.7762376946926723e-11,1.7314241221371895e-05,-8.817632033962651e-12,8.817632033962651e-12,1.9507753729506084e-05,-8.817632033962651e-12,8.817632033962651e-12,1.9507753729506077e-05,1.7635264067925302e-11,3.552475389385346e-11,-0.05012096328113975,-0.10918021420476628,-7.364398990175594e-05,-9.993710422676197e-09,9.993710422676197e-09,0.009759607949231093,-9.993710422676197e-09,9.993710422676197e-09,0.009759607949231093,-9.997501393400031e-09,9.997501393400031e-09,0.022101018090405457,-9.997501393400031e-09,9.997501393400031e-09,0.022101018090405457,1.9995002786800062e-08,1.9987420845352395e-08,-0.32999377483322556,-0.2565204265537426,153457.14372970202,-153457.2074509541
