,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver,CO2_W,CO2_S,CO2
0,105.69267389679095,27.313556957344755,66.50311542706785,538.1355655290154,2859.284205178805,1698.7098853539103,971.0607116492754,269.7474999404511,620.4041057948632,5695.481873319637,21438.70400540703,13567.092939363334,0,0,0.0,414.460556802802,1684.5488605832923,1049.5047086930472
