,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,-4.373211862085391e-13,199999.99999999843,29.833333333333332,-0.004166666666229446,9985.000000001573,136.47750000000235,-0.0041666666666666675,0.004166666666666667,-4.373211862085391e-13,4.3722057224693245e-13,106.6441666666688,2716.4826424815924,0.0,0.0,3.931839678479609e-12,0.0,0.0,106.6441666666688,2716.482642481595,0.0,0.0,0.0,4.3722057224693245e-13,106.64608982352867,29.833333333333332,136.47942102239273,106.64416666666902,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00035574488754264166,0.00035574488754264166,0.0,0.0,0.0,0.0,0.00035574488754264166,-0.004166666666666667,0.0,0.0
1,1,0.0,199999.99999999834,29.833333333333332,-0.0067506020208333295,9960.697832726573,136.44104674908988,-0.006750602020833333,0.006750602020833334,0.0,0.0,106.60771341575655,2716.0183269447493,0.0,0.0,0.0,0.0,0.0,106.60771341575655,2716.0183269447493,0.0,0.0,0.0,0.0,106.60963657261617,29.833333333333332,136.44296777148023,106.60771341575655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006750602020833334,0.0,0.0
2,2,0.0,199999.99999999834,29.833333333333332,-0.005248506070833325,9941.803210871572,136.41270481630738,-0.005248506070833331,0.005248506070833333,0.0,1.3877787807814457e-17,106.57937148297405,2715.6572727432344,0.0,0.0,0.0,0.0,0.0,106.57937148297405,2715.6572727432344,0.0,0.0,0.0,1.3877787807814457e-17,106.58701515220703,29.833333333333332,136.42034000200098,106.57937148297405,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001058178389481571,0.001058178389481571,0.0,0.0,0.0,0.0,0.001058178389481571,-0.005248506070833333,0.0,0.0
3,3,0.0,199999.99999999825,29.833333333333332,-0.006223844037499832,9919.397372336573,136.37909605850487,-0.006223844037499982,0.006223844037500001,0.0,2.7755575615628914e-17,106.54576272517154,2715.229061060791,0.0,0.0,0.0,0.0,0.0,106.54576272517154,2715.229061060791,0.0,0.0,0.0,2.7755575615628914e-17,106.56098629595148,29.833333333333332,136.39430273297984,106.54576272517154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014021275521086383,0.0014021275521086383,0.0,0.0,0.0,0.0,0.0014021275521086383,-0.006223844037500001,0.0,0.0
4,4,0.0,199999.99999999825,29.833333333333332,-0.007025048279166668,9894.107198531574,136.34116079779736,-0.00702504827916666,0.007025048279166668,0.0,0.0,106.50782746446403,2714.7456439366806,0.0,0.0,0.0,0.0,0.0,106.50782746446403,2714.7456439366806,0.0,0.0,0.0,0.0,106.52305103524394,29.833333333333332,136.35636747227238,106.50782746446403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007025048279166668,0.0,0.0
5,5,0.0,199999.99999999825,29.833333333333332,-0.00751290858749968,9867.060727616576,136.30059109142485,-0.007512908587499979,0.0075129085875000005,0.0,2.7755575615628914e-17,106.46725775809152,2714.2285602338256,0.0,0.0,0.0,0.0,0.0,106.46725775809152,2714.228560233826,0.0,0.0,0.0,2.7755575615628914e-17,106.4905522138842,29.833333333333332,136.32385969321564,106.46725775809152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014929495029185429,0.0014929495029185429,0.0,0.0,0.0,0.0,0.0014929495029185429,-0.0075129085875000005,0.0,0.0
6,6,0.0,199999.99999999825,29.833333333333332,-0.0064997325958333334,9843.661690271576,136.26549253540736,-0.006499732595833332,0.0064997325958333334,0.0,0.0,106.43215920207403,2713.781129925683,0.0,0.0,0.0,0.0,0.0,106.43215920207403,2713.781129925683,0.0,0.0,0.0,0.0,106.45545365786674,29.833333333333332,136.28876113719815,106.43215920207403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0064997325958333334,0.0,0.0
7,7,0.0,199999.99999999825,29.833333333333332,-0.005564631366666628,9823.629017351575,136.23544352602735,-0.005564631366666663,0.005564631366666666,0.0,4.163336342344337e-17,106.40211019269402,2713.3980117412584,0.0,0.0,0.0,0.0,0.0,106.40211019269402,2713.3980117412584,0.0,0.0,0.0,4.163336342344337e-17,106.43345564484942,29.833333333333332,136.26675418855788,106.40211019269402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001489270507365992,0.001489270507365992,0.0,0.0,0.0,0.0,0.001489270507365992,-0.005564631366666666,0.0,0.0
8,8,-0.037616767381379645,199864.57963742546,29.83310763272904,0.03527743894165535,9950.627797541534,136.4259416963123,-0.0023393284408333324,0.0023393284408333333,0.0,0.0,106.59286236391148,2715.8291376968527,0.0,0.0,0.0,-0.03761676738248867,0.03761676738248867,106.59286236391148,2715.829143104733,39334.88245252296,49168.60306565368,1.0,0.037616767382488675,106.42082327126904,29.83310763272904,136.25412181497737,106.59283406358328,1.0,-49168.60306565369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03761676738137964,0.0,0.0,0.0,-0.0023393284408333333,0.0,0.0
9,9,-0.04406890094416179,199705.93159402645,29.832843219323376,0.023775330806661783,10036.218988445517,136.55432848266827,-0.0202935701375,0.0202935701375,0.0,0.0,106.72152410442041,2717.467703594127,0.0,0.0,0.0,-0.04406890094416179,0.0440689009441618,106.72152410442041,2717.4677110117527,46137.48166557314,57671.85208196641,1.0,0.04406890094416179,106.31123799252634,29.83284321932338,136.1445365362349,106.72148526334489,1.0,-57671.85208196642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.044068900944161785,0.0,0.0,0.0,-0.0202935701375,0.0,0.0
10,10,0.0,199705.93159402645,29.832843219323376,-0.017729995412499977,9972.391004960517,136.45858650744077,-0.01772999541249999,0.017729995412499998,0.0,0.0,106.6257432881174,2716.24798853254,0.0,0.0,0.0,0.0,0.0,106.6257432881174,2716.2479885325397,0.0,0.0,0.0,2.7755575615628914e-17,106.21549601729909,29.83284321932338,136.0487945610074,106.62574328811739,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4694469519536134e-18,-0.017729995412499998,0.0,0.0
