,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,-4.269241210552721e-13,199999.99999999846,29.833333333333332,-0.015415793007906409,9944.503145171537,138.38100269586133,-0.01541579300833333,0.015415793008333333,-4.269241210552721e-13,4.269241210552721e-13,108.547669362528,2740.618805617921,0.0,0.0,3.839245692943095e-12,0.0,0.0,108.547669362528,2740.6188056179217,0.0,0.0,0.0,4.269241210552721e-13,108.5482682653977,29.833333333333332,138.3816004364578,108.547669362528,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00019371223076802832,0.00019371223076802832,0.0,0.0,0.0,0.0,0.00019371223076802832,-0.015415793008333333,0.0,0.0
1,1,0.0,199999.99999999843,29.833333333333332,-0.023596295136111056,9859.556482681537,138.30819127086988,-0.023596295136111108,0.023596295136111108,0.0,5.551115123125783e-17,108.47485793753656,2739.6994775652115,0.0,0.0,0.0,0.0,0.0,108.47485793753656,2739.6994775652115,0.0,0.0,0.0,5.551115123125783e-17,108.47665212233971,29.833333333333332,138.30998197375075,108.47485793753656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003866081477011392,0.0003866081477011392,0.0,0.0,0.0,0.0,0.0003866081477011392,-0.023596295136111108,0.0,0.0
2,2,-1.5631940186722204e-13,199999.99999999785,29.83333333333333,-0.02545205997484368,9767.9290667721,138.22965348580465,-0.025452059974999997,0.025452059975,-1.5631940186722204e-13,1.5631940186722204e-13,108.39632015247132,2738.707501665669,0.0,0.0,0.0,0.0,0.0,108.39632015247132,2738.707501665669,0.0,0.0,0.0,1.5631940186722204e-13,108.39811433727394,29.83333333333333,138.231444188685,108.39632015247132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025452059975,0.0,0.0
3,3,0.0,199999.99999999785,29.83333333333333,-0.03998403419444441,9623.986543672077,138.10627418029037,-0.03998403419444444,0.03998403419444444,0.0,4.163336342344337e-17,108.27294084695704,2737.1484264346996,0.0,0.0,0.0,0.0,0.0,108.27294084695704,2737.1484264346996,0.0,0.0,0.0,4.163336342344337e-17,108.27712350085856,29.83333333333333,138.1104487170371,108.27294084695704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007725387529908268,0.0007725387529908268,0.0,0.0,0.0,0.0,0.0007725387529908268,-0.03998403419444444,0.0,0.0
4,4,0.0,199999.99999999785,29.83333333333333,-0.06007530769444425,9407.715435972068,137.92089894511892,-0.06007530769444442,0.06007530769444444,0.0,2.0816681711721685e-16,108.08756561178559,2734.804272408728,0.0,0.0,0.0,0.0,0.0,108.08756561178559,2734.8042724087277,0.0,0.0,0.0,2.0816681711721685e-16,108.09473425485164,29.83333333333333,137.9280536762079,108.08756561178559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009658037220080039,0.0009658037220080039,0.0,0.0,0.0,0.0,0.0009658037220080039,-0.06007530769444444,0.0,0.0
5,5,0.0,199999.99999999785,29.83333333333333,-0.062454662944444225,9182.87864937206,137.72818169946177,-0.062454662944444427,0.06245466294444445,0.0,2.220446049250313e-16,107.89484836612844,2732.3651431721833,0.0,0.0,0.0,0.0,0.0,107.89484836612844,2732.3651431721833,0.0,0.0,0.0,2.220446049250313e-16,107.90560193703301,29.83333333333333,137.73891440122406,107.89484836612844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011595275330219957,0.0011595275330219957,0.0,0.0,0.0,0.0,0.0011595275330219957,-0.06245466294444445,0.0,0.0
6,6,0.0,199999.9999999979,29.83333333333333,-0.06305825783333331,8955.868921172061,137.53360193243319,-0.06305825783333333,0.06305825783333334,0.0,2.7755575615628914e-17,107.70026859909986,2729.9002298774567,0.0,0.0,0.0,0.0,0.0,107.70026859909986,2729.9002298774562,0.0,0.0,0.0,2.7755575615628914e-17,107.71520728842786,29.83333333333333,137.54851163068133,107.70026859909986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013536562685717915,0.0013536562685717915,0.0,0.0,0.0,0.0,0.0013536562685717915,-0.06305825783333334,0.0,0.0
7,7,-0.03563036302910302,199871.73069309312,29.833119551155157,-0.019323546443122737,8886.304153976816,137.47397498912298,-0.054953909472222194,0.05495390947222222,0.0,0.0,107.6408808283743,2729.147224399916,0.0,0.0,0.0,-0.035630363029100366,0.035630363029099485,107.6408808283743,2729.1472292300286,37624.137331804784,47030.17166475598,1.0,0.035630363029099485,107.54563522491351,29.83311955115515,137.37893956716707,107.64085543796787,1.0,-47030.17166475599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035630363029103024,0.0,0.0,0.0,-0.05495390947222222,0.0,0.0
8,8,-0.07939697972142072,199585.90156609603,29.832643169276828,0.02553773163808737,8978.239987873932,137.55277713246338,-0.053859248083333276,0.05385924808333333,0.0,0.0,107.72026004079139,2730.153316822766,0.0,0.0,0.0,-0.07939697972142071,0.0793969797214207,107.72026004079139,2730.153340788787,83901.63121412016,104877.03901765021,1.0,0.07939697972142071,107.56649036395856,29.832643169276835,137.39935915961718,107.72013396318654,1.0,-104877.03901765021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07939697972142071,0.060476708599578086,79621.04669920608,0.060476708599578086,-0.05385924808333333,0.0,-79621.04669920608
9,9,0.0,199585.90156609603,29.832643169276828,-0.028020817361111113,8877.365045373932,137.4663128960348,-0.02802081736111111,0.028020817361111113,0.0,0.0,107.63366972675797,2729.0559491410622,0.0,0.0,0.0,0.0,0.0,107.63366972675797,2729.0559491410627,0.0,0.0,0.0,0.0,107.73727031081746,29.832643169276835,137.5698454846421,107.63366972675797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08327101528584262,109999.99999999999,0.08327101528584262,-0.028020817361111113,0.0,-109999.99999999999
