,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,0.0,200000.0,29.833333333333332,-0.004166666666666667,9985.0,138.4157142857143,-0.004166666666666667,0.004166666666666667,0.0,0.0,108.58238095238097,2741.0569708608255,3.617553336139345e-16,6.681014910254029e-16,0.0,0.0,0.0,108.58238095238097,2741.0569708608255,0.0,0.0,0.0,0.0,108.58238095238097,29.833333333333332,138.4157142857143,108.58238095238097,1.0,0.0,-8.751968934436675e-16,1.5170226664808955e-08,1.5170227540004934e-08,0.0,0.0,0.0,0.0,8.077344852566131e-16,0.0,0.0,0.0,0.0,-0.004166666666666667,-8.751978083670276e-16,0.0
1,1,0.0,200000.0,29.833333333333332,-0.006750602020833334,9960.697832725,138.39488385662145,-0.006750602020833334,0.006750602020833334,0.0,0.0,108.56155052328812,2740.794036252918,3.596111380097146e-16,6.670677910030692e-16,0.0,0.0,0.0,108.56155052328812,2740.794036252918,0.0,0.0,0.0,0.0,108.56155052328812,29.833333333333332,138.39488385662145,108.56155052328812,1.0,0.0,-8.784885734710741e-16,1.54346658529927e-08,1.5434666731480377e-08,0.0,0.0,0.0,0.0,8.093376024101944e-16,0.0,0.0,0.0,0.0,-0.006750602020833334,-8.784894711232611e-16,0.0
2,2,0.0,200000.0,29.833333333333332,-0.005248506070833333,9941.803210869999,138.37868846646,-0.005248506070833333,0.005248506070833333,0.0,0.0,108.54535513312668,2740.589590552963,3.5966435378828003e-16,6.670982827032018e-16,0.0,0.0,0.0,108.54535513312668,2740.589590552963,0.0,0.0,0.0,0.0,108.54535513312668,29.833333333333332,138.37868846646,108.54535513312668,1.0,0.0,-8.784174933206534e-16,1.5219726093253006e-08,1.5219726971669592e-08,0.0,0.0,0.0,0.0,8.093065568800532e-16,0.0,0.0,0.0,0.0,-0.005248506070833333,-8.784184021268467e-16,0.0
3,3,0.0,200000.0,29.833333333333332,-0.006223844037500001,9919.397372335,138.35948346200144,-0.006223844037500001,0.006223844037500001,0.0,0.0,108.5261501286681,2740.3471326258277,3.5870594337484394e-16,6.665150643928599e-16,0.0,0.0,0.0,108.5261501286681,2740.3471326258277,0.0,0.0,0.0,0.0,108.5261501286681,29.833333333333332,138.35948346200144,108.5261501286681,1.0,0.0,-8.796226160766452e-16,1.537041157095262e-08,1.5370412450574336e-08,0.0,0.0,0.0,0.0,8.098040954169614e-16,0.0,0.0,0.0,0.0,-0.006223844037500001,-8.796235155818117e-16,0.0
4,4,0.0,200000.0,29.833333333333332,-0.007025048279166668,9894.107198529999,138.33780617016856,-0.007025048279166668,0.007025048279166668,0.0,0.0,108.50447283683523,2740.0734369723596,3.6177029594683815e-16,6.681071882721596e-16,0.0,0.0,0.0,108.50447283683523,2740.0734369723596,0.0,0.0,0.0,0.0,108.50447283683523,29.833333333333332,138.33780617016856,108.50447283683523,1.0,0.0,-8.751705789152072e-16,1.4868547987299097e-08,1.4868548862468747e-08,0.0,0.0,0.0,0.0,8.077205589366167e-16,0.0,0.0,0.0,0.0,-0.007025048279166668,-8.751715079240257e-16,0.0
5,5,0.0,200000.0,29.833333333333332,-0.0075129085875000005,9867.060727614999,138.31462348081286,-0.0075129085875000005,0.0075129085875000005,0.0,0.0,108.48129014747953,2739.7807040416797,3.6900890503404734e-16,6.680076535338796e-16,0.0,0.0,0.0,108.48129014747953,2739.7807040416797,0.0,0.0,0.0,0.0,108.48129014747953,29.833333333333332,138.31462348081286,108.48129014747953,1.0,0.0,-8.578649832789956e-16,1.362780564491929e-08,1.3627806502783292e-08,0.0,0.0,0.0,0.0,7.968867646420609e-16,0.0,0.0,0.0,0.0,-0.0075129085875000005,-8.578659639716152e-16,0.0
6,6,0.0,200000.0,29.833333333333332,-0.0064997325958333334,9843.661690269999,138.29456716308857,-0.0064997325958333334,0.0064997325958333334,0.0,0.0,108.46123382975524,2739.527423258064,3.73782373990035e-16,6.615904071563196e-16,0.0,0.0,0.0,108.46123382975524,2739.527423258064,0.0,0.0,0.0,0.0,108.46123382975524,29.833333333333332,138.29456716308857,108.46123382975524,1.0,0.0,-8.309504039197258e-16,1.2505345633190747e-08,1.2505346464140157e-08,0.0,0.0,0.0,0.0,7.773330969518624e-16,0.0,0.0,0.0,0.0,-0.0064997325958333334,-8.309513982313834e-16,0.0
7,7,0.0,200000.0,29.833333333333332,-0.005564631366666666,9823.629017349998,138.27739630058574,-0.005564631366666666,0.005564631366666666,0.0,0.0,108.4440629672524,2739.3105627773148,3.7117155619668073e-16,6.239423602174049e-16,0.0,0.0,0.0,108.4440629672524,2739.3105627773148,3.843312524679397e-13,4.804140655849246e-13,0.0,0.0,108.4440629672524,29.833333333333332,138.27739630058574,108.4440629672524,1.0,-4.804140655849246e-13,-7.539499580145611e-16,8.84484193667175e-09,8.844842690620743e-09,0.0,0.0,0.0,0.0,7.133328827006861e-16,0.0,0.0,4.804140655849246e-13,0.0,-0.005564631366666666,-7.53950922591279e-16,-4.804140655849246e-13
8,8,-0.03488491177258386,199874.4143176187,29.833124023862695,0.032545583331750526,9940.7931173443,138.37782267200942,-0.0023393284408333333,0.0023393284408333333,0.0,0.0,108.54472298728811,2740.581610226098,3.727923536987798e-16,6.309988855558655e-16,0.0,-0.03488491177258386,0.03488491177258386,108.54472298728811,2740.5816148350323,37146.2819618007,46432.852452250874,1.0,0.03488491177258386,108.54472298728811,29.833124023862695,138.37782267200942,108.54469864814672,1.0,-46432.852452250874,-7.658430597342379e-16,9.210743516855578e-09,9.210744282697694e-09,0.0,0.0,0.0,0.0,7.237042529178258e-16,-0.03488491177258386,0.03488491177258386,46432.852452250874,0.03488491177258386,-0.0023393284408333333,-7.658440021065043e-16,-46432.852452250874
9,9,-0.04680597008715571,199705.91282530493,29.832843188042176,0.026512399949655704,10036.23775716306,138.45963236328262,-0.0202935701375,0.0202935701375,0.0,0.0,108.62683299121716,2741.6179877677837,3.668931059424809e-16,6.092661292572052e-16,0.0,-0.04680597008715571,0.04680597008715571,108.62683299121716,2741.617996061775,49877.80994032031,62347.26242540039,1.0,0.04680597008715571,108.62683299121716,29.832843188042176,138.45963236328262,108.62678917524043,1.0,-62347.26242540039,-7.309662098532175e-16,7.201887876535854e-09,7.201888607500811e-09,0.0,0.0,0.0,0.0,6.929011446870249e-16,-0.04680597008715571,0.04680597008715571,62347.26242540039,0.04680597008715571,-0.0202935701375,-7.309674626772124e-16,-62347.26242540039
