,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,-4.1983354179933223e-13,199999.9999999985,29.833333333333332,-0.012499999999580166,9955.000000001512,136.94000000000202,-0.012500000000000032,0.0125,-4.1983354179933223e-13,4.1983354179933223e-13,107.10666666666867,2722.3667617489436,0.0,0.0,3.77548149100119e-12,0.0,0.0,107.10666666666869,2722.3667617489436,0.0,0.0,0.0,4.1983354179933223e-13,107.10816857738921,29.833333333333332,136.94150003567762,107.10666666666867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00031250743284516624,0.00031250743284516624,0.0,0.0,0.0,0.0,0.00031250743284516624,-0.0125,0.0,0.0
1,1,0.0,199999.9999999985,29.833333333333332,-0.016276129854166654,9896.405932526512,136.86187457670204,-0.016276129854166658,0.016276129854166668,0.0,1.3877787807814457e-17,107.02854124336865,2721.373710332924,0.0,0.0,0.0,0.0,0.0,107.02854124336865,2721.373710332924,0.0,0.0,0.0,1.3877787807814457e-17,107.03303512543704,29.833333333333332,136.86636284843055,107.0285412433687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006225491776638779,0.0006225491776638779,0.0,0.0,0.0,0.0,0.0006225491776638779,-0.016276129854166668,0.0,0.0
2,2,0.0,199999.99999999852,29.833333333333332,-0.022201945374999976,9816.478929176876,136.7553052389025,-0.022201945375,0.022201945375,0.0,2.7755575615628914e-17,106.92197190556918,2720.0185240457804,0.0,0.0,0.0,0.0,0.0,106.92197190556918,2720.018524045781,0.0,0.0,0.0,2.7755575615628914e-17,106.93093937453054,29.833333333333332,136.7642615125217,106.92197190556918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009308337273306411,0.0009308337273306411,0.0,0.0,0.0,0.0,0.0009308337273306411,-0.022201945375,0.0,0.0
3,3,0.0,199999.99999999814,29.83333333333333,-0.038765341483333327,9676.923699836876,136.56923159978248,-0.03876534148333339,0.03876534148333333,0.0,0.0,106.73589826644915,2717.6507032571203,0.0,0.0,0.0,0.0,0.0,106.73589826644915,2717.6507032571203,0.0,0.0,0.0,0.0,106.74486573541064,29.83333333333333,136.5781878734019,106.73589826644915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03876534148333333,0.0,0.0
4,4,0.0,199999.9999999982,29.83333333333333,-0.03494217785,9551.131859576877,136.4015091461025,-0.03494217785000004,0.03494217785,0.0,0.0,106.56817581276918,2715.5146353769537,0.0,0.0,0.0,0.0,0.0,106.56817581276918,2715.5146353769537,0.0,0.0,0.0,0.0,106.5771432817307,29.83333333333333,136.4104654197218,106.56817581276918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03494217785,0.0,0.0
5,5,0.0,199999.99999999817,29.83333333333333,-0.07533961891666663,9279.909231476875,136.0398789753025,-0.07533961891666686,0.07533961891666666,0.0,2.7755575615628914e-17,106.20654564196919,2710.903284360127,0.0,0.0,0.0,0.0,0.0,106.20654564196919,2710.903284360127,0.0,0.0,0.0,2.7755575615628914e-17,106.22450047040834,29.83333333333333,136.05781138822525,106.20654564196919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018700290215704993,0.0018700290215704993,0.0,0.0,0.0,0.0,0.0018700290215704993,-0.07533961891666666,0.0,0.0
6,6,0.0,199999.99999999817,29.83333333333333,-0.10303168916666666,8908.995150476876,135.54532686730252,-0.10303168916666693,0.10303168916666666,0.0,0.0,105.71199353396919,2704.5842420786703,0.0,0.0,0.0,0.0,0.0,105.71199353396919,2704.5842420786703,0.0,0.0,0.0,0.0,105.72994836240831,29.83333333333333,135.56325928022525,105.71199353396919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10303168916666666,0.0,0.0
7,7,-0.045532432737893196,199836.08324214176,29.833060138736904,-0.0247648970954506,8819.841520933254,135.42645536124434,-0.07029732983333341,0.07029732983333334,0.0,0.0,105.59343668655336,2703.067104518068,0.0,0.0,0.0,-0.04553243273788328,0.045532432737883294,105.59343668655336,2703.06711247808,47165.75256304359,58957.19070380449,1.0,0.04553243273788328,105.61120873093638,29.833060138736904,135.44436554305966,105.59339522250743,1.0,-58957.1907038045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04553243273789863,0.04552780125714798,58957.190703804496,0.04552780125715148,-0.07029732983333334,0.0,-58957.190703804496
8,8,-0.08089206060530471,199544.87182396257,29.832574786373275,0.028192298396983985,8921.333795162396,135.56177839354984,-0.05269976220833334,0.052699762208333334,0.0,0.0,105.7293344776553,2704.8059571453373,0.0,0.0,0.0,-0.08089206060531687,0.08089206060531687,105.72933447765529,2704.8059822291684,83901.63121412015,104877.03901765018,1.0,0.08089206060531687,105.74688452568265,29.832574786373268,135.57970648407303,105.72920360717656,1.0,-104877.0390176502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08089206060530472,0.08089579158612609,104877.03901765033,0.08089579158612613,-0.052699762208333334,0.0,-104877.03901765033
9,9,-0.08470060033805346,199239.94966274564,29.832066582771244,0.03703267517137332,9054.651425779342,135.73953523437245,-0.04766792516666677,0.047667925166666666,0.0,0.0,105.90761213540043,2707.085378905995,0.0,0.0,0.0,-0.08470060033804033,0.08470060033804035,105.90761213540043,2707.085406412687,87999.99999999999,109999.99999999999,1.0,0.08470060033804036,105.92519150318178,29.832066582771244,135.75752463386746,105.90746865160123,1.0,-109999.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08470060033805345,0.08471337304053442,110000.00000000023,0.08471337304053411,-0.047667925166666666,0.0,-110000.00000000023
