,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,-4.973799150320701e-13,199999.99999999822,29.83333333333333,-0.002777777777280398,9990.00000000179,138.42000000000155,-0.002777777777777778,0.002777777777777778,-4.973799150320701e-13,4.973799150320701e-13,108.58666666666822,2741.111064678832,0.0,0.0,4.472840962518617e-12,0.0,0.0,108.58666666666822,2741.1110646788325,0.0,0.0,0.0,4.973799150320701e-13,108.58726492640709,29.83333333333333,138.42059709871518,108.58666666666822,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00019350421325725617,0.00019350421325725617,0.0,0.0,0.0,0.0,0.00019350421325725617,-0.002777777777777778,0.0,0.0
1,1,0.0,199999.99999999822,29.83333333333333,-0.00450040134722221,9973.79855515179,138.40611304727298,-0.004500401347222223,0.0045004013472222226,0.0,1.3877787807814457e-17,108.5727797139396,2740.935781202217,0.0,0.0,0.0,0.0,0.0,108.5727797139396,2740.935781202217,0.0,0.0,0.0,1.3877787807814457e-17,108.57457036196733,29.83333333333333,138.40790022024214,108.57277971393965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00038567221244277696,0.00038567221244277696,0.0,0.0,0.0,0.0,0.00038567221244277696,-0.0045004013472222226,0.0,0.0
2,2,0.0,199999.99999999822,29.83333333333333,-0.0034990040472222222,9961.20214058179,138.39531612049868,-0.0034990040472222222,0.0034990040472222222,0.0,0.0,108.56198278716535,2740.799492812226,0.0,0.0,0.0,0.0,0.0,108.56198278716535,2740.799492812226,0.0,0.0,0.0,0.0,108.56377343519308,29.83333333333333,138.39710329346786,108.56198278716535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034990040472222222,0.0,0.0
3,3,0.0,199999.99999999822,29.83333333333333,-0.004149229358333333,9946.26491489179,138.38251278419295,-0.004149229358333333,0.004149229358333333,0.0,0.0,108.54917945085963,2740.637868957149,0.0,0.0,0.0,0.0,0.0,108.54917945085963,2740.637868957149,0.0,0.0,0.0,0.0,108.55097009888745,29.83333333333333,138.38429995716226,108.54917945085963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004149229358333333,0.0,0.0
4,4,0.0,199999.99999999822,29.83333333333333,-0.004683365519444441,9929.40479902179,138.3680612563044,-0.004683365519444445,0.004683365519444445,0.0,0.0,108.53472792297107,2740.4554275830255,0.0,0.0,0.0,0.0,0.0,108.53472792297107,2740.4554275830255,0.0,0.0,0.0,0.0,108.53651857099891,29.83333333333333,138.36984842927362,108.53472792297107,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004683365519444445,0.0,0.0
5,5,0.0,199999.99999999822,29.83333333333333,-0.005008605725,9911.37381841179,138.35260613006724,-0.005008605725,0.005008605725,0.0,0.0,108.51927279673392,2740.260302975066,0.0,0.0,0.0,0.0,0.0,108.51927279673392,2740.260302975066,0.0,0.0,0.0,0.0,108.52106344476171,29.83333333333333,138.3543933030365,108.51927279673392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005008605725,0.0,0.0
6,6,0.0,199999.99999999822,29.83333333333333,-0.0043331550638888855,9895.77446018179,138.3392352515844,-0.004333155063888889,0.004333155063888889,0.0,0.0,108.50590191825107,2740.0914812751957,0.0,0.0,0.0,0.0,0.0,108.50590191825107,2740.0914812751957,0.0,0.0,0.0,0.0,108.50769256627889,29.83333333333333,138.34102242455364,108.50590191825107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004333155063888889,0.0,0.0
7,7,-1.1866063687193673e-12,199999.99999999395,29.83333333333332,-0.003709754243257838,9882.419344906062,138.3277880099195,-0.003709754244444443,0.0037097542444444443,-1.1866063687193673e-12,1.1866063687193673e-12,108.49445467658104,2739.9469392910482,0.0,0.0,0.0,0.0,0.0,108.49445467658101,2739.946939291048,0.0,0.0,0.0,1.1866063687193673e-12,108.49830792840604,29.83333333333332,138.33163378384555,108.49445467658617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006671392001748197,0.0006671392001748197,0.0,0.0,0.0,0.0,0.0006671392001748197,-0.0037097542444444443,0.0,0.0
8,8,0.0,199999.99999999395,29.83333333333332,-0.0015595522938888495,9876.804956648062,138.32297567712692,-0.0015595522938888883,0.0015595522938888888,0.0,0.0,108.4896423437936,2739.886172670545,0.0,0.0,0.0,0.0,0.0,108.4896423437936,2739.8861726705445,0.0,0.0,0.0,4.163336342344337e-17,108.49349559561344,29.83333333333332,138.326821451053,108.4896423437936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1684043449710086e-19,-0.0015595522938888888,0.0,0.0
9,9,0.0,199999.99999999395,29.83333333333332,-0.01352904675833333,9828.100388318064,138.28122890427264,-0.013529046758333331,0.013529046758333333,0.0,0.0,108.44789557093932,2739.3589683732816,0.0,0.0,0.0,0.0,0.0,108.44789557093932,2739.358968373282,0.0,0.0,0.0,0.0,108.45174882275907,29.83333333333332,138.2850746781987,108.44789557093932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013529046758333333,0.0,0.0
