,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,0.0,200000.0,29.833333333333332,-0.004166666666666667,9985.0,136.98000000000002,-0.004166666666666667,0.004166666666666667,0.0,0.0,107.14666666666669,2722.8750611331675,7.656245766748261e-18,1.2042692229031328e-17,0.0,0.0,0.0,107.14666666666669,2722.8750611331675,0.0,0.0,0.0,0.0,107.14666666666669,29.833333333333332,136.98000000000002,107.14666666666669,1.0,0.0,-1.417880938123535e-17,7.366623624110216e-08,7.366623625498676e-08,0.0,0.0,0.0,0.0,1.367257906595477e-17,0.0,0.0,0.0,0.0,-0.004166666666666667,-1.4473062735000978e-17,0.0
1,1,0.0,200000.0,29.833333333333332,-0.006750602020833334,9960.697832725,136.9475971103,-0.006750602020833334,0.006750602020833334,0.0,0.0,107.11426377696667,2722.46330921172,7.747862520538643e-18,1.2154486782494077e-17,0.0,0.0,0.0,107.11426377696667,2722.46330921172,0.0,0.0,0.0,0.0,107.11426377696667,29.833333333333332,136.9475971103,107.11426377696667,1.0,0.0,-1.4324762355973144e-17,6.931774890629778e-08,6.931774892033641e-08,0.0,0.0,0.0,0.0,1.3798361796655075e-17,0.0,0.0,0.0,0.0,-0.006750602020833334,-1.4610911546282383e-17,0.0
2,2,0.0,200000.0,29.833333333333332,-0.005248506070833333,9941.803210869999,136.92240428116,-0.005248506070833333,0.005248506070833333,0.0,0.0,107.08907094782667,2722.14313436356,7.746036091386049e-18,1.2152305383411416e-17,0.0,0.0,0.0,107.08907094782667,2722.14313436356,0.0,0.0,0.0,0.0,107.08907094782667,29.833333333333332,136.92240428116,107.08907094782667,1.0,0.0,-1.432766357127583e-17,6.281706368807979e-08,6.281706370212679e-08,0.0,0.0,0.0,0.0,1.3795949012878256e-17,0.0,0.0,0.0,0.0,-0.005248506070833333,-1.4608285420039397e-17,0.0
3,3,0.0,200000.0,29.833333333333332,-0.006223844037500001,9919.397372335,136.89252982978002,-0.006223844037500001,0.006223844037500001,0.0,0.0,107.05919649644669,2721.7634121174447,7.783411752628509e-18,1.2196587528519615e-17,0.0,0.0,0.0,107.05919649644669,2721.7634121174447,0.0,0.0,0.0,0.0,107.05919649644669,29.833333333333332,136.89252982978002,107.05919649644669,1.0,0.0,-1.4382251244479102e-17,6.285591920090734e-08,6.285591921501073e-08,0.0,0.0,0.0,0.0,1.3844597524579089e-17,0.0,0.0,0.0,0.0,-0.006223844037500001,-1.4661087190164703e-17,0.0
4,4,0.0,200000.0,29.833333333333332,-0.007025048279166668,9894.107198529999,136.85880959804,-0.007025048279166668,0.007025048279166668,0.0,0.0,107.02547626470668,2721.334744034905,7.655001520598551e-18,1.2041139015378285e-17,0.0,0.0,0.0,107.02547626470668,2721.334744034905,0.0,0.0,0.0,0.0,107.02547626470668,29.833333333333332,136.85880959804,107.02547626470668,1.0,0.0,-1.4185326647026116e-17,6.354726498550569e-08,6.354726499940529e-08,0.0,0.0,0.0,0.0,1.3670801464533374e-17,0.0,0.0,0.0,0.0,-0.007025048279166668,-1.4471101886353092e-17,0.0
5,5,0.0,200000.0,29.833333333333332,-0.0075129085875000005,9867.060727614999,136.82274763682,-0.0075129085875000005,0.0075129085875000005,0.0,0.0,106.98941430348667,2720.8762320079113,7.345221879442405e-18,1.1619591007708779e-17,0.0,0.0,0.0,106.98941430348667,2720.8762320079113,0.0,0.0,0.0,0.0,106.98941430348667,29.833333333333332,136.82274763682,106.98941430348667,1.0,0.0,-1.3596186575355485e-17,6.6103617140521e-08,6.610361715381342e-08,0.0,0.0,0.0,0.0,1.3162102102800212e-17,0.0,0.0,0.0,0.0,-0.0075129085875000005,-1.3899982113265143e-17,0.0
6,6,0.0,200000.0,29.833333333333332,-0.0064997325958333334,9843.661690269999,136.79154892036001,-0.0064997325958333334,0.0064997325958333334,0.0,0.0,106.95821558702669,2720.4794916575515,7.042276847539457e-18,1.1128691925034839e-17,0.0,0.0,0.0,106.95821558702669,2720.4794916575515,0.0,0.0,0.0,0.0,106.95821558702669,29.833333333333332,136.79154892036001,106.95821558702669,1.0,0.0,-1.284667818175332e-17,7.545356680281658e-08,7.545356681533575e-08,0.0,0.0,0.0,0.0,1.2526158472052464e-17,0.0,0.0,0.0,0.0,-0.0064997325958333334,-1.3174189187871538e-17,0.0
7,7,0.0,200000.0,29.833333333333332,-0.005564631366666666,9823.629017349998,136.7648386898,-0.005564631366666666,0.005564631366666666,0.0,0.0,106.93150535646667,2720.1397834304507,6.3633632879871464e-18,9.80451389763563e-18,0.0,0.0,0.0,106.93150535646667,2720.1397834304507,2.565174344223449e-16,3.2064679302793114e-16,0.0,0.0,106.93150535646667,29.833333333333332,136.7648386898,106.93150535646667,1.0,-3.2064679302793114e-16,-1.0941449417830241e-17,2.0917559970227088e-08,2.091755998090049e-08,0.0,0.0,0.0,0.0,1.078447155063577e-17,0.0,0.0,3.2064679302793114e-16,0.0,-0.005564631366666666,-1.1209564297044725e-17,-3.2064679302793114e-16
8,8,0.0,200000.0,29.833333333333332,-0.0023393284408333333,9815.207434962998,136.753609913284,-0.0023393284408333333,0.0023393284408333333,0.0,0.0,106.92027657995068,2719.996960024451,6.4726334390295164e-18,1.0027830545386463e-17,0.0,0.0,0.0,106.92027657995068,2719.996960024451,2.565174102966354e-16,3.206467628707943e-16,0.0,0.0,106.92027657995068,29.833333333333332,136.753609913284,106.92027657995068,1.0,-3.206467628707943e-16,-1.126043812398213e-17,2.2658951243611856e-08,2.265895125460207e-08,0.0,0.0,0.0,0.0,1.1073153205049816e-17,0.0,0.0,3.206467628707943e-16,0.0,-0.0023393284408333333,-1.1530673642445015e-17,-3.206467628707943e-16
9,9,-0.06178584057233242,199777.5709739396,29.832962618289898,0.04149227043483242,9964.579608528395,136.9527728113712,-0.0202935701375,0.0202935701375,0.0,0.0,107.11988654288321,2722.5347636216243,5.5288359898395e-18,8.159517633686102e-18,0.0,-0.06178584057233242,0.06178584057233242,107.11988654288321,2722.5347781752935,64927.40879655685,81159.26099569607,1.0,0.06178584057233242,107.11988654288321,29.832962618289898,136.9527728113712,107.1198101930813,1.0,-81159.26099569607,-8.852894604680297e-18,2.4432317379398913e-09,2.4432317466301735e-09,0.0,0.0,0.0,0.0,8.76217267837087e-18,-0.06178584057233242,0.06178584057233242,81159.26099569607,0.06178584057233242,-0.0202935701375,-9.015496878115896e-18,-81159.26099569607
10,10,-0.08227069931413886,199481.39645640872,29.832468994094015,0.06454070390163885,10196.926142574295,137.26256819009907,-0.017729995412499998,0.017729995412499998,0.0,0.0,107.43023456536436,2726.475778714412,5.673155697159237e-18,8.430514922785494e-18,0.0,-0.08227069931413886,0.08227069931413886,107.43023456536436,2726.475804480991,86704.31675196183,108380.39593995229,1.0,0.08227069931413886,107.43023456536436,29.832468994094015,137.26256819009907,107.43009919600505,1.0,-108380.39593995229,-9.191318001518735e-18,2.694954732352174e-09,2.6949547413779804e-09,0.0,0.0,0.0,0.0,9.082581441734356e-18,-0.08227069931413886,0.08227069931413886,108380.39593995229,0.08227069931413886,-0.017729995412499998,-9.356834760883965e-18,-108380.39593995229
11,11,-0.08329214794621474,199181.54472380233,29.831969241206338,0.055781142450381405,10397.738255395669,137.5303176738609,-0.02751100549583333,0.02751100549583333,0.0,0.0,107.69848718429276,2729.8776528455505,5.730607724817956e-18,8.54023734276224e-18,0.0,-0.08329214794621474,0.08329214794621474,107.69848718429276,2729.8776792230096,87999.99999903009,109999.9999987876,1.0,0.08329214794621474,107.69848718429276,29.831969241206338,137.5303176738609,107.69834843265456,1.0,-109999.9999987876,-9.330550898436195e-18,2.801474086331158e-09,2.8014740954950374e-09,0.0,0.0,0.0,0.0,9.213708553459762e-18,-0.08329214794621474,0.08329214794621474,109999.9999987876,0.08329214794621474,-0.02751100549583333,-9.497190773850237e-18,-109999.9999987876
12,12,-0.08304912098858747,198882.56788824341,29.831470946480405,0.06555437598858746,10633.734008954583,137.8449786786061,-0.017494745,0.017494745,0.0,0.0,108.01364567525565,2733.868960691337,5.784725513459703e-18,8.644525504551511e-18,0.0,-0.08304912098858747,0.08304912098858747,108.01364567525565,2733.868986876809,87999.99999868771,109999.99999835964,1.0,0.08304912098858747,108.01364567525565,29.831470946480405,137.8449786786061,108.0135077321257,1.0,-109999.99999835964,-9.464139027245434e-18,2.902385577849601e-09,2.9023855871461507e-09,0.0,0.0,0.0,0.0,9.339098270401648e-18,-0.08304912098858747,0.08304912098858747,109999.99999835964,0.08304912098858747,-0.017494745,-9.631769638020705e-18,-109999.99999835964
13,13,0.0,198882.56788824341,29.831470946480405,-0.00918538095,10600.666637534583,137.8008888500461,-0.00918538095,0.00918538095,0.0,0.0,107.96941790356571,2733.309192009353,7.075386827587652e-18,1.1186299220121934e-17,0.0,0.0,0.0,107.96941790356571,2733.309192009353,2.565174041643968e-16,3.2064675520549603e-16,0.0,0.0,107.96941790356571,29.831470946480405,137.8008888500461,107.96941790356571,1.0,-3.2064675520549603e-16,-1.2988479849254364e-17,3.2881649653772434e-08,3.28816496664884e-08,0.0,0.0,0.0,0.0,1.2602089967099137e-17,0.0,0.0,3.2064675520549603e-16,0.0,-0.00918538095,-1.3260954921023923e-17,-3.2064675520549603e-16
14,14,-0.04906563728344262,198705.93159402302,29.831176552656704,0.042048357729275954,10752.040725359977,138.00272096714664,-0.007017279554166667,0.007017279554166667,0.0,0.0,108.17159256322518,2735.867080239203,6.577373513550721e-18,1.0240543159751838e-17,0.0,-0.04906563728344262,0.04906563728344262,108.17159256322518,2735.8670893725066,52066.65470703034,65083.318383787926,1.0,0.04906563728344262,108.17159256322518,29.831176552656704,138.00272096714664,108.17154441448994,1.0,-65083.318383787926,-1.1548765610197649e-17,3.32970465577559e-08,3.3297046569012115e-08,0.0,0.0,0.0,0.0,1.1350864977833588e-17,-0.04906563728344262,0.04906563728344262,65083.318383787926,0.04906563728344262,-0.007017279554166667,-1.1841446392890282e-17,-65083.318383787926
15,15,0.0,198705.93159402302,29.831176552656704,-0.006874829900000001,10727.291337719977,137.96972178362665,-0.006874829900000001,0.006874829900000001,0.0,0.0,108.13854523096994,2735.449133101647,6.9167272355416384e-18,1.09021460972406e-17,0.0,0.0,0.0,108.13854523096994,2735.449133101647,2.565174072006366e-16,3.2064675900079573e-16,0.0,0.0,108.13854523096994,29.831176552656704,137.96972178362665,108.13854523096994,1.0,-3.2064675900079573e-16,-1.2564607059427665e-17,2.7343007883291474e-08,2.7343007895588976e-08,0.0,0.0,0.0,0.0,1.2226095110506826e-17,0.0,0.0,3.2064675900079573e-16,0.0,-0.006874829900000001,-1.28317685641115e-17,-3.2064675900079573e-16
16,16,0.0,198705.93159402302,29.831176552656704,-0.006141099495833333,10705.183379534976,137.94024450604664,-0.006141099495833333,0.006141099495833333,0.0,0.0,108.10906795338994,2735.0762822882843,6.006651812473781e-18,9.081038330125921e-18,0.0,0.0,0.0,108.10906795338994,2735.0762822882843,1.2684184303646301e-15,1.5855230379557877e-15,0.0,0.0,108.10906795338994,29.831176552656704,137.94024450604664,108.10906795338994,1.0,-1.5855230379557877e-15,-9.918748480456952e-18,2.487382223068349e-08,2.48738222403131e-08,0.0,0.0,0.0,0.0,9.872056972365683e-18,0.0,0.0,1.5855230379557877e-15,0.0,-0.006141099495833333,-1.0207816092652988e-17,-1.5855230379557877e-15
17,17,0.0,198705.93159402302,29.831176552656704,-0.0090726822125,10672.521723569977,137.89669563142664,-0.0090726822125,0.0090726822125,0.0,0.0,108.06551907876994,2734.5253502814166,5.6955540636183595e-18,8.473168693327191e-18,0.0,0.0,0.0,108.06551907876994,2734.5253502814166,0.0,0.0,0.0,0.0,108.06551907876994,29.831176552656704,137.89669563142664,108.06551907876994,1.0,0.0,-9.267046738985738e-18,1.6564359894345855e-09,1.6564359985574294e-09,0.0,0.0,0.0,0.0,9.133459521957756e-18,0.0,0.0,0.0,0.0,-0.0090726822125,-9.411247770709407e-18,0.0
18,18,0.0,198705.93159402302,29.831176552656704,-0.010394015966666666,10635.103266089976,137.84680435478663,-0.010394015966666666,0.010394015966666666,0.0,0.0,108.01562780212994,2733.894044791795,5.363856792418977e-18,7.857983243297074e-18,0.0,0.0,0.0,108.01562780212994,2733.894044791795,0.0,0.0,0.0,0.0,108.01562780212994,29.831176552656704,137.84680435478663,108.01562780212994,1.0,0.0,-8.509326166105317e-18,1.222390864276649e-09,1.2223908726509473e-09,0.0,0.0,0.0,0.0,8.411332583794549e-18,0.0,0.0,0.0,0.0,-0.010394015966666666,-8.644351225798026e-18,0.0
19,19,0.0,198705.93159402302,29.831176552656704,-0.009253149941666667,10601.791926299977,137.80238923506664,-0.009253149941666667,0.009253149941666667,0.0,0.0,107.97121268240994,2733.33190985493,5.422458955785771e-18,7.964077763143953e-18,0.0,0.0,0.0,107.97121268240994,2733.33190985493,0.0,0.0,0.0,0.0,107.97121268240994,29.831176552656704,137.80238923506664,107.97121268240994,1.0,0.0,-8.637301536745441e-18,1.288718273152767e-09,1.2887182816534677e-09,0.0,0.0,0.0,0.0,8.534102419596828e-18,0.0,0.0,0.0,0.0,-0.009253149941666667,-8.773917938771752e-18,0.0
20,20,0.0,198705.93159402302,29.831176552656704,-0.008568192337499999,10570.946433884976,137.76126191184665,-0.008568192337499999,0.008568192337499999,0.0,0.0,107.93008535918993,2732.8112834345334,5.661867811830448e-18,8.40907906184743e-18,0.0,0.0,0.0,107.93008535918993,2732.8112834345334,0.0,0.0,0.0,0.0,107.93008535918993,29.831176552656704,137.76126191184665,107.93008535918993,1.0,0.0,-9.187283876427571e-18,1.5670895524578132e-09,1.567089561502805e-09,0.0,0.0,0.0,0.0,9.057058642836655e-18,0.0,0.0,0.0,0.0,-0.008568192337499999,-9.329560771714722e-18,0.0
