,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,-3.5775896134460083e-13,199999.99999999872,29.833333333333332,-0.012499999999642242,9955.000000001288,136.06216216216424,-0.012499999999999985,0.0125,-3.5775896134460083e-13,3.5775896134460083e-13,106.22882882883091,2711.1876566457063,0.0,0.0,3.2172568466241085e-12,0.0,0.0,106.22882882883091,2711.187656645706,0.0,0.0,0.0,3.5775896134460083e-13,106.23110081156808,29.833333333333332,136.06443181220544,106.22882882883091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00038878264633979067,0.00038878264633979067,0.0,0.0,0.0,0.0,0.00038878264633979067,-0.0125,0.0,0.0
1,1,-0.04918659695427153,199822.92825096336,29.833038213751603,0.03291046710011514,10073.477681561704,136.25428813226222,-0.01627612985416665,0.016276129854166668,-0.04918659695427814,0.04918659695428181,106.42129830493649,2713.642671158443,51350.45640822742,64188.07051028426,1.0,0.0,0.0,106.42129830493649,2713.642661904886,0.0,0.0,0.0,0.04918659695428181,106.39292362179003,29.8330382137516,136.22595540915066,106.4212499185106,1.0,0.0,-64188.07051028426,0.0,64188.07051028426,0.0,0.0,-0.043944523775391445,0.043944523775391445,56969.48817176459,0.0,0.0,0.0,0.043944523775391445,-0.016276129854166668,-56969.48817176459,0.0
2,2,-0.08400646995909462,199520.50495911058,29.832534174931848,0.06180452458409462,10295.973970064442,136.61509292442884,-0.022201945374999952,0.022201945375,-0.08400646995909462,0.08400646995909462,106.78269989122316,2718.246483728343,87999.99082158052,109999.98852697562,1.0,0.0,0.0,106.78269989122316,2718.2464567817337,0.0,0.0,0.0,0.08400646995909462,106.75449154669501,29.832534174931844,136.58691346086215,106.78255874949699,1.0,0.0,-109999.9885269756,0.0,109999.98852697559,0.0,0.0,-0.08403272275146804,0.08403272275146804,109999.99999999993,0.0,0.0,0.0,0.08403272275146804,-0.022201945375,-109999.99999999993,0.0
3,3,0.0,199520.50495911058,29.832534174931848,-0.038765341483333327,10156.41874072444,136.3887871471207,-0.038765341483333236,0.03876534148333333,0.0,1.3877787807814457e-17,106.55625297218887,2715.3627255466017,0.0,0.0,0.0,0.0,0.0,106.55625297218887,2715.3627255466017,0.0,0.0,0.0,1.3877787807814457e-17,106.53366417285623,29.832534174931844,136.36622154021742,106.55625297218887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009616328543493203,0.0009616328543493203,0.0,0.0,0.0,0.0,0.0009616328543493203,-0.03876534148333333,0.0,0.0
4,4,0.0,199520.50495911058,29.832534174931848,-0.03494217785,10030.626900464442,136.18480037913153,-0.03494217784999999,0.03494217785,0.0,0.0,106.35226620419971,2712.762392884111,0.0,0.0,0.0,0.0,0.0,106.35226620419974,2712.762392884111,0.0,0.0,0.0,0.0,106.32967740486711,29.832534174931844,136.1622347722285,106.3522662041997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03494217785,0.0,0.0
5,5,0.0,199520.50495911058,29.832534174931848,-0.07533961891666661,9759.404272364443,135.7449799011315,-0.0753396189166665,0.07533961891666666,0.0,4.163336342344337e-17,105.91244572619966,2707.1472583898217,0.0,0.0,0.0,0.0,0.0,105.91244572619966,2707.1472583898217,0.0,0.0,0.0,4.163336342344337e-17,105.90001962540607,29.832534174931844,135.73256655849565,105.91244572619966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001739045267995636,0.001739045267995636,0.0,0.0,0.0,0.0,0.001739045267995636,-0.07533961891666666,0.0,0.0
6,6,0.0,199520.50495911058,29.832534174931848,-0.10303168916666663,9388.490191364443,135.143497607618,-0.10303168916666658,0.10303168916666666,0.0,2.7755575615628914e-17,105.31096343268617,2699.4492984382605,0.0,0.0,0.0,0.0,0.0,105.31096343268618,2699.4492984382605,0.0,0.0,0.0,2.7755575615628914e-17,105.31096294236193,29.832534174931844,135.14349711779715,105.31096343268617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002126275713721578,0.002126275713721578,0.0,0.0,0.0,0.0,0.002126275713721578,-0.10303168916666666,0.0,0.0
7,7,-0.04571672112099055,199355.92476307502,29.83225987460512,-0.02458060871234276,9300.00000000001,135.0,-0.07029732983333334,0.07029732983333334,0.0,0.0,105.16778192576669,2697.6135791430397,0.0,0.0,0.0,-0.045716721120990574,0.045716721120990574,105.16778192576668,2697.6135871842544,47165.7525630436,58957.1907038045,1.0,0.045716721120990574,105.16762033366504,29.832259874605118,135.0000000000002,105.1677401253949,1.0,-58957.1907038045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04571672112099055,0.04571680502544373,58957.19070380443,0.04571680502544373,-0.07029732983333334,0.0,-58957.19070380443
8,8,-0.0811951131843489,199063.6223556114,29.83177270392602,0.02849535097601557,9402.583263513667,135.16635123813026,-0.05269976220833328,0.052699762208333334,0.0,0.0,105.33471038903149,2699.753496389015,0.0,0.0,0.0,-0.08119511318434892,0.08119511318434894,105.33471038903153,2699.7535217346917,83901.63121412016,104877.0390176502,1.0,0.08119511318434891,105.33445975704777,29.83177270392602,135.166351151317,105.33457853420421,1.0,-104877.03901765021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08119511318434891,0.08119509831363703,104877.03901765007,0.08119509831363703,-0.052699762208333334,0.0,-104877.03901765007
9,9,-0.08498508949425233,198757.67603343207,29.831262793389055,0.0373171643275783,9536.925055092948,135.3842027920426,-0.04766792516666657,0.047667925166666666,0.0,0.0,105.55308444834628,2702.5504488440138,0.0,0.0,0.0,-0.0849850894942453,0.08498508949424528,105.55308444834634,2702.5504765825826,88000.0,110000.0,1.0,0.08498508949424498,105.55306194525086,29.831262793389058,135.3841961136622,105.55293999865353,1.0,-110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08498508949425233,0.08498396038310185,109999.99999999993,0.08498396038310185,-0.047667925166666666,0.0,-109999.99999999993
