,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump1.Qin,Pump1.Qout,Pump1.H,Pump1.n,Pump1.Ph,Pump1.Pe,Pump1.PumpOn,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EBg.P_bal,EBpv.P_bal,p1r0_expanded.Q,p1c1_Q_expanded.Q,p1eb_expanded.P,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
0,0,0.0,200000.0,29.833333333333332,-0.004166666666666667,9985.0,136.4775,-0.004166666666666667,0.004166666666666667,0.0,0.0,106.64416666666666,2716.482642481565,8.20109579945105e-15,1.1575638996430085e-16,0.0,0.0,0.0,106.64416666666666,2716.482642481565,0.0,0.0,0.0,0.0,106.64416666666666,29.833333333333332,136.4775,106.64416666666666,1.0,0.0,-1.297585204628457e-16,6.79295189112175e-09,6.792952020215643e-09,0.0,0.0,0.0,0.0,1.254281462367574e-16,0.0,0.0,0.0,0.0,-0.004166666666666667,-1.3042312510400987e-16,0.0
1,1,0.0,200000.0,29.833333333333332,-0.006750602020833334,9960.697832725,136.4410467490875,-0.006750602020833334,0.006750602020833334,0.0,0.0,106.60771341575416,2716.01832694472,8.763533759618047e-17,1.2470782213094068e-16,0.0,0.0,0.0,106.60771341575416,2716.01832694472,0.0,0.0,0.0,0.0,106.60771341575416,29.833333333333332,136.4410467490875,106.60771341575416,1.0,0.0,-1.3825644272764815e-16,6.525023327202496e-09,6.525023464798576e-09,0.0,0.0,0.0,0.0,1.342877865479545e-16,0.0,0.0,0.0,0.0,-0.006750602020833334,-1.3891679068570391e-16,0.0
2,2,0.0,200000.0,29.833333333333332,-0.005248506070833333,9941.803210869999,136.412704816305,-0.005248506070833333,0.005248506070833333,0.0,0.0,106.57937148297167,2715.6572727432044,8.759047458184225e-17,1.2465609485068818e-16,0.0,0.0,0.0,106.57937148297167,2715.6572727432044,0.0,0.0,0.0,0.0,106.57937148297167,29.833333333333332,136.412704816305,106.57937148297167,1.0,0.0,-1.3821300326103155e-16,6.110995536589794e-09,6.110995674147136e-09,0.0,0.0,0.0,0.0,1.3423879950019968e-16,0.0,0.0,0.0,0.0,-0.005248506070833333,-1.3886864771072148e-16,0.0
3,3,0.0,200000.0,29.833333333333332,-0.006223844037500001,9919.397372335,136.3790960585025,-0.006223844037500001,0.006223844037500001,0.0,0.0,106.54576272516918,2715.2290610607615,8.834184437846211e-17,1.2552371050930614e-16,0.0,0.0,0.0,106.54576272516918,2715.2290610607615,0.0,0.0,0.0,0.0,106.54576272516918,29.833333333333332,136.3790960585025,106.54576272516918,1.0,0.0,-1.3901977052138968e-16,6.1215288379178986e-09,6.121528976282371e-09,0.0,0.0,0.0,0.0,1.3506010878302389e-16,0.0,0.0,0.0,0.0,-0.006223844037500001,-1.396750669044516e-16,0.0
4,4,0.0,200000.0,29.833333333333332,-0.007025048279166668,9894.107198529999,136.341160797795,-0.007025048279166668,0.007025048279166668,0.0,0.0,106.50782746446167,2714.7456439366506,8.201080786669587e-15,1.1575346220558695e-16,0.0,0.0,0.0,106.50782746446167,2714.7456439366506,0.0,0.0,0.0,0.0,106.50782746446167,29.833333333333332,136.341160797795,106.50782746446167,1.0,0.0,-1.2976396948785103e-16,6.135844636939671e-09,6.135844766047122e-09,0.0,0.0,0.0,0.0,1.254254273755018e-16,0.0,0.0,0.0,0.0,-0.007025048279166668,-1.3042047344859335e-16,0.0
5,5,0.0,200000.0,29.833333333333332,-0.0075129085875000005,9867.060727614999,136.3005910914225,-0.0075129085875000005,0.0075129085875000005,0.0,0.0,106.46725775808916,2714.2285602337965,8.163823777348993e-15,1.0853827343707902e-16,0.0,0.0,0.0,106.46725775808916,2714.2285602337965,0.0,0.0,0.0,0.0,106.46725775808916,29.833333333333332,136.3005910914225,106.46725775808916,1.0,0.0,-1.231408037927633e-16,6.222706634347234e-09,6.2227067568268925e-09,0.0,0.0,0.0,0.0,1.1870801401762907e-16,0.0,0.0,0.0,0.0,-0.0075129085875000005,-1.2380192996368332e-16,0.0
6,6,0.0,200000.0,29.833333333333332,-0.0064997325958333334,9843.661690269999,136.265492535405,-0.0064997325958333334,0.0064997325958333334,0.0,0.0,106.43215920207167,2713.781129925653,1.1914836571127367e-14,1.8276859977342034e-14,0.0,0.0,0.0,106.43215920207167,2713.781129925653,0.0,0.0,0.0,0.0,106.43215920207167,29.833333333333332,136.265492535405,106.43215920207167,1.0,0.0,-2.3312748676911806e-14,4.310882160468339e-07,4.310882393595825e-07,0.0,0.0,0.0,0.0,2.1528712212841806e-14,0.0,0.0,0.0,0.0,-0.0064997325958333334,-2.3312748679588184e-14,0.0
7,7,0.0,200000.0,29.833333333333332,-0.005564631366666666,9823.629017349998,136.235443526025,-0.005564631366666666,0.005564631366666666,0.0,0.0,106.40211019269167,2713.398011741229,1.191483657118877e-14,1.82768599775306e-14,0.0,0.0,0.0,106.40211019269167,2713.398011741229,8.576718773569353e-15,1.0720898466961691e-14,0.0,0.0,106.40211019269167,29.833333333333332,136.235443526025,106.40211019269167,1.0,-1.0720898466961691e-14,-2.331274867762707e-14,2.6124297204532014e-07,2.6124299535806877e-07,0.0,0.0,0.0,0.0,2.1528712213154245e-14,0.0,0.0,1.0720898466961691e-14,0.0,-0.005564631366666666,-2.331274868003025e-14,-1.0720898466961691e-14
8,8,0.0,200000.0,29.833333333333332,-0.0023393284408333333,9815.207434962998,136.22281115244448,-0.0023393284408333333,0.0023393284408333333,0.0,0.0,106.38947781911115,2713.236935637043,1.1914836571082525e-14,1.827685997731042e-14,0.0,0.0,0.0,106.38947781911115,2713.236935637043,8.5767183417167e-15,1.0720897927145876e-14,0.0,0.0,106.38947781911115,29.833333333333332,136.22281115244448,106.38947781911115,1.0,-1.0720897927145876e-14,-2.3312748677179135e-14,2.692211807178374e-07,2.692212040305859e-07,0.0,0.0,0.0,0.0,2.1528712212837262e-14,0.0,0.0,1.0720897927145876e-14,0.0,-0.0023393284408333333,-2.3312748679598925e-14,-1.0720897927145876e-14
9,9,-0.06207810557901549,199776.51881991554,29.83296086469986,0.04178453544151549,9965.631762552453,136.44844764382867,-0.0202935701375,0.0202935701375,0.0,0.0,106.61556385295268,2716.1183269264657,1.1914836571189153e-14,1.827685997753752e-14,0.0,-0.06207810557901549,0.06207810557901549,106.61556385295268,2716.118341652854,64927.40876874496,81159.26096093119,1.0,0.06207810557901549,106.61556385295268,29.83296086469986,136.44844764382867,106.61548677912882,1.0,-81159.26096093119,-2.3312748678189098e-14,1.3047672828529992e-07,1.3047675159804847e-07,0.0,0.0,0.0,0.0,2.1528712213181543e-14,-0.06207810557901549,0.06207810557901549,81159.26096093119,0.06207810557901549,-0.0202935701375,-2.3312748680242386e-14,-81159.26096093119
