,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,54.618143265215224,14.652047625571196,69.27019089078642,0.0013877551318509471,159.6024743123814,159.60386206751323,432.2208526698715,112.34165776904854,544.5625104389201,0.010123261950840732,1207.6119416743632,1207.622064936314,3427.9325308644893,13908.515159113093,17336.447689977584
