,t,ReservoirEbrew.Q,ReservoirEbrew.W,ReservoirEbrew.z,Reservoir1w.Q,Reservoir1w.W,Reservoir1w.z,Irrigation1w.Qin,Irrigation1w.Qout,Pump1w.Qin,Pump1w.Qout,Pump1w.H,Pump1w.Ph,Pump1w.Pe,Pump1w.PumpOn,Pump1w.npu2,Pump2w.Qin,Pump2w.Qout,Pump2w.H,Pump2w.Ph,Pump2w.Pe,Pump2w.PumpOn,Pump2w.npu2,Pipe1w.Q,Pipe1w.H,Pipe1w.zlow,Pipe1w.zhigh,Pipe1w.Qp,Pipe1w.Qn,PVw.forecast,PVw.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,EBgw.P_bal,EBpvw.P_bal,Batw.E,Batw.P,Batw.Pch,Batw.Pdc,ReservoirEbres.Q,ReservoirEbres.W,ReservoirEbres.z,Reservoir1s.Q,Reservoir1s.W,Reservoir1s.z,Irrigation1s.Qin,Irrigation1s.Qout,Pump1s.Qin,Pump1s.Qout,Pump1s.H,Pump1s.Ph,Pump1s.Pe,Pump1s.PumpOn,Pump1s.npu2,Pump2s.Qin,Pump2s.Qout,Pump2s.H,Pump2s.Ph,Pump2s.Pe,Pump2s.PumpOn,Pump2s.npu2,Pipe1s.Q,Pipe1s.H,Pipe1s.zlow,Pipe1s.zhigh,Pipe1s.Qp,Pipe1s.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBgs.P_bal,EBpvs.P_bal,Bats.E,Bats.P,Bats.Pch,Bats.Pdc,p1r0w_expanded.Q,p1c1_Qw_expanded.Q,p1ebw_expanded.P,p2r0w_expanded.Q,p2c1_Qw_expanded.Q,p2ebw_expanded.P,c1r1_Qw_expanded.Q,r1i1w_expanded.Q,gridebw_expanded.P,pvebw_expanded.P,batebw_expanded.P,p1r0s_expanded.Q,p1c1_Qs_expanded.Q,p1ebs_expanded.P,p2r0s_expanded.Q,p2c1_Qs_expanded.Q,p2ebs_expanded.P,c1r1_Qs_expanded.Q,r1i1s_expanded.Q,gridebs_expanded.P,pvebs_expanded.P,batebs_expanded.P
10,10,0.0,199870.6304958168,29.833117717493028,-0.01654799571833333,9829.137263234064,139.53652489072343,-0.01654799571833333,0.01654799571833333,0.0,0.0,109.70340717323037,0.0,0.0,0.0,0.9026115449500608,0.0,0.0,109.70340717323037,0.0,0.0,0.0,0.9026115449500606,0.0,109.70340717323037,29.833117717493035,139.53652489072343,0.0,0.0,0.5137134929205837,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.0552528344593378,198727.99672146369,29.831213327869108,0.009001573537120241,9513.793088506336,139.39098142546447,-0.04625126092222222,0.04625126092222222,0.0,0.0,109.7413408985942,0.0,0.0,0.0,0.9029236539295226,-0.055252834459342454,0.055252834459342454,109.7413408985942,59483.23254254898,74354.04067818624,1.0,1.0,0.055252834459342454,109.7413408985942,29.83121332786911,139.39098142546447,0.05525283445934246,0.0,0.8271725442451721,-74354.04067818623,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01654799571833333,0.0,0.0,0.0,0.0,0.0,0.0,-0.055252834459337805,0.055252834459342454,74354.04067818624,0.055252834459342454,-0.04625126092222222,0.0,-74354.04067818623,0.0
11,11,0.0,199870.6304958168,29.833117717493028,-0.025676938462777774,9736.700284768065,139.49386166989296,-0.025676938462777774,0.025676938462777774,0.0,0.0,109.66074395239994,0.0,0.0,0.0,0.9022605228928742,0.0,0.0,109.66074395239994,0.0,0.0,0.0,0.9022605228928741,0.0,109.66074395239994,29.833117717493035,139.49386166989296,0.0,0.0,0.6112149495870927,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.05524182336953283,198529.12615733338,29.83088187692889,0.002616941697308221,9523.214078616647,139.39532957474614,-0.05262488167222223,0.05262488167222223,0.0,0.0,109.74594814546171,0.0,0.0,0.0,0.9029615611770749,-0.05524182336953044,0.05524182336953044,109.74594814546171,59473.824740106524,74342.28092513315,1.0,1.0,0.05524182336953044,109.74594814546171,29.830881876928892,139.39532957474614,0.05524182336953044,0.0,0.9073690875066988,-74342.28092513315,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.025676938462777774,0.0,0.0,0.0,0.0,0.0,0.0,-0.05524182336953282,0.05524182336953044,74342.28092513315,0.05524182336953044,-0.05262488167222223,0.0,-74342.28092513315,0.0
12,12,0.0,199870.6304958168,29.833117717493028,-0.016328428666666665,9677.917941568065,139.4667313576468,-0.016328428666666665,0.016328428666666665,0.0,0.0,109.63361364015378,0.0,0.0,0.0,0.9020373016303586,0.0,0.0,109.63361364015378,0.0,0.0,0.0,0.9020373016303583,0.0,109.63361364015378,29.833117717493035,139.4667313576468,0.0,0.0,0.6484390389437005,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.08917530457450747,198208.09506086513,29.83034682510144,0.03272050539672847,9641.00789804487,139.44969595294378,-0.05645479917777778,0.05645479917777778,-0.034749999999999996,0.034749999999999996,110.09231624393065,37530.19537676535,46912.74422095668,1.0,0.9442101677960393,-0.05442530457450675,0.05442530457450675,110.09231624393065,58779.718503584234,73474.6481294803,1.0,1.0,0.08917530457450674,110.09231624393065,29.83034682510145,139.44969595294378,0.08917530457450673,0.0,0.9075888237412905,-73474.6481294803,-46912.74422095667,0.0,46912.74422095668,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016328428666666665,0.0,0.0,0.0,-0.034749999999999996,0.034749999999999996,46912.74422095668,-0.05442530457450746,0.05442530457450675,73474.6481294803,0.08917530457450674,-0.05645479917777778,-46912.74422095667,-73474.6481294803,0.0
13,13,0.0,199870.6304958168,29.833117717493028,-0.00857302222,9647.055061576066,139.45248695149664,-0.00857302222,0.00857302222,0.0,0.0,109.61936374587727,0.0,0.0,0.0,0.9019200571488996,0.0,0.0,109.61936374587727,0.0,0.0,0.0,0.9019200571488993,0.0,109.61936374587727,29.833117717493035,139.45248695149664,0.0,0.0,0.6048769083203855,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.10739520197124913,197821.47233376864,29.829702453889613,0.054256372793478454,9836.330840101391,139.53984500312373,-0.05313882917777778,0.05313882917777778,-0.0536976024767821,0.053697602476782104,110.39612206349695,58153.73917420823,72692.17396776029,1.0,1.0,-0.05369759949447407,0.053697599494474085,110.39612206349695,58153.797396826696,72692.24674603336,1.0,1.0,0.10739520197125604,110.39612206349695,29.82970245388962,139.53984500312373,0.10739520197125604,0.0,0.8371170424435377,-72692.24674603336,-72692.17396776027,0.0,72692.17396776027,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00857302222,0.0,0.0,0.0,-0.0536976024767821,0.053697602476782104,72692.17396776029,-0.053697599494467015,0.053697599494474085,72692.24674603336,0.10739520197125604,-0.05313882917777778,-72692.17396776027,-72692.24674603336,0.0
14,14,0.0,199870.6304958168,29.833117717493028,-0.006549460917222222,9623.477002274065,139.44160477028035,-0.006549460917222222,0.006549460917222222,0.0,0.0,109.60848156457605,0.0,0.0,0.0,0.9018305213475074,0.0,0.0,109.60848156457605,0.0,0.0,0.0,0.9018305213475071,0.0,109.60848156457605,29.833117717493035,139.44160477028035,0.0,0.0,0.49767636182026426,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.10249111171210082,197452.50433160507,29.82908750721934,0.050983936800990386,10019.873012584954,139.62455677503922,-0.051507174911111106,0.051507174911111106,-0.048851648890222275,0.048851648890222955,110.42023062511419,52917.09600277013,66146.37000346265,1.0,0.9843961852345039,-0.05363946282187852,0.05363946282187852,110.42023062511419,58103.471511035845,72629.3393887948,1.0,1.0,0.10249111171210148,110.42023062511419,29.829087507219345,139.62455677503922,0.10249111171210147,0.0,0.7025998704330214,-72629.3393887948,-66146.37000346265,0.0,66146.37000346265,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006549460917222222,0.0,0.0,0.0,-0.048851648890222275,0.048851648890222955,66146.37000346265,-0.05363946282187852,0.05363946282187852,72629.3393887948,0.10249111171210148,-0.051507174911111106,-66146.37000346265,-72629.3393887948,0.0
15,15,-0.05106254083276384,199686.80534881883,29.832811342248036,0.04464603292608027,9784.202720807954,139.51578587114216,-0.006416507906666667,0.006416507906666667,0.0,0.0,109.83805119553016,0.0,0.0,0.0,0.9037193614902922,-0.051062540832739874,0.05106254083273988,109.83805119553016,55020.45568206929,68775.5696025866,1.0,0.9866298314427729,0.05106254083273989,109.83805119553016,29.832811342248043,139.51578587114216,0.05106254083273989,0.0,0.32599011824461455,-68775.5696025866,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.05469631035887703,197255.5976143131,29.82875932935719,0.002441064114418446,10028.66084339686,139.6286126969524,-0.05225524624444444,0.05225524624444444,0.0,0.0,109.97778689112957,0.0,0.0,0.0,0.9048690710147239,-0.05469631035886288,0.05469631035886289,109.97778689112957,59010.845112800656,73763.55639100082,1.0,1.0,0.054696310358862875,109.97778689112957,29.828759329357187,139.6286126969524,0.054696310358862875,0.0,0.5186243614651183,-73763.55639100082,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051062540832763834,0.05106254083273988,68775.5696025866,0.05106254083273989,-0.006416507906666667,0.0,-68775.5696025866,0.0,0.0,0.0,0.0,-0.05469631035887703,0.05469631035886289,73763.55639100082,0.054696310358862875,-0.05225524624444444,0.0,-73763.55639100082,0.0
16,16,0.0,199686.80534881883,29.832811342248036,-0.005731692862777777,9763.568626501954,139.5062624430009,-0.005731692862777777,0.005731692862777777,0.0,0.0,109.67345110075287,0.0,0.0,0.0,0.90236507405589,0.0,0.0,109.67345110075287,0.0,0.0,0.0,0.9023650740558897,0.0,109.67345110075287,29.832811342248043,139.5062624430009,0.0,0.0,0.11821470325038548,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.05045667838957348,197073.95357211062,29.82845658928685,-0.0048824033493161485,10011.084191339323,139.62050039600277,-0.055339081738888886,0.055339081738888886,0.0,0.0,109.94346234845413,0.0,0.0,0.0,0.9045866574663003,-0.050456678389573476,0.05045667838957348,109.94346234845413,54419.711952505895,68024.63994063236,1.0,0.9855411789120361,0.05045667838957273,109.94346234845413,29.82845658928686,139.62050039600277,0.05045667838957272,0.0,0.32243077805000214,-68024.63994063236,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005731692862777777,0.0,0.0,0.0,0.0,0.0,0.0,-0.050456678389573476,0.05045667838957348,68024.63994063236,0.05045667838957273,-0.055339081738888886,0.0,-68024.63994063236,0.0
17,17,0.0,199686.80534881883,29.832811342248036,-0.008467836731666666,9733.084414267953,139.49219280658522,-0.008467836731666666,0.008467836731666666,0.0,0.0,109.65937779147957,0.0,0.0,0.0,0.9022492824706231,0.0,1.734723475976807e-18,109.65937779147957,0.0,0.0,4.992010002810956e-17,0.9022492824706233,0.0,109.65937779147957,29.832811342248043,139.49219280658522,6.55973153647633e-06,6.55973153647633e-06,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211062,29.82845658928685,-0.060539685772221276,9793.141322559326,139.5199113796428,-0.060539685772222226,0.060539685772222226,0.0,0.0,109.69145337356368,0.0,0.0,0.0,0.9025131921471421,0.0,0.0,109.69145337356368,0.0,0.0,0.0,0.902513192147142,0.0,109.69145337356368,29.82845658928686,139.5199113796428,2.4033404191611126e-06,2.403340419161112e-06,0.11917990763987955,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,0.0,-0.008467836731666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060539685772222226,0.0,0.0,0.0
18,18,0.0,199686.80534881883,29.832811342248036,-0.00970108156888889,9698.160520619955,139.47607408643998,-0.00970108156888889,0.00970108156888889,0.0,0.0,109.64325737037713,0.0,0.0,0.0,0.9021166477733841,0.0,1.734723475976807e-18,109.64325737037713,0.0,0.0,0.0,0.9021166477733842,0.0,109.64325737037713,29.832811342248043,139.47607408643998,0.0003005876267131916,0.0003005876267131916,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211062,29.82845658928685,-0.006790106403888889,9768.696939505326,139.50862935669477,-0.006790106403888889,0.006790106403888889,0.0,0.0,109.68016488107,7.510435534983765e-12,9.388044418729707e-12,0.0,0.9024203133212931,0.0,0.0,109.68016488107,0.0,0.0,0.0,0.9024203133212931,0.0,109.68016488107,29.82845658928686,139.50862935669477,0.00018206936487056473,0.0001820693648705647,0.006622110122458065,0.0,-9.388044418729707e-12,0.0,9.388044418729705e-12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-18,0.0,0.0,-0.00970108156888889,0.0,0.0,0.0,0.0,0.0,9.388044418729707e-12,0.0,0.0,0.0,0.0,-0.006790106403888889,-9.388044418729707e-12,0.0,0.0
19,19,0.0,199686.80534881883,29.832811342248036,-0.008636273278888888,9667.069936815953,139.46172458622274,-0.008636273278888888,0.008636273278888888,0.0,0.0,109.62890786725593,0.0,0.0,0.0,0.9019985837358558,0.0,3.469446951953614e-18,109.62890786725593,0.0,0.0,0.0,0.901998583735856,0.0,109.62890786725593,29.832811342248043,139.46172458622274,0.00030066883393487333,0.00030066883393487333,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211062,29.82845658928685,-0.022238088677777778,9688.639820265327,139.47167991704555,-0.022238088677777778,0.022238088677777778,0.0,0.0,109.64322025144861,0.0,0.0,0.0,0.9021163423683443,0.0,3.469446951953614e-18,109.64322025144861,0.0,0.0,9.984020005621912e-17,0.9021163423683445,0.0,109.64322025144861,29.82845658928686,139.47167991704555,0.00022742831634590653,0.00022742831634590653,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,-0.008636273278888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469446951953614e-18,0.0,0.0,-0.022238088677777778,0.0,0.0,0.0
20,20,0.0,199686.80534881883,29.832811342248036,-0.007996979514999999,9638.280810561953,139.44843729718244,-0.007996979514999999,0.007996979514999999,0.0,0.0,109.61562184852374,0.0,0.0,0.0,0.9018892697755777,0.0,0.0,109.61562184852374,0.0,0.0,0.0,0.9018892697755778,0.0,109.61562184852374,29.832811342248043,139.44843729718244,6.935961001400262e-06,6.935961001400262e-06,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211062,29.82845658928685,-0.024667756384444444,9599.835897281328,139.43069349105292,-0.024667756384444444,0.024667756384444444,0.0,0.0,109.60223382009455,0.0,0.0,0.0,0.901779116505632,0.0,0.0,109.60223382009455,0.0,0.0,0.0,0.9017791165056321,0.0,109.60223382009455,29.82845658928686,139.43069349105292,0.0002276264139381064,0.0002276264139381064,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007996979514999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024667756384444444,0.0,0.0,0.0
21,21,0.0,199686.80534881883,29.832811342248036,-0.007194654969444444,9612.380052671953,139.43648310123322,-0.007194654969444444,0.007194654969444444,0.0,0.0,109.60366807607285,0.0,0.0,0.0,0.9017909171965842,0.0,8.673617379884035e-19,109.60366807607285,0.0,0.0,2.496005001405478e-17,0.9017909171965841,0.0,109.60366807607285,29.832811342248043,139.43648310123322,6.568703313661792e-06,6.568703313661791e-06,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211062,29.82845658928685,-0.014273629191111109,9548.450832193326,139.40697730716616,-0.014273629191111109,0.014273629191111109,0.0,0.0,109.5785154861246,0.0,0.0,0.0,0.901583968126745,0.0,0.0,109.5785154861246,0.0,0.0,0.0,0.901583968126745,0.0,109.5785154861246,29.82845658928686,139.40697730716616,0.0002965878949646943,0.0002965878949646943,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,-0.007194654969444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014273629191111109,0.0,0.0,0.0
22,22,0.0,199686.80534881883,29.832811342248036,-0.007309976037777778,9586.064138935955,139.42433729489352,-0.007309976037777778,0.007309976037777778,0.0,0.0,109.59152202659502,0.0,0.0,0.0,0.9016909826114445,0.0,8.673617379884035e-19,109.59152202659502,0.0,0.0,2.496005001405478e-17,0.9016909826114449,0.0,109.59152202659502,29.832811342248043,139.42433729489352,6.78193363196036e-06,6.78193363196036e-06,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211062,29.82845658928685,0.0,9548.450832193326,139.40697730716616,-0.0,0.0,0.0,0.0,109.5785207178793,0.0,0.0,0.0,0.9015840111722833,0.0,0.0,109.5785207178793,0.0,0.0,0.0,0.9015840111722832,0.0,109.5785207178793,29.82845658928686,139.40697730716616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.673617379884035e-19,0.0,0.0,-0.007309976037777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0.0,199686.80534881883,29.832811342248036,-0.0038888888888888888,9572.064138935953,139.41787575643198,-0.0038888888888888888,0.0038888888888888888,0.0,0.0,109.58505905467155,0.0,0.0,0.0,0.9016378069332854,0.0,6.071532165918825e-18,109.58505905467155,0.0,0.0,0.0,0.9016378069332857,0.0,109.58505905467155,29.832811342248043,139.41787575643198,0.00030018735260175106,0.00030018735260175106,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.95357211062,29.82845658928685,-0.013458564497777763,9500.000000001326,139.38461538461598,-0.013458564497777777,0.013458564497777777,0.0,0.0,109.55615357941794,0.0,0.0,0.0,0.9013999800840704,0.0,1.3877787807814457e-17,109.55615357941794,0.0,0.0,0.0,0.9013999800840705,0.0,109.55615357941794,29.82845658928686,139.38461538461598,0.0002961384699205139,0.0002961384699205139,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.071532165918825e-18,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3877787807814457e-17,0.0,0.0,-0.013458564497777777,0.0,0.0,0.0
