,t,B1w.Q,B1w.W,B1w.z,B1s.Q,B1s.W,B1s.z,B4w.Q,B4w.W,B4w.z,B4s.Q,B4s.W,B4s.z,B5w.Q,B5w.W,B5w.z,B5s.Q,B5s.W,B5s.z,Irrigation4w.Qin,Irrigation4w.Qout,Irrigation4s.Qin,Irrigation4s.Qout,Irrigation5w.Qin,Irrigation5w.Qout,Irrigation5s.Qin,Irrigation5s.Qout,Pump24gw.Qin,Pump24gw.Qout,Pump24gw.H,Pump24gw.Hfix,Pump24gw.Ph,Pump24gw.Pe,Pump24gw.PumpOn,Pump24gs.Qin,Pump24gs.Qout,Pump24gs.H,Pump24gs.Hfix,Pump24gs.Ph,Pump24gs.Pe,Pump24gs.PumpOn,Pump24sw.Qin,Pump24sw.Qout,Pump24sw.H,Pump24sw.Hfix,Pump24sw.Ph,Pump24sw.Pe,Pump24sw.PumpOn,Pump24ss.Qin,Pump24ss.Qout,Pump24ss.H,Pump24ss.Hfix,Pump24ss.Ph,Pump24ss.Pe,Pump24ss.PumpOn,Pump3gw.Qin,Pump3gw.Qout,Pump3gw.H,Pump3gw.Hfix,Pump3gw.Ph,Pump3gw.Pe,Pump3gw.PumpOn,Pump3gs.Qin,Pump3gs.Qout,Pump3gs.H,Pump3gs.Hfix,Pump3gs.Ph,Pump3gs.Pe,Pump3gs.PumpOn,Pump3sw.Qin,Pump3sw.Qout,Pump3sw.H,Pump3sw.Hfix,Pump3sw.Ph,Pump3sw.Pe,Pump3sw.PumpOn,Pump3ss.Qin,Pump3ss.Qout,Pump3ss.H,Pump3ss.Hfix,Pump3ss.Ph,Pump3ss.Pe,Pump3ss.PumpOn,Pipe14w.Q,Pipe14w.H,Pipe14w.zlow,Pipe14w.zhigh,Pipe14w.Qp,Pipe14w.Qn,Pipe14s.Q,Pipe14s.H,Pipe14s.zlow,Pipe14s.zhigh,Pipe14s.Qp,Pipe14s.Qn,Pipe45w.Q,Pipe45w.H,Pipe45w.zlow,Pipe45w.zhigh,Pipe45w.Qp,Pipe45w.Qn,Pipe45s.Q,Pipe45s.H,Pipe45s.zlow,Pipe45s.zhigh,Pipe45s.Qp,Pipe45s.Qn,PV24w.forecast,PV24w.P,PV24s.forecast,PV24s.P,PV3w.forecast,PV3w.P,PV3s.forecast,PV3s.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,Grids.P,Grids.Psell,Grids.Pbuy,EBgw.P_bal,EBgs.P_bal,EB2pvw.P_bal,EB2pvs.P_bal,EB3pvw.P_bal,EB3pvs.P_bal,Turb1w.Qin,Turb1w.Qout,Turb1w.H,Turb1w.Ph,Turb1w.Pe,Turb1s.Qin,Turb1s.Qout,Turb1s.H,Turb1s.Ph,Turb1s.Pe,p1r4w_expanded.Q,p1c1_Qw_expanded.Q,p1ebw_expanded.P,p2r4w_expanded.Q,p2c1_Qw_expanded.Q,p2ebw_expanded.P,p3r1w_expanded.Q,p3c2_Qw_expanded.Q,p3ebw_expanded.P,p4r1w_expanded.Q,p4c2_Qw_expanded.Q,p4ebw_expanded.P,t1r0w_expanded.Q,t1c1_Qw_expanded.Q,t1ebw_expanded.P,c1r1_Qw_expanded.Q,c2r4_Qw_expanded.Q,r5i5w_expanded.Q,r4i4w_expanded.Q,gridebw_expanded.P,pv2ebw_expanded.P,pv3ebw_expanded.P,p1r4s_expanded.Q,p1c1_Qs_expanded.Q,p1ebs_expanded.P,p2r4s_expanded.Q,p2c1_Qs_expanded.Q,p2ebs_expanded.P,p3r1s_expanded.Q,p3c2_Qs_expanded.Q,p3ebs_expanded.P,p4r1s_expanded.Q,p4c2_Qs_expanded.Q,p4ebs_expanded.P,t1r0s_expanded.Q,t1c1_Qs_expanded.Q,t1ebs_expanded.P,c1r1_Qs_expanded.Q,c2r4_Qs_expanded.Q,r5i5s_expanded.Q,r4i4s_expanded.Q,gridebs_expanded.P,pv2ebs_expanded.P,pv3ebs_expanded.P
0,0,1.9999785738231338e-08,120000000.000072,337.0000000000006,-0.48139840399820727,119998266.96574561,336.9999855580487,-0.016528887934261,229940.49600361552,429.4472340428122,0.5918137331616181,232130.52943938188,429.53540316668835,-0.016530375406273452,159940.4906487165,449.60883754804155,-0.24528223129840168,159116.9839673258,449.5804734701954,-0.01653286273646497,0.01653286273646497,-0.0674334520776611,0.0674334520776611,-0.01653286273646497,0.01653286273646497,-0.0674334520776611,0.0674334520776611,0.0,4.868632150367179e-11,92.4472340428402,92,5.176034555827713e-08,5.613909660287479e-08,0.0,-0.4813984139980314,0.48139841399797534,98.98022976341464,92,467435.9603838142,506980.4342557638,1.0,0.0,0.0,92.4472340428402,92,0.0,0.0,0.0,0.0,0.0,98.98022976341548,92,0.0,0.0,0.0,0.0,4.877970066349363e-11,20.161603505235604,20,1.7553888352242982e-08,2.0388095130622166e-08,0.0,0.0,0.0,19.851993329087467,20,8.74947438567127e-09,1.0165743723772657e-08,0.0,0.0,0.0,20.161603505235604,20,0.0,0.0,0.0,0.0,0.0,19.851993329087463,20,0.0,0.0,0.0,9.837378760201665e-07,92.4472340428402,337.0000000000006,429.4472340428122,1.0146699612903773e-06,3.093197527608036e-08,0.481398404339954,98.98022976341548,336.99998555804956,429.53540316668756,0.4813983943177634,0.0,9.949310833550584e-07,20.161603505235604,429.4472340428122,449.60883754804155,1.015238062396517e-06,2.030685883591303e-08,-0.17784877964815987,19.851993329087467,429.53540316668835,449.5804734701954,0.0,0.17784876964830285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051578784559991174,0.052861104265475106,0.0012823197054841098,-488137.7138383633,0.0014698735011771141,488137.7153082368,0,0,0,0,0,0,-4.868318567275033e-07,9.83673449138069e-07,20.161603505235604,-0.08596476847880724,-0.05157886108728401,-0.17784875993328034,0.17784876012652304,19.851993329087467,-31404.534029017745,-18842.72041741065,0.0,4.968892286350129e-07,5.613904329653494e-08,0.0,0.0,0.0,0.0,4.975072840677906e-07,2.0388248926277866e-08,0.0,0.0,0.0,1.4805191405542825e-06,0.0,-0.051578861087283746,1.4923974527436782e-06,1.4805862932646182e-06,-0.01653236527009558,-0.016532365888047726,0.05157878455999135,0.0,0.0,-0.4813984139980875,0.48139841416894547,506980.4342557638,0.0,0.0,0.0,0.0,0.0,1.016761482436636e-08,0.0,0.0,0.0,0.17784876031977026,-0.17784875979080922,-18842.72041741065,-0.17784877950568675,0.48139840453319677,-0.067433451935188,-0.06743345188441835,-488137.7138383633,0.0,0.0
1,1,1.999978552426654e-08,120000000.000144,337.0000000000012,-0.4981656775590781,119996473.5693064,336.9999706130784,-0.01668610443572125,229880.42602782577,429.4448156700832,0.4324810726665424,233687.4613009815,429.59808409015346,-0.01668759190779821,159880.41531802752,449.60676837071145,-0.06571394572665497,158880.41376270988,449.5723252719459,-0.016690079238006278,0.016690079238006278,-0.06569927631890306,0.06569927631890306,-0.016690079238006278,0.016690079238006278,-0.06569927631890306,0.06569927631890306,0.0,4.868631720065594e-11,92.4448156701106,92,5.1756052467691486e-08,5.6134440342068485e-08,0.0,-0.4981656875588959,0.4981656875588366,99.49969427505027,92,486255.5427182487,527392.1287616581,1.0,0.0,0.0,92.4448156701106,92,0.0,0.0,0.0,0.0,0.0,99.49969427505113,92,0.0,0.0,0.0,0.0,4.8779761500637905e-11,20.161952700634572,20,1.7565989177948387e-08,2.0402148042187376e-08,0.0,0.0,0.0,19.97424118050045,20,8.88922160280784e-09,1.0327995643414204e-08,0.0,0.0,0.0,20.161952700634572,20,0.0,0.0,0.0,0.0,0.0,19.974241180500446,20,0.0,0.0,0.0,9.8373787595016e-07,92.4448156701106,337.0000000000012,429.4448156700832,1.0146687306441335e-06,3.093074469842316e-08,0.4981656778984967,99.49969427505113,336.99997061307926,429.5980840901526,0.4981656678750105,0.0,9.949310999185575e-07,20.161952700634572,429.4448156700832,449.60676837071145,1.015197245388155e-06,2.0266025216053583e-08,-1.4669835142252365e-05,19.97424118050045,429.59808409015346,449.5723252719459,0.0,1.4661487526665511e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05157879318514079,0.05282946660937028,0.0012506734242296621,-527390.5766106368,0.001457272754822699,527390.5780679096,0,0,0,0,0,0,-4.868319382156254e-07,9.83673530575188e-07,20.161952700634572,-0.08596478286971648,-0.05157886972182955,-1.4650121117324378e-05,1.465031390195061e-05,19.97424118050045,-2.5869183860244047,-1.5521510316146427,0.0,4.968892286392987e-07,5.6134387045085995e-08,0.0,0.0,0.0,0.0,4.975072841714486e-07,2.0402301100859363e-08,0.0,0.0,0.0,1.4805192219805721e-06,0.0,-0.05157886972182929,1.492397469301884e-06,1.4805862932016584e-06,-0.016689581771636895,-0.016689582389589026,0.05157879318514097,0.0,0.0,-0.4981656875589552,0.4981656877286475,527392.1287616581,0.0,0.0,0.0,0.0,0.0,1.0329838976408758e-08,0.0,0.0,0.0,1.4650506988545391e-05,-1.4649978070675103e-05,-1.5521510316146425,-1.466969267880489e-05,0.4981656780918728,-0.06569927617643961,-0.06569927612552699,-527390.5766106368,0.0,0.0
2,2,1.9999785400298524e-08,120000000.000216,337.0000000000018,-0.5207227605510938,119994598.96736841,336.9999549913956,-0.01672845100985457,229820.20360436916,429.44239115992406,0.4443802281950009,235287.23012248357,429.66248959789317,-0.016729938482093896,159820.18753967108,449.60469394261946,-0.07635733588007901,158605.52735354166,449.5628573469312,-0.01673242581230939,0.01673242581230939,-0.07634993496292167,0.07634993496292167,-0.01673242581230939,0.01673242581230939,-0.07634993496292167,0.07634993496292167,0.0,4.868631335130324e-11,92.44239115995086,92,5.1751832425180164e-08,5.612986330834041e-08,0.0,-0.5207227705509029,0.5207227705508393,100.20327682310241,92,511867.43495010695,555170.7537419815,1.0,0.0,0.0,92.44239115995086,92,0.0,0.0,0.0,0.0,0.0,100.20327682310328,92,0.0,0.0,0.0,0.0,4.8779821950182375e-11,20.16230278270173,20,1.7577996346657193e-08,2.041609219008134e-08,0.0,0.0,0.0,19.900367748705115,20,8.852238704250233e-09,1.0285056216543656e-08,0.0,0.0,0.0,20.16230278270173,20,0.0,0.0,0.0,0.0,0.0,19.900367748705115,20,0.0,0.0,0.0,9.837378759291922e-07,92.44239115995086,337.0000000000018,429.44239115992406,1.0146727299961824e-06,3.093474407595322e-08,0.5207227608872739,100.20327682310328,336.99995499139646,429.6624895978923,0.5207227508620245,0.0,9.949311073817807e-07,20.16230278270173,429.44239115992406,449.60469394261946,1.0146766138070098e-06,1.9745385560425925e-08,-7.40134449030612e-06,19.900367748705115,429.66248959789317,449.5628573469312,0.0,7.394459267631697e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051578811171558124,0.05277728904518251,0.0011984778736245638,-555169.9717043455,0.0015475110551497237,555169.9732518566,0,0,0,0,0,0,-4.868321080528223e-07,9.836737003297371e-07,20.16230278270173,-0.08596481286268934,-0.051578887717613264,-7.381334692054853e-06,7.381507593118825e-06,19.900367748705115,-1.3033960770084103,-0.7820376462050446,0.0,4.968892286559802e-07,5.612981001995889e-08,0.0,0.0,0.0,0.0,4.975072848310944e-07,2.041624451804905e-08,0.0,0.0,0.0,1.4805193917269357e-06,0.0,-0.05157888771761301,1.4923974767524345e-06,1.4805862932056062e-06,-0.016731928345940016,-0.016731928963892112,0.0515788111715583,0.0,0.0,-0.5207227705509665,0.5207227707190375,555170.7537419815,0.0,0.0,0.0,0.0,0.0,1.0286905286846895e-08,0.0,0.0,0.0,7.3816902487383215e-06,-7.381335701361984e-06,-0.7820376462050441,-7.401202045985422e-06,0.5207227610807965,-0.07634993482047735,-0.07634993476939894,-555169.9717043455,0.0,0.0
3,3,1.9999785326576704e-08,120000000.000288,337.0000000000024,-0.4749029360309579,119992889.3167987,336.9999407443075,-0.015119045553870142,229765.7750405541,429.4401999062623,1.3081295156463695,239996.49637881058,429.8520811690276,-0.015120533026095334,159765.7536209562,449.602819072697,-0.9789827366047515,155081.1895017646,449.4414684190174,-0.01512302035631564,0.01512302035631564,-0.07287807950653112,0.07287807950653112,-0.01512302035631564,0.01512302035631564,-0.07287807950653112,0.07287807950653112,0.0,4.868631224270918e-11,92.44019990628853,92,5.175011828962643e-08,5.612800416282795e-08,0.0,-0.47490294603077443,0.4749029460307145,99.12420729954968,92,461799.64886193053,500867.29811489215,1.0,0.0,0.0,92.44019990628853,92,0.0,0.0,0.0,0.0,0.0,99.1242072995505,92,0.0,0.0,0.0,0.0,4.877991660096457e-11,20.16261916644097,20,1.7596753449355868e-08,2.0437875150750746e-08,0.0,0.0,0.0,14.577682585496753,20,4.080455558662824e-09,4.745948033189542e-09,0.0,0.0,0.0,20.16261916644097,20,0.0,0.0,0.0,0.0,0.0,14.577682585496753,20,0.0,0.0,0.0,9.837378759721453e-07,92.44019990628853,337.0000000000024,429.4401999062623,1.0146695589310403e-06,3.09315729642267e-08,0.4749029363742054,99.1242072995505,336.9999407443083,429.85208116902675,0.4749029263525496,0.0,9.94931112241633e-07,20.16261916644097,429.4401999062623,449.602819072697,1.0145495566715298e-06,1.9618323415978864e-08,-0.9061046575261049,14.577682585496753,429.8520811690276,449.4414684190174,0.0,0.9061046475261348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05157881013452898,0.05277869535388803,0.0011998852193592206,-404867.3239480408,0.001445835677821316,404867.32539387647,0,0,0,0,0,0,-4.868320984532671e-07,9.83673690773929e-07,20.16261916644097,-0.0859648111675119,-0.051578886700506796,-0.9061046378115364,0.9061046380050019,14.577682585496753,-159999.9569447602,-95999.97416685612,0.0,4.968892286975535e-07,5.612795087631054e-08,0.0,0.0,0.0,0.0,4.975072850583208e-07,2.04380263331884e-08,0.0,0.0,0.0,1.4805193822115256e-06,0.0,-0.05157888670050654,1.4923974815956052e-06,1.4805862932874586e-06,-0.015122522889946286,-0.015122523507898325,0.051578810134529154,0.0,0.0,-0.47490294603083444,0.4749029462024408,500867.29811489215,0.0,0.0,0.0,0.0,0.0,4.749303813996855e-09,0.0,0.0,0.0,0.9061046381984673,-0.9061046376689104,-95999.97416685612,-0.9061046573834768,0.47490293656767085,-0.07287807936390296,-0.07287807931306568,-404867.3239480408,0.0,0.0
4,4,1.999978516610289e-08,120000000.00036,337.000000000003,1.999958746315375e-08,119992889.3168707,336.99994074430725,-0.015314884617237418,229710.6414561109,429.4379802689923,-0.06968995907850775,239745.612526128,429.8419807709593,-0.015316372089493565,159710.61468161314,449.60091991971717,-0.06969013882540108,154830.3050019932,449.43282719285287,-0.015318859419694611,0.015318859419694611,-0.06969003989854111,0.06969003989854111,-0.015318859419694611,0.015318859419694611,-0.06969003989854111,0.06969003989854111,0.0,4.8686308224564553e-11,92.43798026901791,92,5.174576554758503e-08,5.612328320559222e-08,0.0,0.0,0.0,92.84204002665182,92,3.456906495936687e-08,3.74939820376548e-08,0.0,0.0,0.0,92.43798026901791,92,0.0,0.0,0.0,0.0,0.0,92.84204002665182,92,0.0,0.0,0.0,0.0,4.8779985068142386e-11,20.16293965073118,20,1.7610343406540805e-08,2.045365742171206e-08,0.0,0.0,0.0,19.590846421894586,20,6.8791699165110556e-09,7.994385594193413e-09,0.0,0.0,0.0,20.16293965073118,20,0.0,0.0,0.0,0.0,0.0,19.590846421894586,20,0.0,0.0,0.0,9.837378760658434e-07,92.43798026901791,337.000000000003,429.4379802689923,1.0146690846395716e-06,3.093109857848426e-08,-1.9805898117077148e-08,92.84204002665182,336.99994074430725,429.8419807709593,1.9966069616314028e-07,2.1946660988443522e-07,9.949310930527486e-07,20.16293965073118,429.4379802689923,449.60091991971717,1.0152105187239062e-06,2.0279305433147748e-08,-9.935527497480048e-08,19.590846421894586,429.8419807709593,449.43282719285287,1.0989219703411686e-07,2.0924155289111795e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05157881132753938,0.05278047813739449,0.0012016668098552826,0.008438692927218237,0.010017833728980505,0.0015791408017623485,0,0,0,0,0,0,-4.868321098186432e-07,9.836737021915954e-07,20.16293965073118,-0.08596481317429672,-0.051578887904577694,-7.964981899256245e-08,7.98493926217065e-08,19.590846421894586,-0.014064564030182553,-0.008438738418109153,0.0,4.968892287489362e-07,5.612322992966035e-08,0.0,0.0,0.0,0.0,4.975072843272644e-07,2.0453807778826857e-08,0.0,0.0,0.0,1.480519393683129e-06,0.0,-0.05157888790457744,1.4923974623837224e-06,1.4805862934358006e-06,-0.01531836195332528,-0.015318362571277241,0.05157881132753956,0.0,0.0,0.0,0.0,3.7494191425431664e-08,0.0,0.0,0.0,0.0,0.0,7.996698851160795e-09,0.0,0.0,0.0,8.004587835985237e-08,-7.950420391616401e-08,-0.008438738418108889,-9.921246997079659e-08,-1.961248964254056e-08,-0.06969003975573611,-0.06969003970513264,0.00843869292721839,0.0,0.0
5,5,1.9999785006603417e-08,120000000.000432,337.0000000000036,1.9999603764699564e-08,119992889.31694269,336.9999407443078,-0.015078016684793496,229656.36059622452,429.4357949617813,-0.09035733528144005,239420.3261191149,429.82888498116586,-0.015079504157113559,159656.3284668266,449.59905013716775,-0.09035761931637235,154505.01757245432,449.4216233032156,-0.015081991487263306,0.015081991487263306,-0.09035746824284528,0.09035746824284528,-0.015081991487263306,0.015081991487263306,-0.09035746824284528,0.09035746824284528,0.0,4.8686307480080663e-11,92.43579496180634,92,5.174438092388118e-08,5.612178144615048e-08,0.0,0.0,0.0,92.82894423685778,92,3.4837204106514196e-08,3.778480079594932e-08,0.0,0.0,0.0,92.43579496180634,92,0.0,0.0,0.0,0.0,0.0,92.82894423685778,92,0.0,0.0,0.0,0.0,4.8780069103081606e-11,20.163255175392745,20,1.762700023379281e-08,2.0473001304344607e-08,0.0,0.0,0.0,19.592738322051,20,7.0138400790070985e-09,8.150722704526187e-09,0.0,0.0,0.0,20.163255175392745,20,0.0,0.0,0.0,0.0,0.0,19.592738322050998,20,0.0,0.0,0.0,9.837378762375624e-07,92.43579496180634,337.0000000000036,429.4357949617813,1.014668131809345e-06,3.093014557542231e-08,-1.9806042232674765e-08,92.82894423685778,336.9999407443078,429.82888498116586,1.9969281081772562e-07,2.1949886864210642e-07,9.94931041852651e-07,20.163255175392745,429.4357949617813,449.59905013716775,1.015256643148734e-06,2.0325481112318987e-08,-1.515024465105178e-07,19.592738322051,429.82888498116586,449.4216233032156,6.697380962033759e-08,2.1847188173425545e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0515788126112655,0.0527914958267426,0.0012126832154772775,0.013963388248751693,0.01549067008329822,0.0015272818345466108,0,0,0,0,0,0,-4.868321221074932e-07,9.83673714560957e-07,20.163255175392745,-0.08596481534357543,-0.05157888920614492,-1.317951708659759e-07,1.3199258724882437e-07,19.592738322051,-0.02327239031126599,-0.013963434186759237,0.0,4.968892288245401e-07,5.6121728171216696e-08,0.0,0.0,0.0,0.0,4.975072843236935e-07,2.047315064914792e-08,0.0,0.0,0.0,1.4805194061292548e-06,0.0,-0.05157888920614467,1.4923974111502888e-06,1.4805862936826156e-06,-0.015081494020894008,-0.01508149463884586,0.05157881261126567,0.0,0.0,0.0,0.0,3.7785007877183114e-08,0.0,0.0,0.0,0.0,0.0,8.152999060718237e-09,0.0,0.0,0.0,1.321878973950135e-07,-1.3164999420479078e-07,-0.013963434186758987,-1.5135947336152414e-07,-1.9612801353304766e-08,-0.09035746809987213,-0.0903574680496044,0.013963388248751832,0.0,0.0
6,6,1.9999784931812817e-08,120000000.000504,337.0000000000042,1.999925290661364e-08,119992889.3170147,336.99994074430845,-0.014580319064834531,229603.87144776998,429.4336817875454,-0.14270884816718113,238906.57426571313,429.80820171210485,-0.014581806537083939,159603.8339634722,449.5972420666162,-0.14270917114022377,153991.26455634958,449.4039280848625,-0.014584293867166278,0.014584293867166278,-0.14270900059709665,0.14270900059709665,-0.014584293867166278,0.014584293867166278,-0.14270900059709665,0.14270900059709665,0.0,4.868631248532737e-11,92.43368178756981,92,5.1747968874101894e-08,5.612567290169444e-08,0.0,0.0,0.0,92.80826096779612,92,3.422594180608542e-08,3.712183712840427e-08,0.0,0.0,0.0,92.43368178756981,92,0.0,0.0,0.0,0.0,0.0,92.80826096779612,92,6.060920240715861e-08,6.57368790037151e-08,0.0,0.0,4.878019696259285e-11,20.163560279077057,20,1.7652312390833282e-08,2.0502396777859923e-08,0.0,0.0,0.0,19.595726372758968,20,6.738028428031222e-09,7.830537948841259e-09,0.0,0.0,0.0,20.163560279077053,20,0.0,0.0,0.0,0.0,0.0,19.595726372758968,20,1.2827780066687093e-08,1.4901727417278776e-08,0.0,9.837378765047812e-07,92.43368178756981,337.0000000000042,429.4336817875454,1.0146659125860752e-06,3.092792608237576e-08,-1.9805594238595386e-08,92.80826096779612,336.99994074430845,429.80820171210485,1.9991554877344233e-07,2.1972115855011302e-07,9.949309745665593e-07,20.163560279077057,429.4336817875454,449.5972420666162,1.0149412968854394e-06,2.0010201764914214e-08,-1.7097252673745675e-07,19.595726372758968,429.80820171210485,449.4039280848625,5.834218861153533e-08,2.2931088760405357e-07,0.0,0.0,0.07357298277434086,-6.573720374627581e-08,0.0,0.0,0.07357298277434086,-1.490624459436726e-08,0.051578797831252986,0.05285528783723163,0.0012764900059788278,0.016026176952647624,0.016940573471616455,0.0009143965189688959,0,0,0,0,0,0,-4.868319829399211e-07,9.836735755928644e-07,20.163560279077057,-0.0859647907656969,-0.05157887445941779,-1.5126498352318087e-07,1.514616548320702e-07,19.595726372758968,-0.026710369845981463,-0.016026221907588532,0.0,4.968892289240227e-07,5.612561961245938e-08,0.0,0.0,0.0,0.0,4.975072847820051e-07,2.0502544582939008e-08,0.0,0.0,0.0,1.4805192672860906e-06,0.0,-0.051578874459417536,1.492397343824161e-06,1.4805862940415803e-06,-0.01458379640079702,-0.014583797018748741,0.05157879783125316,0.0,0.0,0.0,0.0,3.712204950458271e-08,0.0,0.0,6.573704147614897e-08,0.0,0.0,7.83289082945104e-09,0.0,0.0,1.490398970035498e-08,1.5165650395198154e-07,-1.5111993285234258e-07,-0.01602622190758829,-1.7082939353513776e-07,-1.9612512894092895e-08,-0.14270900045396345,-0.1427090004040153,0.016026176952647762,-6.573714967829263e-08,-1.4905493774930232e-08
7,7,1.9999425240105014e-08,120000000.000576,337.0000000000048,1.9999290950831246e-08,119992889.3170867,336.999940744309,-0.014099046437667054,229553.11488077324,429.4316383657556,-0.4801046705395488,237178.19745177083,429.7386185418539,-0.014100533293782904,159553.07204379368,449.5954936715225,0.1694036176541482,154601.11757990456,449.4249332801163,-0.014103528131426695,0.014103528131426695,-0.1553505176520675,0.1553505176520675,-0.014103528131426695,0.014103528131426695,-0.1553505176520675,0.1553505176520675,0.0,4.872418684539691e-11,92.43163836581402,92,5.178520263458838e-08,5.6166056327899655e-08,0.0,0.0,0.0,92.73867779754458,92,3.484389505572737e-08,3.7792057690729e-08,0.0,0.0,4.876142660535825e-11,92.43163836581402,92,8.557337554340317e-08,9.281249289916225e-08,0.0,0.0,0.0,92.73867779754458,92,6.072914633650713e-08,6.586696941049566e-08,0.0,0.0,4.90912929460693e-11,20.163855305780874,20,1.7639777705173156e-08,2.0487840041123727e-08,0.0,0.0,0.0,20.33009566619806,20,7.404887003933726e-09,8.60469262252098e-09,0.0,0.0,4.912701175197626e-11,20.163855305780874,20,2.470737139376337e-08,2.869572587638386e-08,0.0,-0.3247542592073824,0.32475425940031244,20.330095666198805,20,64768.41743543333,75224.64278215254,1.0,1.4906269455638501e-06,92.43163836581402,337.0000000000048,429.4316383657556,1.5078692875422615e-06,1.7242283010362102e-08,-1.9805710009438477e-08,92.73867779754458,336.999940744309,429.7386185418539,1.9983987463774703e-07,2.1964560019545046e-07,1.502438536147681e-06,20.163855305780874,429.4316383657556,449.5954936715225,1.5118009848429586e-06,9.362389459473773e-09,0.3247541348763606,20.33009566619806,429.73861854185316,449.42493328011705,0.3247541248794062,0.0,0.07477177315670108,-9.281207480884119e-08,0.27945187048193765,-6.586729322195268e-08,0.07477177315670108,-2.8695120308293866e-08,0.27945187048193765,-75224.64278215254,0.051579048734465414,0.052380730000255525,0.0008016812657902603,0.01217975754010505,0.013138090940039045,0.0009583333999340663,0,0,0,0,0,0,-4.868343511274486e-07,9.836759426654547e-07,20.163855305780874,-0.08596520898076299,-0.05157912538845748,-1.149602120490748e-07,1.1515842212707588e-07,20.33009566619806,-0.020299673232060805,-0.012179803939236115,0.0,4.968892158737638e-07,5.616600289685492e-08,0.0,4.96889253080455e-07,9.281228383020843e-08,0.0,4.975075345197389e-07,2.0487988610320757e-08,0.0,4.975075702073524e-07,2.8695422340333122e-08,1.4805216340878263e-06,0.0,-0.05157912538845724,1.999904905361795e-06,1.987475363205313e-06,-0.01410303066505748,-0.014103031283009054,0.051579048734465574,-9.281214447758229e-08,-2.8695220849548467e-08,0.0,0.0,3.779226472269402e-08,0.0,0.0,6.586713141690912e-08,0.0,0.0,8.60686573261152e-09,-0.32475425901442245,0.32475425954655424,75224.64278215254,1.1535398747417269e-07,-1.1481663373319255e-07,-0.012179803939235859,0.3247541350196457,-1.961277995686386e-08,-0.15535051750878248,-0.15535051745913744,0.012179757540105189,-6.586723930889519e-08,-75224.64278215254
