,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,45.64289509505939,12.52593276836416,58.168827863423544,2.8754580994477602e-06,309.4061335194872,309.4061363949453,360.36501573998976,96.00219705090544,456.3672127908952,2.06471217491033e-05,2313.329049530456,2313.3290701775777,3431.7474839750867,17385.643420917302,20817.39090489239
