,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver,CO2_W,CO2_S,CO2
0,81.57134827841023,11.786731802817501,46.67904004061386,505.63527671448054,2907.0817517969676,1706.358514255724,1000.0861457516795,103.06673280491933,551.5764392782994,5107.542573208907,21014.597743996466,13061.070158602686,0,0,0.0,361.7616894466473,1744.9413453697214,1053.3515174081845
