Hour,Qirr
0,10
1,16.20144485
2,12.59641457
3,14.93722569
4,16.86011587
5,18.03098061
6,15.59935823
7,13.35511528
8,5.614388258
9,48.70456833
10,42.55198899
11,66.02641319
12,41.987388
13,22.04491428
14,16.84147093
15,16.49959176
16,14.73863879
17,21.77443731
18,24.94563832
19,22.20755986
20,20.56366161
21,18.50054135
22,18.79708124
23,10
