Hour,Qirr
0,0
1,3.394151428
2,1.959988593
3,3.144802964
4,3.111029531
5,3.506594241
6,3.95049657
7,0.921536174
8,3.680337495
9,2.348690119
10,3.86821168
11,2.276522159
12,3.129670619
13,2.424136666
14,1.7714618
15,0
16,4.837533256
17,4.859008356
18,1.283775879
19,0.836551095
20,0.716953688
21,2.519468826
22,1.876056827
23,0
