Hour,Qirr
0,30.83711812
1,81.62680334
2,110.0587544
3,77.46671688
4,142.4999763
5,175.8635279
6,186.4282332
7,172.5968746
8,150.0725621
9,135.7981825
10,79.08415184
11,131.3329601
12,106.2071706
13,111.8239883
14,107.2789477
15,130.8204809
16,145.4558139
17,134.8750593
18,63.75715746
19,70.44563654
20,61.05167783
21,60.71305176
22,94.58643362
23,78.24284454
