Hour,Qirr
0,0
1,3.485616947
2,2.967017013
3,2.756643117
4,2.773173724
5,2.847884856
6,2.157001181
7,2.651498394
8,5.440748481
9,2.807900846
10,6.841195282
11,10.91134028
12,0
13,6.861598039
14,5.588822728
15,5.107820651
16,3.348403066
17,1.410062635
18,2.389472445
19,1.846597601
20,2.319054844
21,2.948707351
22,2.685153176
23,0
