Hour,Qirr
0,55.49685483
1,84.94666249
2,91.62741591
3,143.9425231
4,216.2711077
5,224.8367866
6,227.0097282
7,197.8340741
8,193.8932931
9,100.8749425
10,62.71601356
11,119.9735351
12,116.2040446
13,136.9203959
14,131.0503586
15,144.12759
16,145.7175542
17,104.5145772
18,13.81599475
19,39.78080608
20,45.56089386
21,67.06680127
22,108.6190977
23,69.90437489
