Hour,Qirr
0,50
1,53.01371865
2,67.63712196
3,59.52614879
4,114.5412572
5,156.9231219
6,220.7085848
7,153.1703314
8,164.8794971
9,118.886399
10,67.07651334
11,84.21755194
12,95.8808949
13,93.88537741
14,121.8707496
15,110.3660477
16,121.0981414
17,82.2830244
18,0
19,21.36886661
20,40.09788492
21,38.74702248
22,42.4593096
23,50
