Hour,Qirr
0,30
1,39.06271165
2,53.2846689
3,93.03681956
4,83.86122684
5,180.8150854
6,247.276054
7,168.7135916
8,126.4794293
9,114.4030204
10,118.9318138
11,135.3211243
12,145.1694836
13,136.6427036
14,132.4470212
15,134.3706332
16,142.3004959
17,155.6734777
18,17.46027361
19,57.1836566
20,63.43137356
21,36.70361792
22,0
23,34.60773728
