Hour,Qirr
0,10
1,15.36987364
2,27.76077436
3,55.70355582
4,66.70799882
5,80.40163187
6,163.475413
7,109.5989228
8,100.7955992
9,97.49412541
10,87.19309255
11,67.04381985
12,73.50642875
13,22.25092206
14,32.18566532
15,30.45984126
16,27.28695779
17,21.93101284
18,16.33521794
19,13.72373061
20,17.13088236
21,14.84107069
22,23.65494634
23,17.2805825
