Hour,Qirr
0,44.38794513
1,59.85844114
2,80.45521064
3,154.2740839
4,183.2646818
5,181.4808568
6,210.7263688
7,205.367971
8,139.0615137
9,134.0010387
10,163.9310183
11,140.3604379
12,117.6895492
13,114.400825
14,84.83339781
15,98.92166029
16,129.3403482
17,134.5758119
18,19.06838059
19,53.44514109
20,72.82131966
21,51.12580508
22,86.9280456
23,79.72662949
