,t,ReservoirEbrew.Q,ReservoirEbrew.W,ReservoirEbrew.z,Reservoir1w.Q,Reservoir1w.W,Reservoir1w.z,Irrigation1w.Qin,Irrigation1w.Qout,Pump1w.Qin,Pump1w.Qout,Pump1w.H,Pump1w.Ph,Pump1w.Pe,Pump1w.PumpOn,Pump1w.npu2,Pump2w.Qin,Pump2w.Qout,Pump2w.H,Pump2w.Ph,Pump2w.Pe,Pump2w.PumpOn,Pump2w.npu2,Turb1w.Qin,Turb1w.Qout,Turb1w.H,Turb1w.Ph,Turb1w.Pe,Pipe1w.Q,Pipe1w.H,Pipe1w.zlow,Pipe1w.zhigh,Pipe1w.Qp,Pipe1w.Qn,PVw.forecast,PVw.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,EBgw.P_bal,EBpvw.P_bal,Batw.E,Batw.P,Batw.Pch,Batw.Pdc,ReservoirEbres.Q,ReservoirEbres.W,ReservoirEbres.z,Reservoir1s.Q,Reservoir1s.W,Reservoir1s.z,Irrigation1s.Qin,Irrigation1s.Qout,Pump1s.Qin,Pump1s.Qout,Pump1s.H,Pump1s.Ph,Pump1s.Pe,Pump1s.PumpOn,Pump1s.npu2,Pump2s.Qin,Pump2s.Qout,Pump2s.H,Pump2s.Ph,Pump2s.Pe,Pump2s.PumpOn,Pump2s.npu2,Turb1s.Qin,Turb1s.Qout,Turb1s.H,Turb1s.Ph,Turb1s.Pe,Pipe1s.Q,Pipe1s.H,Pipe1s.zlow,Pipe1s.zhigh,Pipe1s.Qp,Pipe1s.Qn,PVs.forecast,PVs.P,Grids.P,Grids.Psell,Grids.Pbuy,EBgs.P_bal,EBpvs.P_bal,Bats.E,Bats.P,Bats.Pch,Bats.Pdc,p1r0w_expanded.Q,p1c1_Qw_expanded.Q,p1ebw_expanded.P,p2r0w_expanded.Q,p2c1_Qw_expanded.Q,p2ebw_expanded.P,t1r0w_expanded.Q,t1c1_Qw_expanded.Q,t1ebw_expanded.P,c1r1_Qw_expanded.Q,r1i1w_expanded.Q,gridebw_expanded.P,pvebw_expanded.P,batebw_expanded.P,p1r0s_expanded.Q,p1c1_Qs_expanded.Q,p1ebs_expanded.P,p2r0s_expanded.Q,p2c1_Qs_expanded.Q,p2ebs_expanded.P,t1r0s_expanded.Q,t1c1_Qs_expanded.Q,t1ebs_expanded.P,c1r1_Qs_expanded.Q,r1i1s_expanded.Q,gridebs_expanded.P,pvebs_expanded.P,batebs_expanded.P
10,10,-0.054492776523735284,199474.12771352284,29.832456879522535,0.03794478080540194,10225.640045527998,139.71952617485908,-0.01654799571833333,0.01654799571833333,0.0,0.0,110.06368105660141,0.0,0.0,0.0,0.9055757862152493,-0.054492776523735284,0.05449277652373528,110.06368105660141,58837.19856416051,73546.49820520062,1.0,1.0,0.0,0.0,110.06368105660141,0.0,0.0,0.05449277652373527,110.06368105660141,29.832456879522535,139.71952617485908,0.05449277652373527,0.0,0.5137134929205837,-73546.49820520062,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.05525167331790436,198727.03860598133,29.831211731009965,0.009000412395681442,9514.75120398865,139.39142363261016,-0.04625126092222222,0.04625126092222222,0.0,0.0,109.74177657607606,0.0,0.0,0.0,0.9029272385722893,-0.05525167331790436,0.05525167331790365,109.74177657607606,59482.11937718025,74352.64922147531,1.0,1.0,0.0,0.0,109.74177657607606,0.0,0.0,0.05525167331790365,109.74177657607606,29.831211731009965,139.39142363261016,0.05525167331790364,0.0,0.8271725442451721,-74352.64922147531,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054492776523735284,0.05449277652373528,73546.49820520062,0.0,0.0,0.0,0.05449277652373527,-0.01654799571833333,0.0,-73546.49820520062,0.0,0.0,0.0,0.0,-0.05525167331790436,0.05525167331790365,74352.64922147531,0.0,0.0,0.0,0.05525167331790365,-0.04625126092222222,0.0,-74352.64922147531,0.0
11,11,-0.05438038836228087,199278.3583154186,29.832130597192364,0.028703449899503103,10328.972465166209,139.76721806084595,-0.025676938462777774,0.025676938462777774,0.0,0.0,110.11097147329542,0.0,0.0,0.0,0.9059648796552197,-0.05438038836228088,0.05438038836228088,110.11097147329542,58741.07837611584,73426.34797014481,1.0,0.9999999999999999,0.0,0.0,110.11097147329542,0.0,0.0,0.05438038836228088,110.11097147329542,29.832130597192364,139.76721806084595,0.05438038836228087,0.0,0.6112149495870927,-73426.3479701448,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.05524091167495714,198528.17132395148,29.830880285539916,0.0026160300027388765,9524.168911998511,139.39577026707624,-0.05262488167222223,0.05262488167222223,0.0,0.0,109.74638445862416,0.0,0.0,0.0,0.9029651510500591,-0.055240911674957136,0.05524091167496112,109.74638445862416,59473.03080166956,74341.28850208696,1.0,0.9999999999999999,0.0,0.0,109.74638445862416,0.0,0.0,0.05524091167496112,109.74638445862416,29.83088028553992,139.39577026707624,0.05524091167496112,0.0,0.9073690875066988,-74341.28850208696,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05438038836228088,0.05438038836228088,73426.34797014481,0.0,0.0,0.0,0.05438038836228088,-0.025676938462777774,0.0,-73426.3479701448,0.0,0.0,0.0,0.0,-0.055240911674957136,0.05524091167496112,74341.28850208696,0.0,0.0,0.0,0.05524091167496112,-0.05262488167222223,0.0,-74341.28850208696,0.0
12,12,-0.05423181072986536,199083.12379679107,29.83180520632799,0.037903382063198675,10465.424640593723,139.83019598796633,-0.016328428666666665,0.016328428666666665,0.0,0.0,110.17331500852742,0.0,0.0,0.0,0.9064778263002089,-0.054231810729865354,0.054231810729865354,110.17331500852742,58613.7541337377,73267.19266717212,1.0,1.0,0.0,0.0,110.17331500852742,0.0,0.0,0.05423181072986534,110.17331500852742,29.83180520632799,139.83019598796633,0.05423181072986534,0.0,0.6484390389437005,-73267.19266717212,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.0891737393026961,198207.14586246177,29.830345243104105,0.03271894012491636,9641.95709644821,139.45013404451458,-0.05645479917777778,0.05645479917777778,-0.034749999999999996,0.034749999999999996,110.09273932345354,37530.33960351699,46912.92450439625,1.0,0.9442136487860255,-0.05442373930269612,0.05442373930269416,110.09273932345354,58778.171022685274,73472.71377835658,1.0,1.0,0.0,0.0,110.09273932345354,0.0,0.0,0.08917373930269415,110.09273932345354,29.830345243104105,139.45013404451458,0.08917373930269415,0.0,0.9075888237412905,-73472.71377835658,-46912.924504396244,0.0,46912.92450439624,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054231810729865354,0.054231810729865354,73267.19266717212,0.0,0.0,0.0,0.05423181072986534,-0.016328428666666665,0.0,-73267.19266717212,0.0,-0.034749999999999996,0.034749999999999996,46912.92450439625,-0.05442373930269612,0.05442373930269416,73472.71377835658,0.0,0.0,0.0,0.08917373930269415,-0.05645479917777778,-46912.924504396244,-73472.71377835658,0.0
13,13,-0.054053217717707595,198888.53221300733,29.83148088702168,0.045480195497707585,10629.153344385473,139.90576308202407,-0.00857302222,0.00857302222,0.0,0.0,110.2480562185595,0.0,0.0,0.0,0.9070927778390613,-0.054053217717707595,0.054053217717707595,110.2480562185595,58460.36318906152,73075.4539863269,1.0,1.0,0.0,0.0,110.2480562185595,0.0,0.0,0.05405321771770759,110.2480562185595,29.831480887021677,139.90576308202407,0.05405321771770759,0.0,0.6048769083203855,-73075.4539863269,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.10739332548490146,197820.52989071613,29.829700883151194,0.05425449630712366,9837.273283153856,139.54027997684025,-0.05313882917777778,0.05313882917777778,-0.05369667501573875,0.05369667501573876,110.3965344985695,58152.962248528645,72691.2028106608,1.0,1.0,-0.05369665046916271,0.05369665046916271,110.3965344985695,58152.93752254735,72691.17190318418,1.0,1.0,0.0,0.0,110.3965344985695,0.0,0.0,0.10739332548490145,110.3965344985695,29.829700883151197,139.54027997684025,0.10739332548490145,0.0,0.8371170424435377,-72691.17190318418,-72691.20281066079,0.0,72691.20281066079,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.054053217717707595,0.054053217717707595,73075.4539863269,0.0,0.0,0.0,0.05405321771770759,-0.00857302222,0.0,-73075.4539863269,0.0,-0.05369667501573875,0.05369667501573876,72691.2028106608,-0.05369665046916271,0.05369665046916271,72691.17190318418,0.0,0.0,0.0,0.10739332548490145,-0.05313882917777778,-72691.20281066079,-72691.17190318418,0.0
14,14,-0.05386672851632554,198694.61199034858,29.831157686650585,0.04731726759910332,10799.495507742244,139.9843825420349,-0.006549460917222222,0.006549460917222222,0.0,0.0,110.32580187064029,0.0,0.0,0.0,0.9077324491578103,-0.05386672851632554,0.05386672851632555,110.32580187064029,58299.752208885075,72874.69026110633,1.0,1.0,0.0,0.0,110.32580187064029,0.0,0.0,0.05386672851632554,110.32580187064029,29.831157686650585,139.9843825420349,0.05386672851632554,0.0,0.49767636182026426,-72874.69026110633,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.10222954664462229,197452.50352279548,29.829087505871325,0.05072237173351154,10019.873821394496,139.62455714833595,-0.051507174911111106,0.051507174911111106,-0.048582375314742784,0.04858237531474279,110.41704619239083,52623.99983100813,65779.99978876018,1.0,0.9835357038249174,-0.053647171329879506,0.05364717132987987,110.41704619239083,58110.14522479198,72637.68153098997,1.0,1.0,0.0,0.0,110.41704619239083,0.0,0.0,0.10222954664462267,110.41704619239083,29.829087505871332,139.62455714833595,0.10222954664462267,0.0,0.7025998704330214,-72637.68153098995,-65779.99978876016,0.0,65779.99978876015,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05386672851632554,0.05386672851632555,72874.69026110633,0.0,0.0,0.0,0.05386672851632554,-0.006549460917222222,0.0,-72874.69026110633,0.0,-0.048582375314742784,0.04858237531474279,65779.99978876018,-0.053647171329879506,0.05364717132987987,72637.68153098997,0.0,0.0,0.0,0.10222954664462267,-0.051507174911111106,-65779.99978876016,-72637.68153098995,0.0
15,15,-0.05081143362512291,198511.69082929808,29.830852818048832,0.04439492571845624,10959.317240328686,140.05814641861326,-0.006416507906666667,0.006416507906666667,0.0,0.0,110.38084883838836,0.0,0.0,0.0,0.9081853615138089,-0.050811433625122915,0.0508114336251229,110.38084883838836,55020.455682069296,68775.56960258662,1.0,0.9902820378816579,0.0,0.0,110.38084883838836,0.0,0.0,0.05081143362512291,110.38084883838836,29.830852818048832,140.05814641861326,0.050811433625122915,0.0,0.32599011824461455,-68775.5696025866,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-0.054696182456121234,197255.5972659535,29.82875932877659,0.0024409362116767806,10028.661191756533,139.62861285773377,-0.05225524624444444,0.05225524624444444,0.0,0.0,109.97778679534292,0.0,0.0,0.0,0.9048690702266161,-0.05469618245612123,0.05469618245612123,109.97778679534292,59010.731571858785,73763.41446482348,1.0,0.9999999999999999,0.0,0.0,109.97778679534292,0.0,0.0,0.05469618245612123,109.97778679534292,29.828759328776595,139.62861285773377,0.054696173803498636,-8.652622590988301e-09,0.5186243614651183,-73763.41446482348,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050811433625122915,0.0508114336251229,68775.56960258662,0.0,0.0,0.0,0.05081143362512291,-0.006416507906666667,0.0,-68775.5696025866,0.0,0.0,0.0,0.0,-0.05469618245612123,0.05469618245612123,73763.41446482348,0.0,0.0,0.0,0.05469618245612123,-0.05225524624444444,0.0,-73763.41446482348,0.0
16,16,0.0,198511.69082929808,29.830852818048832,-0.005731692862771695,10938.683146022708,140.048622990472,-0.005731692862777777,0.005731692862777777,0.0,0.0,110.2177701724232,0.0,0.0,0.0,0.9068435920061145,0.0,0.0,110.2177701724232,0.0,0.0,0.0,0.9068435920061145,0.0,0.0,110.2177701724232,0.0,0.0,0.0,110.2177701724232,29.830852818048832,140.048622990472,0.0,0.0,0.11821470325038548,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.1368683772161603e-13,0.0,-0.05045658162263059,197073.953572112,29.82845658928685,-0.004882500116257795,10011.084191338006,139.62050039600217,-0.055339081738888886,0.055339081738888886,0.0,0.0,109.94346175131716,0.0,0.0,0.0,0.9045866525532099,-0.05045658162263059,0.050456581622630586,109.94346175131716,54419.711952505895,68024.63994063236,1.0,0.985540220789848,0.0,0.0,109.94346175131716,0.0,0.0,0.050456581622631086,109.94346175131716,29.828456589286855,139.62050039600217,0.050456581622631086,0.0,0.32243077805000214,-68024.63994063236,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005731692862777777,0.0,0.0,0.0,0.0,0.0,0.0,-0.05045658162263059,0.050456581622630586,68024.63994063236,0.0,0.0,0.0,0.050456581622631086,-0.055339081738888886,0.0,-68024.63994063236,0.0
17,17,0.050853375240878566,198694.76298016528,29.831157938300272,-0.05932121197254523,10725.126782921545,139.95005851519454,-0.008467836731666666,0.008467836731666666,0.0,0.0,109.96509172895618,0.0,0.0,0.0,0.9047646184709245,0.0,0.0,109.96509172895618,0.0,0.0,0.0,0.9047646184709247,-0.05085337524087858,0.05085337524087857,109.96509172895618,-54858.46247701527,-27429.231238507637,-0.05085337524087858,109.96509172895618,29.831157938300276,139.95005851519454,0.0,0.05085337524087858,0.0,0.0,27429.231238507637,27429.231238507633,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.953572112,29.82845658928685,-0.060539685772222226,9793.141322558005,139.51991137964217,-0.060539685772222226,0.060539685772222226,0.0,0.0,109.69145229785843,0.0,0.0,0.0,0.9025131832965149,0.0,0.0,109.69145229785843,0.0,0.0,0.0,0.9025131832965149,0.0,0.0,109.69145229785843,0.0,0.0,0.0,109.69145229785843,29.828456589286855,139.51991137964217,0.00020471361488876063,0.0002047136148887607,0.11917990763987955,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05085337524087857,-0.05085337524087858,-27429.231238507637,-0.05085337524087858,-0.008467836731666666,27429.231238507637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.060539685772222226,0.0,0.0,0.0
18,18,0.1025841760809587,199064.06601405676,29.831773443356756,-0.11228525764939776,10320.899855383714,139.7634922409463,-0.00970108156888889,0.00970108156888889,4.49821651927856e-13,0.0,109.30582257761714,0.0,0.0,0.0,0.8993403206978536,0.0,0.0,109.30582257761714,0.0,0.0,0.0,0.8993403206978539,-0.10258417608050888,0.10258417608050889,109.30582257761714,-110000.00000000001,-55000.0,-0.10258417608050886,109.30582257761714,29.831773443356763,139.7634922409463,0.0,0.10258417608050889,0.0,0.0,55000.0,55000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.953572112,29.82845658928685,-0.006790106403889361,9768.696939504005,139.50862935669417,-0.006790106403888889,0.006790106403888889,0.0,0.0,109.68017276740733,0.0,0.0,0.0,0.9024203782080575,0.0,0.0,109.68017276740733,0.0,0.0,0.0,0.9024203782080575,0.0,0.0,109.68017276740733,0.0,0.0,0.0,109.68017276740733,29.828456589286855,139.50862935669417,0.0,0.0,0.006622110122458065,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.49821651927856e-13,0.0,0.0,0.0,0.0,0.0,0.10258417608050886,-0.10258417608050888,-55000.0,-0.10258417608050886,-0.00970108156888889,55000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006790106403888889,0.0,0.0,0.0
19,19,0.10276079275203147,199434.00486796405,29.83239000811328,-0.11139706603092699,9919.870417672377,139.5784017312334,-0.008636273278888888,0.008636273278888888,0.0,0.0,109.11795824539396,0.0,0.0,0.0,0.8977946210744938,0.0,0.0,109.11795824539396,0.0,0.0,0.0,0.8977946210744938,-0.10276079275203148,0.10276079275203147,109.11795824539396,-110000.00000000001,-55000.0,-0.1027607927520315,109.11795824539396,29.832390008113276,139.5784017312334,0.0,0.1027607927520315,0.0,0.0,55000.0,55000.00000000001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.953572112,29.82845658928685,-0.022238088677777778,9688.639820264003,139.47167991704492,-0.022238088677777778,0.022238088677777778,0.0,0.0,109.6432233277581,0.0,0.0,0.0,0.9021163676794314,0.0,0.0,109.6432233277581,0.0,0.0,0.0,0.9021163676794315,0.0,0.0,109.6432233277581,0.0,0.0,0.0,109.6432233277581,29.828456589286855,139.47167991704492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10276079275203145,-0.10276079275203148,-55000.0,-0.1027607927520315,-0.008636273278888888,55000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022238088677777778,0.0,0.0,0.0
20,20,0.09024017216454773,199758.8694877564,29.832931449146262,-0.09823715167954773,9566.216671626004,139.41517692536587,-0.007996979514999999,0.007996979514999999,0.0,0.0,109.09791524259316,0.0,0.0,0.0,0.897629712379407,0.0,0.0,109.09791524259316,0.0,0.0,0.0,0.8976297123794073,-0.09024017216454773,0.09024017216454772,109.09791524259316,-96579.64028568682,-48289.82014284341,-0.09024017216454773,109.09791524259316,29.83293144914626,139.41517692536587,0.0,0.09024017216454773,0.0,0.0,48289.82014284342,48289.82014284342,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.953572112,29.82845658928685,-0.024667756384444448,9599.835897280003,139.43069349105232,-0.024667756384444444,0.024667756384444444,0.0,0.0,109.60223690176547,0.0,0.0,0.0,0.9017791418608314,0.0,0.0,109.60223690176547,0.0,0.0,0.0,0.9017791418608315,0.0,0.0,109.60223690176547,0.0,0.0,0.0,109.60223690176547,29.828456589286855,139.43069349105232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09024017216454772,-0.09024017216454773,-48289.82014284341,-0.09024017216454773,-0.007996979514999999,48289.82014284342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.024667756384444444,0.0,0.0,0.0
21,21,0.0,199758.8694877564,29.832931449146262,-0.007194654969444444,9540.315913736003,139.40322272941663,-0.007194654969444444,0.007194654969444444,0.0,0.0,109.57028880187352,0.0,0.0,0.0,0.901516281075148,0.0,0.0,109.57028880187352,0.0,0.0,0.0,0.9015162810751484,0.0,0.0,109.57028880187352,0.0,0.0,0.0,109.57028880187352,29.83293144914626,139.40322272941663,0.00020413376083974627,0.00020413376083974635,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.953572112,29.82845658928685,-0.014273629191111107,9548.450832192004,139.40697730716556,-0.014273629191111109,0.014273629191111109,0.0,0.0,109.5785207178787,0.0,0.0,0.0,0.9015840111722782,0.0,0.0,109.5785207178787,0.0,0.0,0.0,0.9015840111722783,0.0,0.0,109.5785207178787,0.0,0.0,0.0,109.5785207178787,29.828456589286855,139.40697730716556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007194654969444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014273629191111109,0.0,0.0,0.0
22,22,0.0,199758.8694877564,29.832931449146262,-0.007309976037777778,9514.000000000004,139.39107692307695,-0.007309976037777778,0.007309976037777778,0.0,0.0,109.55814547393068,0.0,0.0,0.0,0.9014163688821021,0.0,0.0,109.55814547393068,0.0,0.0,0.0,0.901416368882102,0.0,0.0,109.55814547393068,0.0,0.0,0.0,109.55814547393068,29.83293144914626,139.39107692307695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.953572112,29.82845658928685,0.0,9548.450832192004,139.40697730716556,-0.0,0.0,0.0,0.0,109.5785207178787,0.0,0.0,0.0,0.9015840111722782,0.0,0.0,109.5785207178787,0.0,0.0,0.0,0.9015840111722783,0.0,0.0,109.5785207178787,0.0,0.0,0.0,109.5785207178787,29.828456589286855,139.40697730716556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007309976037777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0.0,199758.8694877564,29.832931449146262,-0.003888888888888889,9500.000000000004,139.38461538461542,-0.0038888888888888888,0.0038888888888888888,0.0,0.0,109.55168143895442,0.0,0.0,0.0,0.9013631844574165,0.0,0.0,109.55168143895442,0.0,0.0,0.0,0.9013631844574165,0.0,0.0,109.55168143895442,0.0,0.0,0.0,109.55168143895442,29.83293144914626,139.38461538461542,0.00020487854536311553,0.00020487854536311545,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,197073.953572112,29.82845658928685,-0.013458564497777777,9500.000000000004,139.38461538461542,-0.013458564497777777,0.013458564497777777,0.0,0.0,109.55615879532857,0.0,0.0,0.0,0.9014000229992476,0.0,0.0,109.55615879532857,0.0,0.0,0.0,0.9014000229992477,0.0,0.0,109.55615879532857,0.0,0.0,0.0,109.55615879532857,29.828456589286855,139.38461538461542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013458564497777777,0.0,0.0,0.0
