,t,ReservoirEbre.Q,ReservoirEbre.W,ReservoirEbre.z,Reservoir1.Q,Reservoir1.W,Reservoir1.z,Irrigation1.Qin,Irrigation1.Qout,Pump2.Qin,Pump2.Qout,Pump2.H,Pump2.n,Pump2.Ph,Pump2.Pe,Pump2.PumpOn,Turb1.Qin,Turb1.Qout,Turb1.H,Turb1.Ph,Turb1.Pe,Pipe1.Q,Pipe1.H,Pipe1.zlow,Pipe1.zhigh,Pipe1.H0,Pipe1.signQ,PV.P,Grid.P,Grid.Psell,Grid.Pbuy,EB.P_bal,p2r0_expanded.Q,p2c1_Q_expanded.Q,p2eb_expanded.P,t1r0_expanded.Q,t1c1_Q_expanded.Q,t1eb_expanded.P,c1r1_Q_expanded.Q,r1i1_expanded.Q,grideb_expanded.P,pveb_expanded.P
10,10,-0.0278,210964.6608402526,29.851607768067087,0.010378885122222216,435.889757657336,135.20117988814957,-0.017421114877777796,0.01742111487777778,-0.0278,0.0278,105.34958757686061,2699.944224762509,28730.72882478627,35913.41103098283,1.0,0.0,0.0,105.33201185560493,0.0,0.0,0.027799999999999995,105.33201185560493,29.851607768067087,135.1886122901054,105.3495721200825,1.0,-22118.44815118865,-13794.962879794182,0.0,13794.962879794182,0.0,-0.017220905435790444,0.017220905435790444,22118.448151188644,0.0,0.0,0.0,0.017220905435790444,-0.01742111487777778,0.0,-22118.448151188644
11,11,-0.027800000000000005,210864.58084025263,29.851440968067088,-0.005525981972222223,415.99622255733595,135.19199825656494,-0.03332598197222223,0.033325981972222224,-0.02780000000000001,0.027800000000000002,105.34057274529772,2699.828655123287,28728.27031795211,35910.337897440135,1.0,0.0,0.0,105.3110557006067,0.0,0.0,0.027800000000000002,105.3110557006067,29.85144096806709,135.16728305331836,105.34055728849786,1.0,-26316.47086942186,-9593.867028018274,0.0,9593.867028018274,0.0,-0.020488941313339958,0.020488941313339958,26316.470869421886,0.0,0.0,0.0,0.020488941313339958,-0.033325981972222224,0.0,-26316.470869421886
12,12,-0.027800000000000005,210764.50084025261,29.851274168067086,-0.00447890127777778,399.87217795733596,135.18455638982647,-0.03227890127777777,0.03227890127777778,-0.0278,0.0278,105.33329767855844,2699.7355342941346,28726.286276301096,35907.85784537637,1.0,0.0,0.0,105.29375579690148,0.0,0.0,0.0278,105.29375579690148,29.851274168067086,135.14976692295093,105.33328222175938,1.0,-27919.191260759962,-7988.666584616408,0.0,7988.666584616409,0.0,-0.02173678577887651,0.02173678577887651,27919.191260759973,0.0,0.0,0.0,0.02173678577887651,-0.03227890127777778,0.0,-27919.191260759973
13,13,-0.03635190938945424,210633.63396645058,29.85105605661075,-0.00168153391610132,393.81865585937123,135.1817624565505,-0.038033443305555574,0.03803344330555555,-0.03635190938945424,0.03635190938945424,105.33073282916581,2699.7024911716708,37562.224603419556,46952.78075427444,1.0,0.0,0.0,105.36467789319964,0.0,0.0,0.036351909389454234,105.36467789319964,29.851056056610755,135.2162842513517,105.33070639993976,1.0,-26043.580164642517,-20909.20058963193,0.0,20909.200589631928,0.0,-0.07806702058376007,0.07806702058376007,100271.7342358179,0.0,0.0,0.0,0.07806702058376007,-0.03803344330555555,-74228.15407117546,-26043.580164642543
14,14,-0.08509861605573871,210327.27894864988,29.850545464914415,0.04869573866684983,569.1233150600306,135.26267229925847,-0.0364028773888889,0.03640287738888889,-0.08509861605573871,0.08509861605573871,105.41227166983313,2700.7471634221442,88000.0,110000.0,1.0,0.0,0.0,105.43292063525584,0.0,0.0,0.08509861605573872,105.43292063525584,29.850545464914422,135.28412218691938,105.41212683434406,1.0,-21427.953434533294,-88572.0465654667,0.0,88572.04656546672,0.0,-0.07723126453607121,0.07723126453607121,99198.04215152854,0.0,0.0,0.0,0.07723126453607121,-0.03640287738888889,-77770.0887169954,-21427.95343453328
15,15,-0.0278,210227.19894864992,29.850378664914412,-0.012235441666666664,525.0757250600307,135.24234264233542,-0.040035441666666706,0.040035441666666664,-0.0278,0.0278,105.39197943422096,2700.487198596647,28742.289847341875,35927.86230917734,1.0,0.0,0.0,105.3800011555208,0.0,0.0,0.0278,105.3800011555208,29.850378664914416,135.23575843942098,105.39196397742103,1.0,-14035.830531140122,-21892.031778037217,0.0,21892.031778037217,0.0,-0.010927630672320854,0.010927630672320854,14035.830531140096,0.0,0.0,0.0,0.010927630672320823,-0.040035441666666664,0.0,-14035.830531140096
16,16,0.0,210227.19894864992,29.850378664914412,-0.04047709838888889,379.35817086003067,135.17508838655078,-0.040477098388888924,0.04047709838888889,0.0,0.0,105.32470972163641,2699.6252134941283,1.5134914998374025e-11,1.8918643747967535e-11,0.0,0.0,0.0,105.3188700888771,0.0,0.0,0.0,105.3188700888771,29.850378664914416,135.17508838655075,105.32470972163638,1.0,-5089.852263148598,5089.852263148579,5089.852263148579,0.0,0.0,-0.003962714716971977,0.003962714716971977,5089.852263148598,0.0,0.0,0.0,0.003962714716971977,-0.04047709838888889,0.0,-5089.852263148598
17,17,0.0,210227.19894864992,29.850378664914412,-0.029031827000000003,274.8435936600306,135.1268508893816,-0.02903182700000002,0.029031827000000003,0.0,0.0,105.27647222446714,2699.007001512868,0.0,0.0,0.0,0.0,0.0,105.2703366914918,0.0,0.0,0.0,105.2703366914918,29.850378664914416,135.1268508893815,105.27647222446717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029031827000000003,0.0,0.0
18,18,0.0,210227.19894864992,29.850378664914412,-0.0038377763194444438,261.02759891003063,135.12047427642003,-0.0038377763194444425,0.003837776319444444,0.0,0.0,105.27009561150564,2698.9253685014673,0.0,0.0,0.0,-3.0531133177191805e-16,0.0,105.26391671142339,0.0,0.0,0.0,105.26391671142339,29.850378664914416,135.12047427642003,105.27009561150562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003837776319444444,0.0,0.0
19,19,0.0,210227.19894864992,29.850378664914412,-0.011050223911111129,221.24679283003059,135.10211390438312,-0.011050223911111117,0.01105022391111111,0.0,0.0,105.25173523946874,2698.6899419407064,0.0,0.0,0.0,0.0,0.0,105.24556875479973,0.0,0.0,0.0,105.24556875479973,29.850378664914416,135.1021139043832,105.25173523946872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01105022391111111,0.0,0.0
20,20,0.0,210227.19894864992,29.850378664914412,-0.01265580385,175.6858989700306,135.08108579952466,-0.01265580385,0.01265580385,0.0,0.0,105.23070713461024,2698.4204922303247,0.0,0.0,0.0,0.0,0.0,105.22454341371564,0.0,0.0,0.0,105.22454341371564,29.850378664914416,135.0810857995246,105.23070713461023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01265580385,0.0,0.0
21,21,0.0,210227.19894864722,29.850378664914412,-0.018629667019444445,108.61909770003057,135.0501318912462,-0.018629667019444466,0.018629667019444445,0.0,0.0,105.19975322595187,2698.0235462320124,0.0,0.0,0.0,0.0,0.0,105.19359978842031,0.0,0.0,0.0,105.19359978842031,29.850378664914416,135.0501318912462,105.19975322633178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018629667019444445,0.0,0.0
22,22,0.0,210227.19894864722,29.850378664914412,-0.030171971583333332,3.0558888752807434e-11,135.00000000000003,-0.030171971583333294,0.030171971583333332,0.0,0.0,105.14962133451475,2697.3806543506125,0.0,0.0,0.0,0.0,0.0,105.14348776456154,0.0,0.0,0.0,105.14348776456154,29.850378664914416,134.99999999999997,105.14962133508564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030171971583333332,0.0,0.0
23,23,-0.08522204372463868,209920.39959123847,29.849867332652064,0.06580416181074977,236.89498251872976,135.1093361457779,-0.019417881913888893,0.01941788191388889,-0.0852220437246387,0.0852220437246387,105.25961406829572,2698.791118703876,88000.0,110000.0,1.0,0.0,0.0,105.25933549300765,0.0,0.0,0.08522204372463867,105.25933549300765,29.849867332652064,135.1093771722455,105.25946881312579,1.0,0.0,-110000.0,0.0,110000.00000000003,0.0,-0.08524673558013189,0.08524673558013189,109999.99999999987,0.0,0.0,0.0,0.0852467355801321,-0.01941788191388889,-109999.99999999987,0.0
