,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,139.24152230825317,8.431110375618493,147.67263268387165,3.619295109602891e-07,64.67065508346488,64.67065544539439,1804.2395733912836,72.22482728706723,1876.4644006783508,2.717125037508152e-06,465.6329647536932,465.63296747081824,3432.3563022548506,17385.643596814465,20817.999899069317
