,Sell_W,Sell_S,Sell,Buy_W,Buy_S,Buy,Esell_W,Esell_S,Esell,Ebuy_W,Ebuy_S,Ebuy,Wriver_W,Wriver_S,Wriver
0,0.0,0.0,0.0,0.0,191.81068738107845,191.81068738107845,0.0,0.0,0.0,0.0,1446.2897881723438,1446.2897881723438,3256.807718412229,13908.512985518697,17165.320703930927
