,t,B1w.Q,B1w.W,B1w.z,B1s.Q,B1s.W,B1s.z,B4w.Q,B4w.W,B4w.z,B4s.Q,B4s.W,B4s.z,B5w.Q,B5w.W,B5w.z,B5s.Q,B5s.W,B5s.z,Irrigation4w.Qin,Irrigation4w.Qout,Irrigation4s.Qin,Irrigation4s.Qout,Irrigation5w.Qin,Irrigation5w.Qout,Irrigation5s.Qin,Irrigation5s.Qout,Pump24gw.Qin,Pump24gw.Qout,Pump24gw.H,Pump24gw.Hfix,Pump24gw.Ph,Pump24gw.Pe,Pump24gw.PumpOn,Pump24gs.Qin,Pump24gs.Qout,Pump24gs.H,Pump24gs.Hfix,Pump24gs.Ph,Pump24gs.Pe,Pump24gs.PumpOn,Pump24sw.Qin,Pump24sw.Qout,Pump24sw.H,Pump24sw.Hfix,Pump24sw.Ph,Pump24sw.Pe,Pump24sw.PumpOn,Pump24ss.Qin,Pump24ss.Qout,Pump24ss.H,Pump24ss.Hfix,Pump24ss.Ph,Pump24ss.Pe,Pump24ss.PumpOn,Pump3gw.Qin,Pump3gw.Qout,Pump3gw.H,Pump3gw.Hfix,Pump3gw.Ph,Pump3gw.Pe,Pump3gw.PumpOn,Pump3gs.Qin,Pump3gs.Qout,Pump3gs.H,Pump3gs.Hfix,Pump3gs.Ph,Pump3gs.Pe,Pump3gs.PumpOn,Pump3sw.Qin,Pump3sw.Qout,Pump3sw.H,Pump3sw.Hfix,Pump3sw.Ph,Pump3sw.Pe,Pump3sw.PumpOn,Pump3ss.Qin,Pump3ss.Qout,Pump3ss.H,Pump3ss.Hfix,Pump3ss.Ph,Pump3ss.Pe,Pump3ss.PumpOn,Pipe14w.Q,Pipe14w.H,Pipe14w.zlow,Pipe14w.zhigh,Pipe14w.Qp,Pipe14w.Qn,Pipe14s.Q,Pipe14s.H,Pipe14s.zlow,Pipe14s.zhigh,Pipe14s.Qp,Pipe14s.Qn,Pipe45w.Q,Pipe45w.H,Pipe45w.zlow,Pipe45w.zhigh,Pipe45w.Qp,Pipe45w.Qn,Pipe45s.Q,Pipe45s.H,Pipe45s.zlow,Pipe45s.zhigh,Pipe45s.Qp,Pipe45s.Qn,PV24w.forecast,PV24w.P,PV24s.forecast,PV24s.P,PV3w.forecast,PV3w.P,PV3s.forecast,PV3s.P,Gridw.P,Gridw.Psell,Gridw.Pbuy,Grids.P,Grids.Psell,Grids.Pbuy,EBgw.P_bal,EBgs.P_bal,EB2pvw.P_bal,EB2pvs.P_bal,EB3pvw.P_bal,EB3pvs.P_bal,p1r4w_expanded.Q,p1c1_Qw_expanded.Q,p1ebw_expanded.P,p2r4w_expanded.Q,p2c1_Qw_expanded.Q,p2ebw_expanded.P,p3r1w_expanded.Q,p3c2_Qw_expanded.Q,p3ebw_expanded.P,p4r1w_expanded.Q,p4c2_Qw_expanded.Q,p4ebw_expanded.P,c1r1_Qw_expanded.Q,c2r4_Qw_expanded.Q,r5i5w_expanded.Q,r4i4w_expanded.Q,gridebw_expanded.P,pv2ebw_expanded.P,pv3ebw_expanded.P,p1r4s_expanded.Q,p1c1_Qs_expanded.Q,p1ebs_expanded.P,p2r4s_expanded.Q,p2c1_Qs_expanded.Q,p2ebs_expanded.P,p3r1s_expanded.Q,p3c2_Qs_expanded.Q,p3ebs_expanded.P,p4r1s_expanded.Q,p4c2_Qs_expanded.Q,p4ebs_expanded.P,c1r1_Qs_expanded.Q,c2r4_Qs_expanded.Q,r5i5s_expanded.Q,r4i4s_expanded.Q,gridebs_expanded.P,pv2ebs_expanded.P,pv3ebs_expanded.P
0,0,-1.740206556364408e-12,120000000.0,337.3333333333333,-0.3386840034806224,119998780.73758747,337.33331978597323,-0.013226290194813842,229952.38535529867,429.4477126993041,0.2847372418135495,231025.05407052877,429.49089754720984,-0.013226290181789906,159952.38535534556,449.60924723795955,-0.05394676165718482,159805.79165803414,449.60419810461764,-0.013226290189171978,0.013226290189171978,-0.05394676166212889,0.05394676166212889,-0.013226290189171978,0.013226290189171978,-0.05394676166212889,0.05394676166212889,-1.7334321194615898e-12,1.7334321194615898e-12,92.11437936597079,92,1.5664021740396106e-06,1.698917759262051e-06,0.0,-0.33868400348061584,0.33868400348061584,95.34757537691853,92,316791.3727835889,343591.5106112678,1.0,-6.774436902818145e-15,6.774436902818145e-15,92.11437936597079,92,6.1216661289073944e-09,6.639551115951621e-09,0.0,-6.554178568755259e-15,6.554178568755259e-15,95.34757537691853,92,6.1305145945090895e-09,6.649148150226779e-09,0.0,-7.353267402510215e-12,7.353267402510215e-12,20.16153453865545,20,1.4543634476818807e-06,1.6891561529406284e-06,0.0,-4.915191376307045e-12,4.915191376307045e-12,20.113300557407815,20,9.69823677409514e-07,1.1263921921132563e-06,0.0,-2.8804093503581705e-14,2.8804093503581705e-14,20.16153453865545,20,5.697007662326083e-09,6.616733638009388e-09,0.0,-2.8873669472389906e-14,2.8873669472389906e-14,20.113300557407815,20,5.697106412398538e-09,6.61684833031189e-09,0.0,1.740206556364408e-12,92.11437936597079,337.3333333333333,429.4477126993041,3.681029340854326e-12,1.940822784489918e-12,0.3386840034806224,95.34757537691853,337.33331978597323,429.49089754720984,0.3386840034806224,7.520106478786673e-36,7.382071496013796e-12,20.16153453865545,429.4477126993041,449.60924723795955,7.356610205137085e-12,0.0,4.944065045779434e-12,20.113300557407815,429.49089754720984,449.60419810461764,5.093082969397511e-12,1.4901792361807641e-13,0.0,-6.639551115951621e-09,0.0,-6.649148150226779e-09,0.0,-6.616733638009388e-09,0.0,-6.61684833031189e-09,-3.388073912202678e-06,1.5400570795166835e-06,4.928130991719361e-06,-343591.5106123942,1.391719076370324e-06,343591.51061378594,0,0,0,0,0,0,-1.7334321194615898e-12,1.7334321194615898e-12,1.698917759262051e-06,-6.774436902818145e-15,6.774436902818145e-15,6.639551115951621e-09,-7.353267402510215e-12,7.353267402510215e-12,1.6891561529406284e-06,-2.8804093503581705e-14,2.8804093503581705e-14,6.616733638009388e-09,7.382071496013796e-12,1.740206556364408e-12,-0.013226290189171978,-0.013226290189171978,-3.388073912202678e-06,-6.639551115951621e-09,-6.616733638009388e-09,-0.33868400348061584,0.33868400348061584,343591.5106112678,-6.554178568755259e-15,6.554178568755259e-15,6.649148150226779e-09,-4.915191376307045e-12,4.915191376307045e-12,1.1263921921132563e-06,-2.8873669472389906e-14,2.8873669472389906e-14,6.61684833031189e-09,4.944065045779434e-12,0.3386840034806224,-0.05394676166212889,-0.05394676166212889,-343591.5106123942,-6.649148150226779e-09,-6.61684833031189e-09
1,1,-1.8097016445115395e-12,119999999.99999999,337.3333333333333,-0.3601737652569168,119997484.11203255,337.3333053790226,-0.013352063396270365,229904.3179270721,429.4457775402492,0.3076143441967879,232132.4657096372,429.5354811194954,-0.013352063382729977,159904.31792716772,449.60759164935837,-0.052559421050116004,159616.57774225372,449.59768100116474,-0.013352063390405022,0.013352063390405022,-0.05255942105512245,0.05255942105512245,-0.013352063390405022,0.013352063390405022,-0.05255942105512245,0.05255942105512245,-1.8029270652560299e-12,1.8029270652560299e-12,92.11244420691587,92,1.6291665035210199e-06,1.7669918693286554e-06,0.0,-0.36017376525691025,0.36017376525691025,95.80983191667039,92,338525.32339767757,367164.1251601709,1.0,-6.7745792555094936e-15,6.7745792555094936e-15,92.11244420691587,92,6.121666156781774e-09,6.639551146184137e-09,0.0,-6.522442519317825e-15,6.522442519317825e-15,95.80983191667039,92,6.130407531541848e-09,6.649032029871853e-09,0.0,-7.646241018937336e-12,7.646241018937336e-12,20.16181410910918,20,1.512330103460768e-06,1.7564809564004276e-06,0.0,-4.977501237684071e-12,4.977501237684071e-12,20.06219988166934,20,9.796229187085325e-07,1.1377734247485858e-06,0.0,-2.880369378691497e-14,2.880369378691497e-14,20.16181410910918,20,5.6970076011152045e-09,6.616733566916614e-09,0.0,-2.89471182937236e-14,2.89471182937236e-14,20.06219988166934,20,5.697087586160767e-09,6.616826464762796e-09,0.0,1.8097016445115395e-12,92.11244420691587,337.3333333333333,429.4457775402492,3.657950214200156e-12,1.8482485696886175e-12,0.36017376525691674,95.80983191667039,337.3333053790226,429.5354811194954,0.36017376525691674,0.0,7.675044712724251e-12,20.16181410910918,429.4457775402492,449.60759164935837,7.697677313064048e-12,2.2632600339796262e-14,5.006448355977796e-12,20.06219988166934,429.5354811194954,449.59768100116474,5.124805508543814e-12,1.1835715256601908e-13,0.0,-6.639551146184137e-09,0.0,-6.649032029871853e-09,0.0,-6.616733566916614e-09,0.0,-6.616826464762796e-09,-3.523472825729082e-06,1.482858708727849e-06,5.006331534456932e-06,-367164.1251613087,1.3793220642287443e-06,367164.12516268797,0,0,0,0,0,0,-1.8029270652560299e-12,1.8029270652560299e-12,1.7669918693286554e-06,-6.7745792555094936e-15,6.7745792555094936e-15,6.639551146184137e-09,-7.646241018937336e-12,7.646241018937336e-12,1.7564809564004276e-06,-2.880369378691497e-14,2.880369378691497e-14,6.616733566916614e-09,7.675044712724251e-12,1.8097016445115395e-12,-0.013352063390405022,-0.013352063390405022,-3.523472825729082e-06,-6.639551146184137e-09,-6.616733566916614e-09,-0.36017376525691025,0.36017376525691025,367164.1251601709,-6.522442519317825e-15,6.522442519317825e-15,6.649032029871853e-09,-4.977501237684071e-12,4.977501237684071e-12,1.1377734247485858e-06,-2.89471182937236e-14,2.89471182937236e-14,6.616826464762796e-09,5.006448355977796e-12,0.36017376525691674,-0.05255942105512245,-0.05255942105512245,-367164.1251613087,-6.649032029871853e-09,-6.616826464762796e-09
2,2,-1.8110780831012426e-12,119999999.99999999,337.3333333333333,-0.38805098865533316,119996087.12847339,337.333289856983,-0.013385940655717021,229856.1285407115,429.44383747125016,0.3269710406799031,233309.56145608486,429.5828701223246,-0.013385940642166924,159856.12854085592,449.6059318601477,-0.06107994796524464,159396.68992957886,449.5901073952948,-0.013385940649847512,0.013385940649847512,-0.061079947970337334,0.061079947970337334,-0.013385940649847512,0.013385940649847512,-0.061079947970337334,0.061079947970337334,-1.8043033611560656e-12,1.8043033611560656e-12,92.11050413791683,92,1.6303758166177628e-06,1.7683034887394395e-06,0.0,-0.38805098865532667,0.38805098865532667,96.43730934137893,92,367115.6396175121,398173.14492137975,1.0,-6.774721945176931e-15,6.774721945176931e-15,92.11050413791683,92,6.12166615742931e-09,6.6395511468864536e-09,0.0,-6.479850943460624e-15,6.479850943460624e-15,96.43730934137893,92,6.13026301512025e-09,6.6488752875490785e-09,0.0,-7.651783688589683e-12,7.651783688589683e-12,20.162094388897508,20,1.5134474125814481e-06,1.75777864411318e-06,0.0,-5.06366699294673e-12,5.06366699294673e-12,20.007237272970176,20,9.938509724510763e-07,1.1542984581313314e-06,0.0,-2.880329337634277e-14,2.880329337634277e-14,20.162094388897508,20,5.697007600893958e-09,6.616733566659649e-09,0.0,-2.902653884031607e-14,2.902653884031607e-14,20.007237272970176,20,5.6970677364525374e-09,6.616803410513981e-09,0.0,1.8110780831012422e-12,92.11050413791683,337.3333333333333,429.44383747125016,3.656786476893322e-12,1.8457083937920795e-12,0.38805098865533316,96.43730934137893,337.333289856983,429.5828701223246,0.38805098865533316,0.0,7.680586981966027e-12,20.162094388897508,429.44383747125016,449.6059318601477,7.70335364304415e-12,2.2766661078123498e-14,5.092693531787046e-12,20.007237272970176,429.5828701223246,449.5901073952948,5.158647359903256e-12,6.595382811620833e-14,0.0,-6.6395511468864536e-09,0.0,-6.6488752875490785e-09,0.0,-6.616733566659649e-09,0.0,-6.616803410513981e-09,-3.526082132852619e-06,1.4086440199041857e-06,4.934726152756805e-06,-398173.14492253406,1.3818407046103439e-06,398173.1449239159,0,0,0,0,0,0,-1.8043033611560656e-12,1.8043033611560656e-12,1.7683034887394395e-06,-6.774721945176931e-15,6.774721945176931e-15,6.6395511468864536e-09,-7.651783688589683e-12,7.651783688589683e-12,1.75777864411318e-06,-2.880329337634277e-14,2.880329337634277e-14,6.616733566659649e-09,7.680586981966027e-12,1.8110780831012422e-12,-0.013385940649847512,-0.013385940649847512,-3.526082132852619e-06,-6.6395511468864536e-09,-6.616733566659649e-09,-0.38805098865532667,0.38805098865532667,398173.14492137975,-6.479850943460624e-15,6.479850943460624e-15,6.6488752875490785e-09,-5.06366699294673e-12,5.06366699294673e-12,1.1542984581313314e-06,-2.902653884031607e-14,2.902653884031607e-14,6.616803410513981e-09,5.092693531787046e-12,0.38805098865533316,-0.061079947970337334,-0.061079947970337334,-398173.14492253406,-6.6488752875490785e-09,-6.616803410513981e-09
3,3,-1.838124403860805e-12,119999999.99999997,337.3333333333333,-0.3324863981709886,119994890.17743997,337.3332765575271,-0.012098416291008742,229812.57424206386,429.44208400744907,0.2741839345608358,234296.62362050387,429.6226085139069,-0.012098416277258158,159812.5742422578,449.6044317174726,-0.05830246360029701,159186.80106061778,449.5828781834951,-0.012098416285052512,0.012098416285052512,-0.0583024636052249,0.0583024636052249,-0.012098416285052512,0.012098416285052512,-0.0583024636052249,0.0583024636052249,-1.831349552938039e-12,1.831349552938039e-12,92.10875067411571,92,1.6547833630073913e-06,1.7947758817867579e-06,0.0,-0.332486398170982,0.332486398170982,95.36364972655986,92,311046.8120215661,337360.9674854296,1.0,-6.7748509227659955e-15,6.7748509227659955e-15,92.10875067411571,92,6.121666164638681e-09,6.639551154705729e-09,0.0,-6.553108279306741e-15,6.553108279306741e-15,95.36364972655986,92,6.130546844392129e-09,6.649183128407949e-09,0.0,-7.76555193392531e-12,7.76555193392531e-12,20.162347710023543,20,1.535968948450618e-06,1.7839360609182556e-06,0.0,-4.89878912266459e-12,4.89878912266459e-12,19.960269669588143,20,9.592331005448902e-07,1.1140918705515565e-06,0.0,-2.880293146512044e-14,2.880293146512044e-14,20.162347710023543,20,5.697007596016492e-09,6.616733560994765e-09,0.0,-2.90947306576321e-14,2.90947306576321e-14,19.960269669588143,20,5.6970463516245335e-09,6.6167785733153705e-09,0.0,1.8381244038608045e-12,92.10875067411571,337.3333333333333,429.44208400744907,3.6705312360185846e-12,1.8324068321577805e-12,0.3324863981709886,95.36364972655986,337.3332765575271,429.6226085139069,0.3324863981709886,1.3292138922208231e-36,7.79435486539043e-12,20.162347710023543,429.44208400744907,449.6044317174726,7.822892667140151e-12,2.853780174972152e-14,4.9278838533222215e-12,19.960269669588143,429.6226085139069,449.5828781834951,5.0838803840458405e-12,1.5599653072361804e-13,0.0,-6.639551154705729e-09,0.0,-6.649183128407949e-09,0.0,-6.616733560994765e-09,0.0,-6.6167785733153705e-09,-3.578711942705013e-06,1.4066623058700133e-06,4.985374248575026e-06,-337360.9674865437,1.382091399384063e-06,337360.9674879258,0,0,0,0,0,0,-1.831349552938039e-12,1.831349552938039e-12,1.7947758817867579e-06,-6.7748509227659955e-15,6.7748509227659955e-15,6.639551154705729e-09,-7.76555193392531e-12,7.76555193392531e-12,1.7839360609182556e-06,-2.880293146512044e-14,2.880293146512044e-14,6.616733560994765e-09,7.79435486539043e-12,1.8381244038608045e-12,-0.012098416285052512,-0.012098416285052512,-3.578711942705013e-06,-6.639551154705729e-09,-6.616733560994765e-09,-0.332486398170982,0.332486398170982,337360.9674854296,-6.553108279306741e-15,6.553108279306741e-15,6.649183128407949e-09,-4.89878912266459e-12,4.89878912266459e-12,1.1140918705515565e-06,-2.90947306576321e-14,2.90947306576321e-14,6.6167785733153705e-09,4.9278838533222215e-12,0.3324863981709886,-0.0583024636052249,-0.0583024636052249,-337360.9674865437,-6.649183128407949e-09,-6.6167785733153705e-09
4,4,-1.7441683572835661e-12,119999999.99999997,337.3333333333333,-9.975715770477383e-09,119994890.17740406,337.3332765575267,-0.012255087541409342,229768.4559269148,429.44030783676135,-0.05575202194765317,234095.91634149232,429.61452818752605,-0.01225508752835787,159768.4559271557,449.6029121483516,-0.055752031914296854,158986.0937457263,449.5759652123772,-0.01225508753575569,0.01225508753575569,-0.05575203191883289,0.05575203191883289,-0.01225508753575569,0.01225508753575569,-0.05575203191883289,0.05575203191883289,-1.7373933757527356e-12,1.7373933757527356e-12,92.10697450342805,92,1.5698555246301286e-06,1.7026632588179273e-06,0.0,-9.975708997495444e-09,9.975708997495444e-09,92.28125162999935,92,0.00903080064853994,0.009794794629652865,0.0,-6.774981530830401e-15,6.774981530830401e-15,92.10697450342805,92,6.121666131500853e-09,6.6395511187644824e-09,0.0,-6.7729819382398804e-15,6.7729819382398804e-15,92.28125162999935,92,6.131438847681193e-09,6.65015059401431e-09,0.0,-7.36901777749371e-12,7.36901777749371e-12,20.162604311590233,20,1.4575559640980743e-06,1.692864069800319e-06,0.0,-4.506946805481746e-12,4.506946805481746e-12,19.961437024851133,20,8.825579726878541e-07,1.0250382958047089e-06,0.0,-2.880256521566381e-14,2.880256521566381e-14,20.162604311590233,20,5.697007658157601e-09,6.616733633167946e-09,0.0,-2.909293238573147e-14,2.909293238573147e-14,19.961437024851133,20,5.697027396699963e-09,6.616756558304254e-09,0.0,1.7441683572835661e-12,92.10697450342805,337.3333333333333,429.44030783676135,3.67423747417638e-12,1.9300691168928133e-12,9.975715770477381e-09,92.28125162999935,337.3332765575267,429.61452818752605,9.975715770477383e-09,0.0,7.397820342709373e-12,20.162604311590233,429.44030783676135,449.6029121483516,7.373964216136527e-12,0.0,4.536039737867478e-12,19.961437024851133,429.61452818752605,449.5759652123772,4.641323325370343e-12,1.0528358750286414e-13,0.0,-6.6395511187644824e-09,0.0,-6.65015059401431e-09,0.0,-6.616733633167946e-09,0.0,-6.616756558304254e-09,-3.3955273286182468e-06,1.4234004824895559e-06,4.818927811107803e-06,-0.00979581966794867,1.373724034697135e-06,0.009797193391983367,0,0,0,0,0,0,-1.7373933757527356e-12,1.7373933757527356e-12,1.7026632588179273e-06,-6.774981530830401e-15,6.774981530830401e-15,6.6395511187644824e-09,-7.36901777749371e-12,7.36901777749371e-12,1.692864069800319e-06,-2.880256521566381e-14,2.880256521566381e-14,6.616733633167946e-09,7.397820342709373e-12,1.7441683572835661e-12,-0.01225508753575569,-0.01225508753575569,-3.3955273286182468e-06,-6.6395511187644824e-09,-6.616733633167946e-09,-9.975708997495444e-09,9.975708997495444e-09,0.009794794629652865,-6.7729819382398804e-15,6.7729819382398804e-15,6.65015059401431e-09,-4.506946805481746e-12,4.506946805481746e-12,1.0250382958047089e-06,-2.909293238573147e-14,2.909293238573147e-14,6.616756558304254e-09,4.536039737867478e-12,9.975715770477381e-09,-0.05575203191883289,-0.05575203191883289,-0.00979581966794867,-6.65015059401431e-09,-6.616756558304254e-09
5,5,-1.522143206473888e-12,119999999.99999997,337.3333333333333,-5.819118082172346e-11,119994890.17740385,337.3332765575267,-0.012065593194729309,229725.01979141377,429.438559130121,-0.07228597454044178,233835.68683314673,429.6040515402826,-0.01206559318336984,159725.01979169558,449.6014160755748,-0.07228597458991949,158725.8642372026,449.56700211565385,-0.012065593189810646,0.012065593189810646,-0.07228597459427623,0.07228597459427623,-0.012065593189810646,0.012065593189810646,-0.07228597459427623,0.07228597459427623,-1.5153680964516286e-12,1.5153680964516286e-12,92.10522579678765,92,1.3692142759586183e-06,1.4850480216470914e-06,0.0,-5.8184407052868684e-11,5.8184407052868684e-11,92.27077498275594,92,5.266714644406257e-05,5.7122718485968074e-05,0.0,-6.7751100222595435e-15,6.7751100222595435e-15,92.10522579678765,92,6.121666006687266e-09,6.639550983391829e-09,0.0,-6.7737688547762805e-15,6.7737688547762805e-15,92.27077498275594,92,6.1314550465036076e-09,6.650168163236017e-09,0.0,-6.4120044014320765e-12,6.4120044014320765e-12,20.162856945453793,20,1.2682792525734687e-06,1.473030490793808e-06,0.0,-4.327645066734622e-12,4.327645066734622e-12,19.962950575371238,20,8.475110584676611e-07,9.843334012400243e-07,0.0,-2.880222823678052e-14,2.880222823678052e-14,20.162856945453793,20,5.697012387031935e-09,6.616739125472631e-09,0.0,-2.9090727973486146e-14,2.9090727973486146e-14,19.962950575371238,20,5.697027662062843e-09,6.616756866507368e-09,0.0,1.5221432064738883e-12,92.10522579678765,337.3333333333333,429.438559130121,4.055031862211932e-12,2.532888655738044e-12,5.819118082172345e-11,92.27077498275594,337.3332765575267,429.6040515402826,3.286744387094644e-11,0.0,6.440806629668858e-12,20.162856945453793,429.438559130121,449.6014160755748,1.2894837649249314e-13,0.0,4.356735794708108e-12,19.962950575371238,429.6040515402826,449.56700211565385,4.321920019762283e-12,0.0,0.0,-6.639550983391829e-09,0.0,-6.650168163236017e-09,0.0,-6.616739125472631e-09,0.0,-6.616756866507368e-09,-2.958078512440899e-06,1.478919759216645e-06,4.4369982716575434e-06,-5.81070518872081e-05,1.3920099620584388e-06,5.9499061849266533e-05,0,0,0,0,0,0,-1.5153680964516286e-12,1.5153680964516286e-12,1.4850480216470914e-06,-6.7751100222595435e-15,6.7751100222595435e-15,6.639550983391829e-09,-6.4120044014320765e-12,6.4120044014320765e-12,1.473030490793808e-06,-2.880222823678052e-14,2.880222823678052e-14,6.616739125472631e-09,6.440806629668858e-12,1.5221432064738883e-12,-0.012065593189810646,-0.012065593189810646,-2.958078512440899e-06,-6.639550983391829e-09,-6.616739125472631e-09,-5.8184407052868684e-11,5.8184407052868684e-11,5.7122718485968074e-05,-6.7737688547762805e-15,6.7737688547762805e-15,6.650168163236017e-09,-4.327645066734622e-12,4.327645066734622e-12,9.843334012400243e-07,-2.9090727973486146e-14,2.9090727973486146e-14,6.616756866507368e-09,4.356735794708108e-12,5.819118082172345e-11,-0.07228597459427623,-0.07228597459427623,-5.81070518872081e-05,-6.650168163236017e-09,-6.616756866507368e-09
6,6,-1.314930674503656e-12,119999999.99999996,337.3333333333333,-1.0006314444833478e-08,119994890.17736782,337.3332765575263,-0.01166743509800195,229683.01702506095,429.4368681298608,-0.11416719979589823,233424.6849138815,429.5875049074589,-0.011667435088149165,159683.01702537824,449.5999693723962,-0.114167191153142,158314.86234905128,449.5528459590447,-0.011667435093733023,0.011667435093733023,-0.11416720047767734,0.11416720047767734,-0.011667435093733023,0.011667435093733023,-0.11416720047767734,0.11416720047767734,-1.308155440164819e-12,1.308155440164819e-12,92.10353479652748,92,1.1819651104056514e-06,1.2819578203965847e-06,0.0,-6.661864922244145e-12,6.661864922244145e-12,92.25422834993257,92,6.029080888269742e-06,6.53913328445742e-06,0.0,-6.775234338837079e-15,6.775234338837079e-15,92.10353479652748,92,6.121665940797564e-09,6.639550911927944e-09,0.0,-9.999652579911234e-09,9.999652579911234e-09,92.25422834993257,92,0.00904982538109108,0.009815428829816791,0.0,-5.555055977697358e-12,5.555055977697358e-12,20.163101242535408,20,1.098790201203954e-06,1.2761790954749757e-06,0.0,-3.836333537988827e-12,3.836333537988827e-12,19.965341051585792,20,7.513842703078768e-07,8.726878865364425e-07,0.0,-2.880185594098238e-14,2.880185594098238e-14,20.163101242535408,20,5.697007773020397e-09,6.616733766574213e-09,0.0,-9.320699005467056e-09,9.320699005467056e-09,19.965341051585792,20,0.0018255520672816221,0.0021202695322666922,0.0,1.314930674503656e-12,92.10353479652748,337.3333333333333,429.4368681298608,4.081006080554463e-12,2.7660754060508072e-12,1.0006314444833478e-08,92.25422834993257,337.3332765575263,429.5875049074589,1.0006314444833477e-08,2.645197025107485e-26,5.5838578336383424e-12,20.163101242535408,429.4368681298608,449.5999693723962,5.5471235665691595e-12,0.0,9.324535339005045e-09,19.965341051585792,429.5875049074589,449.5528459590447,9.324535339005045e-09,2.579348326302806e-25,0.0,-6.639550911927944e-09,0.07357298277434086,-0.009815428829816791,0.0,-6.616733766574213e-09,0.07357298277434086,-0.0021202695322666922,-2.55813691587156e-06,1.6216859163737239e-06,4.179822832245284e-06,-7.411821170993863e-06,9.17561470151273e-07,8.329382641145136e-06,0,0,0,0,0,0,-1.308155440164819e-12,1.308155440164819e-12,1.2819578203965847e-06,-6.775234338837079e-15,6.775234338837079e-15,6.639550911927944e-09,-5.555055977697358e-12,5.555055977697358e-12,1.2761790954749757e-06,-2.880185594098238e-14,2.880185594098238e-14,6.616733766574213e-09,5.5838578336383424e-12,1.314930674503656e-12,-0.011667435093733023,-0.011667435093733023,-2.55813691587156e-06,-6.639550911927944e-09,-6.616733766574213e-09,-6.661864922244145e-12,6.661864922244145e-12,6.53913328445742e-06,-9.999652579911234e-09,9.999652579911234e-09,0.009815428829816791,-3.836333537988827e-12,3.836333537988827e-12,8.726878865364425e-07,-9.320699005467056e-09,9.320699005467056e-09,0.0021202695322666922,9.324535339005045e-09,1.0006314444833478e-08,-0.11416720047767734,-0.11416720047767734,-7.411821170993863e-06,-0.009815428829816791,-0.0021202695322666922
7,7,-8.885275043170882e-09,119999999.99996798,337.333333333333,-1.0014908877563718e-08,119994890.17733178,337.3332765575259,-0.011282822505728766,229642.39886404033,429.43523287278566,-0.44359814335030995,231827.73159782038,429.52321274988265,-0.011282813619278905,159642.39889634884,449.59857036034225,0.19503732512191077,159016.99671949015,449.5770296048992,-0.011282822505141357,0.011282822505141357,-0.12428041412165401,0.12428041412165401,-0.011282822505141357,0.011282822505141357,-0.12428041412165401,0.12428041412165401,-9.650572290653342e-13,9.650572290653342e-13,92.10189953945267,92,8.719481548595532e-07,9.457138339040709e-07,0.0,-1.525629365342595e-11,1.525629365342595e-11,92.18993619235673,92,1.3797536804088753e-05,1.496479045996611e-05,0.0,-8.884309985941817e-09,8.884309985941817e-09,92.10189953945267,92,0.008027148511123208,0.00870623482768244,0.0,-9.999652583910292e-09,9.999652583910292e-09,92.18993619235673,92,0.009043518543169529,0.009808588441615543,0.0,-4.104738662379373e-12,4.104738662379373e-12,20.163337487556596,20,8.119269155958143e-07,9.430045477303302e-07,0.0,-4.011105159988743e-12,4.011105159988743e-12,20.676224396487967,20,8.135875470885016e-07,9.449332718797927e-07,0.0,-8.881757712331273e-09,8.881757712331273e-09,20.163337487556596,20,0.0017568324654995153,0.002040455825202689,0.0,-0.3193177392395537,0.3193177392395537,20.676224396487967,20,64768.41810920614,75224.64356469935,1.0,8.885275043170882e-09,92.10189953945267,337.333333333333,429.43523287278566,8.885275043170882e-09,2.985814359101549e-26,1.0014908877563718e-08,92.18993619235673,337.3332765575259,429.52321274988265,1.0014908877563717e-08,0.0,8.885862450993652e-09,20.163337487556596,429.43523287278566,449.59857036034225,8.885862450993652e-09,2.0476798975063927e-26,0.31931773924356477,20.676224396487967,429.52321274988265,449.5770296048992,0.31931773924356477,0.0,0.07477177315670108,-0.00870623482768244,0.27945187048193765,-0.009808588441615543,0.07477177315670108,-0.002040455825202689,0.27945187048193765,-75224.64356469935,-1.8887183816344009e-06,9.849204049596337e-07,2.873638786594035e-06,-1.5909723731845903e-05,8.991482400063441e-07,1.6808871971852246e-05,0,0,0,0,0,0,-9.650572290653342e-13,9.650572290653342e-13,9.457138339040709e-07,-8.884309985941817e-09,8.884309985941817e-09,0.00870623482768244,-4.104738662379373e-12,4.104738662379373e-12,9.430045477303302e-07,-8.881757712331273e-09,8.881757712331273e-09,0.002040455825202689,8.885862450993652e-09,8.885275043170882e-09,-0.011282822505141357,-0.011282822505141357,-1.8887183816344009e-06,-0.00870623482768244,-0.002040455825202689,-1.525629365342595e-11,1.525629365342595e-11,1.496479045996611e-05,-9.999652583910292e-09,9.999652583910292e-09,0.009808588441615543,-4.011105159988743e-12,4.011105159988743e-12,9.449332718797927e-07,-0.3193177392395537,0.3193177392395537,75224.64356469935,0.31931773924356477,1.0014908877563718e-08,-0.12428041412165401,-0.12428041412165401,-1.5909723731845903e-05,-0.009808588441615543,-75224.64356469935
